iso_a3_target daily_seeds
ARE 9339.3495
AFG 199.7007
ATG 6.12649
ALB 35.70023
ARM 79.71262
AGO 31.5971
ARG 3.51828
AUT 159.49416
AUS 358.06266
ABW 8.95593
AZE 65.03179
BIH 34.06285
BRB 16.42286
BGD 1063.80514
BEL 107.98733
BFA 4.74207
BGR 36.35283
BHR 762.5195
BDI 6.27635
BEN 5.2744
BLM 0.55486
BMU 6.45364
BRN 5.85891
BOL 1.2187
BES 2.28696
BRA 113.71189
BHS 8.84999
BWA 1.79885
BLR 25.56811
BLZ 0.46514
CAN 480.78596
COD 12.25531
CAF 1.63757
COG 4.80161
CHE 268.58179
CIV 17.39555
COK 0.63412
CHL 5.10532
CMR 8.27164
CHN 236.00922
COL 15.49476
CRI 9.86931
CUB 2.98048
CPV 2.32381
CUW 4.8186
CYP 102.66228
CZE 60.94891
DEU 1005.03917
DJI 21.49923
DNK 116.58337
DOM 61.61066
DZA 26.76018
ECU 5.3023
EST 6.7404
EGY 1018.54499
ERI 15.92855
ESP 594.59857
ETH 292.09858
FIN 51.81084
FRO 0.91174
FRA 692.18736
GAB 2.8627
GBR 1753.37511
GRD 1.82738
GEO 117.02323
GUF 1.10393
GHA 76.68768
GIB 13.0189
GRL 0.36875
GMB 2.02479
GIN 16.34215
GLP 1.80178
GNQ 1.26329
GRC 372.66423
GTM 4.73447
GUM 8.02662
GNB 0.66004
GUY 2.75749
HKG 336.49905
HND 2.78198
HRV 71.31985
HTI 1.84025
HUN 88.97547
IDN 196.39357
IRL 126.06536
ISR 155.49098
IND 0.0
IRQ 405.76091
IRN 272.85788
ISL 37.36461
ITA 537.07237
JAM 17.78954
JOR 462.87236
JPN 532.53138
KEN 220.31828
KGZ 62.84051
KHM 11.91867
COM 7.01654
KOR 164.99224
KWT 1033.50116
CYM 1.16639
KAZ 119.31661
LAO 0.59751
LBN 341.56746
LCA 2.06305
LKA 1118.05614
LBR 2.89551
LTU 8.14961
LUX 5.72323
LVA 12.9789
LBY 17.58574
MAR 136.31108
MDA 7.24237
MNE 10.64958
MAF 0.23932
MDG 1.47708
MKD 2.28076
MLI 8.2582
MMR 40.4499
MNG 1.60843
MAC 3.88706
MNP 2.98639
MTQ 1.72014
MRT 3.60081
MLT 26.26106
MUS 34.54991
MDV 1871.47511
MWI 6.64083
MEX 79.8526
MYS 278.23339
MOZ 12.65283
NAM 5.27338
NCL 3.61462
NER 4.42718
NGA 127.2526
NIC 0.84807
NLD 417.65435
NOR 72.78907
NPL 424.3389
NZL 20.8625
OMN 1214.14343
PAN 13.33309
PER 6.01794
PYF 3.57237
PNG 4.36805
PHL 415.80405
PAK 1361.41274
POL 124.99831
PRI 30.37644
PRT 159.34104
PRY 0.58235
QAT 2859.74221
REU 13.3207
ROU 78.25329
SRB 56.84811
RUS 633.98767
RWA 28.57407
SAU 2236.49239
SYC 77.12437
SDN 212.98587
SWE 117.2014
SGP 322.58846
SVN 10.34394
SVK 2.3293
SLE 3.12777
SEN 22.0487
SOM 29.78914
SUR 1.32893
SSD 18.4303
SLV 9.56716
SXM 3.97981
SYR 106.15565
TCA 4.19341
TCD 3.4021
TGO 10.82498
THA 517.25219
TJK 14.16417
TUN 74.67103
TUR 966.5088
TTO 1.27027
TWN 111.4365
TZA 192.71581
UKR 188.57012
UGA 102.69243
USA 3262.92685
URY 0.88572
UZB 126.71183
VEN 1.61486
VGB 0.41748
VIR 4.15807
VNM 158.68962
YEM 14.97287
MYT 5.04382
ZAF 266.88455
ZMB 40.4116
ZWE 24.62665
