"group","date","cum_I","Incidence","imported","Rt"
"EST",2020-09-09,0,0,0,2.63
"EST",2020-09-10,0,0,0,2.63
"EST",2020-09-11,0,0,0,2.63
"EST",2020-09-12,0,0,0,2.63
"EST",2020-09-13,0,0,0,2.63
"EST",2020-09-14,0,0,0,2.63
"EST",2020-09-15,0,0,0,2.63
"EST",2020-09-16,0,0,0,2.63
"EST",2020-09-17,0,0,0,2.63
"EST",2020-09-18,0,0,0,2.63
"EST",2020-09-19,0,0,0,2.63
"EST",2020-09-20,0,0,0,2.63
"EST",2020-09-21,0,0,0,2.63
"EST",2020-09-22,0,0,0,2.63
"EST",2020-09-23,0,8.42649098011446e-05,8.42649098011446e-05,2.63
"EST",2020-09-24,6.42550089577872e-07,0.000172181830756194,0.000171539280666616,2.63
"EST",2020-09-25,1.13682453462212e-05,0.00025897448769371,0.000248248792437067,2.63
"EST",2020-09-26,6.00678452356764e-05,0.000369289741201917,0.000320590141312462,2.63
"EST",2020-09-27,0.000189476995043438,0.000501363299580987,0.000371954149773226,2.63
"EST",2020-09-28,0.000447430646204058,0.000720623369893969,0.000462669718733349,2.63
"EST",2020-09-29,0.000882497602992614,0.000988033205599654,0.000552966248811097,2.63
"EST",2020-09-30,0.00155049682998081,0.0013966570508458,0.000728657823857607,2.63
"EST",2020-10-01,0.00252641571465155,0.00164058425813759,0.000664665373466853,2.63
"EST",2020-10-02,0.00391486209779068,0.00229297683691866,0.000904530453779533,2.63
"EST",2020-10-03,0.00583757089669098,0.00325521699872758,0.00133250819982729,2.63
"EST",2020-10-04,0.00843510860172613,0.00416476742506587,0.00156722972003071,2.63
"EST",2020-10-05,0.011923039004722,0.00532624064965455,0.00183831024665865,2.63
"EST",2020-10-06,0.0166120769308469,0.00679138425839222,0.00210234633226739,2.63
"EST",2020-10-07,0.0228736414241706,0.00869088097818885,0.00242931648486516,2.63
"EST",2020-10-08,0.0311273048094083,0.0108795905916707,0.00262592720643293,2.63
"EST",2020-10-09,0.0418699921235925,0.0135872251433043,0.0028445378291202,2.63
