"group","date","cum_I","Incidence","imported","Rt"
"SVK",2020-09-09,0,0,0,1.62
"SVK",2020-09-10,0,0,0,1.62
"SVK",2020-09-11,0,0,0,1.62
"SVK",2020-09-12,0,0,0,1.62
"SVK",2020-09-13,0,0,0,1.62
"SVK",2020-09-14,0,0,0,1.62
"SVK",2020-09-15,0,0,0,1.62
"SVK",2020-09-16,0,0,0,1.62
"SVK",2020-09-17,0,0,0,1.62
"SVK",2020-09-18,0,0,0,1.62
"SVK",2020-09-19,0,0,0,1.62
"SVK",2020-09-20,0,0,0,1.62
"SVK",2020-09-21,0,0,0,1.62
"SVK",2020-09-22,0,0,0,1.62
"SVK",2020-09-23,0,0.000117117615790511,0.000117117615790511,1.62
"SVK",2020-09-24,5.50100091236155e-07,0.000238968103664776,0.00023841800357354,1.62
"SVK",2020-09-25,9.73097323000815e-06,0.000354215440454096,0.000345034567315324,1.62
"SVK",2020-09-26,5.13731875463373e-05,0.000487222148894845,0.000445579934578516,1.62
"SVK",2020-09-27,0.000161577700591403,0.000627173952727954,0.000516969439682888,1.62
"SVK",2020-09-28,0.000379043027960701,0.000860517986944804,0.000643052659575506,1.62
"SVK",2020-09-29,0.000738977222398455,0.00112848766261578,0.000768553468178026,1.62
"SVK",2020-09-30,0.00127619521770983,0.001549960633483,0.00101274263817162,1.62
"SVK",2020-10-01,0.00203365318010382,0.00165954552454536,0.000902087562151373,1.62
"SVK",2020-10-02,0.00307025028960519,0.00226423090014948,0.00122763379064811,1.62
"SVK",2020-10-03,0.00444722256966294,0.00318545986119825,0.0018084875811405,1.62
"SVK",2020-10-04,0.00622542193347945,0.003905252304907,0.00212705294109049,1.62
"SVK",2020-10-05,0.0085095820508598,0.00477912506528565,0.00249496494790531,1.62
"SVK",2020-10-06,0.0114613384220615,0.00580507257117305,0.00285331619997133,1.62
"SVK",2020-10-07,0.0152630329247076,0.00709877642237303,0.003297081919727,1.62
"SVK",2020-10-08,0.0200947680692173,0.00839565823513568,0.00356392309062596,1.62
"SVK",2020-10-09,0.0261430169679088,0.00990887154905491,0.00386062265036343,1.62
"SVK",2020-10-10,0.0336100762032825,0.0115770835317702,0.00411002429639653,1.62
"SVK",2020-10-11,0.0427096958931041,0.013491243623773,0.00439162393395138,1.62
"SVK",2020-10-12,0.0536659346933662,0.0157326325268486,0.0047763937265865,1.62
"SVK",2020-10-13,0.0667194842813948,0.018238855277641,0.00518530568961242,1.62
"SVK",2020-10-14,0.0821427842136183,0.0231594301646161,0.00773613023239265,1.62
"SVK",2020-10-15,0.100263287150719,0.0278568037661468,0.00973630082904573,1.62
"SVK",2020-10-16,0.121587763205014,0.0331342339532336,0.0118097578989386,1.62
"SVK",2020-10-17,0.146909783039737,0.0391684840716763,0.0138464642369532,1.62
"SVK",2020-10-18,0.177220090737651,0.0461930229988454,0.0158827153009321,1.62
"SVK",2020-10-19,0.213579250159774,0.0548915316710756,0.0185323722489528,1.62
"SVK",2020-10-20,0.257082875655396,0.0653812501865752,0.0218776246909525,1.62
"SVK",2020-10-21,0.308938359550528,0.0787482556048702,0.0268927717097382,1.62
"SVK",2020-10-22,0.370603596702728,0.0933091728190484,0.0316439356668487,1.62
"SVK",2020-10-23,0.443940879151376,0.110453156750058,0.0371158743014101,1.62
"SVK",2020-10-24,0.531264478089344,0.1290631098805,0.0417395109425327,1.62
"SVK",2020-10-25,0.635253326492357,0.150687785880968,0.0466989374779543,1.62
"SVK",2020-10-26,0.758833263913346,0.175715049228704,0.0521351118077147,1.62
"SVK",2020-10-27,0.905116562721139,0.204232639445877,0.0579493406380844,1.62
"SVK",2020-10-28,1.07749081246421,0.244412070707561,0.0720378209644922,1.62
"SVK",2020-10-29,1.27980183474666,0.287143143894494,0.08483212161204,1.62
"SVK",2020-10-30,1.51690352417007,0.333617331561501,0.0965156421380917,1.62
"SVK",2020-10-31,1.7951232747426,0.387194055221885,0.108974304649352,1.62
"SVK",2020-11-01,2.12188436737581,0.359100259336201,0.0323391667029946,1.62
"SVK",2020-11-02,2.50474426627053,0.417937595344946,0.0350776964502255,1.62
"SVK",2020-11-03,2.94640143066498,0.480268186541972,0.038611022147527,1.62
"SVK",2020-11-04,3.44353240194185,0.541308992732866,0.0441780214559893,1.62
"SVK",2020-11-05,3.99469667819736,0.600224468889395,0.0490601926338917,1.62
"SVK",2020-11-06,4.60480644761463,0.664557398979647,0.054447629562374,1.62
"SVK",2020-11-07,5.28303663514656,0.736698701274923,0.058468513742987,1.62
"SVK",2020-11-08,6.0392274830175,0.819112358289449,0.0629215104185167,1.62
"SVK",2020-11-09,6.88241828444025,0.91023262224138,0.0670418208186328,1.62
"SVK",2020-11-10,7.82141164412046,1.01071257152744,0.0717192118472205,1.62
"SVK",2020-11-11,8.86583625988363,1.12633349266378,0.0819088769006194,1.62
"SVK",2020-11-12,10.0267154199966,1.24851210512769,0.0876329450146915,1.62
"SVK",2020-11-13,11.316779968784,1.3830349538222,0.0929704050347959,1.62
"SVK",2020-11-14,12.7504299259288,1.53171210671059,0.0980621495658111,1.62
"SVK",2020-11-15,14.3432363645269,1.69445066660601,0.101644228007931,1.62
"SVK",2020-11-16,16.1117549910513,1.87401943872151,0.10550081219706,1.62
"SVK",2020-11-17,18.0737719349116,2.07103353311136,0.109016589251104,1.62
"SVK",2020-11-18,20.2485466044211,2.28948704697226,0.114712377462767,1.62
"SVK",2020-11-19,22.65719912278,2.52565940247979,0.117006884120896,1.62
"SVK",2020-11-20,25.3230365661021,2.78520758381638,0.119370140494219,1.62
