"group","date","cum_I","Incidence","imported","Rt"
"MYS",2020-09-09,0,0,0,2.63
"MYS",2020-09-10,0,0,0,2.63
"MYS",2020-09-11,0,0,0,2.63
"MYS",2020-09-12,0,0,0,2.63
"MYS",2020-09-13,0,0,0,2.63
"MYS",2020-09-14,0,0,0,2.63
"MYS",2020-09-15,0,0,0,2.63
"MYS",2020-09-16,0,0,0,2.63
"MYS",2020-09-17,0,0,0,2.63
"MYS",2020-09-18,0,0,0,2.63
"MYS",2020-09-19,0,0,0,2.63
"MYS",2020-09-20,0,0,0,2.63
"MYS",2020-09-21,0,0,0,2.63
"MYS",2020-09-22,0,0,0,2.63
"MYS",2020-09-23,0,5.19338025209479e-05,5.19338025209479e-05,2.63
"MYS",2020-09-24,3.96013827590917e-07,0.000106118397530949,0.000105722383703358,2.63
"MYS",2020-09-25,7.00643019987329e-06,0.000159610090767179,0.000152999674394896,2.63
"MYS",2020-09-26,3.70207672409579e-05,0.000227599133943793,0.000197584796902708,2.63
"MYS",2020-09-27,0.000116777682027672,0.000308998166059108,0.000229241251272394,2.63
"MYS",2020-09-28,0.000275758615022763,0.00044413163050161,0.000285150697506519,2.63
"MYS",2020-09-29,0.000543897291852389,0.000608940560250319,0.000340801883420693,2.63
"MYS",2020-09-30,0.000955595827107686,0.000860781927367948,0.000449083392112652,2.63
"MYS",2020-10-01,0.00155707013892455,0.00124801325309061,0.000646538941273745,2.63
"MYS",2020-10-02,0.00241459811135594,0.00173739050970503,0.000879862537273643,2.63
"MYS",2020-10-03,0.00362852835835834,0.00251009892848688,0.00129616868148448,2.63
"MYS",2020-10-04,0.00534677478924298,0.00324273542094022,0.00152448899005559,2.63
"MYS",2020-10-05,0.00778028898122874,0.00422169093182105,0.00178817673983529,2.63
"MYS",2020-10-06,0.0111994923092907,0.00546421548924191,0.0020450121611799,2.63
"MYS",2020-10-07,0.015912137083893,0.00707571011671743,0.0023630653421152,2.63
"MYS",2020-10-08,0.0222683439984079,0.00891052110581041,0.00255431419129545,2.63
"MYS",2020-10-09,0.030692164589356,0.0111907835618936,0.00276696297094557,2.63
"MYS",2020-10-10,0.0417026744637743,0.0139562225398987,0.00294571266548034,2.63
"MYS",2020-10-11,0.055917957199293,0.0173628218524064,0.00314753911688776,2.63
"MYS",2020-10-12,0.0740704830155019,0.0215758348969028,0.00342330908069387,2.63
"MYS",2020-10-13,0.0970399280981219,0.0266858271628111,0.00371638208019122,2.63
"MYS",2020-10-14,0.12590190343604,0.0344065695213018,0.00554459418338334,2.63
"MYS",2020-10-15,0.161990604756767,0.0430668461195764,0.00697814479885004,2.63
"MYS",2020-10-16,0.20708626677845,0.053559882890076,0.00846422086839255,2.63
"MYS",2020-10-17,0.263594996519456,0.0664326869085279,0.0099239571675219,2.63
"MYS",2020-10-18,0.334521111198816,0.0823094818446568,0.0113833671652972,2.63
"MYS",2020-10-19,0.423427124113707,0.102188426768989,0.013282413854098,2.63
"MYS",2020-10-20,0.534534660497518,0.126787540076068,0.0156800036922572,2.63
"MYS",2020-10-21,0.672974337342124,0.157714107485978,0.0192744306413716,2.63
"MYS",2020-10-22,0.845119828002914,0.194825147849485,0.0226796571886951,2.63
"MYS",2020-10-23,1.05896656061212,0.240448205772247,0.0266014731630413,2.63
"MYS",2020-10-24,1.32444323536265,0.295391973826059,0.0299152990755244,2.63
"MYS",2020-10-25,1.6536495679635,0.362676122965323,0.0334697903644735,2.63
"MYS",2020-10-26,2.06115419650035,0.444870602091515,0.0373659735546737,2.63
"MYS",2020-10-27,2.56445298576734,0.544831903030703,0.0415331137637077,2.63
"MYS",2020-10-28,3.18469239495541,0.671869936480759,0.0516305272926875,2.63
"MYS",2020-10-29,3.94760777156793,0.823715760515663,0.0608003839031431,2.63
"MYS",2020-10-30,4.88503284962932,1.00659920671858,0.0691741286571984,2.63
"MYS",2020-10-31,6.03651298619608,1.22958356522507,0.078103428658306,2.63
"MYS",2020-11-01,7.45021477772221,1.47574492890731,0.0620431373811796,2.63
"MYS",2020-11-02,9.1838124320102,1.8008946987624,0.0672970444744059,2.63
"MYS",2020-11-03,11.3042649765767,2.19452832312715,0.0740757785606441,2.63
"MYS",2020-11-04,13.889856184977,2.67034735192112,0.0847561435208172,2.63
"MYS",2020-11-05,17.0368057682394,3.24107223952891,0.0941226562665209,2.63
"MYS",2020-11-06,20.8650418512714,3.93269461135595,0.104458528323958,2.63
"MYS",2020-11-07,25.5214737303907,4.76860452920473,0.112172650085434,2.63
"MYS",2020-11-08,31.1831990594242,5.78244111466216,0.120715785628634,2.63
"MYS",2020-11-09,38.0629222220053,7.00834382054472,0.128620657963636,2.63
"MYS",2020-11-10,46.4169004378681,8.49157251303113,0.1375942971683,2.63
"MYS",2020-11-11,56.5549058170972,10.2951486893507,0.157143310121614,2.63
"MYS",2020-11-12,68.8518430675031,12.4650622641577,0.168125013751835,2.63
"MYS",2020-11-13,83.7621588203198,15.0886807572379,0.178365004421206,2.63
"MYS",2020-11-14,101.836266992389,18.2622417586053,0.18813358653555,2.63
"MYS",2020-11-15,123.738700257594,22.09743911864,0.195005853435179,2.63
"MYS",2020-11-16,150.271096240704,26.7348007465068,0.202404763396767,2.63
"MYS",2020-11-17,182.401299562307,32.3393531517713,0.209149830168863,2.63
"MYS",2020-11-18,221.298690913425,39.1174686295345,0.220077278416242,2.63
"MYS",2020-11-19,268.376700500668,47.302488908331,0.224479321088513,2.63
