"group","date","cum_I","Incidence","imported","Rt"
"IND",2020-09-09,0,0,0,1.62
"IND",2020-09-10,0,0,0,1.62
"IND",2020-09-11,0,0,0,1.62
"IND",2020-09-12,0,0,0,1.62
"IND",2020-09-13,0,0,0,1.62
"IND",2020-09-14,0,0,0,1.62
"IND",2020-09-15,0,0,0,1.62
"IND",2020-09-16,0,0,0,1.62
"IND",2020-09-17,0,0,0,1.62
"IND",2020-09-18,0,0,0,1.62
"IND",2020-09-19,0,0,0,1.62
"IND",2020-09-20,0,0,0,1.62
"IND",2020-09-21,0,0,0,1.62
"IND",2020-09-22,0,0,0,1.62
"IND",2020-09-23,0,0.000405881337941251,0.000405881337941251,1.62
"IND",2020-09-24,1.90641996530999e-06,0.000828164857917142,0.000826258437951832,1.62
"IND",2020-09-25,3.37235385762199e-05,0.00122756458044808,0.00119574746183717,1.62
"IND",2020-09-26,0.000178038273361979,0.00168851095826417,0.00154419622347841,1.62
"IND",2020-09-27,0.000559961649277554,0.00217352617142117,0.00179160279550559,1.62
"IND",2020-09-28,0.00131360675580331,0.00298220032491446,0.0022285552183887,1.62
"IND",2020-09-29,0.00256099017821276,0.00391087266643109,0.00266348924402165,1.62
"IND",2020-09-30,0.0044227661137229,0.00537152409932612,0.00350974816381597,1.62
"IND",2020-10-01,0.00704780291229164,0.00756468426947468,0.00493964747090594,1.62
"IND",2020-10-02,0.0106487382767058,0.0103232075734573,0.00672227220904309,1.62
"IND",2020-10-03,0.0155571597994961,0.0148113305985352,0.00990290907574494,1.62
"IND",2020-10-04,0.0222721852722776,0.0183623334745491,0.0116473080017676,1.62
"IND",2020-10-05,0.03151797138396,0.02290770521134,0.0136619190996576,1.62
"IND",2020-10-06,0.0441966810998357,0.0283028871707448,0.0156241774548691,1.62
"IND",2020-10-07,0.0612338463149766,0.0350913132263472,0.0180541480112063,1.62
"IND",2020-10-08,0.0835381617270805,0.0418196312414554,0.0195153158293515,1.62
"IND",2020-10-09,0.112085020439102,0.0496868408058997,0.0211399820938778,1.62
"IND",2020-10-10,0.147955840205245,0.0583764743975388,0.0225056546313964,1.62
"IND",2020-10-11,0.192291366662061,0.0683831632591433,0.0240476368023271,1.62
"IND",2020-10-12,0.246275778759631,0.0801389697940714,0.026154557696501,1.62
"IND",2020-10-13,0.311174166482236,0.0932920639135087,0.0283936761909041,1.62
"IND",2020-10-14,0.388420780201085,0.119608084755987,0.0423614710371375,1.62
"IND",2020-10-15,0.479748255067494,0.144641472070268,0.05331399720386,1.62
"IND",2020-10-16,0.587867019912634,0.172786589993266,0.0646678251481252,1.62
"IND",2020-10-17,0.717050668379009,0.205004062047887,0.0758204135815123,1.62
"IND",2020-10-18,0.872646410731792,0.242566251379936,0.0869705090271527,1.62
"IND",2020-10-19,1.06037560719862,0.2892086864302,0.101479489963377,1.62
"IND",2020-10-20,1.28614309417501,0.345564896904502,0.119797409928105,1.62
"IND",2020-10-21,1.55645686443269,0.417573102206396,0.147259331948718,1.62
"IND",2020-10-22,1.87918693200178,0.496005804143351,0.173275736574262,1.62
"IND",2020-10-23,2.26440700742116,0.58845903172001,0.203238956300629,1.62
"IND",2020-10-24,2.72465391602358,0.688803955960904,0.228557047358486,1.62
"IND",2020-10-25,3.27444830833853,0.80550824769373,0.255713855378779,1.62
"IND",2020-10-26,3.92964865041054,0.940681579139729,0.285481237067719,1.62
"IND",2020-10-27,4.70711876405218,1.09478888172321,0.31731876808157,1.62
"IND",2020-10-28,5.62521306990492,1.31255871825212,0.394464412399378,1.62
"IND",2020-10-29,6.70477656326683,1.54408688616109,0.464523392799182,1.62
"IND",2020-10-30,7.97215384616245,1.79587725074052,0.528499967844903,1.62
"IND",2020-10-31,9.46173576070581,2.08630297682155,0.596721062278187,1.62
"IND",2020-11-01,11.2138895334645,2.42865361384821,0.67649984108949,1.62
