iso_a3_target daily_seeds
ARE 2154.66569
AFG 46.94994
ATG 16.67812
ALB 344.15735
ARM 49.5011
AGO 34.18824
ARG 22.38495
AUT 1766.01595
AUS 204.21804
ABW 39.08699
AZE 54.09388
BIH 64.52502
BRB 32.36668
BGD 311.47128
BEL 2291.36811
BFA 23.28259
BGR 1266.34035
BHR 188.94879
BEN 18.92588
BLM 5.21308
BMU 20.39749
BRN 13.35411
BOL 6.33913
BES 28.28066
BRA 503.95561
BHS 4.33453
BTN 2.37123
BLR 135.01628
BLZ 0.19276
CAN 1313.22373
COD 31.63342
CAF 3.75582
COG 13.5131
CHE 3823.27637
CIV 58.4298
COK 0.08077
CHL 45.1988
CMR 27.76499
CHN 939.51865
COL 29.50012
CRI 12.55233
CUB 14.91493
CPV 36.05238
CUW 51.51927
CYP 2213.98953
CZE 1230.20259
DEU 15106.69511
DJI 19.51561
DNK 2367.12167
DMA 14.07017
DOM 189.91286
DZA 48.00259
ECU 59.0997
EST 376.36326
EGY 615.81838
ERI 2.60217
ESP 23231.4274
ETH 327.24097
FIN 411.67063
FJI 0.07885
FRO 34.41191
FRA 9494.78608
GAB 13.58535
GBR 0.0
GRD 18.18621
GEO 123.15802
GUF 17.52976
GHA 148.07613
GIB 230.07466
GRL 9.5748
GIN 16.06425
GLP 44.45352
GNQ 15.84876
GRC 11637.07503
GTM 3.14296
GUM 14.76623
GNB 9.19642
GUY 7.16062
HKG 117.24562
HND 5.76929
HRV 1326.70122
HTI 21.33758
HUN 1351.18863
IDN 223.50203
IRL 5162.49919
ISR 416.04247
IND 1812.84029
IRQ 146.46827
IRN 334.51114
ISL 300.26103
ITA 12528.9152
JAM 82.69046
JOR 137.25188
JPN 529.17831
KEN 171.91863
KGZ 28.67425
KHM 13.47848
COM 5.4829
KOR 309.61156
KWT 278.0003
CYM 15.18594
KAZ 145.41683
LAO 2.94855
LBN 278.70401
LCA 81.8978
LKA 145.93711
LBR 7.21771
LTU 665.93607
LUX 386.97859
LVA 570.73143
LBY 43.97529
MAR 506.83872
MCO 22.5185
MDA 142.21571
MNE 92.21927
MAF 6.07733
MDG 5.87336
MKD 95.94228
MLI 29.1352
MMR 4.95241
MNG 1.49804
MAC 17.17482
MNP 7.69896
MTQ 44.1638
MRT 12.79423
MLT 1235.51287
MUS 16.57361
MDV 43.33724
MWI 5.254
MEX 335.04247
MYS 178.49022
MOZ 16.2067
NAM 7.14253
NCL 1.80053
NER 18.15758
NGA 331.29024
NIC 5.67038
NLD 7817.9012
NOR 2115.37394
NPL 42.62527
NZL 31.96732
OMN 305.83279
PAN 26.16151
PER 19.02113
PYF 8.67551
PNG 6.36287
PHL 267.68032
PAK 698.29518
POL 5964.72997
PRI 66.51751
PRT 4614.81266
QAT 1024.42911
REU 44.3626
ROU 1922.60861
SRB 360.70448
RUS 3077.8043
RWA 36.82247
SAU 336.21815
SLB 0.09354
SYC 12.76563
SDN 70.45069
SWE 1507.03166
SGP 130.74309
SVN 38.67631
SVK 402.51913
SLE 10.39072
SEN 75.3552
SOM 17.40119
SUR 10.23166
SSD 14.83334
STP 7.73081
SLV 9.62085
SXM 18.66982
SYR 6.71534
TCA 7.03853
TCD 12.68711
TGO 27.70341
THA 376.40545
TJK 18.92189
TLS 0.20631
TKM 12.20318
TUN 206.79491
TUR 8228.39757
TTO 7.7596
TWN 171.8519
TZA 108.6372
UKR 1419.85293
UGA 14.90002
USA 5883.20687
URY 9.15085
UZB 20.86324
VEN 8.5679
VGB 4.31053
VIR 12.48608
VNM 148.41587
VUT 0.02007
WSM 0.92046
MYT 9.72883
ZAF 69.5405
ZMB 13.56046
ZWE 9.37625
