variant,source_country,target_country,date_start,date_end,undercounting_multiplier_source,undercounting_multiplier_target,Ne,Ve,Cum_cases,PopFullyVax,pop,Rt
B.1.1.7,GBR,FIN,2020-09-09,2020-12-14,2.27,2.97,0,0,8349.0,0,5535992.0,1.62
B.1.1.7,GBR,FIN,2020-09-09,2020-12-14,2.27,4.92,0,0,8349.0,0,5535992.0,1.62
B.1.1.7,GBR,FIN,2020-09-09,2020-12-14,2.95,2.97,0,0,8349.0,0,5535992.0,1.62
B.1.1.7,GBR,FIN,2020-09-09,2020-12-14,2.95,4.92,0,0,8349.0,0,5535992.0,1.62
B.1.1.7,GBR,FIN,2020-09-09,2020-12-14,2.27,2.97,0,0,8349.0,0,5535992.0,2.63
B.1.1.7,GBR,FIN,2020-09-09,2020-12-14,2.27,4.92,0,0,8349.0,0,5535992.0,2.63
B.1.1.7,GBR,FIN,2020-09-09,2020-12-14,2.95,2.97,0,0,8349.0,0,5535992.0,2.63
B.1.1.7,GBR,FIN,2020-09-09,2020-12-14,2.95,4.92,0,0,8349.0,0,5535992.0,2.63
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.27,1.73,0,0,409878.0,0,67422000.0,1.05
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.27,2.46,0,0,409878.0,0,67422000.0,1.05
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.95,1.73,0,0,409878.0,0,67422000.0,1.05
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.95,2.46,0,0,409878.0,0,67422000.0,1.05
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.27,1.73,0,0,409878.0,0,67422000.0,1.62
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.27,2.46,0,0,409878.0,0,67422000.0,1.62
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.95,1.73,0,0,409878.0,0,67422000.0,1.62
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.95,2.46,0,0,409878.0,0,67422000.0,1.62
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.27,1.73,0,0,409878.0,0,67422000.0,2.63
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.27,2.46,0,0,409878.0,0,67422000.0,2.63
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.95,1.73,0,0,409878.0,0,67422000.0,2.63
B.1.1.7,GBR,FRA,2020-09-09,2020-11-02,2.95,2.46,0,0,409878.0,0,67422000.0,2.63
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.27,6.43,0,0,1749.0,0,3757980.0,1.05
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.27,8.03,0,0,1749.0,0,3757980.0,1.05
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.95,6.43,0,0,1749.0,0,3757980.0,1.05
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.95,8.03,0,0,1749.0,0,3757980.0,1.05
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.27,6.43,0,0,1749.0,0,3757980.0,1.62
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.27,8.03,0,0,1749.0,0,3757980.0,1.62
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.95,6.43,0,0,1749.0,0,3757980.0,1.62
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.95,8.03,0,0,1749.0,0,3757980.0,1.62
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.27,6.43,0,0,1749.0,0,3757980.0,2.63
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.27,8.03,0,0,1749.0,0,3757980.0,2.63
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.95,6.43,0,0,1749.0,0,3757980.0,2.63
B.1.1.7,GBR,GEO,2020-09-09,2020-11-16,2.95,8.03,0,0,1749.0,0,3757980.0,2.63
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.27,87.96,0,0,45313.0,0,32833031.0,1.05
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.27,157.41,0,0,45313.0,0,32833031.0,1.05
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.95,87.96,0,0,45313.0,0,32833031.0,1.05
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.95,157.41,0,0,45313.0,0,32833031.0,1.05
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.27,87.96,0,0,45313.0,0,32833031.0,1.62
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.27,157.41,0,0,45313.0,0,32833031.0,1.62
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.95,87.96,0,0,45313.0,0,32833031.0,1.62
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.95,157.41,0,0,45313.0,0,32833031.0,1.62
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.27,87.96,0,0,45313.0,0,32833031.0,2.63
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.27,157.41,0,0,45313.0,0,32833031.0,2.63
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.95,87.96,0,0,45313.0,0,32833031.0,2.63
B.1.1.7,GBR,GHA,2020-09-09,2020-11-16,2.95,157.41,0,0,45313.0,0,32833031.0,2.63
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.27,2.61,0,0,11981.0,0,10445365.0,1.05
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.27,3.95,0,0,11981.0,0,10445365.0,1.05
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.95,2.61,0,0,11981.0,0,10445365.0,1.05
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.95,3.95,0,0,11981.0,0,10445365.0,1.05
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.27,2.61,0,0,11981.0,0,10445365.0,1.62
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.27,3.95,0,0,11981.0,0,10445365.0,1.62
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.95,2.61,0,0,11981.0,0,10445365.0,1.62
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.95,3.95,0,0,11981.0,0,10445365.0,1.62
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.27,2.61,0,0,11981.0,0,10445365.0,2.63
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.27,3.95,0,0,11981.0,0,10445365.0,2.63
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.95,2.61,0,0,11981.0,0,10445365.0,2.63
B.1.1.7,GBR,GRC,2020-09-09,2020-12-14,2.95,3.95,0,0,11981.0,0,10445365.0,2.63
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.27,21.96,0,0,79622.0,0,17608483.0,1.05
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.27,44.61,0,0,79622.0,0,17608483.0,1.05
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.95,21.96,0,0,79622.0,0,17608483.0,1.05
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.95,44.61,0,0,79622.0,0,17608483.0,1.05
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.27,21.96,0,0,79622.0,0,17608483.0,1.62
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.27,44.61,0,0,79622.0,0,17608483.0,1.62
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.95,21.96,0,0,79622.0,0,17608483.0,1.62
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.95,44.61,0,0,79622.0,0,17608483.0,1.62
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.27,21.96,0,0,79622.0,0,17608483.0,2.63
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.27,44.61,0,0,79622.0,0,17608483.0,2.63
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.95,21.96,0,0,79622.0,0,17608483.0,2.63
B.1.1.7,GBR,GTM,2020-09-09,2021-03-08,2.95,44.61,0,0,79622.0,0,17608483.0,2.63
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.27,1.44,0,0,4772.0,0,7494578.0,1.05
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.27,3.79,0,0,4772.0,0,7494578.0,1.05
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.95,1.44,0,0,4772.0,0,7494578.0,1.05
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.95,3.79,0,0,4772.0,0,7494578.0,1.05
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.27,1.44,0,0,4772.0,0,7494578.0,1.62
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.27,3.79,0,0,4772.0,0,7494578.0,1.62
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.95,1.44,0,0,4772.0,0,7494578.0,1.62
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.95,3.79,0,0,4772.0,0,7494578.0,1.62
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.27,1.44,0,0,4772.0,0,7494578.0,2.63
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.27,3.79,0,0,4772.0,0,7494578.0,2.63
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.95,1.44,0,0,4772.0,0,7494578.0,2.63
B.1.1.7,GBR,HKG,2020-09-09,2020-11-30,2.95,3.79,0,0,4772.0,0,7494578.0,2.63
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.27,5.01,0,0,12607.0,0,4060135.0,1.05
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.27,6.15,0,0,12607.0,0,4060135.0,1.05
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.95,5.01,0,0,12607.0,0,4060135.0,1.05
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.95,6.15,0,0,12607.0,0,4060135.0,1.05
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.27,5.01,0,0,12607.0,0,4060135.0,1.62
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.27,6.15,0,0,12607.0,0,4060135.0,1.62
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.95,5.01,0,0,12607.0,0,4060135.0,1.62
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.95,6.15,0,0,12607.0,0,4060135.0,1.62
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.27,5.01,0,0,12607.0,0,4060135.0,2.63
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.27,6.15,0,0,12607.0,0,4060135.0,2.63
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.95,5.01,0,0,12607.0,0,4060135.0,2.63
B.1.1.7,GBR,HRV,2020-09-09,2021-01-25,2.95,6.15,0,0,12607.0,0,4060135.0,2.63
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.27,41.14,0,0,203308.0,0,273753191.0,1.05
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.27,80.38,0,0,203308.0,0,273753191.0,1.05
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.95,41.14,0,0,203308.0,0,273753191.0,1.05
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.95,80.38,0,0,203308.0,0,273753191.0,1.05
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.27,41.14,0,0,203308.0,0,273753191.0,1.62
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.27,80.38,0,0,203308.0,0,273753191.0,1.62
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.95,41.14,0,0,203308.0,0,273753191.0,1.62
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.95,80.38,0,0,203308.0,0,273753191.0,1.62
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.27,41.14,0,0,203308.0,0,273753191.0,2.63
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.27,80.38,0,0,203308.0,0,273753191.0,2.63
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.95,41.14,0,0,203308.0,0,273753191.0,2.63
B.1.1.7,GBR,IDN,2020-09-09,2021-01-11,2.95,80.38,0,0,203308.0,0,273753191.0,2.63
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.27,26.72,0,0,4465790.0,0,1407563842.0,1.05
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.27,31.52,0,0,4465790.0,0,1407563842.0,1.05
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.95,26.72,0,0,4465790.0,0,1407563842.0,1.05
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.95,31.52,0,0,4465790.0,0,1407563842.0,1.05
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.27,26.72,0,0,4465790.0,0,1407563842.0,1.62
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.27,31.52,0,0,4465790.0,0,1407563842.0,1.62
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.95,26.72,0,0,4465790.0,0,1407563842.0,1.62
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.95,31.52,0,0,4465790.0,0,1407563842.0,1.62
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.27,26.72,0,0,4465790.0,0,1407563842.0,2.63
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.27,31.52,0,0,4465790.0,0,1407563842.0,2.63
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.95,26.72,0,0,4465790.0,0,1407563842.0,2.63
B.1.1.7,GBR,IND,2020-09-09,2020-11-02,2.95,31.52,0,0,4465790.0,0,1407563842.0,2.63
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.27,2.94,0,0,30121.0,0,4986526.0,1.05
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.27,4.67,0,0,30121.0,0,4986526.0,1.05
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.95,2.94,0,0,30121.0,0,4986526.0,1.05
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.95,4.67,0,0,30121.0,0,4986526.0,1.05
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.27,2.94,0,0,30121.0,0,4986526.0,1.62
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.27,4.67,0,0,30121.0,0,4986526.0,1.62
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.95,2.94,0,0,30121.0,0,4986526.0,1.62
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.95,4.67,0,0,30121.0,0,4986526.0,1.62
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.27,2.94,0,0,30121.0,0,4986526.0,2.63
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.27,4.67,0,0,30121.0,0,4986526.0,2.63
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.95,2.94,0,0,30121.0,0,4986526.0,2.63
B.1.1.7,GBR,IRL,2020-09-09,2020-12-14,2.95,4.67,0,0,30121.0,0,4986526.0,2.63
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.27,1.21,0,0,2050.0,0,370335.0,1.05
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.27,2.65,0,0,2050.0,0,370335.0,1.05
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.95,1.21,0,0,2050.0,0,370335.0,1.05
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.95,2.65,0,0,2050.0,0,370335.0,1.05
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.27,1.21,0,0,2050.0,0,370335.0,1.62
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.27,2.65,0,0,2050.0,0,370335.0,1.62
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.95,1.21,0,0,2050.0,0,370335.0,1.62
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.95,2.65,0,0,2050.0,0,370335.0,1.62
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.27,1.21,0,0,2050.0,0,370335.0,2.63
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.27,2.65,0,0,2050.0,0,370335.0,2.63
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.95,1.21,0,0,2050.0,0,370335.0,2.63
B.1.1.7,GBR,ISL,2020-09-09,2020-11-30,2.95,2.65,0,0,2050.0,0,370335.0,2.63
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.27,2.20,0,0,142109.0,0,9291000.0,1.05
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.27,2.86,0,0,142109.0,0,9291000.0,1.05
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.95,2.20,0,0,142109.0,0,9291000.0,1.05
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.95,2.86,0,0,142109.0,0,9291000.0,1.05
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.27,2.20,0,0,142109.0,0,9291000.0,1.62
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.27,2.86,0,0,142109.0,0,9291000.0,1.62
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.95,2.20,0,0,142109.0,0,9291000.0,1.62
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.95,2.86,0,0,142109.0,0,9291000.0,1.62
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.27,2.20,0,0,142109.0,0,9291000.0,2.63
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.27,2.86,0,0,142109.0,0,9291000.0,2.63
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.95,2.20,0,0,142109.0,0,9291000.0,2.63
B.1.1.7,GBR,ISR,2020-09-09,2020-12-14,2.95,2.86,0,0,142109.0,0,9291000.0,2.63
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.27,2.27,0,0,266618.0,0,59240330.0,1.05
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.27,3.37,0,0,266618.0,0,59240330.0,1.05
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.95,2.27,0,0,266618.0,0,59240330.0,1.05
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.95,3.37,0,0,266618.0,0,59240330.0,1.05
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.27,2.27,0,0,266618.0,0,59240330.0,1.62
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.27,3.37,0,0,266618.0,0,59240330.0,1.62
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.95,2.27,0,0,266618.0,0,59240330.0,1.62
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.95,3.37,0,0,266618.0,0,59240330.0,1.62
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.27,2.27,0,0,266618.0,0,59240330.0,2.63
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.27,3.37,0,0,266618.0,0,59240330.0,2.63
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.95,2.27,0,0,266618.0,0,59240330.0,2.63
B.1.1.7,GBR,ITA,2020-09-09,2020-10-05,2.95,3.37,0,0,266618.0,0,59240330.0,2.63
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.27,4.48,0,0,3435.0,0,2827694.0,1.05
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.27,13.69,0,0,3435.0,0,2827694.0,1.05
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.95,4.48,0,0,3435.0,0,2827694.0,1.05
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.95,13.69,0,0,3435.0,0,2827694.0,1.05
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.27,4.48,0,0,3435.0,0,2827694.0,1.62
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.27,13.69,0,0,3435.0,0,2827694.0,1.62
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.95,4.48,0,0,3435.0,0,2827694.0,1.62
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.95,13.69,0,0,3435.0,0,2827694.0,1.62
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.27,4.48,0,0,3435.0,0,2827694.0,2.63
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.27,13.69,0,0,3435.0,0,2827694.0,2.63
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.95,4.48,0,0,3435.0,0,2827694.0,2.63
B.1.1.7,GBR,JAM,2020-09-09,2021-01-18,2.95,13.69,0,0,3435.0,0,2827694.0,2.63
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.27,5.35,0,0,72515.0,0,124612530.0,1.05
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.27,10.49,0,0,72515.0,0,124612530.0,1.05
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.95,5.35,0,0,72515.0,0,124612530.0,1.05
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.95,10.49,0,0,72515.0,0,124612530.0,1.05
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.27,5.35,0,0,72515.0,0,124612530.0,1.62
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.27,10.49,0,0,72515.0,0,124612530.0,1.62
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.95,5.35,0,0,72515.0,0,124612530.0,1.62
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.95,10.49,0,0,72515.0,0,124612530.0,1.62
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.27,5.35,0,0,72515.0,0,124612530.0,2.63
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.27,10.49,0,0,72515.0,0,124612530.0,2.63
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.95,5.35,0,0,72515.0,0,124612530.0,2.63
B.1.1.7,GBR,JPN,2020-09-09,2020-12-14,2.95,10.49,0,0,72515.0,0,124612530.0,2.63
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.27,161.23,0,0,35460.0,0,53005614.0,1.05
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.27,283.50,0,0,35460.0,0,53005614.0,1.05
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.95,161.23,0,0,35460.0,0,53005614.0,1.05
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.95,283.50,0,0,35460.0,0,53005614.0,1.05
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.27,161.23,0,0,35460.0,0,53005614.0,1.62
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.27,283.50,0,0,35460.0,0,53005614.0,1.62
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.95,161.23,0,0,35460.0,0,53005614.0,1.62
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.95,283.50,0,0,35460.0,0,53005614.0,1.62
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.27,161.23,0,0,35460.0,0,53005614.0,2.63
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.27,283.50,0,0,35460.0,0,53005614.0,2.63
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.95,161.23,0,0,35460.0,0,53005614.0,2.63
B.1.1.7,GBR,KEN,2020-09-09,2020-12-14,2.95,283.50,0,0,35460.0,0,53005614.0,2.63
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.27,114.23,0,0,271.0,0,16589023.0,1.05
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.27,213.55,0,0,271.0,0,16589023.0,1.05
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.95,114.23,0,0,271.0,0,16589023.0,1.05
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.95,213.55,0,0,271.0,0,16589023.0,1.05
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.27,114.23,0,0,271.0,0,16589023.0,1.62
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.27,213.55,0,0,271.0,0,16589023.0,1.62
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.95,114.23,0,0,271.0,0,16589023.0,1.62
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.95,213.55,0,0,271.0,0,16589023.0,1.62
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.27,114.23,0,0,271.0,0,16589023.0,2.63
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.27,213.55,0,0,271.0,0,16589023.0,2.63
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.95,114.23,0,0,271.0,0,16589023.0,2.63
B.1.1.7,GBR,KHM,2020-09-09,2021-02-08,2.95,213.55,0,0,271.0,0,16589023.0,2.63
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.27,4.04,0,0,13874.0,0,51830139.0,1.05
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.27,6.11,0,0,13874.0,0,51830139.0,1.05
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.95,4.04,0,0,13874.0,0,51830139.0,1.05
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.95,6.11,0,0,13874.0,0,51830139.0,1.05
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.27,4.04,0,0,13874.0,0,51830139.0,1.62
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.27,6.11,0,0,13874.0,0,51830139.0,1.62
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.95,4.04,0,0,13874.0,0,51830139.0,1.62
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.95,6.11,0,0,13874.0,0,51830139.0,1.62
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.27,4.04,0,0,13874.0,0,51830139.0,2.63
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.27,6.11,0,0,13874.0,0,51830139.0,2.63
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.95,4.04,0,0,13874.0,0,51830139.0,2.63
B.1.1.7,GBR,KOR,2020-09-09,2020-12-14,2.95,6.11,0,0,13874.0,0,51830139.0,2.63
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.27,4.60,0,0,21816.0,0,5592631.0,1.05
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.27,5.93,0,0,21816.0,0,5592631.0,1.05
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.95,4.60,0,0,21816.0,0,5592631.0,1.05
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.95,5.93,0,0,21816.0,0,5592631.0,1.05
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.27,4.60,0,0,21816.0,0,5592631.0,1.62
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.27,5.93,0,0,21816.0,0,5592631.0,1.62
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.95,4.60,0,0,21816.0,0,5592631.0,1.62
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.95,5.93,0,0,21816.0,0,5592631.0,1.62
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.27,4.60,0,0,21816.0,0,5592631.0,2.63
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.27,5.93,0,0,21816.0,0,5592631.0,2.63
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.95,4.60,0,0,21816.0,0,5592631.0,2.63
B.1.1.7,GBR,LBN,2020-09-09,2020-12-28,2.95,5.93,0,0,21816.0,0,5592631.0,2.63
