,days,cumulative_incidence_SRC,cumulative_incidence_TRG,cumulative_incidence_vax
0,2020-09-09,0.0,0.10785752939301863,0.0
1,2020-09-10,0.0,0.10829250011140329,0.0
2,2020-09-11,0.0,0.10886434972718172,0.0
3,2020-09-12,0.0,0.10939969830365515,0.0
4,2020-09-13,0.0,0.10997154791943359,0.0
5,2020-09-14,0.0,0.11011755207665362,0.0
6,2020-09-15,0.0,0.110397393377992,0.0
7,2020-09-16,0.0,0.110397393377992,0.0
8,2020-09-17,0.0,0.11123387552873172,0.0
9,2020-09-18,0.0,0.11165972098729014,0.0
10,2020-09-19,0.0,0.11197606332793353,0.0
11,2020-09-20,0.0,0.11241103404631819,0.0
12,2020-09-21,0.0,0.11270000060748282,0.0
13,2020-09-22,0.0,0.11311367905293955,0.0
14,2020-09-23,3.8491291233066554e-05,0.11350910697874378,0.0
15,2020-09-24,7.835727143874263e-05,0.1139167019176497,0.0
16,2020-09-25,0.00011339733930175574,0.11456763711858897,0.0
17,2020-09-26,0.0001464420780230909,0.11504215062955406,0.0
18,2020-09-27,0.00016990459656404243,0.1157569626492771,0.0
19,2020-09-28,0.0002113424785063311,0.11585125700081504,0.0
20,2020-09-29,0.0002525889480600285,0.11640181434366555,0.0
21,2020-09-30,0.00033284294225844756,0.11682461804894854,0.0
22,2020-10-01,0.0004630986694407889,0.11737213363852364,0.0
23,2020-10-02,0.0006302221634159861,0.11796223377395457,0.0
24,2020-10-03,0.0009284111960583918,0.11870746332643178,0.0
25,2020-10-04,0.0010919509681520602,0.11940402482650234,0.0
26,2020-10-05,0.0012808234989082734,0.11944965112563359,0.0
27,2020-10-06,0.0014647878888267409,0.11985116255798865,0.0
28,2020-10-07,0.0016926009337956504,0.12081235659302049,0.0
29,2020-10-08,0.0018295874042671232,0.12163058822410773,0.0
30,2020-10-09,0.001981902076481874,0.12295679265218962,0.0
31,2020-10-10,0.002109935734499311,0.12455979662833448,0.0
32,2020-10-11,0.0022544986604703197,0.12571566287299304,0.0
33,2020-10-12,0.0024520253601904417,0.12591033508261973,0.0
34,2020-10-13,0.0026619457647508496,0.12685023684472363,0.0
35,2020-10-14,0.003971445530961137,0.12865095478377064,0.0
36,2020-10-15,0.004998259757016501,0.13043342220316512,0.0
37,2020-10-16,0.006062696570578131,0.13173833435831908,0.0
38,2020-10-17,0.0071082669062634525,0.13357859508994652,0.0
39,2020-10-18,0.008153603520956497,0.13561656978447603,0.0
40,2020-10-19,0.009513840219239516,0.13618841940025447,0.0
41,2020-10-20,0.011231170132467671,0.1378735507148356,0.0
42,2020-10-21,0.013805762676356262,0.13933663404031127,0.0
43,2020-10-22,0.016244835998224873,0.1425639342655289,0.0
44,2020-10-23,0.019053928604361312,0.14444677954301216,0.0
45,2020-10-24,0.021427534079394177,0.14730298586862892,0.0
46,2020-10-25,0.023973521770728395,0.15010139888201277,0.0
47,2020-10-26,0.026764254294471785,0.1509105052532737,0.0
48,2020-10-27,0.029749066133299265,0.15341690995221752,0.0
49,2020-10-28,0.036981575223705494,0.15646778848746096,0.0
50,2020-10-29,0.043549699932325076,0.15870956065144345,0.0
51,2020-10-30,0.04954759086554556,0.1622227856845503,0.0
52,2020-10-31,0.05594341126486121,0.16638998767187188,0.0
53,2020-11-01,0.05559645792265736,0.1683367097681389,0.0
54,2020-11-02,0.0603044504092964,0.17039597673559634,0.0
55,2020-11-03,0.06637883059544007,0.17181647551521614,0.0
56,2020-11-04,0.07594943721158791,0.17631827036283365,0.0
57,2020-11-05,0.08434270927565528,0.1792991885727425,0.0
58,2020-11-06,0.09360461800868396,0.1826025326298456,0.0
59,2020-11-07,0.10051719309796821,0.1857568307764532,0.0
60,2020-11-08,0.10817264212590781,0.18789822508234694,0.0
61,2020-11-09,0.11525614758206822,0.19013087198650314,0.0
62,2020-11-10,0.1232973681829878,0.1941551115698801,0.0
63,2020-11-11,0.14081511344804454,0.19778392322745283,0.0
64,2020-11-12,0.15065574771587067,0.20043024857706582,0.0
65,2020-11-13,0.15983173775132595,0.20472824595523031,0.0
66,2020-11-14,0.16858530160073992,0.20793729566079547,0.0
67,2020-11-15,0.1747434959417372,0.21073875042745469,0.0
68,2020-11-16,0.18137361175657268,0.2122383347922354,0.0
69,2020-11-17,0.18741782287820583,0.21480861630996292,0.0
70,2020-11-18,0.1972098392450591,0.21756140302421548,0.0
71,2020-11-19,0.20115448148162215,0.22190502670151127,0.0
72,2020-11-20,0.20521731602298907,0.22502586556208934,0.0
73,2020-11-21,0.20758045665263353,0.2284904225427895,0.0
74,2020-11-22,0.2095765946733853,0.23124625101031748,0.0
75,2020-11-23,0.20808610416459322,0.23212835946018848,0.0
76,2020-11-24,0.21224425967044536,0.23389257635993047,0.0
77,2020-11-25,0.22918290591847534,0.23597009384704043,0.0
78,2020-11-26,0.23203119403550154,0.23790769068348117,0.0
79,2020-11-27,0.2404190772845483,0.24240948553109862,0.0
80,2020-11-28,0.24322244082486763,0.24511664594621993,0.0
81,2020-11-29,0.24745999983829575,0.24706032628921154,0.0
82,2020-11-30,0.25563231862993774,0.24760480012551123,0.0
83,2020-12-01,0.3346363779921588,0.24890362877411434,0.0
84,2020-12-02,0.3641749237292544,0.2514191587328844,0.0
85,2020-12-03,0.39147213289198673,0.25484721467427957,0.0
86,2020-12-04,0.4189775844062741,0.2569734002137962,0.0
87,2020-12-05,0.4520181484603163,0.25888970477730905,0.0
88,2020-12-06,0.4784542748723319,0.2597383539411504,0.0
89,2020-12-07,0.500876832226369,0.26002427874903966,0.0
