,days,cumulative_incidence_SRC,cumulative_incidence_TRG,cumulative_incidence_vax
0,2020-09-09,0.0,0.030548141519197852,0.0
1,2020-09-10,0.0,0.031124320227558556,0.0
2,2020-09-11,0.0,0.03168276573623575,0.0
3,2020-09-12,0.0,0.03225218178370019,0.0
4,2020-09-13,0.0,0.03279289409269388,0.0
5,2020-09-14,0.0,0.03325666234882354,0.0
6,2020-09-15,0.0,0.03377107542099847,0.0
7,2020-09-16,0.0,0.034357924105439926,0.0
8,2020-09-17,0.0,0.03489202403489061,0.0
9,2020-09-18,0.0,0.035467150773778565,0.0
10,2020-09-19,0.0,0.03608375516616352,0.0
11,2020-09-20,0.0,0.03666714737948023,0.0
12,2020-09-21,0.0,0.03727909304991444,0.0
13,2020-09-22,0.0,0.03787540945961065,0.0
14,2020-09-23,6.503051141430037e-05,0.03852342265482487,0.0
15,2020-09-24,0.0001323835410933972,0.03920344577828136,0.0
16,2020-09-25,0.00019158325770789216,0.039908716169083855,0.0
17,2020-09-26,0.0002474118929591382,0.04056469427602033,0.0
18,2020-09-27,0.0002870514979426894,0.04112975216424053,0.0
19,2020-09-28,0.00035706023416085724,0.0416346975111607,0.0
20,2020-09-29,0.00042674558175987613,0.04221914169395015,0.0
21,2020-09-30,0.0005623336100793849,0.04283349186603637,0.0
22,2020-10-01,0.0006992681859611266,0.04344483641105758,0.0
23,2020-10-02,0.0009516207625829505,0.04406640008809979,0.0
24,2020-10-03,0.0014018792446061177,0.04463581613556425,0.0
25,2020-10-04,0.0016488204848012754,0.04519861980348568,0.0
26,2020-10-05,0.001934013599519716,0.04571017752994887,0.0
27,2020-10-06,0.0022117955360885923,0.04626907388268581,0.0
28,2020-10-07,0.0025557879187185274,0.046918139047372784,0.0
29,2020-10-08,0.0027626342929987116,0.04759741076406302,0.0
30,2020-10-09,0.0029926258942777344,0.04815270036432197,0.0
31,2020-10-10,0.0031859537306369525,0.04875051958755067,0.0
32,2020-10-11,0.003404240375949599,0.04938395549149964,0.0
33,2020-10-12,0.0037025010838867825,0.0498302911106523,0.0
34,2020-10-13,0.004019475996966188,0.05036018316221198,0.0
35,2020-10-14,0.005996790091044937,0.05091922979630217,0.0
36,2020-10-15,0.00754725561503327,0.051533279405681885,0.0
37,2020-10-16,0.009154530368355899,0.052130497503497596,0.0
38,2020-10-17,0.010733317180272928,0.05274905555347481,0.0
39,2020-10-18,0.012311751078944737,0.05330960500109751,0.0
40,2020-10-19,0.01436567675667276,0.053773974382640165,0.0
41,2020-10-20,0.016958804857364427,0.054261637373936585,0.0
42,2020-10-21,0.020846379528930623,0.05483736523823753,0.0
43,2020-10-22,0.024529323337144943,0.055443900779954744,0.0
44,2020-10-23,0.02877098763141257,0.05605915264016046,0.0
45,2020-10-24,0.03235507651838323,0.056638637538292666,0.0
46,2020-10-25,0.036199458529993095,0.057137120787023085,0.0
47,2020-10-26,0.040413399528219755,0.05758225415534974,0.0
48,2020-10-27,0.04492039576401665,0.058059096889212146,0.0
49,2020-10-28,0.05584131574355972,0.058599508635499335,0.0
50,2020-10-29,0.06575903080784389,0.059091379504686764,0.0
51,2020-10-30,0.07481570617581758,0.0594742963927679,0.0
52,2020-10-31,0.08447324575321093,0.059887269551499034,0.0
53,2020-11-01,0.0785004148572865,0.060219691904888156,0.0
54,2020-11-02,0.08514794919949747,0.060557975231054016,0.0
55,2020-11-03,0.09372477913489576,0.06095396659686791,0.0
56,2020-11-04,0.10723816861824484,0.06140781628368306,0.0
57,2020-11-05,0.119089199487081,0.061938610023362255,0.0
58,2020-11-06,0.13216671746357736,0.062448214092233174,0.0
59,2020-11-07,0.14192705170997572,0.06305369766447763,0.0
60,2020-11-08,0.1527363001237521,0.06356405314011482,0.0
61,2020-11-09,0.16273798256413344,0.06388926198854793,0.0
62,2020-11-10,0.1740919280620515,0.06437181541383384,0.0
63,2020-11-11,0.19882642234555872,0.06486473825249402,0.0
64,2020-11-12,0.2127210822096428,0.0654123635037372,0.0
65,2020-11-13,0.2256772857417389,0.06615700760909121,0.0
66,2020-11-14,0.2380370370520594,0.06687475135221346,0.0
67,2020-11-15,0.24673220988505873,0.06741876985097865,0.0
68,2020-11-16,0.2560937206982203,0.0678458694569153,0.0
69,2020-11-17,0.2646279528824592,0.06827176681202594,0.0
70,2020-11-18,0.27845396583020243,0.06881743840567689,0.0
71,2020-11-19,0.28402367411026136,0.06939587133433633,0.0
72,2020-11-20,0.2897602661326794,0.07003697158730106,0.0
73,2020-11-21,0.29309694488389165,0.07071609302263805,0.0
74,2020-11-22,0.2959154277260793,0.07130895296120951,0.0
75,2020-11-23,0.29381090294783185,0.07187340972401669,0.0
76,2020-11-24,0.29968208511387184,0.07240014586715814,0.0
77,2020-11-25,0.32359891016486647,0.07312991211854039,0.0
78,2020-11-26,0.32762060160302764,0.07378513881871061,0.0
79,2020-11-27,0.33946402363794664,0.07455578159817688,0.0
80,2020-11-28,0.3434222830151359,0.07529982457811789,0.0
81,2020-11-29,0.34940558038632996,0.07615011647480668,0.0
82,2020-11-30,0.360944632323458,0.07674117303713913,0.0
83,2020-12-01,0.45969181642138623,0.07741849109623712,0.0
84,2020-12-02,0.5002690777036305,0.07814435003243488,0.0
85,2020-12-03,0.5377674027170126,0.07925282529400726,0.0
86,2020-12-04,0.5755517913837743,0.08002391891753327,0.0
87,2020-12-05,0.6209397943161563,0.08080237632736854,0.0
88,2020-12-06,0.6572552452614496,0.08156069603586831,0.0
89,2020-12-07,0.6880572345153843,0.08223906606443904,0.0
