iso_a3_target daily_seeds
ARE 4594.86221
AFG 29.18579
ATG 135.46083
ALB 488.89757
ARM 56.86612
AGO 84.71939
ARG 180.73751
AUT 3865.54621
AUS 736.96921
ABW 102.02208
AZE 145.94555
BIH 94.1137
BRB 588.00656
BGD 315.79403
BEL 4114.3206
BFA 33.91029
BGR 1601.31057
BHR 401.81162
BDI 11.24946
BEN 22.1329
BLM 11.11635
BMU 108.42691
BRN 12.32119
BOL 17.98241
BES 57.93429
BRA 1109.66103
BHS 194.29768
BWA 5.54608
BLR 30.15912
BLZ 9.08171
CAN 2749.41577
COD 49.44772
CAF 6.51478
COG 19.03645
CHE 9108.85913
CIV 111.74927
COK 0.3798
CHL 163.86324
CMR 49.1712
CHN 359.25895
COL 383.48786
CRI 241.87398
CUB 138.18902
CPV 530.77096
CUW 141.7168
CYP 1510.87227
CZE 2002.17868
DEU 20153.53718
DJI 22.01448
DNK 4752.34388
DMA 13.49359
DOM 651.51973
DZA 223.33879
ECU 112.2065
EST 430.59529
EGY 1771.73126
ERI 16.05258
ESP 35723.21751
ETH 562.84196
FIN 1670.31465
FJI 6.87265
FRO 33.69257
FRA 18290.83425
GAB 18.99272
GBR 0.0
GRD 58.63597
GEO 234.26972
GUF 25.57342
GHA 218.34581
GIB 410.53005
GRL 10.93849
GMB 55.23901
GIN 37.79994
GLP 68.58346
GNQ 6.70764
GRC 3138.00881
GTM 58.21475
GUM 6.31986
GNB 13.88032
GUY 55.5247
HKG 83.5138
HND 26.46828
HRV 608.98912
HTI 19.01931
HUN 2387.41784
IDN 236.24187
IRL 12859.73931
ISR 1275.85438
IND 3531.688
IRQ 344.38231
IRN 280.88479
ISL 1199.88575
ITA 17538.94594
JAM 272.9567
JOR 700.72249
JPN 680.33762
KEN 256.60859
KGZ 48.70817
KHM 34.82684
COM 5.96508
KNA 21.46151
KOR 354.5842
KWT 467.57792
CYM 31.21987
KAZ 173.44059
LAO 2.77474
LBN 389.22938
LCA 182.22566
LKA 389.02023
LBR 25.84459
LTU 1087.77975
LUX 764.28376
LVA 1117.65966
LBY 32.46387
MAR 2203.51316
MDA 82.68728
MNE 102.14884
MAF 6.73498
MDG 14.32422
MKD 155.42605
MLI 32.47873
MMR 7.90013
MNG 9.0201
MAC 8.09094
MNP 4.31219
MTQ 75.23968
MRT 33.00882
MLT 1203.3145
MUS 174.88664
MDV 364.98152
MWI 9.23408
MEX 1356.94263
MYS 307.74183
MOZ 25.51888
NAM 19.89324
NCL 1.27402
NER 19.01521
NGA 685.37944
NIC 8.20279
NLD 12601.65523
NOR 4376.43938
NPL 135.48775
NZL 24.61931
OMN 317.04133
PAN 275.2545
PER 176.40594
PYF 7.80517
PNG 3.50345
PHL 454.47903
PAK 978.31319
POL 7499.85707
PRI 194.40002
PRT 8433.05348
PRY 10.32387
QAT 2421.52452
REU 124.36682
ROU 3220.25234
SRB 626.96535
RUS 1330.91654
RWA 67.48888
SAU 2038.46207
SYC 69.81833
SDN 99.80657
SWE 3028.98801
SGP 355.89203
SVN 99.02459
SVK 404.6366
SLE 34.33043
SEN 159.07704
SOM 23.63259
SUR 29.53398
SSD 16.33893
SLV 91.87738
SXM 84.60478
SYR 28.06088
TCA 44.66887
TCD 10.21312
TGO 48.82274
THA 700.30436
TJK 19.52854
TLS 4.55526
TKM 2.26619
TUN 333.95644
TUR 5991.47881
TTO 142.72225
TWN 178.01903
TZA 173.36731
UKR 211.25576
UGA 124.63026
USA 19160.9054
URY 23.12824
UZB 117.77352
VCT 32.92276
VEN 30.54464
VGB 11.79459
VIR 37.72646
VNM 298.66707
YEM 10.89649
MYT 16.72871
ZAF 1062.20409
ZMB 42.94956
ZWE 39.81063
