iso_a3_target daily_seeds
ARE 939.2524
AFG 4.75205
ATG 2.29018
ALB 5.12856
ARM 5.62544
AGO 120.26483
ARG 6.63055
AUT 73.8418
AUS 179.73842
ABW 4.06962
AZE 13.887
BIH 2.9625
BRB 9.03627
BGD 59.04106
BEL 61.7017
BFA 5.30038
BGR 11.90004
BHR 41.20849
BDI 20.8134
BEN 6.21028
BLM 0.24852
BMU 1.98576
BRN 1.21556
BOL 0.45673
BES 3.13035
BRA 66.95656
BHS 4.73591
BWA 220.60429
BLR 2.91823
BLZ 0.38486
CAN 69.96631
COD 120.72107
CAF 2.40289
COG 10.95382
CHE 269.45647
CIV 25.29339
COK 0.08145
CHL 4.36382
CMR 18.71966
CHN 57.08938
COL 7.03857
CRI 5.98982
CUB 3.64785
CPV 2.744
CUW 7.56569
CYP 18.88954
CZE 26.81115
DEU 591.21292
DJI 9.67339
DNK 55.8647
DMA 0.1145
DOM 19.48917
DZA 11.93274
ECU 2.79832
EST 4.67804
EGY 175.74399
ERI 10.30937
ESP 212.8522
ETH 505.57125
FIN 31.26135
FJI 1.68536
FRO 0.24345
FRA 318.42265
GAB 10.34533
GBR 800.99826
GRD 0.44082
GEO 11.95976
GUF 0.53921
GHA 76.9933
GIB 3.15128
GRL 0.15658
GMB 1.66848
GIN 3.36294
GLP 1.3906
GNQ 3.02124
GRC 47.41055
GTM 0.90542
GUM 0.45267
GNB 0.31281
GUY 0.6398
HKG 20.73518
HND 0.7625
HRV 11.41753
HTI 0.24634
HUN 22.66537
IDN 38.58366
IRL 75.95139
ISR 60.05613
IND 378.00089
IRQ 54.46507
IRN 64.36107
ISL 12.25452
ITA 182.82155
JAM 4.46065
JOR 47.15074
JPN 39.9795
KEN 336.51465
KGZ 3.22347
KHM 4.08745
COM 7.02521
KNA 0.20797
KOR 30.3841
KWT 70.21811
CYM 0.36533
KAZ 16.76441
LAO 0.35171
LBN 54.26619
LCA 2.97806
LKA 66.17597
LBR 2.63854
LTU 4.68122
LUX 7.13434
LVA 6.85911
LBY 3.13631
MAR 30.85496
MDA 1.13507
MNE 2.7874
MAF 0.09812
MDG 5.32913
MKD 2.42938
MLI 8.9961
MMR 0.91739
MNG 0.71304
MAC 0.73087
MNP 0.16763
MTQ 1.58229
MRT 2.26413
MLT 9.54039
MUS 157.26662
MDV 56.37217
MWI 86.10456
MEX 28.58952
MYS 41.64059
MOZ 231.27183
NAM 360.15867
NCL 0.31766
NER 6.73067
NGA 225.40552
NIC 0.18723
NLD 296.70553
NOR 50.12434
NPL 37.81223
NZL 4.80139
OMN 41.83425
PAN 6.37419
PER 4.08975
PYF 0.27755
PNG 0.73694
PHL 73.38117
PAK 147.00807
POL 46.43118
PRI 5.5908
PRT 103.61837
PRY 0.32943
QAT 710.19799
REU 103.67521
ROU 39.06743
SRB 21.63997
RUS 73.45423
RWA 77.6587
SAU 218.64075
SYC 75.0585
SDN 35.20965
SWE 55.19171
SGP 109.14903
SVN 4.16549
SVK 0.57482
SLE 2.68283
SEN 9.06339
SOM 18.81508
SUR 1.09894
SSD 14.35648
SLV 1.20677
SXM 2.54515
SYR 4.14675
TCA 1.45548
TCD 5.05735
TGO 13.94904
THA 85.7153
TJK 1.91465
TLS 0.12604
TKM 0.21321
TUN 19.52997
TUR 345.46672
TTO 1.21581
TWN 9.59605
TZA 132.75942
UKR 5.49595
UGA 124.73877
USA 847.13861
URY 0.56735
UZB 9.3203
VCT 0.23775
VEN 1.09843
VGB 0.09722
VIR 1.20406
VNM 25.75187
YEM 4.77904
MYT 9.97387
ZAF 0.0
ZMB 386.60282
ZWE 1030.85334
