iso_a3_target daily_seeds
ARE 5530.57604
AFG 302.39091
ATG 4.31719
ALB 21.30328
ARM 66.24061
AGO 16.5813
ARG 2.16177
AUT 97.26901
AUS 354.15191
ABW 10.37453
AZE 51.93241
BIH 57.83609
BRB 8.94216
BGD 544.83055
BEL 72.53968
BFA 3.53797
BGR 24.75235
BHR 499.0273
BDI 3.38571
BEN 3.26737
BLM 0.80143
BMU 5.49683
BRN 5.46888
BOL 0.71971
BES 1.92455
BRA 68.98574
BHS 8.6856
BTN 199.57227
BWA 1.42115
BLR 17.88032
BLZ 1.19529
CAN 160.82141
COD 7.43502
CAF 1.35245
COG 3.75915
CHE 159.4767
CIV 11.33491
COK 0.7477
CHL 3.05045
CMR 6.02653
CHN 181.99653
COL 11.47226
CRI 10.00596
CUB 4.3388
CPV 1.08005
CUW 5.285
CYP 65.14258
CZE 45.43043
DEU 622.89497
DJI 10.30424
DNK 72.13254
DOM 58.33584
DZA 11.56006
ECU 3.0452
EST 4.84655
EGY 713.02003
ERI 6.32176
ESP 384.16658
ETH 196.41724
FIN 33.616
FRO 0.90228
FRA 510.89175
GAB 1.87906
GBR 743.37366
GRD 0.80913
GEO 135.78466
GUF 1.3311
GHA 42.75043
GIB 6.10438
GRL 0.24885
GMB 1.41668
GIN 11.5548
GLP 4.58225
GRC 262.83609
GTM 3.98747
GUM 4.69453
GNB 0.49876
GUY 1.49933
HKG 244.81157
HND 3.04122
HRV 47.99671
HTI 2.04249
HUN 34.02747
IDN 141.84308
IRL 68.85615
ISR 126.05539
IND 0.0
IRQ 269.01489
IRN 212.58749
ISL 24.0972
ITA 328.23997
JAM 12.8001
JOR 365.92175
JPN 360.91032
KEN 110.76543
KGZ 35.09355
KHM 11.42495
COM 3.49825
KOR 130.31117
KWT 602.5757
KAZ 68.55012
LAO 0.28967
LBN 331.66834
LCA 1.80872
LKA 512.33646
LBR 1.89625
LTU 5.93062
LUX 3.79302
LVA 8.06833
LBY 12.27552
MAR 98.76021
MDA 6.12089
MNE 13.50039
MAF 0.30465
MDG 0.93942
MKD 1.661
MLI 6.11184
MMR 39.98003
MAC 4.17098
MNP 2.21938
MTQ 4.82359
MRT 2.60822
MLT 16.39693
MUS 23.78337
MDV 637.92303
MWI 2.90863
MEX 61.64639
MYS 352.01511
MOZ 5.51962
NAM 3.27549
NCL 1.88579
NER 3.28919
NGA 81.58088
NIC 0.59743
NLD 291.06789
NOR 45.45928
NPL 165.42492
NZL 47.51852
OMN 766.9251
PAN 9.16959
PER 4.13208
PYF 1.81292
PNG 3.45404
PHL 267.32621
PAK 632.69273
POL 83.98847
PRI 35.70017
PRT 111.76323
PRY 0.41096
QAT 1722.97079
REU 12.15747
ROU 52.66682
SRB 50.00149
RUS 433.5856
RWA 15.38696
SAU 1632.83055
SYC 63.29902
SDN 189.72427
SWE 78.25588
SGP 265.4886
SVN 3.27543
SVK 1.81363
SLE 1.92726
SEN 15.73048
SOM 11.74553
SSD 10.05001
SLV 8.82181
SXM 6.79658
SYR 86.05991
TCA 6.06452
TCD 2.60012
TGO 8.64213
THA 569.33588
TJK 10.17214
TKM 0.08073
TUN 69.71498
TUR 776.29122
TTO 0.46081
TWN 89.65109
TZA 93.96449
UKR 153.26263
UGA 38.9388
USA 2343.16209
URY 0.45149
UZB 72.43202
VEN 1.40797
VGB 0.35448
VIR 6.81233
VNM 88.04226
YEM 17.3203
MYT 3.76419
ZAF 123.31391
ZMB 19.07906
ZWE 12.79302
