iso_a3_target daily_seeds
ARE 4162.49666
AFG 239.00186
ATG 1.06495
ALB 7.13582
ARM 20.77177
AGO 7.60522
ARG 4.55606
AUT 55.03982
AUS 178.57729
ABW 5.75404
AZE 22.74091
BIH 12.25397
BRB 4.75401
BGD 872.64107
BEL 62.55168
BFA 3.01299
BGR 20.49104
BHR 487.26136
BEN 3.37079
BLM 0.58316
BMU 1.03365
BRN 4.52631
BOL 0.56806
BES 1.81458
BRA 55.8625
BHS 0.63341
BTN 174.09344
BLR 9.07764
BLZ 0.1389
CAN 576.3144
COD 7.4513
CAF 1.21524
COG 3.85059
CHE 131.16619
CIV 16.65033
CHL 3.17998
CMR 5.32331
CHN 378.77799
COL 4.99756
CRI 3.72484
CUB 0.97184
CPV 2.57126
CUW 3.40389
CYP 46.15497
CZE 33.93641
DEU 583.5921
DJI 9.97273
DNK 84.51745
DMA 0.543
DOM 51.13601
DZA 11.56313
ECU 2.80612
EST 2.95242
EGY 487.42171
ERI 2.36098
ESP 240.75112
ETH 146.45485
FIN 25.3509
FJI 0.20983
FRO 0.91255
FRA 477.19291
GAB 2.94481
GBR 1309.47574
GRD 0.95961
GEO 14.80269
GUF 0.44976
GHA 23.27125
GIB 11.41228
GRL 0.46907
GIN 9.25585
GLP 1.28408
GNQ 1.47959
GRC 163.18439
GTM 1.98069
GUM 6.45073
GNB 0.44244
GUY 0.49113
HKG 187.43889
HND 1.12212
HRV 11.18079
HTI 2.21296
HUN 14.04456
IDN 162.06264
IRL 73.7612
ISR 49.14149
IND 0.0
IRQ 167.22142
IRN 254.78081
ISL 23.78089
ITA 301.485
JAM 14.75837
JOR 99.25927
JPN 208.36023
KEN 96.64308
KGZ 10.61532
KHM 10.12956
COM 2.09244
KOR 136.83407
KWT 578.20206
CYM 1.44742
KAZ 64.17947
LAO 1.72025
LBN 150.47559
LCA 1.23421
LKA 332.79034
LBR 0.79653
LTU 4.19598
LUX 7.85813
LVA 5.29994
LBY 12.85136
MAR 45.94915
MCO 0.42111
MDA 1.54885
MNE 2.72392
MAF 0.1448
MDG 2.57633
MKD 0.98366
MLI 7.96687
MMR 37.91907
MNG 0.30858
MAC 6.08405
MNP 3.76297
MTQ 1.44564
MRT 2.38313
MLT 13.07324
MUS 34.9432
MDV 209.74694
MWI 3.47299
MEX 60.91124
MYS 392.76835
MOZ 2.18323
NAM 1.77433
NCL 1.47552
NER 3.73835
NGA 86.10558
NIC 0.33719
NLD 286.13753
NOR 42.81641
NPL 502.24853
NZL 21.45535
OMN 729.30814
PAN 4.51449
PER 2.06431
PYF 7.09488
PNG 2.77882
PHL 214.53823
PAK 945.11748
POL 60.09703
PRI 31.95117
PRT 109.75304
QAT 681.76054
REU 10.1975
ROU 31.9145
SRB 20.99028
RUS 166.41745
RWA 20.20128
SAU 1328.07449
SYC 23.36927
SDN 96.47643
SWE 73.16012
SGP 147.18106
SVN 1.94582
SVK 1.25206
SLE 1.44659
SEN 15.93743
SOM 7.00458
SUR 1.03975
SSD 9.57497
STP 0.47243
SLV 3.71689
SXM 2.63321
SYR 30.91597
TCA 1.63557
TCD 2.24345
TGO 8.42195
THA 1112.83428
TJK 23.55653
TLS 0.16337
TKM 20.84046
TUN 26.61355
TUR 364.9285
TTO 0.38858
TWN 82.57729
TZA 61.1678
UKR 80.88009
UGA 36.08475
USA 2005.45663
URY 0.45072
UZB 20.09736
VCT 0.62642
VEN 0.67709
VGB 0.55288
VIR 3.47366
VNM 92.15306
WSM 0.78355
MYT 2.97679
ZAF 109.50159
ZMB 18.18512
ZWE 9.86793
