iso_a3_target daily_seeds
ARE 124.65381
AFG 3.04725
ATG 2.83858
ALB 3.66559
ARM 2.10169
AGO 56.77768
ARG 101.77565
AUT 28.95117
AUS 13.37151
ABW 9.38396
AZE 1.88283
BIH 0.98549
BRB 3.26205
BGD 11.22562
BEL 43.07872
BFA 2.03578
BGR 11.2542
BHR 7.62627
BEN 2.45849
BLM 1.0553
BMU 1.58915
BRN 0.33263
BOL 81.2422
BES 2.73203
BRA 0.0
BHS 3.96901
BTN 0.1261
BLR 3.96096
BLZ 1.74054
CAN 136.68563
COD 6.43616
CAF 0.525
COG 2.55333
CHE 148.95804
CIV 7.14481
CHL 293.79668
CMR 3.83073
CHN 35.71432
COL 106.57886
CRI 11.94848
CUB 4.26843
CPV 91.78878
CUW 8.04951
CYP 11.35274
CZE 14.36289
DEU 389.35927
DJI 2.73414
DNK 40.24593
DMA 0.50066
DOM 40.56779
DZA 5.62933
ECU 31.59833
EST 2.86685
EGY 27.3639
ERI 0.54914
ESP 359.14447
ETH 72.89087
FIN 11.53399
FJI 0.01222
FRO 0.38741
FRA 444.57605
GAB 2.64349
GBR 381.9101
GRD 2.47312
GEO 2.44772
GUF 1.51441
GHA 11.97099
GIB 2.32956
GRL 0.18796
GIN 3.42556
GLP 4.08493
GNQ 1.16278
GRC 76.5849
GTM 10.18595
GUM 0.69897
GNB 6.16064
GUY 4.86544
HKG 10.35671
HND 7.71456
HRV 8.30893
HTI 9.20346
HUN 14.84436
IDN 10.31283
IRL 39.09738
ISR 13.03301
IND 58.36851
IRQ 13.57015
IRN 20.43673
ISL 11.06319
ITA 193.37
JAM 16.77185
JOR 7.01276
JPN 29.27109
KEN 17.3455
KGZ 0.5313
KHM 0.54035
COM 0.42266
KOR 14.83347
KWT 15.40032
CYM 4.56244
KAZ 5.5943
LAO 0.1673
LBN 18.05502
LCA 3.45489
LKA 6.58216
LBR 0.40754
LTU 4.00599
LUX 28.89619
LVA 7.09291
LBY 2.119
MAR 31.51458
MCO 0.30365
MDA 2.39479
MNE 1.60484
MAF 0.43278
MDG 1.72182
MKD 0.82608
MLI 7.15438
MMR 0.20113
MNG 0.02592
MAC 0.82366
MNP 0.39218
MTQ 4.58692
MRT 2.23124
MLT 10.86676
MUS 1.55363
MDV 5.66836
MWI 0.95676
MEX 336.26417
MYS 9.68251
MOZ 10.62605
NAM 6.1454
NCL 0.09253
NER 2.48844
NGA 18.08469
NIC 3.24027
NLD 286.2747
NOR 25.00671
NPL 6.63339
NZL 1.31037
OMN 7.68372
PAN 101.7892
PER 135.26402
PYF 0.55532
PNG 0.21976
PHL 17.47784
PAK 48.04598
POL 42.86539
PRI 23.71575
PRT 839.85633
QAT 135.63645
REU 8.35575
ROU 24.71939
SRB 14.54783
RUS 17.09385
RWA 3.07836
SAU 18.15185
SYC 1.82398
SDN 7.57585
SWE 40.63502
SGP 16.08799
SVN 1.77126
SVK 0.67047
SLE 0.89611
SEN 22.7392
SOM 3.54203
SUR 17.27445
SSD 1.17933
STP 6.8942
SLV 11.21819
SXM 4.28239
SYR 0.52267
TCA 6.33337
TCD 1.41896
TGO 4.31845
THA 21.18361
TJK 0.72762
TLS 0.01161
TKM 0.17182
TUN 12.809
TUR 111.77682
TTO 7.22186
TWN 6.60983
TZA 8.12953
UKR 18.26138
UGA 4.8029
USA 1434.64997
URY 52.70632
UZB 1.48852
VCT 0.87758
VEN 5.63841
VGB 0.54916
VIR 13.30373
VNM 11.09914
WSM 0.03931
MYT 0.99291
ZAF 46.2958
ZMB 2.51355
ZWE 2.8178
