iso_a3_target daily_seeds
ARE 2200.03409
AFG 55.99571
ATG 33.33319
ALB 267.41895
ARM 58.99406
AGO 48.64663
ARG 58.78712
AUT 1328.38328
AUS 222.6437
ABW 49.63307
AZE 60.04928
BIH 62.70346
BRB 150.12789
BGD 287.24171
BEL 2101.32042
BFA 21.58503
BGR 884.35359
BHR 338.05137
BEN 13.71279
BLM 6.22441
BMU 31.42847
BRN 18.43991
BOL 10.46686
BES 28.07096
BRA 572.91467
BHS 6.20492
BTN 2.17544
BLR 142.49282
BLZ 1.3401
CAN 1592.53334
COD 38.93495
CAF 3.35379
COG 12.093
CHE 2709.91691
CIV 59.88728
CHL 51.32319
CMR 27.84808
CHN 949.25021
COL 68.14124
CRI 20.10353
CUB 13.67932
CPV 129.29978
CUW 51.46441
CYP 2063.15176
CZE 616.79494
DEU 14759.50559
DJI 22.9966
DNK 2249.26662
DMA 19.55136
DOM 183.54589
DZA 42.21102
ECU 54.99151
EST 276.17959
EGY 843.97835
ERI 2.82933
ESP 15785.78968
ETH 467.64216
FIN 381.82268
FJI 0.33054
FRO 26.06095
FRA 5701.58344
GAB 11.78426
GBR 0.0
GRD 40.64234
GEO 126.54457
GUF 11.63922
GHA 162.65947
GIB 152.89651
GRL 9.48125
GIN 17.07387
GLP 33.44057
GNQ 6.19401
GRC 6403.59304
GTM 11.60546
GUM 14.01428
GNB 9.43112
GUY 10.48704
HKG 120.36514
HND 8.63308
HRV 311.02582
HTI 19.81805
HUN 1080.44558
IDN 223.58164
IRL 3790.57977
ISR 589.26638
IND 2052.50622
IRQ 192.62386
IRN 357.218
ISL 563.36779
ITA 10014.31773
JAM 161.11183
JOR 154.13542
JPN 644.12144
KEN 192.42525
KGZ 29.85277
KHM 13.71113
COM 4.70844
KOR 384.54522
KWT 362.21547
CYM 23.0642
KAZ 122.32163
LAO 3.73161
LBN 290.46228
LCA 58.39088
LKA 138.37241
LBR 7.99772
LTU 485.12262
LUX 404.07761
LVA 448.87463
LBY 40.70201
MAR 543.39608
MCO 12.64878
MDA 136.9203
MNE 59.44806
MAF 4.41891
MDG 7.17023
MKD 80.33069
MLI 31.3
MMR 6.00439
MNG 0.9174
MAC 23.34971
MNP 8.34178
MTQ 43.25364
MRT 11.5485
MLT 810.96043
MUS 9.86928
MDV 82.85298
MWI 8.34779
MEX 427.70011
MYS 206.72217
MOZ 17.26417
NAM 10.27169
NCL 1.96736
NER 15.38123
NGA 547.60258
NIC 4.4036
NLD 6372.85392
NOR 1914.35505
NPL 83.52051
NZL 34.76487
OMN 194.20936
PAN 52.67226
PER 26.33097
PYF 6.59687
PNG 7.26959
PHL 314.54162
PAK 771.42671
POL 5347.36241
PRI 88.67167
PRT 4093.25445
QAT 1070.01459
REU 45.31272
ROU 1873.09846
SRB 362.433
RUS 2466.79336
RWA 56.19267
SAU 506.51747
SYC 42.19983
SDN 100.0819
SWE 1896.52847
SGP 128.41779
SVN 26.62729
SVK 288.43042
SLE 11.50314
SEN 94.31285
SOM 20.27725
SUR 12.51559
SSD 15.15143
STP 5.89262
SLV 25.03925
SXM 20.01477
SYR 6.49986
TCA 12.29334
TCD 8.3693
TGO 35.42813
THA 394.69246
TJK 19.35679
TLS 0.23647
TKM 12.47035
TUN 159.3132
TUR 7050.7153
TTO 6.77368
TWN 216.38435
TZA 95.80916
UKR 1221.32305
UGA 71.94975
USA 7097.38381
URY 8.58125
UZB 43.44755
VCT 15.06355
VEN 4.8825
VGB 5.53764
VIR 21.25369
VNM 179.24109
WSM 0.77184
MYT 7.72313
ZAF 541.35866
ZMB 19.99548
ZWE 17.60202
