iso_a3_target daily_seeds
ARE 307.08104
AFG 1.03207
ATG 7.42344
ALB 7.25063
ARM 4.43286
AGO 89.52364
ARG 2616.87939
AUT 79.12011
AUS 32.11011
ABW 20.52559
AZE 7.70546
BIH 2.94011
BRB 11.97298
BGD 28.38152
BEL 107.74462
BFA 2.88471
BGR 18.05298
BHR 18.95569
BDI 1.17129
BEN 3.13874
BLM 0.98405
BMU 4.31743
BRN 0.36724
BOL 173.07159
BES 5.06799
BRA 0.0
BHS 27.96009
BWA 0.76363
BLR 2.10185
BLZ 4.4856
CAN 451.05092
COD 9.5373
CAF 0.66599
COG 3.48254
CHE 403.26428
CIV 7.82547
COK 0.08069
CHL 806.1344
CMR 6.00364
CHN 13.37259
COL 721.24181
CRI 80.1795
CUB 62.40097
CPV 28.76644
CUW 17.39745
CYP 16.63948
CZE 37.15549
DEU 725.67294
DJI 2.60729
DNK 78.33366
DMA 1.10375
DOM 250.66491
DZA 13.27887
ECU 100.24276
EST 5.24228
EGY 61.63229
ERI 1.87573
ESP 1280.52853
ETH 73.47706
FIN 43.68786
FJI 0.42662
FRO 0.43333
FRA 941.44257
GAB 6.2521
GBR 899.25993
GRD 3.52318
GEO 6.97549
GUF 2.57226
GHA 17.48339
GIB 2.01329
GRL 0.16332
GMB 4.76378
GIN 6.64664
GLP 10.01712
GNQ 1.4284
GRC 84.15597
GTM 39.11861
GUM 0.42929
GNB 7.96799
GUY 17.00603
HKG 7.37593
HND 33.42238
HRV 25.48745
HTI 5.33305
HUN 39.18134
IDN 13.80264
IRL 116.01637
ISR 73.42824
IND 192.17375
IRQ 25.38446
IRN 23.50564
ISL 14.87273
ITA 520.09395
JAM 36.67725
JOR 26.96027
JPN 31.25894
KEN 23.09335
KGZ 1.94928
KHM 0.94435
COM 0.55057
KNA 2.74611
KOR 17.70746
KWT 29.60619
CYM 8.93865
KAZ 9.81986
LAO 0.07511
LBN 29.60544
LCA 5.71563
LKA 30.38578
LBR 0.91711
LTU 6.87424
LUX 38.55327
LVA 11.26212
LBY 1.70219
MAR 83.74166
MDA 4.16545
MNE 3.14708
MAF 0.66641
MDG 2.48292
MKD 3.0194
MLI 5.33639
MMR 0.28199
MNG 0.81842
MAC 0.21321
MNP 0.1144
MTQ 10.18929
MRT 2.7371
MLT 13.71654
MUS 14.24787
MDV 25.52554
MWI 1.63388
MEX 696.09981
MYS 13.96128
MOZ 12.30415
NAM 5.62463
NCL 0.07615
NER 2.69271
NGA 30.21684
NIC 14.71439
NLD 456.22976
NOR 59.33193
NPL 17.86385
NZL 3.50917
OMN 21.91873
PAN 709.90057
PER 417.6762
PYF 0.61499
PNG 0.11753
PHL 27.76859
PAK 56.93877
POL 72.44913
PRI 58.4301
PRT 1786.36369
PRY 226.51878
QAT 278.53321
REU 12.36096
ROU 66.38511
SRB 20.41517
RUS 29.93856
RWA 3.30404
SAU 87.05696
SYC 6.35168
SDN 7.91641
SWE 63.81374
SGP 35.52414
SVN 4.57094
SVK 0.97918
SLE 1.35965
SEN 25.09751
SOM 2.66366
SUR 48.63092
SSD 1.62604
SLV 32.95923
SXM 11.00829
SYR 1.42571
TCA 9.21303
TCD 1.23721
TGO 4.40723
THA 36.08263
TJK 1.20653
TLS 0.05369
TKM 0.40766
TUN 25.57216
TUR 300.59742
TTO 18.06313
TWN 4.64502
TZA 18.38139
UKR 6.55909
UGA 8.93224
USA 4037.29613
URY 453.07712
UZB 6.49447
VCT 1.11645
VEN 46.01642
VGB 0.64953
VIR 16.1043
VNM 13.05226
YEM 0.54767
MYT 1.16961
ZAF 61.98642
ZMB 5.44348
ZWE 3.8135
