iso_a3_target daily_seeds
ARE 857.88194
AFG 2.19608
ATG 1.45171
ALB 5.8064
ARM 5.6745
AGO 134.06338
ARG 5.45284
AUT 71.74696
AUS 186.09882
ABW 3.92552
AZE 11.71681
BIH 3.10195
BRB 4.70041
BGD 60.32768
BEL 58.22952
BFA 6.05042
BGR 12.66976
BHR 36.65361
BDI 20.61788
BEN 6.46846
BLM 0.16951
BMU 1.65975
BRN 1.55529
BOL 0.43839
BES 2.81838
BRA 58.39312
BHS 3.60489
BWA 367.20468
BLR 3.33433
BLZ 0.3381
CAN 72.37026
COD 121.52148
CAF 2.35921
COG 13.79687
CHE 241.53225
CIV 27.94275
COK 0.07945
CHL 2.72715
CMR 18.88793
CHN 50.47785
COL 8.41796
CRI 4.06966
CUB 3.56815
CPV 1.98262
CUW 6.25598
CYP 19.79065
CZE 27.15045
DEU 649.51801
DJI 8.55625
DNK 57.43073
DMA 0.10207
DOM 15.18441
DZA 9.70807
ECU 2.60305
EST 4.0383
EGY 162.79306
ERI 11.51118
ESP 225.97032
ETH 556.82746
FIN 28.56797
FJI 2.08182
FRO 0.33341
FRA 347.14436
GAB 14.12203
GBR 689.47694
GRD 0.21839
GEO 11.3506
GUF 0.4043
GHA 87.70211
GIB 2.78718
GRL 0.11782
GMB 1.2938
GIN 3.13923
GLP 1.48008
GNQ 3.71707
GRC 70.66757
GTM 0.77927
GUM 0.57036
GNB 0.31166
GUY 0.58875
HKG 16.44113
HND 0.65351
HRV 19.6005
HTI 0.1336
HUN 24.83024
IDN 43.13456
IRL 69.72252
ISR 60.6556
IND 420.60684
IRQ 45.91063
IRN 58.57711
ISL 11.04199
ITA 200.25808
JAM 3.78361
JOR 43.9867
JPN 39.65427
KEN 344.78129
KGZ 3.0204
KHM 3.45385
COM 7.59137
KNA 0.17617
KOR 22.51003
KWT 58.74073
CYM 0.33201
KAZ 14.85648
LAO 0.32097
LBN 49.64985
LCA 1.18912
LKA 58.01112
LBR 2.40259
LTU 4.42858
LUX 6.60843
LVA 6.79635
LBY 2.52026
MAR 28.95242
MDA 1.97284
MNE 2.75992
MAF 0.09458
MDG 22.15146
MKD 3.0997
MLI 8.78665
MMR 0.94026
MNG 0.82062
MAC 0.74517
MNP 0.14995
MTQ 1.66794
MRT 2.54845
MLT 10.44373
MUS 165.58097
MDV 50.18038
MWI 129.38052
MEX 23.80484
MYS 41.81716
MOZ 230.24688
NAM 470.57293
NCL 0.32397
NER 8.04485
NGA 223.56228
NIC 0.16769
NLD 329.85036
NOR 48.02599
NPL 35.80613
NZL 5.10906
OMN 37.82316
PAN 6.24254
PER 3.93969
PYF 0.33687
PNG 0.75291
PHL 66.4941
PAK 129.6423
POL 43.03454
PRI 5.10527
PRT 109.30195
PRY 0.31992
QAT 633.17304
REU 111.12225
ROU 37.57057
SRB 20.90074
RUS 55.94427
RWA 72.76198
SAU 217.39981
SYC 61.19261
SDN 29.10413
SWE 56.6714
SGP 114.40273
SVN 4.50588
SVK 0.75402
SLE 2.99241
SEN 8.19588
SOM 19.7792
SUR 1.55878
SSD 15.88047
SLV 0.96878
SXM 1.94269
SYR 2.9858
TCA 1.40742
TCD 4.26141
TGO 18.34522
THA 76.65442
TJK 2.15653
TLS 0.13438
TKM 0.42256
TUN 17.66644
TUR 351.8221
TTO 1.01395
TWN 8.77909
TZA 136.9915
UKR 5.70744
UGA 133.43152
USA 813.55172
URY 0.54398
UZB 8.70854
VCT 0.19449
VEN 0.91787
VGB 0.07764
VIR 1.02469
VNM 32.59636
YEM 4.17185
MYT 7.99552
ZAF 0.0
ZMB 632.75104
ZWE 1093.83735
