,source_iso2,outflux
0,AE,4831402.5
1,AF,81583.0
2,AG,70862.5
3,AL,95267.0
4,AM,138422.0
5,AO,68816.0
6,AR,571859.5
7,AT,1386636.5
8,AU,1689906.5
9,AW,117605.0
10,AZ,158999.5
11,BA,65603.0
12,BB,142776.5
13,BD,413234.5
14,BE,1167536.5
15,BF,40887.5
16,BG,322333.5
17,BH,356023.0
18,BI,15860.0
19,BJ,38471.0
20,BL,19649.0
21,BM,29661.0
22,BN,79100.0
23,BO,77717.5
24,BQ,27972.0
25,BR,1045769.5
26,BS,231982.5
27,BT,15825.0
28,BW,34753.0
29,BY,181338.0
30,BZ,49918.0
31,CA,3180157.0
32,CD,60063.0
33,CF,10602.0
34,CG,29443.5
35,CH,2156807.5
36,CI,97898.5
37,CK,13243.0
38,CL,485304.5
39,CM,63620.5
40,CN,1657566.5
41,CO,678917.5
42,CR,371992.5
43,CU,477573.0
44,CV,86641.5
45,CW,77034.0
46,CY,407122.5
47,CZ,514604.5
48,DE,6541296.5
49,DJ,20432.0
50,DK,1230029.0
51,DM,12824.0
52,DO,655059.0
53,DZ,306206.5
54,EC,211874.0
55,EE,106376.5
56,EG,1065050.0
57,ER,22223.0
58,ES,5350825.5
59,ET,571621.5
60,FI,733240.0
61,FJ,81262.0
62,FO,17694.0
63,FR,4805144.0
64,GA,41753.5
65,GB,8874538.0
66,GD,29041.0
67,GE,167650.5
68,GF,26184.0
69,GH,136160.0
70,GI,17229.0
71,GL,4606.0
72,GM,38436.0
73,GN,35207.5
74,GP,142432.5
75,GQ,30959.0
76,GR,627072.5
77,GT,142854.0
78,GU,152032.5
79,GW,8570.0
80,GY,43062.0
81,HK,830689.5
82,HN,89207.5
83,HR,127526.5
84,HT,55459.5
85,HU,657451.0
86,ID,1450045.0
87,IE,1347362.0
88,IL,628787.0
89,IN,2554600.5
90,IQ,290979.0
91,IR,288087.5
92,IS,257627.5
93,IT,2931661.5
94,JM,351416.0
95,JO,322447.5
96,JP,2756194.5
97,KE,371051.0
98,KG,91159.5
99,KH,401469.0
100,KI,1537.0
101,KM,14386.0
102,KN,24841.0
103,KR,1650238.5
104,KW,710898.0
105,KY,88825.0
106,KZ,179874.5
107,LA,99892.5
108,LB,235379.5
109,LC,71382.0
110,LK,416184.0
111,LR,17319.0
112,LT,228732.0
113,LU,172220.0
114,LV,270459.0
115,LY,71908.0
116,MA,834130.5
117,MC,7848.0
118,MD,95940.0
119,ME,51592.0
120,MF,10983.5
121,MG,34191.5
122,MK,99623.0
123,ML,62463.0
124,MM,220186.5
125,MN,13238.0
126,MO,132310.5
127,MP,27061.5
128,MQ,108786.0
129,MR,22320.5
130,MT,208039.0
131,MU,168135.0
132,MV,206766.5
133,MW,30944.5
134,MX,2630279.0
135,MY,1730098.5
136,MZ,41052.0
137,NA,50370.0
138,NC,25741.0
139,NE,37062.0
140,NG,210221.5
141,NI,58688.0
142,NL,3053169.0
143,NO,1018033.5
144,NP,188785.5
145,NZ,606933.5
146,OM,746330.0
147,PA,801390.5
148,PE,457057.5
149,PF,32350.5
150,PG,27195.5
151,PH,1017246.0
152,PK,707421.0
153,PL,1504568.5
154,PR,591570.5
155,PT,1594879.5
156,PW,9504.0
157,PY,65930.5
158,QA,1904863.5
159,RE,103529.0
160,RO,774197.5
161,RS,287162.5
162,RU,2411197.5
163,RW,76663.5
164,SA,1964389.0
165,SB,7635.0
166,SC,59107.0
167,SD,126523.0
168,SE,1176206.0
169,SG,2030165.0
170,SI,41150.0
171,SK,70009.5
172,SL,20294.0
173,SN,125391.5
174,SO,28962.0
175,SR,42082.5
176,SS,22201.0
177,ST,6643.0
178,SV,206862.0
179,SX,89921.5
180,SY,28458.0
181,TC,76414.0
182,TD,16724.0
183,TG,60248.0
184,TH,2658355.5
185,TJ,114093.5
186,TL,16729.0
187,TM,20153.0
188,TN,298487.0
189,TO,8122.0
190,TR,2613716.0
191,TT,129624.5
192,TW,1333250.0
193,TZ,160703.0
194,UA,698489.0
195,UG,116977.0
196,US,10366427.5
197,UY,87966.5
198,UZ,178552.5
199,VC,15298.0
200,VE,103954.0
201,VG,26141.5
202,VI,108966.5
203,VN,1052773.5
204,VU,16615.0
205,WS,13971.0
206,YT,18490.0
207,ZA,637972.5
208,ZM,76318.0
209,ZW,86566.0
