,source_iso2,outflux
0,AE,5014827.0
1,AF,31430.5
2,AG,58262.0
3,AL,188795.5
4,AM,93753.5
5,AO,58685.5
6,AR,380636.5
7,AT,1128528.5
8,AU,657527.0
9,AW,136057.5
10,AZ,146619.5
11,BA,78511.5
12,BB,117309.0
13,BD,435084.5
14,BE,1203658.0
15,BF,45532.5
16,BG,268309.0
17,BH,375428.0
18,BI,17596.0
19,BJ,44257.0
20,BL,20379.5
21,BM,23254.0
22,BN,13630.0
23,BO,54197.0
24,BQ,38633.5
25,BR,739938.5
26,BS,194805.0
27,BW,12168.0
28,BY,81957.5
29,BZ,52035.0
30,CA,2107629.5
31,CD,67698.5
32,CF,12742.5
33,CG,28703.0
34,CH,2096637.0
35,CI,127614.5
36,CK,8641.5
37,CL,361636.5
38,CM,72465.0
39,CN,567537.0
40,CO,744742.0
41,CR,344508.5
42,CU,223635.0
43,CV,66373.0
44,CW,84209.0
45,CY,433591.0
46,CZ,400934.0
47,DE,5824838.5
48,DJ,27032.0
49,DK,1076586.0
50,DM,7250.0
51,DO,815865.5
52,DZ,149516.5
53,EC,191046.5
54,EE,118388.5
55,EG,1374418.0
56,ER,17730.0
57,ES,6031454.0
58,ET,455076.5
59,FI,553610.0
60,FJ,44031.0
61,FO,13284.0
62,FR,4852235.0
63,GA,31926.5
64,GB,7759182.5
65,GD,20132.0
66,GE,168013.0
67,GF,23346.0
68,GH,147062.0
69,GI,17951.0
70,GL,6501.0
71,GM,37292.5
72,GN,50642.0
73,GP,123271.0
74,GQ,12329.0
75,GR,732584.0
76,GT,159620.0
77,GU,33928.0
78,GW,8888.5
79,GY,41562.0
80,HK,444823.5
81,HN,117794.5
82,HR,169357.0
83,HT,41717.0
84,HU,528832.5
85,ID,322544.5
86,IE,1481369.0
87,IL,743777.0
88,IN,2247097.0
89,IQ,374903.0
90,IR,408447.5
91,IS,202252.5
92,IT,3923996.5
93,JM,307082.0
94,JO,400078.0
95,JP,784131.0
96,KE,270501.0
97,KG,129032.5
98,KH,71152.5
99,KM,13915.0
100,KN,12390.0
101,KR,583494.0
102,KW,649275.0
103,KY,55162.0
104,KZ,191342.5
105,LA,7782.5
106,LB,292738.0
107,LC,48842.0
108,LK,401053.5
109,LR,19572.0
110,LT,225261.0
111,LU,190984.5
112,LV,253321.5
113,LY,56599.0
114,MA,891579.5
115,MD,37402.0
116,ME,67298.0
117,MF,13298.0
118,MG,8875.5
119,MK,78554.0
120,ML,47440.0
121,MM,20307.5
122,MN,12660.5
123,MO,66750.0
124,MP,11620.0
125,MQ,98687.5
126,MR,42016.0
127,MT,228514.0
128,MU,117999.0
129,MV,309068.5
130,MW,19653.0
131,MX,2876356.0
132,MY,460269.0
133,MZ,27583.0
134,NA,24980.0
135,NC,9666.0
136,NE,35393.0
137,NG,235873.5
138,NI,39254.0
139,NL,2784517.5
140,NO,800174.0
141,NP,163629.0
142,NZ,126557.5
143,OM,352046.5
144,PA,732918.0
145,PE,352567.0
146,PF,25451.0
147,PG,11148.0
148,PH,535694.0
149,PK,770771.5
150,PL,1376265.5
151,PR,557140.5
152,PT,1827794.5
153,PY,44526.0
154,QA,1903301.0
155,RE,97987.5
156,RO,853138.0
157,RS,341045.5
158,RU,1192288.5
159,RW,75397.0
160,SA,1993687.5
161,SC,50935.0
162,SD,172957.5
163,SE,859302.0
164,SG,1217604.5
165,SI,36298.0
166,SK,60227.0
167,SL,25455.5
168,SN,145109.5
169,SO,32585.5
170,SR,20132.0
171,SS,22646.5
172,SV,225334.5
173,SX,97100.5
174,SY,45884.5
175,TC,84147.0
176,TD,16949.5
177,TG,68918.0
178,TH,832019.0
179,TJ,113502.0
180,TL,7790.0
181,TM,3146.0
182,TN,329889.0
183,TR,3326208.5
184,TT,67694.0
185,TW,578661.0
186,TZ,144106.0
187,UA,167655.0
188,UG,105110.0
189,US,9798846.0
190,UY,64419.0
191,UZ,244832.5
192,VC,8512.0
193,VE,70034.5
194,VG,13231.5
195,VI,115637.0
196,VN,388899.5
197,YE,29058.0
198,YT,17247.5
199,ZA,413931.5
200,ZM,69087.0
201,ZW,78162.5
