,source_iso2,outflux
0,AE,1951806.5
1,AF,64139.5
2,AG,11069.0
3,AL,123010.0
4,AM,82946.0
5,AO,24543.0
6,AR,25634.0
7,AT,667613.5
8,AU,203893.5
9,AW,42577.0
10,AZ,43233.0
11,BA,39828.0
12,BB,20945.0
13,BD,193171.5
14,BE,582490.0
15,BF,27116.0
16,BG,268944.5
17,BH,189895.5
18,BJ,35272.0
19,BL,11662.5
20,BM,11663.0
21,BN,9094.0
22,BO,11067.0
23,BQ,13337.0
24,BR,188689.0
25,BS,12252.0
26,BT,9725.0
27,BY,86934.0
28,BZ,1847.0
29,CA,472340.0
30,CD,38125.0
31,CF,6156.5
32,CG,22216.0
33,CH,1015542.0
34,CI,87728.5
35,CK,1208.0
36,CL,43104.0
37,CM,36570.0
38,CN,901838.0
39,CO,31402.0
40,CR,21282.0
41,CU,17575.5
42,CV,24420.5
43,CW,30556.5
44,CY,295861.5
45,CZ,270961.0
46,DE,3952899.5
47,DJ,14232.5
48,DK,556138.5
49,DM,12395.0
50,DO,221751.0
51,DZ,50188.0
52,EC,51470.5
53,EE,64837.5
54,EG,604893.0
55,ER,6040.0
56,ES,3118066.0
57,ET,324817.5
58,FI,158671.5
59,FJ,1640.0
60,FO,15420.0
61,FR,2587911.0
62,GA,26492.0
63,GB,4885745.5
64,GD,4142.0
65,GE,74440.0
66,GF,15355.0
67,GH,65666.0
68,GI,18134.0
69,GL,5225.5
70,GN,24084.5
71,GP,70189.0
72,GQ,17150.0
73,GR,1766716.5
74,GT,14230.0
75,GU,53904.0
76,GW,5454.0
77,GY,7862.0
78,HK,450275.5
79,HN,20628.0
80,HR,226514.0
81,HT,40638.5
82,HU,221667.5
83,ID,193403.0
84,IE,636379.0
85,IL,219907.0
86,IN,758101.5
87,IQ,128298.0
88,IR,258877.5
89,IS,81552.5
90,IT,2290683.0
91,JM,102959.0
92,JO,105239.0
93,JP,643975.5
94,KE,132938.0
95,KG,55425.0
96,KH,66766.0
97,KM,7911.0
98,KR,910695.0
99,KW,274904.0
100,KY,17904.0
101,KZ,85509.0
102,LA,9772.0
103,LB,171696.5
104,LC,18844.0
105,LK,58584.5
106,LR,7982.0
107,LT,152252.5
108,LU,112995.0
109,LV,180294.5
110,LY,66399.5
111,MA,290014.0
112,MC,8304.0
113,MD,52476.0
114,ME,66866.0
115,MF,8889.0
116,MG,5703.5
117,MK,48565.0
118,ML,43829.0
119,MM,22185.5
120,MN,4079.0
121,MO,71633.5
122,MP,23885.0
123,MQ,53536.0
124,MR,17472.5
125,MT,182874.5
126,MU,5091.0
127,MV,36105.0
128,MW,11693.5
129,MX,775467.0
130,MY,265297.0
131,MZ,8921.5
132,NA,8411.5
133,NC,6547.5
134,NE,32604.5
135,NG,80941.0
136,NI,10134.0
137,NL,1855183.5
138,NO,344275.0
139,NP,69282.5
140,NZ,69260.0
141,OM,400793.5
142,PA,31760.0
143,PE,20776.5
144,PF,23474.5
145,PG,8417.0
146,PH,291606.0
147,PK,496263.0
148,PL,954675.0
149,PR,240348.5
150,PT,1189151.5
151,QA,953884.5
152,RE,56250.5
153,RO,470113.5
154,RS,179876.5
155,RU,1301885.0
156,RW,28336.0
157,SA,512420.0
158,SB,2664.0
159,SC,10855.5
160,SD,111776.5
161,SE,408410.5
162,SG,255955.0
163,SI,13754.0
164,SK,31880.0
165,SL,9527.5
166,SN,86519.5
167,SO,20296.0
168,SR,10183.0
169,SS,16171.0
170,ST,5960.0
171,SV,22931.5
172,SX,27683.0
173,SY,13935.0
174,TC,10852.0
175,TD,14956.0
176,TG,45202.0
177,TH,389392.0
178,TJ,54529.0
179,TL,7610.0
180,TM,7603.0
181,TN,212950.0
182,TR,2433137.0
183,TT,4653.0
184,TW,376188.0
185,TZ,69325.5
186,UA,948330.0
187,UG,21926.5
188,US,3024389.5
189,UY,7777.0
190,UZ,28331.5
191,VE,13508.5
192,VG,10787.5
193,VI,44058.0
194,VN,190329.0
195,VU,864.0
196,WS,8531.0
197,YT,15428.0
198,ZA,51025.0
199,ZM,21244.0
200,ZW,22899.0
