,source_iso2,outflux
0,AE,4266694.5
1,AF,20930.0
2,AG,51318.5
3,AL,154577.0
4,AM,86167.5
5,AO,49562.0
6,AR,327052.5
7,AT,849072.5
8,AU,481448.5
9,AW,125685.0
10,AZ,126264.0
11,BA,46317.0
12,BB,103996.0
13,BD,387099.0
14,BE,900620.5
15,BF,38995.5
16,BG,219647.5
17,BH,327810.0
18,BI,15512.0
19,BJ,40254.0
20,BL,19659.0
21,BM,20216.0
22,BN,9628.0
23,BO,47605.0
24,BQ,32659.0
25,BR,665116.5
26,BS,164773.0
27,BW,10407.0
28,BY,80132.5
29,BZ,45331.5
30,CA,1525946.0
31,CD,59354.0
32,CF,11683.5
33,CG,25359.0
34,CH,1650577.0
35,CI,113565.5
36,CK,8225.5
37,CL,314392.0
38,CM,68271.5
39,CN,561166.0
40,CO,649119.5
41,CR,303576.5
42,CU,183052.0
43,CV,59774.5
44,CW,75371.0
45,CY,326827.0
46,CZ,311880.5
47,DE,4278713.0
48,DJ,24073.0
49,DK,818084.5
50,DM,6620.0
51,DO,711730.5
52,DZ,113695.0
53,EC,159410.0
54,EE,92324.5
55,EG,1133800.5
56,ER,16724.0
57,ES,4589466.0
58,ET,398795.0
59,FI,442653.5
60,FJ,37328.0
61,FO,8766.0
62,FR,3807111.5
63,GA,29853.5
64,GB,5782634.5
65,GD,16704.0
66,GE,140688.0
67,GF,20718.0
68,GH,133782.5
69,GI,12308.0
70,GL,6445.0
71,GM,34638.5
72,GN,42802.5
73,GP,112166.0
74,GQ,8530.0
75,GR,503661.0
76,GT,141813.0
77,GU,28663.0
78,GW,7851.5
79,GY,35389.0
80,HK,375791.0
81,HN,107880.0
82,HR,111152.0
83,HT,37200.0
84,HU,413213.5
85,ID,227657.0
86,IE,1096190.0
87,IL,510418.0
88,IN,1866591.5
89,IQ,329262.0
90,IR,330495.0
91,IS,165238.0
92,IT,2904136.0
93,JM,266208.5
94,JO,326460.0
95,JP,697018.5
96,KE,241116.5
97,KG,108904.5
98,KH,50558.5
99,KM,11908.0
100,KN,10208.0
101,KR,490481.0
102,KW,592481.0
103,KY,34403.0
104,KZ,164938.0
105,LA,6099.5
106,LB,259582.0
107,LC,45200.0
108,LK,335728.5
109,LR,19498.0
110,LT,181939.5
111,LU,147956.5
112,LV,190725.0
113,LY,51264.0
114,MA,563729.5
115,MD,79852.0
116,ME,53955.0
117,MF,11278.0
118,MG,6489.5
119,MK,55568.0
120,ML,50240.5
121,MM,16180.0
122,MN,9412.5
123,MO,99450.0
124,MP,9804.0
125,MQ,89272.0
126,MR,31811.0
127,MT,136975.0
128,MU,93843.5
129,MV,287668.0
130,MW,14577.0
131,MX,2482375.5
132,MY,364999.5
133,MZ,24327.0
134,NA,19727.0
135,NC,10107.0
136,NE,27584.5
137,NG,195127.5
138,NI,34701.0
139,NL,2240764.5
140,NO,572158.0
141,NP,136673.0
142,NZ,85142.0
143,OM,330771.5
144,PA,653334.5
145,PE,298243.5
146,PF,21536.0
147,PG,12424.0
148,PH,413614.0
149,PK,672904.0
150,PL,1051264.5
151,PR,471089.0
152,PT,1394292.5
153,PY,37992.5
154,QA,1706863.5
155,RE,81231.5
156,RO,467479.0
157,RS,267453.0
158,RU,1481692.5
159,RW,67161.5
160,SA,1621982.0
161,SC,47261.0
162,SD,155159.0
163,SE,640872.5
164,SG,1000294.0
165,SI,28533.0
166,SK,44164.0
167,SL,22681.0
168,SN,131743.5
169,SO,28870.0
170,SR,15715.0
171,SS,21188.0
172,ST,5609.0
173,SV,202791.0
174,SX,87985.0
175,SY,42328.0
176,TC,71680.0
177,TD,14830.5
178,TG,60417.5
179,TH,647932.5
180,TJ,117046.0
181,TL,6888.0
182,TM,3432.0
183,TN,255454.0
184,TR,2842902.0
185,TT,55160.0
186,TW,543529.0
187,TZ,141495.0
188,UA,612813.5
189,UG,97477.5
190,US,8017944.5
191,UY,61494.0
192,UZ,246073.0
193,VC,7552.0
194,VE,63504.0
195,VG,12150.0
196,VI,98643.0
197,VN,278978.5
198,YE,22389.0
199,YT,14423.5
200,ZA,346181.0
201,ZM,61889.0
202,ZW,65204.5
