,source_iso2,outflux
0,AE,2545690.5
1,AF,68858.5
2,AG,23708.5
3,AL,125194.5
4,AM,95965.5
5,AO,30891.5
6,AR,68358.0
7,AT,370753.0
8,AU,463175.5
9,AW,112456.5
10,AZ,63815.5
11,BA,47036.0
12,BB,19328.5
13,BD,288334.5
14,BE,415489.5
15,BF,36717.0
16,BG,165499.0
17,BH,209558.5
18,BI,11821.0
19,BJ,30364.0
20,BL,15225.0
21,BM,21723.5
22,BN,11349.0
23,BO,25205.0
24,BQ,17454.0
25,BR,282104.5
26,BS,111102.0
27,BT,11947.0
28,BW,9563.0
29,BY,128825.0
30,BZ,36200.5
31,CA,319041.5
32,CD,51960.5
33,CF,10383.5
34,CG,23897.5
35,CH,703358.0
36,CI,99086.0
37,CL,70457.0
38,CM,53277.5
39,CN,630199.5
40,CO,361098.0
41,CR,208365.0
42,CU,44485.5
43,CV,18598.0
44,CW,39159.5
45,CY,226411.5
46,CZ,124466.0
47,DE,2519148.0
48,DJ,24098.0
49,DK,257815.5
50,DO,556973.5
51,DZ,15828.5
52,EC,130727.0
53,EE,44052.5
54,EG,819166.5
55,ES,2192395.0
56,ET,423749.5
57,FI,114081.0
58,FO,7653.0
59,FR,1612691.0
60,GA,16345.0
61,GB,1754536.0
62,GD,8219.0
63,GE,134495.5
64,GF,13528.0
65,GH,109966.5
66,GI,10020.0
67,GL,3336.0
68,GM,14318.0
69,GN,34999.5
70,GP,50120.0
71,GR,680469.5
72,GT,121784.0
73,GU,40954.5
74,GY,22900.0
75,HK,356527.0
76,HN,80773.5
77,HR,99641.5
78,HT,54822.0
79,HU,78903.0
80,ID,227144.0
81,IE,202294.0
82,IL,334268.5
83,IN,946351.5
84,IQ,224917.5
85,IR,232301.0
86,IS,50510.0
87,IT,941409.0
88,JM,197966.0
89,JO,209015.0
90,JP,683843.0
91,KE,163467.0
92,KG,129194.0
93,KH,33168.0
94,KM,7999.0
95,KR,654789.5
96,KW,210878.5
97,KY,19643.0
98,KZ,94636.0
99,LA,5578.5
100,LB,217195.0
101,LC,19037.0
102,LK,136154.0
103,LR,23008.0
104,LT,70140.5
105,LU,87516.0
106,LV,99102.0
107,LY,46822.0
108,MA,94151.5
109,MD,73304.5
110,ME,30782.0
111,MF,8863.0
112,MG,2154.0
113,MK,49443.0
114,ML,62136.0
115,MM,22360.5
116,MO,143808.0
117,MP,6534.0
118,MQ,35400.0
119,MR,21502.5
120,MT,61857.5
121,MU,6838.0
122,MV,173723.5
123,MW,20066.5
124,MX,1938020.5
125,MY,285731.5
126,MZ,21104.0
127,NA,23766.0
128,NC,6984.0
129,NE,29052.5
130,NG,142162.5
131,NI,22328.0
132,NL,1264525.5
133,NO,124945.5
134,NP,68239.5
135,NZ,235437.0
136,OM,177917.0
137,PA,397701.5
138,PE,152024.0
139,PF,10274.0
140,PG,10792.0
141,PH,296307.0
142,PK,365390.0
143,PL,398560.0
144,PR,580889.5
145,PT,719320.0
146,PY,20076.0
147,QA,1265766.5
148,RE,32479.5
149,RO,415415.0
150,RS,205223.5
151,RU,1249897.0
152,RW,54628.5
153,SA,917143.5
154,SC,34956.0
155,SD,145449.0
156,SE,284728.5
157,SG,604920.5
158,SI,9270.0
159,SK,8682.0
160,SL,21857.0
161,SN,107820.0
162,SO,28249.0
163,SS,19450.0
164,SV,165211.0
165,SX,60056.5
166,SY,9536.0
167,TC,57667.0
168,TD,14561.5
169,TG,60177.0
170,TH,388078.0
171,TJ,48421.0
172,TL,6705.0
173,TM,1648.0
174,TN,155506.0
175,TR,1926853.5
176,TT,3266.0
177,TW,514784.0
178,TZ,81733.0
179,UA,986730.5
180,UG,87349.0
181,US,6366903.0
182,UY,13318.5
183,UZ,139957.0
184,VC,3654.0
185,VE,46251.0
186,VG,11646.0
187,VI,135083.0
188,VN,233080.5
189,VU,170.0
190,WS,7721.0
191,YT,12425.0
192,ZA,230871.0
193,ZM,41883.0
194,ZW,54446.0
