,AE,AF,AG,AL,AM,AO,AR,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FO,FR,GA,GB,GD,GE,GF,GH,GI,GL,GM,GN,GP,GQ,GR,GT,GU,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KM,KR,KW,KY,KZ,LA,LB,LC,LK,LR,LT,LU,LV,LY,MA,MD,ME,MF,MG,MK,ML,MM,MN,MO,MP,MQ,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NG,NI,NL,NO,NP,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PR,PT,PY,QA,RE,RO,RS,RU,RW,SA,SC,SD,SE,SG,SI,SK,SL,SN,SO,SR,SS,SV,SX,SY,TC,TD,TG,TH,TJ,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VG,VI,VN,YE,YT,ZA,ZM,ZW
AE,0.0,0.06736234133937505,0.0071865461153014995,0.008768058453853037,0.04117255807989391,0.08236973874189917,0.005608790492733094,0.010651737715285886,0.04882464186846691,0.0045325180642555325,0.04840381477504242,0.025360121189705015,0.020401070709083008,0.12261329305525827,0.008898774384307199,0.016712022033795675,0.007026151625986553,0.0768427710330336,0.01944939291334386,0.010099381705410049,0.002767892798231729,0.011286350521348357,0.02249650783387391,0.0023816646310468744,0.0022516843757861395,0.019258764531857736,0.0036770722868682947,0.013261290092343177,0.014670234830259072,0.0012238129398392309,0.01729933686945616,0.019941127816861515,0.014886739306457054,0.011683370565562812,0.013146490868195826,0.018082659621621616,0.003767894789058512,0.0028653424333955494,0.015238130976334717,0.02088806248601909,0.002683631685728196,0.0025236160056413028,0.008185603193744586,0.005622496994995813,0.003958849815195105,0.014430579460401617,0.006695199463211531,0.01139165549897402,0.07875151758508395,0.0084060446268899,0.006367594752428771,0.009913161508517579,0.0024360731301303787,0.005392083133589243,0.05611447383854553,0.1304911564162413,0.008008506602547018,0.06190183188056678,0.008796443624729552,0.0033412471514759666,0.011111754753946823,0.014132763354772565,0.01210212523466094,0.007572100924498564,0.03923797684269937,0.002539859588240647,0.034158148703035435,0.012634747259281218,0.0034574905922117897,0.00979731352271766,0.03783629464481648,0.0022036751812250705,0.01376574803276797,0.010268312815393612,0.002309948889983467,0.016004056019527185,0.005795234788228795,0.006834497584683149,0.03580241597187458,0.0017031030920284813,0.008353838311629818,0.0025073913283485518,0.007161314141473584,0.057716807460162216,0.008633292086481073,0.02077837251083715,0.20184830492142106,0.10691921123067655,0.06608081585333984,0.01005799559777984,0.011191493310014075,0.006205508222862869,0.08053986816095039,0.022097461587706462,0.06057188154252543,0.02434839785715933,0.01336175608149264,0.024651736591491634,0.010886979206154954,0.1265550011413616,0.005498644446487259,0.06337007361519231,0.009629184316199645,0.09530435985026998,0.005096700821443924,0.11300099407983424,0.010384184283709698,0.005194664949368712,0.0036515890205633694,0.0052635848795066125,0.036691260803070724,0.00843770632156203,0.008658180906518645,0.014899237986080924,0.0009070560014455312,0.01615765483716001,0.0039034168748375096,0.01600119543020137,0.03379364726226801,0.02211493819649492,0.0035452086889053327,0.011860823876696482,0.0024809120075313384,0.01803048714829715,0.006532577899141491,0.03888038753528199,0.12053567157348069,0.022022730020202583,0.0030197302019169844,0.05230435077936813,0.02196402865099419,0.014396551153789388,0.01963277827683805,0.013724804711543345,0.04078344955319622,0.0017928091169093893,0.013252237742932792,0.0068665040906807,0.1247721025663818,0.013844308165520793,0.13229280785117678,0.002685935518425474,0.0025007593253879093,0.006319243628032905,0.011617358276147464,0.05420879433968949,0.1722516164965829,0.006468365458047013,0.0027844368155890463,0.007951542845873525,0.0024149612694010962,0.08409003587355504,0.015625276576350367,0.007158633518153956,0.014905627078942859,0.020217476589885403,0.05518388317193112,0.12538588985326435,0.16036343561539879,0.09597075489307916,0.009643552317237148,0.035548349935192416,0.017450855699428412,0.0041613130240614905,0.011356503917620768,0.020307050836460616,0.06273691252778961,0.0036749617112074753,0.09133899592458394,0.004477300603613853,0.004416438552557551,0.08882056307284542,0.004082736972380047,0.03531078814707147,0.014996589069792962,0.04943352831473089,0.022583786349806376,0.021226042318789825,0.021915062686570397,0.0054380171903772746,0.008234411931656173,0.06979156595528892,0.012217174689094817,0.07704550527787016,0.01668537250721546,0.002156823569018063,0.0359960050543406,0.002847428870380587,0.002035470936709293,0.001962113533023478,0.025980395872752648,0.06978897433590771,0.022381656448308928,0.06379753418423438,0.046127531203320166,0.02129965968800357
AF,0.0005251799265090618,0.0,1.6610029118389644e-05,2.0169173565327058e-05,2.7856671842199118e-05,2.813234535355325e-05,4.762112820887522e-06,2.004429642899072e-05,5.417766555485873e-05,7.69688387517545e-06,0.00018974383913582084,7.469961525682654e-05,4.294254378219068e-05,0.00011667096572254439,1.3272961719746457e-05,9.448445370159348e-05,2.0839642986455862e-05,0.0002983178809466503,1.1350730910446277e-05,5.894601672568663e-05,4.149654575890607e-06,1.9752784215819412e-05,1.73654360824511e-05,3.186248633444435e-06,3.4884419855473744e-06,2.7344258619558024e-05,6.946910305217881e-06,7.906235398238381e-06,0.0004652982543809775,2.4150129588568792e-06,5.191229249641439e-05,4.629870353159503e-05,1.4521618481047057e-05,1.1323846282597709e-05,1.9993446500456034e-05,3.3409295477448205e-05,5.64611464365014e-06,3.0938992322446285e-06,5.885739642942556e-05,8.987084966701028e-05,8.029509004848708e-06,3.8085731230463923e-06,3.460241667610477e-05,6.046496041012223e-06,5.484605323107014e-06,6.460412273224129e-05,1.5560825013753206e-05,3.154320142050218e-05,0.000101264758980169,1.30325081194489e-05,1.1834065781876225e-05,5.065417741829488e-05,3.368096259432614e-06,2.4642812870218563e-05,0.00011215852362799004,0.0001385767299690009,9.436353383269606e-06,5.010233357383336e-05,2.1458154809642377e-05,4.958116573972079e-06,2.50602383798738e-05,7.676985714824779e-05,3.1226622149910436e-05,8.052036235564711e-06,0.0001479391692309181,1.8426024313129674e-06,4.1333808814421144e-05,2.6126591301781556e-05,5.540676226131392e-06,5.123952526586724e-05,1.59205664538674e-05,1.8249421022161123e-06,1.1675134709611893e-05,1.1041698657643779e-05,3.262467163044108e-06,3.3909127549567564e-05,7.907904155867156e-06,9.07871568735159e-06,6.631931584164007e-05,3.701646982333446e-06,1.9545857081589864e-05,4.756527620185409e-06,1.9417404179383505e-05,5.71748499069531e-05,1.5073578327988705e-05,6.844161671055204e-05,0.004316065986745854,0.00019944559683452744,0.00034402788829634984,1.13089789782336e-05,1.291188855286034e-05,7.978954496717022e-06,0.00013608994212135745,6.195762434552777e-05,4.998842921272703e-05,0.00020507589443294997,1.9996434852973413e-05,1.4088011085863328e-05,7.574336105282908e-05,0.0003021022233322446,1.292618375883591e-05,0.0007155919006129845,2.660688641528301e-05,0.00011756625779290129,7.408370373623297e-06,0.00015178927244298982,1.9033775120940315e-05,1.8840961700604005e-05,2.01012372708438e-05,4.638020020339183e-05,0.00029647650856159155,2.716078237739887e-05,4.616863477702778e-05,8.659826655400562e-05,8.112679015676156e-07,1.2262740724626242e-05,3.472127863108166e-05,5.246030445338376e-05,8.269492972997745e-05,0.0002739148201832773,3.252220028861309e-06,3.906516441125071e-05,1.8666492030920222e-06,8.815984625084241e-05,2.0708070661793815e-05,6.976343050192983e-05,0.00019379108255310854,1.2596021043533475e-05,5.913995145142339e-06,0.00012131954310668871,1.4830836598050766e-05,9.425686628230546e-06,2.2861466072845865e-05,0.00010542417894896974,7.590601500637146e-05,7.969770219969204e-06,2.319872836476728e-05,9.37554264730579e-06,0.00021369455188084794,1.6988934178119623e-05,0.00043791768591644285,9.814587584189496e-06,2.4020384036839026e-06,1.8810999319121364e-05,7.622963200240063e-06,4.085540897024667e-05,0.0033191887986483404,1.017366537138586e-05,6.23921968719522e-06,1.0252697923264931e-05,3.083169690866451e-06,0.0002497699584067571,5.526869074437526e-06,1.5202092336833274e-05,4.335155262114035e-05,0.0002294014059368738,2.8662432710436653e-05,0.0006574421790615002,9.873140048265436e-05,0.00015889658547555048,1.728354057835483e-05,3.9185265438079684e-05,7.77348261446586e-05,5.603742552844076e-06,2.2182084126981686e-05,3.568488371207916e-05,9.255294807905005e-05,5.338311416233573e-06,2.4059056940349508e-05,5.540419808711535e-06,7.510783850680774e-06,0.00032606805775849183,8.274367249358215e-06,8.324656746993088e-05,2.6192771827507996e-05,6.524404596017538e-05,0.0005790747096147427,4.655680936779543e-05,0.00042370501850219817,6.58542716831211e-06,3.2332124082310434e-05,3.60040911294031e-05,8.406580637222256e-05,3.120460880307191e-05,4.3054777838725835e-05,2.8629719576883606e-06,0.003668354627291163,8.163037741995068e-05,4.0231941910289995e-06,4.78582430383894e-06,2.8891014428907296e-05,5.130348078703788e-05,1.232997905827716e-05,3.7338209412195186e-05,1.6127035397653575e-05,1.1503860957108708e-05
AG,7.889976525912226e-05,2.3390254314758818e-05,0.0,0.00015983176841199412,1.5295484627803333e-05,2.885059216956583e-05,0.00045752125167642277,4.08193480697219e-05,5.394020560669238e-05,0.0006986429274872601,2.8795972532407265e-05,7.126755216858685e-06,0.005365270532452328,4.277038222752556e-05,5.005081630154248e-05,3.613768588786849e-05,0.0001277340808309187,7.379935438299587e-05,7.702540556877937e-06,1.7760556786449563e-05,0.006450732138017174,0.0006604693602323755,9.894004589931957e-05,0.00044374010323191957,0.0002540856362740396,0.00016959709564133267,0.0011115559268111178,1.9539043212765638e-05,1.7620314765011098e-05,0.0004434191347627227,0.00022800685962849406,1.3302133813087697e-05,9.388972024830132e-06,1.1688928591114156e-05,0.00010172971947415395,4.276485051307333e-05,9.234697287653539e-06,0.00043075674123435896,1.799767572309273e-05,4.1324557595153995e-05,0.000525223207855115,0.0004356662557848353,0.00029249888736198806,0.0005652288445484689,0.0008037156205720555,0.0001526225318250085,4.745937062062131e-05,5.749794202798873e-05,1.5622856503251658e-05,7.266707056522463e-05,0.0010163454090022243,1.2128552918923113e-05,0.0006102979148545878,0.00012085562460290598,6.564326129715532e-05,2.1320769238778425e-05,0.00022760402026524644,4.402587897283322e-05,0.00011383246636324058,3.346465660799519e-05,0.00011556986338928103,1.8066077794879428e-05,0.00046263421163269294,0.08803605960509424,1.9682983180023634e-05,1.3560276617095598e-05,0.0001779854800416271,0.0015600103432098378,3.7408394920458116e-05,3.523527381454711e-05,2.0769151071122606e-05,0.0011555060222401773,2.2534671590116335e-05,0.00024484371310953075,0.00029686595387931424,2.556527203512282e-05,4.234306453971807e-05,0.0012996062312283288,0.00011868859870203489,0.0005335632191111138,0.0002523645112887163,0.0013003904967173261,5.40469910969436e-05,3.0995818031986215e-05,0.0002307522121473443,0.0002517559099691936,0.0001324097778210302,2.0016138907518117e-05,2.3642075932997068e-05,0.00024457933657221045,0.00011745893051727966,0.0032629502283683166,8.317164390803501e-05,9.193604485377588e-05,3.5962578594606795e-05,1.040205725052295e-05,5.17534182613037e-05,1.3969874005292405e-05,6.416048278975712e-05,5.519850538385151e-05,0.0019725358378078818,1.531665988224281e-05,1.514228096141006e-05,4.97596404748377e-05,0.0025493485993601244,6.466306551808975e-05,4.299223096706235e-05,5.1816709809001994e-05,1.800656555816033e-05,0.00013580144113184626,9.804028499951364e-06,0.00012563873756618607,1.864799193971375e-05,2.0685820511949897e-05,0.001453559920455589,2.1339080068465848e-05,6.168808702857618e-06,2.6895279042633674e-05,1.9110067003651676e-05,3.06415358812679e-05,8.285609467874571e-06,2.650088091079157e-05,0.0001427505005803483,2.7453900087807337e-05,0.00018437891394573817,0.00020373223291283846,1.7874358530369e-05,1.2571262999593233e-05,0.00018289981937756426,4.03214448238514e-05,2.0417506183609162e-05,1.0603320158376965e-05,8.96011565015912e-06,2.8115053581867893e-05,0.0002132084396366555,0.0007716322578632392,7.579222255747955e-05,0.00013514414936024676,2.238201038271804e-05,3.509110640369346e-05,2.5481022395343357e-05,0.000364953145426593,0.0004740076759598161,6.927255794493019e-05,3.831275976706199e-05,4.891531203068074e-05,6.468083428801954e-05,5.706529542975792e-05,0.001967144350804692,0.00020525560194975488,9.058165121961355e-05,8.615147318233565e-05,4.9730311569359613e-05,5.4062962562760216e-05,3.9289633623439926e-05,3.7614273419392646e-05,1.0278702591284577e-05,4.67581138528151e-05,2.769899141405991e-05,1.5865197590929168e-05,7.051239647315637e-05,6.163124313664905e-05,0.00011557886563925575,6.065332268943628e-05,3.486287703975982e-05,6.514933094410302e-05,1.8671439696028073e-05,0.0004077049814107523,1.2410273790030071e-05,0.00039867389585223234,0.016083598127376312,8.623600279544952e-06,0.0007837821634875923,1.0676298713857131e-05,0.00013638109415888968,5.081408138262616e-05,8.671480445828038e-06,4.605111670513536e-05,5.2216178672198154e-05,0.006263518687478255,7.122782276273441e-05,1.3911377462599745e-05,3.297340416803626e-05,1.3860297262033823e-05,0.0010566499261816789,0.00023991642374827408,3.080331456817155e-05,0.0001982252005437013,0.0029024847370621608,0.0016057380557983687,4.81837797677329e-05,1.295336949670508e-05,2.5568775907590006e-05,6.163849604457555e-05,1.975487620121481e-05,1.729350242529432e-05
AL,0.0008361643568998855,0.0002467092161540255,0.001388339962609686,0.0,0.0018511615962774452,0.0008371918130937538,0.00023314963497315293,0.0040295430120839085,0.00034545276126568173,0.00013049550750704028,0.0009226811321797583,0.01006364491273353,0.0010457249864851722,0.0006843567018851255,0.003295708748840027,0.0003334202796730697,0.004686574479847757,0.001104373880817191,0.00038215616948468896,0.0001946141658777105,6.287514950980204e-05,0.0005054106553045584,0.0002730662658033029,9.290194199598323e-05,8.554903035390059e-05,0.00031785330341595934,0.00013646461466075544,0.00012797576064273798,0.0008868323594913595,4.063083342176022e-05,0.0007051095697284948,0.00035138474984142387,0.00021137262094651836,0.00018788523562335584,0.0025575156672452684,0.00039292921548907475,4.815248773493744e-05,4.565378583474022e-05,0.0004341264914822909,0.0002566417582419963,8.511501310382242e-05,0.00012098366225903483,0.0003457187392122317,0.0006244628508540872,0.00012213566057293727,0.0022232875236245803,0.0041698040508805325,0.0032456963196435943,0.0004201523088947776,0.0010284828881890386,0.00033290205281752747,0.00035162628888762737,6.133769898809923e-05,0.0017009665655647382,0.0021304856761962757,0.0008032462934284116,0.0019072946170442626,0.0009435309869088091,0.0007699942847253628,0.0004131197522772217,0.0013072409709773529,0.0002453827924757808,0.0016894946013102808,0.0005451201304773713,0.0022512933670136696,0.0001294921335683383,0.0006300712361922962,0.0018702693615487728,0.0004758527867625703,0.0005947879520237804,0.00041708637121468497,0.00019653028525860031,0.00015596007626355137,0.0035338421270924413,4.34079813664388e-05,8.980616533825149e-05,0.0004527275683107974,0.00025804595604879947,0.00040089709515534123,3.654011039224206e-05,0.0025689026773530878,9.17765163177611e-05,0.0023138167509740063,0.00037894064114470224,0.0014949482713783272,0.0025579305332760973,0.000771577483941407,0.0007973667927178191,0.0010516310083174944,0.0013920960049847604,0.012078040234574549,0.0003541852762492078,0.001139657283586177,0.0003781637405568111,0.0004035415413993385,0.0005720725435154321,0.000191142624034292,0.00021857069576088076,0.00028129480256599464,0.0008048653442232705,0.0002426039103457053,0.0009563197933611709,7.001714427345609e-05,0.00096603089244887,0.0005089178105819134,0.00046284818561439557,0.000603507703734685,0.004854556901862731,0.0014054669948687876,0.0017328318321145932,0.0006701581870180569,0.002249151084700978,0.008498560397506405,0.009419492786507699,0.00010215953098556197,0.000196001350109838,0.01355423409608541,0.0003555902312023837,0.00011003786415653739,0.0005083479178469123,3.851852881416032e-05,8.489579673529707e-05,0.00048563997589793067,0.00046766472509280255,0.0037360944962356144,0.000814879762040823,0.0005058667630901705,0.00019759868159185056,9.611858031677677e-05,0.0003376514643454611,0.00017652901587297687,0.0009536133913766627,9.26259898795509e-05,0.0002366744692555954,0.0006942256015682309,6.655183143482671e-05,0.0017782394800961992,0.0018322768289867639,0.00039328919931354934,0.00017194065101976678,0.0006474281896512354,4.725754663665767e-05,4.0128719153582475e-05,0.00015420012412072472,0.0001614778935736332,0.00029358128437703056,0.0007738616987270097,0.005755309004738786,9.304359397849795e-05,0.0017080885282975567,8.849831308117731e-05,0.0008086729339268395,0.0002041263271699066,0.006106323132961036,0.008141194082791516,0.001228244624426853,0.0004754963297235182,0.0013552628810446657,0.0007812502758823622,0.0005913725028743145,0.003077932845659722,0.0005794015570727237,0.0026387852123032083,0.004248741119741187,0.0003975205268350469,0.000988097138077627,0.0004043544698427937,0.00010853652554376751,0.00042307588348386064,9.876699989576351e-05,9.560139505216987e-05,0.0005390516938400126,0.00015609902168023837,0.00035963865225644787,0.0002823168767268541,0.0004030382474660279,0.0007323818538907697,0.0010268672351276445,0.0027900612815116833,0.00018459236331484403,0.0003423790043185189,0.0003033275845599962,0.0041250421860842,0.00046188766710737375,0.0005989842823173444,0.00010880228232888687,0.0007990731555795264,0.00014447841650473646,0.00021638893498213553,6.779122239570847e-05,0.0002723124463015736,0.00032948570669903926,0.00018057660985059431,0.00044127859583171163,0.00019091280870593631,0.00016225044705178382
AM,0.002222354494265472,0.0001928607132714765,7.51992020720801e-05,0.001047759487971106,0.0,0.0010204432329086854,0.00016735362418345985,0.0005995457916743449,0.00044737419497566474,7.30693681658827e-05,0.0029063005026843517,0.0008808787235065072,0.0001011899833841503,0.001123320984949653,0.0007272747353015065,0.00043477165724358413,0.0013155476443879246,0.0007530025625840143,0.0003404962016339977,0.00039037552775882497,0.000122082038503616,7.921258819911374e-05,8.781659285934513e-05,4.618155872679651e-05,0.00012064306774140099,0.0004187331512935925,3.1633513246212674e-05,0.00015223787054341229,0.01699929976166773,2.585434230839165e-05,0.0003630582329993229,0.00044718368320406367,0.0004487169261049822,0.0005321859579166853,0.0004248925015128493,0.0005477583581130084,2.6916951568075107e-05,7.415505373273991e-05,0.0006150870569410521,0.0005879855956811107,6.411749715992755e-05,6.60535772568937e-05,0.0019039747699172043,0.00010327069773435957,0.00018774684123772838,0.0021195609655349627,0.001187634122088024,0.0009128238993007458,0.0007524077172788914,0.00037238186438654365,0.0002160300040348073,0.0007198838296905291,3.926755146212344e-05,0.0009706378569869799,0.0031489571698910443,0.0007262149084308875,0.00036778691657551605,0.0007013879092048127,0.0007289215599604166,0.00016543874839915226,0.0007054635229585288,0.00041840422357607745,0.0003418895849847452,8.461291464987907e-05,0.012306165448391488,0.00023922848751463814,0.000630608485047865,5.17839846085728e-05,0.00018167684329165732,0.0002577079605415506,0.0004948669824868844,0.00017558969640615705,0.000338497325752931,0.0012591750858772287,3.0501038843059616e-05,0.0001248345002813032,0.00014965520908671217,0.00011026147240532842,0.00024354423133069524,2.0518309985562432e-05,0.0009748726803704782,5.068437178757685e-05,0.0005135582719642575,0.0004153346127740029,0.0002125517080901319,0.001674549425162769,0.0017228027580439651,0.003648444237898358,0.003389436724313466,0.00037586668735284547,0.0004987910941492659,7.074551782577147e-05,0.0016974407493044908,0.00030996555688062987,0.0008801320187791687,0.003816988379182273,6.516323064004034e-05,0.0003007470259569749,0.0005832514056143449,0.0007684646744495811,2.901577741808931e-05,0.004879434860014378,5.945275974815335e-05,0.0038605235962190145,6.993982432004188e-05,0.0010178092994036529,0.00044042606758299313,0.0007583656175869066,0.00022883309340269455,0.0011136240637414888,0.0005988046519530991,0.00040168179273896424,0.0013520387315455614,0.0037783970855811027,7.165042662615421e-05,0.0011913943258192582,0.0011261906046850137,0.0005615758276571548,0.0001667357738458402,0.0006997983628691322,4.710869990664439e-05,9.229311455437813e-05,0.00021557633142949616,0.00035369043541813225,0.0003404757686750376,0.0012388872543991935,0.0017784462856637658,0.00023164489545558285,5.7205546303372676e-05,0.0004204128136305555,0.00045012289693955893,0.0004134393029170766,0.0001229812776399354,0.0004082109608774398,0.000537752449810696,5.2017924832021654e-05,0.00047308996596255815,0.00040460477241239926,0.0017547384733765372,8.271213799475701e-05,0.0007260658883934371,6.214873803412901e-05,6.57101377183284e-05,8.033034470321443e-05,7.401972240540498e-05,0.000552967388273813,0.0015842814201132704,0.0013372168388106538,4.2067422510596194e-05,0.000322061698106375,3.856235703804169e-05,0.001976865894844021,0.0008222182493038409,0.000421874473245493,0.0014338224938250151,0.016577595130452805,0.0005316002595936791,0.0011971420308338684,0.0022683836973480037,0.0010945288034823217,0.00048620002849273345,0.00028661569730950863,0.0013293424264167028,0.0015739991010513415,0.0005050315940302212,0.0005280516675131415,0.0005449221648115857,0.00018533257284301163,0.0005261718333124415,6.145159488841447e-05,0.00016186560189041408,0.005181403178092689,5.5578457503769646e-05,0.0004603219799926205,0.000251153922198517,0.0004272879729481097,0.003273139276415062,0.001005245791435435,0.0016862568408931402,5.600667148533016e-05,0.00017399717286464234,0.0009270883457264524,0.0021068281710208987,0.0008852531817231813,0.00032158875569681284,3.762011041928016e-05,0.0035910034987281397,0.00019082924980086147,3.2955256571952356e-05,2.9796255880086302e-05,0.0003728178346067785,0.0006676037498735239,0.0008341835863752612,0.0008182918839195861,0.0006231168379052333,0.0003001808718203131
AO,0.0011581388989956613,5.073503403247542e-05,3.694810741318105e-05,0.00012343255489337098,0.00026581306633658157,0.0,0.00034508196888695825,0.00018170610003742,0.00029161223481292096,2.8064169204712247e-05,0.00016104309755147234,0.00012973921078694215,6.453155853331489e-05,0.0005458491109006357,0.0005235545884229026,0.00032189202280133683,0.0001292020683365692,0.00041465685553939324,0.0008778103232139779,0.0007177772111767389,9.242498803063292e-05,4.504375505171251e-05,6.453738126223184e-05,0.00014003292500358748,1.9512035419979177e-05,0.004898536509560319,2.2701413540836874e-05,0.0018246544141623938,0.00014732711695660696,2.2742846767729624e-05,0.0002702041770497721,0.007862844728967124,0.000361836587870516,0.0018236302284554693,0.00028469007566793143,0.0007282400455998019,1.689587056041712e-05,0.0001377191724864431,0.0007114309350450137,9.313187560451234e-05,7.293560355264598e-05,5.8226894025741826e-05,0.0001232682042391818,0.0018832616551629057,3.1820197202610846e-05,7.501182630458078e-05,0.0001834538623379009,0.00032197508382986835,0.0010603152637568224,0.0001505002242936773,0.0001366823460908063,0.00038597059257973845,3.677342596097868e-05,0.00013572988762548983,0.0003486955934634185,0.0012468134913933419,0.00018880952630248208,0.0030282054534948115,0.00014233709843015948,7.651983148854835e-05,0.0005421048964031025,0.0006541997879290738,0.00019148802680442898,2.1753648749903275e-05,0.00015655828204658533,0.00024884718041879645,0.0008114889295213029,3.749962412805843e-05,9.993601058744245e-05,0.00028988567189187827,0.0005847380107128363,0.00023646322874875433,0.0010346916958501795,9.608691435876423e-05,2.4369229605805316e-05,8.443944426897366e-05,0.0014781915316087382,3.150177431593961e-05,0.00014612071967179987,2.5497724013606802e-05,0.0001442261907265565,1.4516115207373182e-05,0.00018603075964950016,0.00024251817432150094,0.0002499764631255655,0.00020197033793282473,0.000682897692345605,0.0004182418701477156,0.0007408964137259425,0.00014951198832191336,0.00020509632989030045,2.9602208305565043e-05,0.0004643110667871156,0.00013173191046773316,0.0008877987031187203,7.747896320610281e-05,5.536311787918072e-05,0.0013203216634533757,0.00014092467472452122,0.00029590274782030233,2.6510340820351378e-05,0.0002464896029681958,4.084597013722651e-05,0.0005350464023130871,2.8740602316276993e-05,0.0005264281955850216,0.0004306063707430639,8.933896551122627e-05,0.0006892016664920766,0.00012089309535010561,0.0001264371824445187,0.0002948139379370047,0.00016279011970702045,6.416829129725891e-05,0.00011056418245966467,0.0010549642042214811,2.397263601262635e-05,0.0006617593354941078,0.00012544148656440246,6.993185492934153e-05,1.2938433876056889e-05,6.417383435212505e-05,0.00025525421611340246,0.00025517761399437454,0.00010999683916794597,0.0012631473234029904,0.0006324311495286586,0.002928190313825251,6.791248907924986e-05,0.00022414077435663673,0.019914582365586818,0.02205100373971238,7.751909791257274e-05,0.0006416727356738368,0.00279111959722416,5.055593775706395e-05,0.00018224532872232235,0.00010340505222512619,0.000670869875250496,5.56858841814477e-05,0.0003042488008484222,6.825057258891483e-05,4.651365687600129e-05,4.381910740695893e-05,5.0456433009229885e-05,0.00031821705701023766,0.0005788972627331672,0.0001341761801800254,2.326919736045706e-05,0.0005382904310030168,0.00022592952144049052,0.00011144027835353654,0.0006391400627117914,0.00015759309132415948,0.00014589006578379465,7.360526943056226e-05,0.000998327235768842,0.0003275949061938435,0.0010331903970131281,0.0006597287854961471,0.00018823754313180115,0.00018557078813561317,0.0003193154641108141,4.8558586645384545e-05,0.0003732194089797179,0.0007045487932134397,0.0013444604925858868,2.962399748098207e-05,0.0010167700275598073,3.00381261087823e-05,9.350312229832348e-05,0.00039889132516267566,3.0244928729169142e-05,0.0013398554092118218,0.0009199491158514237,0.00025381267751344407,8.522482651465172e-05,0.0003436211993779476,0.0001255665745264073,2.1301081223689797e-05,0.00010001173696555122,0.0009476007300980321,8.162573549636644e-05,0.0011249033056945452,0.00020405705666806128,0.00022058115622116659,8.7001068780328e-05,3.795045688624978e-05,1.800813902538593e-05,2.363612707030131e-05,0.00015295533136389748,0.00026230493074953174,0.0007386169586331771,0.006847965234357622,0.002244775145618124,0.0013602736112799912
