,source_iso2,outflux
0,AE,2718272.0
1,AF,63511.5
2,AG,20576.0
3,AL,89851.0
4,AM,85094.0
5,AO,31059.0
6,AR,82006.0
7,AT,317529.0
8,AU,348390.0
9,AW,106259.0
10,AZ,57084.0
11,BA,34553.0
12,BB,18405.0
13,BD,284935.5
14,BE,320524.0
15,BF,35569.0
16,BG,128147.0
17,BH,173470.0
18,BI,11603.0
19,BJ,30269.0
20,BL,14270.0
21,BM,11820.0
22,BN,11280.0
23,BO,28362.5
24,BQ,13705.0
25,BR,272987.5
26,BS,86256.0
27,BT,9576.0
28,BW,8588.0
29,BY,113151.0
30,BZ,36627.5
31,CA,291728.0
32,CD,54814.5
33,CF,11231.5
34,CG,27765.0
35,CH,662499.5
36,CI,97167.5
37,CL,90194.0
38,CM,53617.5
39,CN,633862.0
40,CO,311741.5
41,CR,188988.0
42,CU,32579.0
43,CV,16054.5
44,CW,33784.0
45,CY,126001.0
46,CZ,94229.5
47,DE,2089556.0
48,DJ,23694.0
49,DK,213323.0
50,DO,520070.0
51,DZ,17673.5
52,EC,103604.5
53,EE,31652.5
54,EG,701117.0
55,ES,1506456.0
56,ET,415948.5
57,FI,101529.5
58,FJ,6937.0
59,FO,7164.0
60,FR,1444790.0
61,GA,18661.5
62,GB,1123480.5
63,GD,5056.0
64,GE,81945.5
65,GF,17158.0
66,GH,101894.0
67,GL,3336.0
68,GM,13187.0
69,GN,36495.5
70,GP,56047.0
71,GR,239624.0
72,GT,116382.5
73,GU,37041.5
74,GW,5311.5
75,GY,24099.0
76,HK,418982.5
77,HN,72934.5
78,HR,58709.0
79,HT,58322.0
80,HU,67751.0
81,ID,212417.5
82,IE,184642.5
83,IL,255468.0
84,IN,1329163.5
85,IQ,215307.0
86,IR,223676.5
87,IS,21951.0
88,IT,787235.5
89,JM,159756.0
90,JO,161802.0
91,JP,793989.5
92,KE,169092.0
93,KG,121398.0
94,KH,41700.0
95,KM,7060.0
96,KR,703631.5
97,KW,214020.0
98,KY,4283.0
99,KZ,85268.0
100,LA,6164.5
101,LB,186517.0
102,LC,17282.0
103,LK,135291.5
104,LR,21868.0
105,LT,56873.0
106,LU,71345.0
107,LV,70539.0
108,LY,32952.0
109,MA,227611.5
110,MD,59287.5
111,ME,17538.0
112,MF,9008.0
113,MG,2065.5
114,MK,48532.0
115,ML,62328.5
116,MM,17688.5
117,MO,115591.0
118,MP,8832.0
119,MQ,44365.5
120,MR,20366.0
121,MT,45557.0
122,MU,6741.5
123,MV,196797.5
124,MW,13385.0
125,MX,1711083.0
126,MY,234846.0
127,MZ,20883.0
128,NA,21419.0
129,NC,6402.0
130,NE,29560.0
131,NF,5549.0
132,NG,148333.0
133,NI,19095.5
134,NL,1067883.5
135,NO,119975.0
136,NP,111632.5
137,NZ,139525.5
138,OM,199169.5
139,PA,322588.5
140,PE,135794.5
141,PF,3904.5
142,PG,10168.0
143,PH,292944.0
144,PK,507544.5
145,PL,329304.5
146,PR,495180.5
147,PT,499516.5
148,PY,18411.0
149,QA,1218820.5
150,RE,27754.5
151,RO,349517.5
152,RS,164919.5
153,RU,1029464.5
154,RW,48662.5
155,SA,827971.0
156,SC,27964.0
157,SD,140633.0
158,SE,247865.0
159,SG,550762.0
160,SI,6970.5
161,SL,19997.0
162,SN,107051.0
163,SO,27585.0
164,SR,5370.0
165,SS,18627.0
166,SV,146766.0
167,SX,51379.0
168,SY,9485.0
169,TC,51038.0
170,TD,15684.5
171,TG,58344.0
172,TH,380984.0
173,TJ,34090.0
174,TL,6322.0
175,TM,630.0
176,TN,131495.0
177,TR,2014845.0
178,TT,2822.0
179,TW,615230.5
180,TZ,90165.0
181,UA,581492.0
182,UG,85198.0
183,US,5641021.5
184,UY,11540.5
185,UZ,117009.0
186,VC,4936.5
187,VE,29704.0
188,VG,10939.5
189,VI,137507.0
190,VN,258329.5
191,WS,8102.0
192,YT,10366.0
193,ZA,210792.0
194,ZM,37883.0
195,ZW,46892.0
