,AE,AF,AG,AL,AM,AO,AR,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FJ,FO,FR,GA,GB,GD,GE,GF,GH,GL,GM,GN,GP,GR,GT,GU,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KM,KR,KW,KY,KZ,LA,LB,LC,LK,LR,LT,LU,LV,LY,MA,MD,ME,MF,MG,MK,ML,MM,MO,MP,MQ,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PR,PT,PY,QA,RE,RO,RS,RU,RW,SA,SC,SD,SE,SG,SI,SL,SN,SO,SR,SS,SV,SX,SY,TC,TD,TG,TH,TJ,TL,TM,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VC,VE,VG,VI,VN,WS,YT,ZA,ZM,ZW
AE,0.0,0.16210370735944657,0.0076009581341898455,0.02093244898012054,0.05821535745711738,0.09317281777373392,0.006094069616435399,0.02850909915108142,0.04592948771570345,0.005248175882745494,0.057822830863461294,0.05847765476116544,0.010305817007643372,0.13699427193300692,0.025045594286005682,0.01765793454363271,0.017378224781370702,0.20084629607719945,0.02613976470303731,0.011796036305857837,0.0039747590000549305,0.008523499150059517,0.01898822700784545,0.0028872107294806645,0.006009724641728176,0.018790483392159104,0.0013884309490255831,0.02284415442959052,0.010636580675084835,0.017477753865708132,0.0010985070108287605,0.03374200635646561,0.023007466127365688,0.02477972731840728,0.014041679489519813,0.025863209692416678,0.021756717816009852,0.003281632504402181,0.022088711940289944,0.02052814269472727,0.0033044028200499773,0.0032462829263960945,0.008549180324426692,0.007740574162623207,0.008429900149782548,0.03506527599863896,0.02112812990246711,0.02836765145210868,0.04920131625116877,0.02716662671599045,0.007635932176066468,0.0317674036647096,0.0031749854453313455,0.014334862469058133,0.04401792729213096,0.02014658892999994,0.06432077233849119,0.02264398705214525,0.0036488830818987147,0.008143395546948259,0.018766755800018,0.01370688850999803,0.03519706557775797,0.004346325832729198,0.053170404926625156,0.0031750404035053603,0.041231353594103265,0.007013667299338717,0.011402357951188269,0.043945965050700364,0.005689847411561379,0.03170066428013857,0.0019548261292187618,0.01197242839364355,0.006555057392456251,0.008248978586213906,0.02836852808592681,0.0014313380161130123,0.019226653664717798,0.0028050391610360713,0.05439828045878183,0.052455326354164666,0.018637070930964558,0.04312047388678697,0.21203586817306252,0.11135201610542977,0.05998678444878291,0.018485335466447483,0.030715960392245494,0.003839400858786064,0.11163786551548079,0.019650040402446424,0.05350026742052502,0.025828244006247718,0.015236040476554611,0.021622039147360352,0.012124860651499682,0.14323889847759663,0.005685169356751208,0.08567948237783059,0.0015183098412274816,0.11961183916886228,0.004304320950585496,0.12424198897758314,0.012802570548246388,0.0181790159035286,0.019908101028124358,0.017240008016030407,0.03548127739357288,0.03355015471859803,0.01527639107482075,0.014721075978758293,0.0014108796239144718,0.026532406070236648,0.0074574360283145525,0.01859866370327153,0.022392788642691223,0.003464423541119373,0.01353291535287306,0.004306543467203621,0.022751784977066113,0.01985797258055886,0.08427862636220376,0.14544333653825162,0.021002268566425602,0.003386036762248231,0.052525193401268655,0.013170500468054144,0.014758444924364724,0.01145387345861329,0.0171137070925398,0.003078074891786749,0.05316377621485763,0.0020831721607323787,0.027195974052641538,0.023422255140678028,0.10816789699539017,0.008768858160037044,0.13385199399597805,0.004148008710314105,0.0025052042165451273,0.006982936892959729,0.012455237962592576,0.05872958525082924,0.15684769714638674,0.017070093677464447,0.002830761827812952,0.017265744293180875,0.002907993576242908,0.09362299150169169,0.01582922844410053,0.022324140268117434,0.026544268343071692,0.03960995132019798,0.06473544643249374,0.13237632555786016,0.19812192206039844,0.10407953715900152,0.021384059479490295,0.0332477558323217,0.020986340536789425,0.015073597271479448,0.029149730449824583,0.044025007150414706,0.010176147854380216,0.10764139432021293,0.0047090851146025054,0.007993799725833266,0.06531864954411785,0.0036551560888198487,0.03875279821988222,0.014074224155079567,0.04005576997500964,0.0789149267366111,0.002334663443302056,0.004245668914756271,0.019489811010610477,0.034285862954431985,0.006214047376643276,0.011505123895217345,0.06787341986384081,0.03181878932646184,0.06891139664663956,0.016294389073684194,0.00403779396348634,0.04768735703608413,0.0034989901906612316,0.004429627750638241,0.001961638847200446,0.002564914424130846,0.023676494863617795,0.0017069959909700456,0.03309421852848516,0.04445696963029654,0.046595222528139794,0.023891477067291365
AF,0.0061667000522415884,0.0,0.00011118366896761025,0.0005706687440753479,0.0011536226190964993,0.0015650955155656378,5.3591063551107094e-05,0.0006236196511672052,0.00047856348828319826,7.156523019354575e-05,0.003337711710857383,0.001987088589875096,0.0001671079536851834,0.002551065311943528,0.0005960407491521991,0.0009480683427433265,0.0006868529126775576,0.00243799498292227,0.0006708717132791836,0.0005631607949753872,5.2318616136078514e-05,0.00012923999304869516,0.00019609530250688727,4.6234535926062986e-05,9.969099144788858e-05,0.00039968648691191086,2.0628934235242362e-05,0.0015081176293702864,0.0001436900378566231,0.0013562389684313634,1.2643381980913563e-05,0.0007925084964033674,0.0005526077097297229,0.00043741227011230853,0.000214451055336265,0.0006265126736432923,0.00043345143836583284,3.72222706119098e-05,0.0005860578538085003,0.00024569360381068093,7.886673998011302e-05,3.117564039795555e-05,0.00019212125008889584,0.00017895895125458905,0.0001247582689693737,0.0007691535779361757,0.0011807697452920962,0.0006792957750649484,0.0022197248570117608,0.0005487812247418664,0.00010482764605061728,0.0005732645547724294,4.3070670872697184e-05,0.0005022960616419855,0.001725952618981021,0.0002833383924868027,0.0013185613332993744,0.0003602270964908926,4.196328010478998e-05,0.0002720930973726307,0.0003709902611608195,0.0005650181599362963,0.0006397082172723991,6.474209349895433e-05,0.0021030055359653283,3.5091078468809046e-05,0.001225775352011337,0.0002527611741730857,0.0005532221281299072,0.0008508654203284288,5.976964136272412e-05,0.000530883340549503,2.5773627366806785e-05,0.0001567297792022199,0.00020356049254921825,0.0001611691927530845,0.0002634627931157944,2.1419111134217517e-05,0.00042465045670575795,4.714663807144669e-05,0.001127737441315342,0.0008151294980585842,0.0007040166448002051,0.001132853555200932,0.009490063276784998,0.0026984586574460663,0.002386588900356082,0.00013988148095217686,0.0004895987498510061,5.7320682740329705e-05,0.0029388240845241273,0.00028857164292622696,0.001047442202527258,0.001367819388475691,0.000105261140699597,0.000590639884067961,0.00026404591001643327,0.004994038507927586,8.341312234749803e-05,0.0043937442838617126,1.6920197318878217e-05,0.0025382763973442715,6.60965623130856e-05,0.001268511426424954,0.000331299374183827,0.0006022781933279201,0.000575934993561591,0.0003747519067357027,0.0032459758274257615,0.0005399388623682114,0.0013168747604429445,0.0020238721294397613,1.956313322834882e-05,0.0003065250601580721,0.0007541464824275281,0.0004611871652201067,0.0004123165736750221,4.008589658113736e-05,0.00015781727635142304,4.66387708558276e-05,0.0011666702554807811,0.000707605144554596,0.00129170788484186,0.002560928983552033,0.00036925596030430025,5.741531437216997e-05,0.000966569708838528,0.0002622150484777428,0.00014732210552419647,9.69299409952636e-05,0.000748383015402753,3.6682229473903745e-05,0.001264964252862301,2.072572681741757e-05,0.0004940708111640436,0.0005196394194430302,0.002232546613082708,8.708904200600185e-05,0.0013298021863243012,0.0001089391216968625,3.793122513745827e-05,0.0001344283671233585,0.00013611771689788196,0.0009763825669907322,0.008495149751024183,0.0005638085456875769,4.2286518564683295e-05,0.0003290305793962392,5.346334807057457e-05,0.0012821041215731255,0.00014866680404292208,0.0005960048112965581,0.0010670294187862096,0.0019188842437947828,0.001373443821645658,0.004964181597503006,0.002914339036719619,0.002811791250938385,0.0005938894709342684,0.0003687159527949934,0.0018055559339453867,0.00031033271544624275,0.0007687116483249261,0.0009388131644807845,0.00019158699944716204,0.0019296303709988932,5.7439025665657516e-05,9.688961592643812e-05,0.0007292893361997468,5.5006081435621065e-05,0.000864902194476201,0.0003044163558205996,0.0005021585181840016,0.007957496908819797,4.1576396189430306e-05,0.00016966484831642257,0.0010042741226309491,0.0034816903245413135,0.00010104574179897005,0.00027485776067328845,0.001266768023959047,0.0014551125916979443,0.0015985794654903044,0.0002820841280586642,6.236971088307815e-05,0.008036899432165547,4.3644014965075366e-05,0.0009981142087883892,2.2331890805537523e-05,3.879508200669003e-05,0.00032540181236348,2.2184958307046527e-05,0.0004468966537745046,0.0005906361672824855,0.001219301937795352,0.0005352778628696849
AG,7.151737530366034e-05,2.749947171292605e-05,0.0,7.089725786460935e-05,7.756398017698465e-05,4.428064881191776e-05,0.0003701428324348225,4.884096159657682e-05,3.100901420914143e-05,0.0008710163830077531,4.324681059674256e-05,2.03183257029316e-05,0.003082697180166946,2.6356552161706084e-05,6.880025713122059e-05,7.334662331854569e-05,0.00019359460271497456,3.557702807180609e-05,5.016128891785527e-06,3.8256748246619776e-05,0.0166320086010927,0.0008774544153214029,3.29760874635495e-05,0.00044399547499662106,0.0004291185254075231,0.0004122331148861051,0.0007935269714935288,2.477465749552263e-06,2.6222914826021304e-06,0.0001686828693347443,0.00026683291030529457,9.197313223441279e-05,1.7384748205428605e-05,4.873813545414342e-05,4.0193153513518764e-05,0.0002502121888676133,9.083985312227625e-05,0.0004460268693576854,3.251961471600133e-05,3.732903107449531e-05,0.0008364417345395369,0.00039068228514708406,0.0006441823994615448,4.415730914775975e-05,0.0013676317168076736,9.283073553221145e-05,7.791303256681866e-05,8.137260919469409e-05,3.818659692156811e-05,5.152152140357746e-05,0.0016285940917456151,7.210817493331301e-05,0.0007202518944539341,0.00031343179529904,6.747613115928777e-05,0.0004177219749746259,3.1566740270423264e-05,0.00016814587577736688,2.3860397377257217e-05,7.808967040164594e-06,0.00021630880730390828,3.1210285277975926e-05,0.000575917603895737,0.008949225081861087,0.00012069141650017694,0.00022012414781623666,0.0003094737209212851,9.533635630455534e-06,9.580389841293266e-05,7.489552460726973e-05,0.002232908571011545,6.485188808332721e-05,0.000368844805812063,1.599224244021441e-05,8.228433748966603e-05,0.001807128960457346,4.594791248130879e-05,0.0005894806516928743,5.4414068704578815e-05,0.0016969652207502399,6.187661878517885e-05,3.080719362288353e-05,0.0003394951059952518,0.0003319903581365834,3.203903652356919e-05,2.558148606969687e-05,4.983639263539201e-05,7.830598128199176e-05,0.0001969670149956429,0.0011265936452320231,6.445376270519222e-05,7.74035200633906e-05,5.2334843303698286e-05,1.8363928575608235e-05,3.6557791179655566e-05,1.1385303048140432e-05,1.5956554756675064e-05,3.034782301333358e-05,0.0019410840834824016,4.178826072543568e-05,3.435570084952854e-06,3.8822645505433274e-05,0.0040601354156695755,3.835787306061484e-05,7.106093523125332e-05,0.0002965924930438637,4.2192022933717e-05,0.000291270878406412,4.30296551512949e-05,0.0002333237415509565,5.454766460881895e-05,6.331234336758193e-05,0.0025259809993333805,7.960016543828748e-05,2.4369454844189876e-05,8.364361690496345e-05,1.648514439661872e-05,6.838617977796061e-06,3.5395257715794346e-05,0.00023258928494622355,9.791916071780096e-05,5.580749899184992e-05,7.197549079626986e-05,3.403641081555295e-05,6.0368278238497665e-06,0.0002649831134398459,2.596458444119839e-05,7.135174484030997e-06,2.8199290108279276e-06,1.519452695953131e-05,4.9001426954901535e-05,2.504032930088002e-06,6.944872619806059e-05,0.0009671731282564124,0.00018033380172383592,4.057336313207443e-05,2.536224890855304e-05,1.1349522713612214e-05,1.8963213079832822e-05,0.0005911087712903154,0.0005510129326211364,0.00036054752073351345,2.0832393049293545e-05,4.578604677306022e-05,4.015682213876666e-05,0.00013641036334695138,0.002157826119112634,0.00010919960406886476,0.00021837621907343433,7.082925309263681e-05,7.875554159662927e-05,6.0234489735190206e-05,0.00012962110363045175,7.124457894723698e-05,1.9916070574934118e-05,2.0459646325898805e-05,6.197715438056858e-05,2.217402156155016e-05,5.9257377578980437e-05,5.1104654779206404e-05,2.3861546812583722e-05,7.550007999240942e-05,0.00024182766313800736,1.2246383649844253e-05,0.000953860173208643,2.3202672408762878e-05,0.0006221964275435663,0.024592989980073938,1.1992091792925952e-05,0.002192004963945128,4.208721745571518e-05,7.352238768649882e-05,2.75173448505008e-05,2.0760064038436905e-05,2.2226751901040156e-06,2.081608445097786e-05,9.916105012518132e-05,7.058555492496396e-05,0.0015540940145937683,2.291631666935489e-05,2.5580076488860123e-05,0.00012075206130246947,2.300361048849865e-05,0.0013787878314932413,0.00017626005875640433,8.914175584554587e-05,0.02030131520607442,0.00022612963627624213,0.0037553316030217994,0.0013465327285320974,2.9699046506935975e-05,2.2027895118197175e-06,7.280884903192858e-05,2.4804589435865976e-05,1.12798759141554e-05,4.5999451128906915e-06
AL,0.0008149914342477607,0.0005840596609092488,0.00029337237314849536,0.0,0.000824049403525234,0.0006488184745010768,0.00012570409164851652,0.002856738262216782,0.00012721201970894316,9.381715762994928e-05,0.000970190862985036,0.006254524925696785,0.0001724243185455287,0.00030191394880335566,0.002905286607031816,0.0004618156809477672,0.008011029773216357,0.00043645769268733464,0.0002967258872093121,0.0004645970413116183,5.300823945862285e-05,0.00017635977992175165,0.0001155713783613875,9.641221797102125e-05,0.00012742647637806176,0.00031971554061542735,2.7462634814795537e-05,3.5502462879001276e-05,8.204376214452864e-05,0.0016707288208132865,2.045762987790818e-05,0.00041233740130133134,0.0005619263229639304,0.00040123453687622803,0.0002232988323320094,0.0018098669663460787,0.0006611747014225959,5.4040994144691866e-05,0.0009788169599358818,0.0002328453826176011,9.533269312197765e-05,8.852617493416493e-05,0.0004770309632291262,0.0020628177351656118,0.00016181042748271784,0.0028964827237852567,0.000887121098868867,0.0033643379980024014,0.00037983279081942956,0.0012033037985529258,0.00016399287060939825,0.00033347623000454897,7.305073820526375e-05,0.003073088483909731,0.0015947546579873602,0.0024444752726916707,0.0009648117999636012,0.0009837571819272238,2.331663818980715e-05,0.0005357973533864392,0.0012424782739035554,0.0002894821764610121,0.0018357454860078338,0.00010066465375275348,0.0011444217598284955,0.0002830010807271198,0.0006006921707153067,0.0004385442382008897,0.0020818842969594366,0.0005832533077049531,0.00014554564346621853,0.007653107902107786,2.954329560121875e-05,4.1098697410889007e-05,0.0008305475084777448,0.00021485643225944035,0.0001666870652005551,2.390198880957124e-05,0.00195816538661787,6.944998568192641e-05,0.002715274405078583,0.0002059215877751658,0.0010816271730261899,0.001791976242946297,0.0003886100045166056,0.0010406833021015147,0.0008967259733308998,0.00165946075996775,0.02261303417355342,8.744059610887971e-05,0.0007658827900394775,0.00015440876101722,0.0003839096367419577,0.0005634485558650365,7.063599294688128e-05,0.00010513635244842992,0.00011833287738505325,0.00039435370871167253,0.00013268915094307728,0.000645096924589449,5.646342432140944e-06,0.0008865628448803237,0.00013713980646992113,0.000876488863184284,0.0014126312330688328,0.0027710615738702708,0.002478476645759667,0.0015744575145245762,0.0012233812731946906,0.002849977971619396,0.011210829153867567,0.012734143141185575,4.9309023181599074e-05,0.00016687485449388148,0.013074557964643057,0.0009962984418205433,7.564376533273773e-05,2.6131732749494755e-05,5.850700278250822e-05,0.00012392590570650127,0.0010492360646807766,0.0043877228045864115,0.00025029446608195485,0.0007144470334991358,0.00015762682952158772,6.970587262572495e-05,0.0002206734469731295,0.0001687246319115295,0.0007835644560059462,4.981139493160358e-05,0.0002847452673162636,8.422264161748618e-06,0.0005835723627952572,7.041804103853818e-05,0.0016932544594091502,0.000768969482556396,0.00029314149927883883,3.491960058313054e-05,0.00044246576008975775,8.066209032344924e-05,5.6741416959051844e-05,5.127584288602141e-05,7.159106514232917e-05,0.00019213075974860977,0.0004134663471596236,0.003232866999117651,6.0565859564778005e-05,0.0018921340187100192,0.00012542586080345285,0.0009370707721646418,0.00022771101317157482,0.006551656697814602,0.007941546798258424,0.001158391675115112,0.0004237822803288208,0.00029394104959568084,0.00045779850479009377,0.0003090354666883644,0.001248688112186869,0.00027089174054547547,0.003354452485916294,0.0016377503238242997,0.0029179783431259624,0.0003058938887430356,0.0002480975002076158,0.0003375751289512283,6.952140225216719e-05,0.0001004630921406276,0.000467068973397707,7.56465395457366e-05,0.00029725400266675337,0.0004695863463946492,0.0002884781512156132,0.0006801575839875143,1.4347286054476845e-05,0.000122860096169086,0.0015675848519863633,0.003736372380763886,0.00014069434032676286,0.00015046403305373252,0.0002686024701465058,0.002247792396283899,0.0005666966519423033,0.00030682008849738603,0.0001791475438729979,0.0008072552685880292,5.457336517596254e-05,0.0003160315692303184,6.077032791335013e-05,5.026588416370825e-05,9.537822273211597e-05,7.0746268964049505e-06,0.00016505788731715487,0.00033227550726538366,0.00019978995035225788,0.00013309173428296197
AM,0.0021860184255401115,0.001138728354871954,0.0003095516401625703,0.0007947609060786294,0.0,0.0008424823321913866,7.970842325662531e-05,0.0013412971358687602,0.0004130360446371777,4.4777281270121474e-05,0.004474515033282677,0.001247071609266411,5.2848824178718714e-05,0.0011382604503384316,0.0006701558617592745,0.00041788176995964703,0.0008322122311756576,0.0006725697004541516,0.0002419669885889271,0.00037427695529571785,0.00018588743930519257,5.550430838388742e-05,9.759567171939184e-05,4.17728466811615e-05,0.00010269303199064569,0.0003450908371985291,1.8208574000718788e-05,0.00012339174795891481,0.0001249666425221187,0.003551719552661295,1.5190470778729373e-05,0.0002992845737824532,0.000273032337105203,0.0005370163611403149,0.0005611589886079423,0.0005696234323072968,0.0004084654554138846,0.00010375859849910635,0.0003939970060262358,0.000332319974800593,4.909283085995228e-05,4.5990875366940465e-05,0.0019166755985075491,8.305441452337353e-05,0.00013708475797255773,0.00228897833467479,0.002330478962760338,0.0007162633789307298,0.0008117285188036158,0.00046016991801106074,8.44175432902428e-05,0.001356809610905557,3.7582912822955204e-05,0.0015454533397763635,0.0017549934455063786,0.00033377043482947505,0.0007513593967277172,0.0008399157124538553,2.4842516368891422e-05,0.00017652514349521977,0.0009030716698190651,0.00036679196164903324,0.0005341892333459509,3.8317102070970185e-05,0.004815559090272499,0.00012642758686848578,0.0004340180442147994,0.000178385146977675,0.00018314574735129048,0.0005812361468199676,0.0002961093477844195,0.0005904466333955239,1.9166135576865373e-05,7.828823209898265e-05,0.00013915958753306484,9.932550801981197e-05,0.00010846421786667844,1.7582183702278072e-05,0.0005721114521726301,3.64406210417465e-05,0.0006665450884014669,0.000428507524376149,0.0003857587337886996,0.002086923796292903,0.0013503838279876126,0.0019438237641613274,0.0025435909465649424,0.0002488220034903941,0.0007098904473559232,4.600549031797663e-05,0.0013626636625277435,0.00018205665248714281,0.0008334849785204934,0.011735877066929495,0.00012330639519544188,0.0003658632983262867,0.00032916492349513774,0.0008933268734075496,7.258647046781428e-05,0.003995314891587954,7.339764790417508e-06,0.0009995305307565366,0.0001294285688923757,0.0008930990413874967,0.00024373230086671303,0.002439126705066188,0.00027384138740166525,0.002594679546350166,0.0004769889404957155,0.0004781979360370459,0.001686353544182474,0.001709770089720478,0.00011996011674284445,0.0010599709458852494,0.000940680390183875,0.00048175901161415946,0.00013638034727233263,2.387852996626984e-05,8.32080987652732e-05,0.0002354480427158186,0.0004986416759078889,0.0003283367783171832,0.0013025845464098424,0.0020927507746078583,0.0002120566511062295,4.242979065838427e-05,0.0005999497768817118,0.00015765757921916264,0.00010532986866107862,8.346624524952607e-05,0.0004710452623738999,2.63466306168037e-05,0.0004205739575141239,6.458193173895079e-05,0.0005570051890616567,0.0005212428991938136,0.0011807126469283494,5.7637509324179814e-05,0.0006409783712721332,6.70829916984942e-05,3.9083132243576365e-05,8.112368487011562e-05,7.611416124739647e-05,0.000600169918414152,0.0014948809903902094,0.0019559141813317547,2.663572920986985e-05,0.00021727926436854964,4.254682600564011e-05,0.0005007338685978066,0.0007801421788481763,0.0004302522290554356,0.0015617706408476686,0.031752964501756416,0.00039235875633438947,0.0005740768260391279,0.002115233252243214,0.0007453034793554055,0.0007128563639850627,0.00036728894712401334,0.0010890602285894644,0.00031990485839282224,0.0005720015293315112,0.00034886203045493623,0.0001892719114520958,0.0006373690999190769,3.525549720805284e-05,0.00024998982116203404,0.0014822886593072238,3.357581464504498e-05,0.000480552570602854,0.0002651642823565352,0.00040830692954655934,0.004652397496931674,2.2498556203179268e-05,0.004281392185224002,0.0006049111461795643,0.0017432086719092106,6.122906423300118e-05,0.00012595338809168075,0.0013812785656545142,0.0027883816196071706,0.0007401622071346349,0.0001886959381216212,4.3106724381582696e-05,0.005668343510016689,2.0588808061979824e-05,0.00011545816071845625,6.147441546365126e-05,2.6810603116895136e-05,0.0002778589746268328,1.5782282861034717e-05,0.0007354581226035471,0.0006228491077485229,0.00042836141001067053,0.00025745793604058396
AO,0.0014582430312266124,0.0006439047805326043,7.365655940799994e-05,0.0002608139908088486,0.00035114398389850363,0.0,0.000746725909088771,0.0004491555738744561,0.0001899421328535714,5.707221588168079e-05,0.00024914956928975823,0.0003132602722162502,7.839769701391982e-05,0.0005356080593054487,0.0007994305460179902,0.0006494208913983639,0.00033357862421267993,0.0005467538399329647,0.0015207168107760642,0.000680691637567218,0.00024143793775881046,5.175426404610803e-05,6.469924511912955e-05,0.00036932319661573955,8.592252650296874e-05,0.005693283191699783,3.32970643294545e-05,6.212977819126883e-05,0.004567917542455461,0.00035860523567222356,2.825420346617497e-05,0.0005389594640719735,0.0019338491996098949,0.0008027783283476989,0.001252149576249037,0.0010443714127561456,0.0009028890573745176,0.0003469301657302543,0.0010927322889278397,0.0001453986934547269,0.00011368988283436672,0.00011863545040523834,0.0003621705277313002,0.00473030947534173,0.00011848461196839503,0.0002590050914997154,0.0010268118316638468,0.0009435017429110683,0.0014297516797110545,0.00048187645353695556,0.00014977822622952813,0.001173671008761347,7.6473301009112e-05,0.0003550298428527494,0.000458332315945004,0.0006384450530258375,0.0011238130641648809,0.0003144673077113956,1.6281701457032297e-05,0.00023443230233658268,0.0013473172499161932,0.0010222450488574634,0.0002980978172622723,4.4421605286243436e-05,0.000258651376988751,0.0004596125722633167,0.0009380520005739408,0.0002379089375183685,0.0003462096962216677,0.0011191427730657681,0.0005389598061397119,0.00038846376707514307,3.8999547377969323e-05,6.676175050285217e-05,0.004249944759568222,9.788616504114773e-05,0.0001255311750411555,4.481830921866596e-05,0.0005430725936460709,4.425462777648956e-05,0.0005556989725983606,0.00021512093415028923,0.0009615915143082504,0.0005806778990132072,0.0006884310013936599,0.0004927234358964744,0.0006189375969201361,0.00039203574116430863,0.0006061508281318662,3.88528477456112e-05,0.0005209885015994329,0.00016642976702698533,0.001276365249019241,0.00012609124398499068,6.663959974775531e-05,0.00039151264084615446,0.000140572705783487,0.0004504588958741588,0.0001137580560273753,0.00043091112427148337,8.623115223411321e-06,0.0007709614828776374,5.5925858156858174e-05,0.0004412974582027505,0.0005388070513565403,0.0003089472584501069,0.0017082311520084056,0.00044395659390209657,0.00019919632290614408,0.0004685052785838002,0.00033580760472035634,0.00013275806364242566,0.0002156208474020279,0.0023632922376532915,7.960582700987061e-05,0.0010314262113710142,9.326346152024932e-05,2.2736354705197225e-05,9.264024082565482e-05,0.0005142129612915278,0.0005711784852178741,0.0005534099581823418,0.0019363149255463244,0.0007791040021131244,0.0034633733182700384,0.00012295015483282246,0.00023660609341230387,0.020457723008110076,0.01929588040886973,3.426022850946153e-05,0.001266922080194884,1.3012243471780368e-05,0.003481134477814807,0.00010993187303257836,0.0005307273282234666,0.00032768739484275973,0.0004844480780482553,2.9391846464147087e-05,0.00021044956315171588,0.00016218643291422268,0.00011948916344256475,0.00017858370148805095,4.881420765136815e-05,0.00030784803771186493,0.0006095813836483774,0.000379633331699957,3.3438661962059766e-05,0.0025543022878112246,0.0004525700971945321,0.0011724449058776135,0.0015762748693198376,0.000423813371607456,0.0003368991655967821,0.00018076106556158113,0.0007198213695196074,0.0003531421357185576,0.001110408569126104,0.0007147955606008388,0.0005740338787015806,0.0003019543146845753,0.0007116267941287951,0.0004485531568027082,0.0012137069504569728,0.0010113808141604078,0.00014176832280504307,0.0013829522273334249,4.8671281591658745e-05,0.00028032168554585217,0.00014678065203503144,4.625278561469171e-05,0.0012628327473611257,0.0010163459941663082,0.00026141672405380367,0.0003516746501078159,1.2925648017166525e-05,1.9086846500949628e-05,0.0005898677517502241,0.00021604257774439072,5.809831415928659e-05,0.00012206577511226715,0.0010499148257915795,0.00023218374142576555,0.0013178836491324589,0.0002662755620390484,0.0006543525572038279,0.0001961186348365104,3.280599918076664e-05,8.879980328153858e-05,4.236034179239293e-05,3.964948873764225e-05,0.00013631599405992628,8.298657732178522e-06,0.001801585361400458,0.009232927292811943,0.0024329075337048804,0.003399072282280943
