,source_iso2,outflux
0,AE,896792.0
1,AF,30740.0
2,AG,22980.0
3,AI,3381.0
4,AL,66379.0
5,AM,58056.5
6,AO,3810.0
7,AR,13112.0
8,AT,281305.0
9,AU,180426.0
10,AW,6459.5
11,AZ,68745.5
12,BA,38615.0
13,BB,29164.0
14,BD,177237.0
15,BE,191447.0
16,BF,15590.0
17,BG,209453.0
18,BH,172657.5
19,BJ,14952.0
20,BL,10954.0
21,BN,8322.0
22,BO,20186.0
23,BQ,6787.0
24,BR,80830.0
25,BS,14211.0
26,BT,7371.0
27,BY,57918.0
28,BZ,1981.0
29,CA,278437.5
30,CD,8130.0
31,CG,6891.0
32,CH,285108.5
33,CI,18531.5
34,CL,14535.5
35,CM,12748.0
36,CN,590380.5
37,CO,64658.5
38,CR,5335.0
39,CU,26104.0
40,CV,3171.5
41,CW,21195.5
42,CY,135982.0
43,CZ,78159.5
44,DE,1454760.0
45,DK,192181.5
46,DM,12503.0
47,DO,52530.0
48,DZ,23029.0
49,EC,26257.0
50,EE,45118.5
51,EG,357555.0
52,ER,3194.0
53,ES,787587.5
54,ET,118001.5
55,FI,88177.5
56,FJ,1552.0
57,FO,9633.0
58,FR,766155.0
59,GA,14039.0
60,GB,1569139.0
61,GD,9872.0
62,GE,108421.5
63,GF,11214.0
64,GH,9815.0
65,GI,3069.0
66,GL,3762.0
67,GM,5289.0
68,GN,6387.0
69,GP,66324.0
70,GQ,3336.0
71,GR,337827.5
72,GT,7604.5
73,GU,58838.5
74,GY,12624.0
75,HK,444728.5
76,HN,5527.0
77,HR,76760.5
78,HT,5563.0
79,HU,331532.5
80,ID,220592.5
81,IE,178340.0
82,IL,160694.0
83,IN,339935.5
84,IQ,144013.5
85,IR,178417.5
86,IS,93191.0
87,IT,703965.0
88,JM,36108.5
89,JO,95747.0
90,JP,601433.5
91,KE,62512.0
92,KG,32325.0
93,KH,58374.0
94,KM,3242.0
95,KN,7861.0
96,KP,4642.0
97,KR,914953.5
98,KW,427441.5
99,KY,17751.0
100,KZ,32283.0
101,LA,10639.0
102,LB,65232.0
103,LC,10204.0
104,LK,67150.0
105,LT,88115.0
106,LU,35032.0
107,LV,86987.5
108,LY,68964.0
109,MA,176853.0
110,MC,8640.0
111,MD,45695.0
112,ME,32054.0
113,MF,12947.0
114,MK,75890.5
115,ML,14128.0
116,MM,20848.0
117,MN,1509.0
118,MO,36858.0
119,MP,28137.0
120,MQ,42081.0
121,MR,8402.0
122,MT,73440.0
123,MU,3083.5
124,MV,25576.5
125,MW,12366.5
126,MX,339488.0
127,MY,192957.5
128,MZ,4551.0
129,NA,5525.0
130,NC,6415.0
131,NE,14271.0
132,NG,20921.0
133,NI,8364.0
134,NL,655003.0
135,NO,194221.5
136,NP,52688.5
137,NZ,36028.5
138,OM,242994.0
139,PA,25668.0
140,PE,12058.0
141,PF,11377.5
142,PG,7321.0
143,PH,198450.5
144,PK,228112.0
145,PL,547546.5
146,PR,179985.0
147,PT,248268.0
148,PY,6765.0
149,QA,1549478.5
150,RE,28673.5
151,RO,563632.5
152,RS,120969.0
153,RU,415916.0
154,RW,23537.5
155,SA,390330.0
156,SB,2786.0
157,SC,9799.0
158,SD,68645.5
159,SE,205642.0
160,SG,179189.0
161,SI,7605.0
162,SK,24656.0
163,SN,40183.0
164,SO,9611.5
165,SR,14965.0
166,SS,11855.0
167,ST,2570.0
168,SV,6100.5
169,SX,22535.0
170,SY,10902.0
171,TC,5130.0
172,TD,5987.0
173,TG,10333.5
174,TH,253667.5
175,TL,8218.0
176,TM,1389.0
177,TN,79822.0
178,TO,801.0
179,TR,820800.0
180,TT,22451.0
181,TW,287637.5
182,TZ,52978.0
183,UA,515394.5
184,UG,33178.0
185,US,1410080.5
186,UY,5258.0
187,UZ,4906.0
188,VC,12032.0
189,VE,43085.5
190,VG,15929.5
191,VI,36759.5
192,VN,246958.0
193,VU,1152.0
194,WS,8513.5
195,YT,10151.0
196,ZA,59043.5
197,ZM,13679.0
198,ZW,21851.0
