,source_iso2,outflux
0,AE,2970445.0
1,AF,65802.5
2,AG,42700.5
3,AL,252579.5
4,AM,146077.5
5,AO,33849.0
6,AR,83054.5
7,AT,1105507.0
8,AU,480703.5
9,AW,133915.0
10,AZ,144666.0
11,BA,147362.0
12,BB,30655.5
13,BD,266712.0
14,BE,1273236.0
15,BF,44296.0
16,BG,502339.5
17,BH,256196.5
18,BI,15667.0
19,BJ,44980.5
20,BL,19270.5
21,BM,31124.0
22,BN,11698.0
23,BO,40428.0
24,BQ,29785.0
25,BR,319960.5
26,BS,166048.5
27,BT,12008.0
28,BW,9571.0
29,BY,87003.5
30,BZ,35331.5
31,CA,698046.5
32,CD,59349.5
33,CF,11837.5
34,CG,29189.0
35,CH,1815393.0
36,CI,132999.0
37,CK,14469.0
38,CL,125968.5
39,CM,64071.5
40,CN,586316.5
41,CO,526190.5
42,CR,260377.0
43,CU,75358.5
44,CV,26985.0
45,CW,68256.0
46,CY,551749.0
47,CZ,440354.0
48,DE,6237136.5
49,DJ,26333.0
50,DK,901666.0
51,DO,657621.0
52,DZ,36027.5
53,EC,157891.0
54,EE,90989.0
55,EG,1077337.0
56,ER,7014.0
57,ES,6388482.5
58,ET,483555.5
59,FI,254135.5
60,FO,27861.0
61,FR,4715488.5
62,GA,20062.0
63,GB,4247836.5
64,GD,10089.0
65,GE,281814.0
66,GF,27338.5
67,GH,136613.5
68,GI,30355.0
69,GL,5755.0
70,GM,24278.0
71,GN,43590.5
72,GP,133934.0
73,GR,3257250.5
74,GT,137117.0
75,GU,37689.0
76,GW,8878.0
77,GY,28729.0
78,HK,489773.0
79,HN,99584.0
80,HR,582404.0
81,HT,59659.0
82,HU,371973.0
83,ID,176934.5
84,IE,724987.5
85,IL,726554.5
86,IN,888307.0
87,IQ,340701.0
88,IR,294678.0
89,IS,252826.5
90,IT,3917752.0
91,JM,229958.0
92,JO,414184.5
93,JP,703411.5
94,KE,180709.0
95,KG,153549.5
96,KH,30239.0
97,KM,14418.0
98,KR,627636.0
99,KW,290656.5
100,KZ,134807.5
101,LA,3912.0
102,LB,404342.0
103,LC,34939.5
104,LK,139163.5
105,LR,24039.0
106,LT,202358.5
107,LU,175274.5
108,LV,232825.5
109,LY,49559.0
110,MA,1037110.5
111,MD,157907.5
112,ME,148477.5
113,MF,12962.0
114,MG,3536.5
115,MK,128135.0
116,ML,73715.0
117,MM,14347.5
118,MO,153314.5
119,MP,10424.5
120,MQ,106636.0
121,MR,29614.0
122,MT,295709.0
123,MU,11162.5
124,MV,194709.0
125,MW,15641.0
126,MX,2320194.0
127,MY,214402.5
128,MZ,18823.5
129,NA,17140.0
130,NC,8235.0
131,NE,34398.5
132,NG,175439.5
133,NI,38524.0
134,NL,2655779.0
135,NO,465592.0
136,NP,45072.5
137,NZ,236256.5
138,OM,196847.5
139,PA,567311.0
140,PE,217948.5
141,PF,26230.5
142,PG,13136.0
143,PH,343661.5
144,PK,350461.0
145,PL,1392479.0
146,PR,635540.5
147,PT,1763488.5
148,PY,29168.5
149,QA,1486162.5
150,RE,109062.0
151,RO,892749.5
152,RS,457949.5
153,RU,2348090.0
154,RW,60377.0
155,SA,1096719.5
156,SC,43036.0
157,SD,180981.0
158,SE,786297.5
159,SG,676705.0
160,SI,28102.0
161,SK,55499.0
162,SL,21359.0
163,SN,145592.5
164,SO,35765.0
165,SS,21321.0
166,SV,222169.0
167,SX,76134.5
168,SY,39066.0
169,TC,76936.0
170,TD,15711.0
171,TG,70095.0
172,TH,403352.0
173,TJ,59022.5
174,TM,997.0
175,TN,411517.5
176,TR,4538764.0
177,TT,10088.0
178,TW,327457.0
179,TZ,99688.0
180,UA,1547790.0
181,UG,76619.0
182,US,8087121.0
183,UY,23550.5
184,UZ,205339.5
185,VE,63061.5
186,VG,11599.5
187,VI,147149.5
188,VN,212332.0
189,YE,21384.0
190,YT,25376.0
191,ZA,217158.5
192,ZM,47771.5
193,ZW,47094.5
