,source_iso2,outflux
0,AE,1669608.5
1,AF,48283.5
2,AG,28313.5
3,AL,139817.0
4,AM,66479.0
5,AO,21043.0
6,AR,15540.5
7,AT,688285.0
8,AU,185404.0
9,AW,38937.5
10,AZ,33977.0
11,BA,57557.0
12,BB,37320.0
13,BD,210147.5
14,BE,668939.5
15,BF,15135.0
16,BG,334554.5
17,BH,143409.0
18,BJ,20744.0
19,BL,13802.0
20,BM,5438.0
21,BN,9789.0
22,BO,17827.5
23,BQ,13261.0
24,BR,116956.0
25,BS,55595.0
26,BT,7906.0
27,BY,102001.0
28,BZ,2367.5
29,CA,458158.0
30,CD,9113.0
31,CG,9011.0
32,CH,1046310.5
33,CI,44050.5
34,CL,31469.5
35,CM,20175.5
36,CN,842505.5
37,CO,70443.5
38,CR,13433.0
39,CU,28623.0
40,CV,3689.0
41,CW,31115.5
42,CY,254945.0
43,CZ,256492.5
44,DE,3470756.0
45,DJ,6158.0
46,DK,502789.0
47,DM,12374.5
48,DO,286624.0
49,DZ,81034.0
50,EC,51879.5
51,EE,68212.0
52,EG,542342.0
53,ES,3361855.5
54,ET,167365.0
55,FI,172963.0
56,FJ,2446.0
57,FO,23922.0
58,FR,2492503.0
59,GA,15953.0
60,GB,3350988.0
61,GD,11434.0
62,GE,88156.5
63,GF,16167.0
64,GH,8330.0
65,GI,4733.0
66,GL,5726.0
67,GM,5609.5
68,GN,13377.5
69,GP,95649.0
70,GQ,6183.0
71,GR,1472386.5
72,GT,12760.0
73,GU,46860.0
74,GY,13250.0
75,HK,413148.5
76,HN,5645.5
77,HR,305520.5
78,HT,34380.5
79,HU,348678.0
80,ID,180457.0
81,IE,618672.5
82,IL,172189.0
83,IN,616265.0
84,IQ,115174.0
85,IR,245878.0
86,IS,110063.0
87,IT,2171104.5
88,JM,129216.0
89,JO,106952.5
90,JP,628074.5
91,KE,45218.5
92,KG,35866.5
93,KH,88534.5
94,KM,3922.0
95,KN,7480.0
96,KP,4808.0
97,KR,830956.5
98,KW,387149.0
99,KY,20956.5
100,KZ,37023.0
101,LA,13200.5
102,LB,135464.0
103,LC,17598.0
104,LK,68186.5
105,LR,4495.0
106,LT,149744.5
107,LU,121569.0
108,LV,163559.5
109,LY,62221.5
110,MA,322436.0
111,MC,8928.0
112,MD,80858.0
113,ME,69909.0
114,MF,12414.0
115,MG,1627.5
116,MK,81901.0
117,ML,29490.0
118,MM,21905.0
119,MN,4605.5
120,MO,44128.5
121,MP,24627.5
122,MQ,65883.5
123,MR,13128.5
124,MT,189611.5
125,MU,2117.0
126,MV,16181.0
127,MW,9979.0
128,MX,641406.5
129,MY,255629.5
130,MZ,3800.0
131,NC,6693.0
132,NE,17545.0
133,NG,21248.5
134,NI,7672.0
135,NL,1548457.5
136,NO,373873.0
137,NP,60460.0
138,NZ,63580.5
139,OM,661996.5
140,PA,29354.0
141,PE,17917.0
142,PF,23234.5
143,PG,8168.0
144,PH,227761.5
145,PK,386037.5
146,PL,993185.5
147,PR,356784.0
148,PT,945415.5
149,QA,917699.5
150,RE,53487.5
151,RO,585500.0
152,RS,224815.0
153,RU,758388.5
154,RW,12481.0
155,SA,537501.5
156,SB,3600.0
157,SC,1720.5
158,SD,90455.0
159,SE,338091.0
160,SG,232055.0
161,SI,16213.0
162,SK,33567.0
163,SN,63270.0
164,SO,13743.5
165,SR,8767.5
166,SS,13423.0
167,ST,4554.0
168,SV,9539.0
169,SX,35252.5
170,SY,14772.0
171,TC,9795.0
172,TD,5570.0
173,TG,22468.5
174,TH,378457.0
175,TJ,38641.0
176,TL,8085.0
177,TM,7178.0
178,TN,265903.0
179,TR,1421063.0
180,TT,31984.0
181,TW,484475.5
182,TZ,48271.0
183,UA,1037672.5
184,UG,25713.5
185,US,2716360.0
186,UY,4428.0
187,VC,14282.0
188,VE,44837.5
189,VG,14192.5
190,VI,65872.5
191,VN,214594.0
192,VU,1728.0
193,WS,9135.0
194,YT,13303.0
195,ZA,40668.0
196,ZM,16405.0
197,ZW,22672.0
