,AE,AF,AG,AL,AM,AO,AR,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FJ,FO,FR,GA,GB,GD,GE,GF,GH,GI,GL,GM,GN,GP,GQ,GR,GT,GU,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KM,KN,KR,KW,KY,KZ,LA,LB,LC,LK,LR,LT,LU,LV,LY,MA,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NG,NI,NL,NO,NP,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PR,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SI,SK,SL,SN,SO,SR,SS,ST,SV,SX,SY,TC,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VC,VE,VG,VI,VN,VU,WS,YT,ZA,ZM,ZW
AE,0.0,0.16650188517639347,0.004851211714125959,0.011346285982169116,0.03340860467249004,0.043978260408984796,0.004717860508460411,0.016590324343685396,0.03901717285867749,0.004665581316959939,0.06784388490079296,0.02207184257978375,0.009376490746109334,0.08774480390969619,0.014998799907050577,0.010399600942312511,0.01585815653119717,0.08026304118197526,0.018643487633688224,0.008748454038785767,0.002331336536256561,0.007937912092428119,0.031292846233876445,0.0018506433754812432,0.003668376823282859,0.010575766744480998,0.0032184071161949746,0.02411623063422432,0.012824919757397486,0.018656957167052977,0.0017765091771256266,0.00789503120566663,0.01788296987133356,0.02037141804973892,0.010730924247932575,0.020978589191811316,0.017388758326858444,0.005969882534876878,0.0037287474269036692,0.014186862200381983,0.01652261112729369,0.0033523237602228026,0.0035094531793026427,0.005255277140385995,0.008650520555815715,0.00501650683243152,0.019978654158666183,0.022928427469285965,0.02015609842339251,0.05805644120554149,0.012162630509266217,0.002269533399514337,0.006582880642442994,0.019248454861063517,0.002738597441878938,0.0073414193663462225,0.06588534289537204,0.06494754275798136,0.011988983571283519,0.052578451797160176,0.012363337621771426,0.005917984738930823,0.005411730068297842,0.018660995200810934,0.015335535774716798,0.022854634480616774,0.004505720387484613,0.039587606341214485,0.004931159087818295,0.03047943662341116,0.019597665236684648,0.006257291417858546,0.013316843890207626,0.021163793255874978,0.003934595594570881,0.014114934411901259,0.022574350584459193,0.0011614964403725725,0.006236728899155188,0.006737525822494053,0.00418814723765015,0.019436510767922282,0.001710236039374975,0.021204445237158573,0.0027254895345063613,0.0059508673404037185,0.0232743717687824,0.016593384654212697,0.0143357245384906,0.1440475949534075,0.10379573085838295,0.11159215233776527,0.013115287979807409,0.018991360639360483,0.00566255523391466,0.0594287198234602,0.010757224672501703,0.059565848500222666,0.03476982756102933,0.007182800604265759,0.021463535950717712,0.003009030762596619,0.010750199019404098,0.08216710567474689,0.0027473084287715963,0.05353423221540843,0.009079843779599245,0.08996512544628006,0.004679436637710198,0.10129164747429166,0.014287573306357411,0.008160642319238446,0.00889791769800912,0.008177807388769096,0.03111903940411731,0.014722924697357528,0.013039570517379348,0.015224845569703466,0.0018377329921930793,0.028654408999786222,0.0014028905904582944,0.015123347885464858,0.013734593754561087,0.014647475210734555,0.008498849572622242,0.005169586805359798,0.004222156100899792,0.004177014745534609,0.016132748767248687,0.010739834670323382,0.06509339117504169,0.10869814991898843,0.020712295930809345,0.0034448325043994047,0.017579199155838915,0.022369656273009984,0.020715622706789873,0.006169038492901824,0.014890185915666293,0.07829273712752881,0.0012557388025666958,0.015073653888255718,0.011063439177203432,0.08142980276768849,0.013431949876632253,0.15504423010650528,0.00292542854328876,0.0020717516199655964,0.004509824532494274,0.00726888214948043,0.030121013987251356,0.13786558203352342,0.011765933834869905,0.003403151132148564,0.011977216224739923,0.006072324853425314,0.001818545265112505,0.0439031405495297,0.024637734282319308,0.011707417431864778,0.01732679496747603,0.03753450858797379,0.0487363444586734,0.15181316861165667,0.0050921383553905195,0.16222455107691852,0.09813798845708177,0.013046301490831767,0.02921739543897913,0.011754736040957064,0.017239913656308926,0.012749939603969564,0.021379867842754204,0.0892920592270457,0.007820416914443233,0.06832188298232818,0.011175061293313183,0.0037321139557610554,0.0049902337843136845,0.10908452314562905,0.0036703009537314758,0.01890175262922797,0.016671871583221948,0.019058531986325636,0.030889964226366206,0.0063393149472775025,0.06374639884534784,0.02371127867332496,0.005041080072038057,0.03440339926155248,0.0045900082336127,0.009429575700678147,0.05538279016043059,0.020909418209172418,0.05581669083664651,0.01564376956431197,0.0022907225373989667,0.03346782764637728,0.003166743893346004,0.003014155093477935,0.0019339932814876897,0.0023608751211709215,0.013495743424603883,0.005278860119507773,0.005612651081079038,0.018642827010385058,0.06583875039299816,0.03508831484104572,0.02089874950163679
AF,0.004319369744165207,0.0,4.740157950745343e-05,0.00026582091570980535,0.0014559005349167823,0.0005995066749543944,3.0367051337915082e-05,0.00020800604360321804,0.0003927398720805752,2.458604158538291e-05,0.0018343387592359038,0.0008079207149663893,7.549772237150137e-05,0.0013398021587353963,0.00018048655042468914,0.0003628492640563717,0.00023906698251142038,0.0016071355854171303,0.00024883493410475803,0.00027381347917505465,7.066190342549276e-06,4.561191064538269e-05,0.00043419655230259713,1.958949185057107e-05,4.175713096389291e-05,0.00017066315209314365,1.9504973036298916e-05,0.0011909443135905912,0.00015878181254453308,0.00028784630169094314,1.88367849618005e-05,8.268760991945289e-05,0.00023854102124913618,0.00022232657891681226,0.00016340838624057436,0.0002140433505621571,0.00022263307946629226,7.777952263309415e-05,2.0740104990090082e-05,0.00028037957436626856,0.00017326527274458354,2.5539352223633202e-05,1.728255176322171e-05,4.835788058552786e-05,8.045145899380559e-05,5.385151179552576e-05,0.0005609444738051263,0.00033121923543780597,0.0002280696217361886,0.0013957401109409408,0.00014371382847446886,2.0971735630485444e-05,4.32001651446923e-05,0.0007121580639630206,1.6521620117837048e-05,0.00014516159038583624,0.0012440695536823562,0.0011297284682670805,0.00011019685746956215,0.0008509191351782379,0.00015822881524048618,5.931055628721814e-05,3.6049258349581216e-05,0.0001786001262500381,0.0002210037916925897,0.0002494894377390227,2.2905168549715453e-05,0.0013812542564065422,4.643473394271e-05,0.0006095066350512166,7.593786152910882e-05,7.860110651914522e-05,0.0002712458437200012,0.0005406737535215162,2.301026865514014e-05,0.00018514656703174382,0.00026290385862841065,1.183890756540554e-05,3.889260674520286e-05,0.00010346411831427245,2.9373305466732395e-05,0.00020509132407634434,1.8208029976362093e-05,0.0003021884576822934,1.980090476794191e-05,0.00017578569815649277,0.0004304238824660251,0.0001737088672523009,0.00029827129021324614,0.006794295597824987,0.0023866962024803296,0.004808307710132028,5.090640063486489e-05,0.00018797275871532425,2.6865244818286284e-05,0.0013848428858648204,9.72736264989659e-05,0.0007514492842739625,0.0010596304317357216,6.0280422579028484e-05,0.00033858752300947986,1.5922763705399096e-05,0.00012719293312204462,0.0021763846454340256,1.869904679704034e-05,0.0014207000025338922,8.216720868793618e-05,0.0012905484255516138,4.918081246980062e-05,0.000976502549652168,0.0002198269206094063,0.00010349842207433672,8.59934164067025e-05,0.00010695551998152352,0.0012323076387219768,0.00021291399070324932,0.0003632756700882194,0.00037462178816692154,1.0684383719903442e-05,0.0003879833990156688,8.125563217920985e-06,0.00042478045097995025,0.0002390274253914676,0.00015943525288809155,0.0002879262080950304,2.897401321021845e-05,4.0499457572675204e-05,2.0746238482074906e-05,0.00035448397186137436,0.00012158223722572796,0.0012077022244053103,0.0011912181350526984,0.0002286607103720681,2.499093917894513e-05,0.00026386151992360916,0.00010097332384648698,7.625502222812407e-05,6.107782989965233e-05,0.0004009399893234423,0.0010805739231892005,6.860531708885942e-06,0.0001508923063640588,0.000128019513808527,0.0014080407073183566,0.00016886819248478839,0.001137845160909657,2.9883215842114965e-05,1.3804077551183501e-05,5.31058210821468e-05,8.05882546761553e-05,0.0003223887499936963,0.0043152512442549305,0.0001302010320279421,1.907650357699295e-05,0.00014946673898422934,3.3977532949164194e-05,2.1467162180536595e-05,0.0003276624875180219,0.00031448205123629997,0.00020026693307552068,0.00034053488202922145,0.0008340272784953323,0.0006309828366763516,0.003531323781557496,8.936685352328053e-05,0.001941008202714212,0.0020274772835934137,0.00018779170843816496,0.00031910140494925704,0.00040661639505240637,0.0003098829340978732,0.00015393313658842626,0.0003156727264028079,0.0012813295402607293,8.80372586505225e-05,0.0010126458436491795,0.00021586772397828312,2.8861376777890392e-05,2.2540082883311553e-05,0.002543690754240614,2.3722257259872494e-05,0.00029760605187040994,0.00019081769242061856,0.00024231857907287916,0.006605783188786485,8.557066362447498e-05,0.001668711580907338,0.0006612789701166061,7.205351739617664e-05,0.0028355757311751277,2.3832100326112525e-05,9.525865546709511e-05,0.0008080456655716172,0.0004848923292444342,0.0009023736809012778,0.00014407578372250214,2.821595662579215e-05,0.003616401393897655,1.9810782808136582e-05,0.00012095301044337668,4.103701421251264e-06,1.3905688425533271e-05,0.00015269816649513001,7.671311099463852e-05,7.412521382074438e-05,0.0001831413660649907,0.0008263817928389662,0.0006972494442419745,0.00032620718038385706
AG,7.072328276543296e-05,2.6638132171239588e-05,0.0,0.0003336983355383127,2.033375120804068e-05,3.561395472580729e-05,0.0003220847824065285,0.00011000529035179285,1.4461905350766426e-05,0.0008450029804859834,1.7236455568346274e-05,1.796369850075856e-05,0.013063982758539466,1.4506300523556608e-05,6.603783031012838e-05,2.3835490393325755e-05,0.00010388857490371124,1.9438637721059885e-05,1.0231514647190767e-05,2.4090955998798297e-05,0.028982266632435697,0.002210154396919838,1.0100203373574966e-05,0.00031960160261633826,0.0006782498820382455,0.0003658076005448927,0.001000525181335379,4.767728762752067e-06,1.2135727358451274e-05,5.4984780223785916e-05,0.0008201232455324,0.0016955044460762137,1.0426801396626804e-05,2.357677338125135e-05,1.655980655771269e-05,0.00018115487188132638,6.30904919646507e-05,1.2907957762731032e-05,0.0002760766037738496,1.665286358781646e-05,3.699277442322256e-05,0.0005043453000788624,0.0005753500643531905,0.0008693109027589234,0.00028356178426854945,0.0024869721753021795,0.00012416892861691605,6.606281297412632e-05,9.958126345624225e-05,2.624399007277153e-05,0.00013393556380170862,0.13327967942239638,0.0016116554705657028,7.02987100394722e-05,0.0004809617857335076,0.0001312689553730314,6.763229425340908e-05,1.1103647880579692e-05,0.0002844164893980753,3.646600693134011e-05,0.00016281111364778908,1.282648297135932e-05,4.536263981682916e-05,0.0002763364448713518,1.9338552810101965e-05,0.0003475725701311687,0.005985124405079031,2.467985656932137e-05,0.0013989915578466387,6.89868656116033e-05,0.0009089350475849872,7.627297740625194e-05,2.5796050732334e-05,3.0101080504529538e-05,0.005526192385880963,1.5007350076147101e-05,9.122368683317888e-05,0.00035633939062196756,1.6547155524339893e-05,3.2093728125163366e-05,0.0051790860481735765,5.500920899221638e-05,0.0006763703057381221,4.519658253009136e-05,0.0020573220417180365,0.00011566974166033356,6.428909487702459e-06,0.00029276770793626715,0.00013799159090651752,4.9139050854770974e-05,2.7908164545459124e-05,2.668583336080691e-05,0.0004743763550451776,0.00022380084202274476,0.0021995080750096658,5.5676544515242344e-05,3.6492250812148085e-05,5.100678063446798e-05,1.2812767257125916e-05,5.601620938534126e-06,2.194751151181117e-05,0.11630423755767917,2.503756687616518e-05,7.355253813412572e-05,0.002015847262642022,1.476001254453388e-05,4.687844604919306e-06,2.0451195436032234e-05,0.005619327846978426,2.1448149899219497e-05,2.5457392358624693e-05,2.639603532709893e-05,9.141532970814146e-05,9.796544978109028e-05,1.689115157694696e-05,0.00020510717829403717,2.6959330640651493e-05,2.9708587715459806e-05,0.002904078276205331,7.032325925019608e-05,2.0922709612872668e-05,3.252559971323801e-05,3.105334041616644e-05,5.805676187743577e-06,2.2012131005656686e-05,1.2789923502477756e-05,2.2018180244354288e-05,0.004280375762677311,2.8353505032647234e-05,0.00025669947596904666,0.0002068980126313082,8.208203321422799e-05,1.1898830009553867e-05,0.0003155956008779655,8.123221560372057e-06,1.4182814826194072e-05,1.7403101049621408e-05,4.355647125378835e-06,1.8401383521396904e-05,3.946976180580272e-05,0.0009451845778779042,0.00012462812642685428,0.00019127341174617396,1.6572525973175834e-05,1.0732532398637536e-05,2.1656063356211073e-05,0.0005232757780071049,0.00028259432463349543,4.6920653047696484e-05,6.165322825986335e-06,3.84591105565112e-05,4.1090860314301015e-05,8.621928868311719e-05,0.0024908116852508776,0.00023884112707767407,1.9548680036797934e-05,0.00010264524563884499,8.312983202466154e-05,0.00022457542265853333,6.112587323886844e-05,4.483363010966196e-05,4.8522034791279064e-05,1.660954415643647e-05,2.3578118407283622e-05,4.352553989291993e-06,2.7578186570206644e-05,1.5327167263218562e-05,0.00010838217889174653,1.184595637258688e-05,0.00019873409985533795,2.5987362793635608e-05,1.6529611589345347e-05,7.423156962942803e-05,1.6899083949191022e-05,0.0021959525735302616,1.5934563546259226e-05,3.678639239878974e-05,0.0003189405472888681,0.019209932248941693,2.220252033494873e-05,0.013237910035863033,1.3110060851009524e-05,5.4768081215875064e-05,1.3206798872131277e-05,9.152460495138012e-06,2.1720149767035174e-06,1.4357419683038996e-05,6.486959639356381e-05,5.077371534241758e-06,5.4702474180295546e-05,0.023698027928136255,4.5793644248735096e-05,2.5447107121011153e-05,7.970169398200392e-05,1.9027963513630093e-05,0.0015976426591740474,0.0002862258890572611,2.8584008960516068e-05,0.015146110580758059,0.0006532491659299737,0.04382909698036664,0.004230804016688992,1.4024414970634328e-05,2.8354175398719113e-06,4.1421372767448814e-06,6.589240825568581e-05,7.517161169424109e-05,1.6917909856599948e-05,1.366694365185196e-05
AL,0.0002909516406792834,0.00026275743140244986,0.0005869605897164637,0.0,0.00028363195933564316,0.00017609138127399205,0.0002019545310317821,0.00129527977434737,1.801591955246643e-05,5.5618900795066e-05,0.00048561198073134894,0.0030901655445073704,0.0008151165210856307,6.0815475232230046e-05,0.001956195227969898,0.00031809669400165814,0.0018915153281001869,0.00011530382700881384,0.00011135461052088598,0.00016386457521148427,0.00010477943430671323,0.0004963613509668998,1.1294613697261802e-05,4.8197586874054006e-05,0.00015783612393463148,0.00025576432240776884,2.7906095337339613e-05,2.661135020559869e-05,4.762674226272487e-05,0.000522483778760815,1.6315818391004262e-05,8.470125647526986e-05,0.00019961259899192754,0.00015617363075350217,8.851280575719872e-05,0.0011708096589895338,0.0001944550367097039,4.448727248141416e-06,0.0001152777830109458,0.00028839759579745686,6.0565421528987626e-05,4.608697639974915e-05,6.024450185596917e-05,0.0002487935093842684,0.0006469763989962189,0.0002154316574089267,0.001120631905088586,0.0006006230453212446,0.0009915569906639187,0.00033586405636672293,0.00039558901795412984,0.0004191179453523636,0.0002537219090798001,0.00044276083688969973,3.7638627616201185e-05,0.0005178668403285518,0.0005788362188068165,0.00017479900137228288,0.0007725606308905834,0.0004164597597417072,0.0003137426920946752,5.771305109081959e-06,6.0434463460356794e-05,0.0008016021860889739,0.00013988082995966027,0.0010471847790469477,0.0002772548964906825,0.0014393343511467805,0.0013149681118451598,0.00022852956897543572,0.0011410617228034732,0.00016541014480794006,0.00040692621001410474,7.228607333945439e-05,0.0009288121953747923,0.00013734494830699485,0.004466019045093961,1.4661074773650515e-05,3.430717940363749e-05,0.0001168563624731092,0.00010901055113418376,6.104482069326314e-05,1.907798186194147e-05,0.0010608518500773263,7.805542535901442e-05,0.0038690734330957387,3.549450365868905e-05,0.0004812275420786164,0.0010848177019081768,9.555056116767599e-05,0.0005348385855775636,0.0006790766357354453,0.0006334952939808416,0.005657696201088143,0.00026036989164815384,0.00044549612416452873,5.9499716633512387e-05,0.00028195492306401016,0.00033697068756533016,2.2783133336135622e-05,0.00010312280131965071,0.0001711059987328388,5.48194676578553e-05,0.0002206678667496581,4.031353209138345e-05,0.0003177411505843127,3.716482812006613e-05,0.00045913821662473415,0.000689284243111831,4.36852780994426e-05,0.0003433093436545294,0.0011222639668103,0.0006416760326747483,0.0007127698644116085,0.0005293732458002991,0.0007115474614382615,0.003585949046429838,0.006620630022080291,0.00037569885783857816,0.00013374860057554228,4.980884406190295e-06,0.0031236642027493494,0.0001453857475987341,3.9926411802405066e-05,9.865668394945516e-05,2.3647465467419283e-05,3.990865812549131e-05,0.0009717999162306547,0.00020783890728426251,0.001745786283972109,0.0005770311436437901,0.0004479871369284122,7.303354348215813e-05,4.670158553973403e-05,2.14310765710442e-05,5.019486006383142e-05,0.00024745134425783013,1.2229439589888885e-05,0.00023631292793447085,0.0001978230093247549,2.9498847582989787e-05,0.0007727816288543931,0.0003248428353016362,7.784650788020638e-05,9.047383821691506e-06,0.00016242462056115998,5.9439101298355424e-05,3.4115345961623005e-05,1.4538951598850412e-05,8.548179088698554e-06,3.4951676405188165e-05,0.00010136864542738849,0.0010228657785421593,3.8933846352160584e-05,0.0007223479848057163,3.514989767967102e-05,5.85309743892704e-05,0.0004099060200288195,0.0005409535242387666,0.0021280586354520364,0.003414765604614881,0.0006911544409652157,0.00020143301088231718,0.0001488302671191757,3.3830125742178943e-06,0.00016568688849992637,0.00011659585624430012,0.00037471639832584375,6.700408957457556e-05,0.0017359847292875144,0.0014435647166735292,0.00023741055286663693,0.00033051697236220534,0.00011407208651706362,0.00032891208004300976,8.370280411198959e-05,9.68685546478689e-05,2.474572999093974e-05,9.598441178746579e-05,0.00010902159396866727,5.159435387468463e-05,0.00016546142048935554,8.510547098877769e-05,7.330360218065796e-05,0.0003005304547190655,1.4909809092004499e-05,0.0007098894609172298,0.0007772904504411336,3.312835084381765e-06,0.0023213970673511036,0.0001522199013554855,5.3878539023185944e-05,0.00032724949299409243,0.0009535928577624047,0.00013504806199038925,0.00014683643330096617,4.709219440776798e-05,0.00030226611118658477,0.0002564994139344566,0.0001289819197253488,9.148776857516731e-05,3.0513735501574186e-05,4.132477406514386e-05,3.989640098792959e-06,2.972960585600466e-06,0.0001941635280892767,0.00020459123381839887,6.510301857360475e-05,5.7408494711963354e-05
AM,0.0009332005665332969,0.0015676428828636634,3.896027188343969e-05,0.00030896176439364583,0.0,0.0001335370434148161,3.353861489648681e-05,0.0012615553658199992,0.00012329724227017318,3.2311751595435055e-05,0.006284360745715121,0.0008451506316832463,3.878880423465666e-05,0.0006421885523036612,0.000491643127944279,0.00018226509970293246,0.0008134863708955606,0.00047744651915946555,8.85067733742736e-05,0.00015301193415119484,3.247088232469956e-05,5.638781031245541e-05,6.105791677232301e-05,1.82775026658001e-05,3.310151837957285e-05,7.452894500634998e-05,2.5796147126962257e-05,0.00012557250293132374,4.1058856667238895e-05,0.009501508011293167,1.3773311478710946e-05,0.00011082774621418326,9.666124235240075e-05,0.00018347538212499766,0.00015279138591314752,0.0002853205176793467,0.00015439823699175186,2.8654192597683214e-05,3.052181266576115e-05,0.00019165987522726819,0.00033227274373769,3.257608527019844e-05,2.6897491870853774e-05,0.0005620301681931623,0.00011564608003028863,4.864964130266973e-05,0.0011724838888145666,0.0012994061525156849,0.0005191244843478147,0.0005006353089758834,0.00023899662183902762,1.5948506262114252e-05,0.0004098255974625804,0.0003307833688884085,2.9552199005246107e-05,0.0012077799082521393,0.0008553831813440527,0.00034048183872793667,0.000293888669422414,0.00020453763620609765,0.0004764195016800894,2.6115059595398084e-05,9.535956951890047e-05,0.00042756007884458674,0.0001683171825857245,0.00025849100772776717,3.514699131289822e-05,0.009991264106085057,5.152356407503491e-05,0.00016153872558483955,2.9965939561812787e-05,0.0001389929129336637,0.00011061724171436212,0.00015111154504874883,3.0683162092457957e-05,6.558622879465158e-05,0.001879467703221052,1.2146888507559487e-05,5.353975469029711e-05,5.832390317323902e-05,5.219909837375288e-05,0.00016582537023552738,1.587034037106499e-05,0.0004878085223867958,0.0001885796920444521,0.0006227773464488756,0.00011988628619470732,0.0001713728514435791,0.002540989209732603,0.0006085282217359154,0.0027312951133235284,0.002516984578230975,0.00010233121832808686,0.0006892346071536484,3.712987953083672e-05,0.0007790897673618416,9.265651959302215e-05,0.0003363161061643814,0.006955452712580198,7.374774146770293e-05,9.302807893051366e-05,3.1504084952307086e-05,0.00012673246224957855,0.0007897886211579516,3.349702105717943e-05,0.004304792865455394,0.00010541571171617492,0.001701607326850236,3.3305283802423166e-05,0.0007401464133217341,9.829233322780375e-05,0.001382900464596432,0.00012298016778034248,0.0021457247153884532,0.000376988563468824,0.0002408038078613043,0.005135849774654652,0.003083589424431203,1.536908524779873e-05,0.00017195008100081907,9.134731129218256e-06,0.00036253751851743246,0.00015614994116872226,0.00010217104257556136,0.0016462066467363584,4.190106325241845e-05,5.176960787448793e-05,2.6821058671944357e-05,0.00015691675404765922,0.00019687787569947344,0.00029570618679702275,0.0008562207797182068,5.88645278146192e-05,4.508578927584839e-05,0.00011886436694595908,0.0001397594393843429,0.00016083461664598552,4.4573271918649925e-05,0.00019203515716345886,0.00033138335706940874,3.70957594926174e-05,0.0002973385669399315,0.00022231222353280802,0.0006501537334243795,5.504715857381318e-05,0.0007471990584062821,4.974578379827946e-05,3.263038679068981e-05,3.5605205148080403e-05,2.0201034267517543e-05,0.00011402022889609042,0.0009657181337949746,0.0013695633199383708,3.041731824773038e-05,0.0001863319489073554,3.691744368438728e-05,2.5587949625355562e-05,0.001670404156348035,0.0001720398737606357,0.0007711990793630374,0.0011967844942705167,0.014959968455957278,0.00021298476563472786,0.0004424464701597992,1.4105236078197096e-05,0.0004524066353239518,0.0005309648984756742,0.00034149510495955416,0.000124382753199802,0.0016111213821668833,0.002006454822334952,0.0001061906462649181,0.00018163263695684034,0.0005385304876042374,0.00014539515358524921,0.00014944301875223474,6.852699816829027e-05,2.215368103468627e-05,7.437933902052515e-05,0.005469527067443251,3.424549790708672e-05,0.00014559540159667474,9.188132520238352e-05,0.00045828274166545086,0.006512934417751592,9.182106802672342e-05,0.0030775966545746936,0.00037496258443196697,2.346534045351404e-05,0.001944287397905418,3.7508431007099145e-05,5.632955646834468e-05,0.0002647779001911604,0.002878490591889396,0.00019555131699613838,0.00011696207558194116,2.1816137898833817e-05,0.005854109110331578,1.627815581228835e-05,8.61079870444941e-05,2.1686190981453886e-05,2.7197246520526165e-05,0.0003566865022087787,2.106093992407999e-05,2.1999881580920935e-05,0.00015745361307693953,0.00022645543952858483,0.00010507803098702146,6.225753781861992e-05
AO,0.0007845971374402588,0.000412288735179075,4.358295694267071e-05,0.00012251229854330037,8.528914739484735e-05,0.0,0.0003725271856505273,0.00035591440951680006,0.00014970501677538366,7.710472887253406e-05,0.00015137366163675962,9.78996773251236e-05,0.00011121812932557272,0.0001384995208920855,0.001385671774727231,0.000487178535602931,0.0001347376685616418,0.00028763076611187303,0.0017573182330905103,0.006348036691074378,6.807394840912757e-05,4.4501879364197026e-05,8.081625693183058e-05,0.0002878617113629093,0.00023151176670426174,0.003548768085858899,3.3806952367412635e-05,2.5865730115786386e-05,0.006373819794922875,0.00010718950493949874,2.8284511224163255e-05,0.00011759349852318433,0.013715695516655054,0.0017445801222302111,0.012352821809898513,0.0005619911475855305,0.001817598248255918,2.1797218294935745e-05,0.0002633544592847231,0.005155344504392599,0.00010403801321534586,0.00012564753014375637,6.381562016021291e-05,0.000111859949087391,0.00455203479882395,0.0003347483794814246,7.611562536908112e-05,0.00029849748519756143,0.0005111238138437316,0.0020865069638190416,0.00022505076994707837,3.8345546823264064e-05,0.00013478235586805376,0.00030047978329376024,9.287427914746249e-05,0.00019733633875473845,0.0002544577352648101,0.002508139807508482,0.0005145479456579101,0.0022281103159075243,0.000260932978467226,2.1921728020328334e-05,9.74049241140022e-05,0.0009322266766295978,0.016432186928024426,0.0003824348726377154,5.312020750058703e-05,0.0001124770020702178,0.0006183142603210182,0.004782286105569195,4.9339811506945677e-05,0.00011644422084771907,0.001281712710083628,0.0011647237117624156,0.0005546488967867062,0.005049598896264286,0.00019487988540488712,2.2288204633044163e-05,1.744238408455524e-05,0.0029409625895947004,4.715581647504562e-05,0.00010533776314784234,3.0393615022367136e-05,0.00034895428799401314,4.937211151944529e-05,0.0003177270784598959,4.604760033474921e-05,0.0003939557520844952,0.0003055643047844956,0.0002992890781622292,0.00018262248550510778,0.00020658986158580733,0.00013952940288104292,0.0003798488877618509,4.77885284699551e-05,0.00023184439327772485,5.2367835021713086e-05,0.0031262967118609393,8.195340518523823e-05,2.0559255112699572e-05,0.0016499500734308804,4.140632776607761e-05,6.34318218732304e-05,0.00028194463779885215,3.984980143219016e-05,0.00017369667411354007,2.629824988235279e-05,0.0005078817469905322,4.60999838170038e-05,0.00016280677800590556,0.0013669806904642646,0.00011631217386775279,0.001550430520361718,0.00012641699785209277,0.00014742519445960477,0.0005175874094071978,0.000203619450666317,9.857022320547061e-05,0.00023345295444396878,0.0018620777042738978,3.875077716790806e-06,6.918621012727453e-05,0.0013216054063079792,3.994306097967087e-05,2.165454351972268e-05,1.411101801872126e-05,2.368703693041427e-05,0.0004614000465640197,0.0002924876513299624,0.0001978137688066869,0.0012917373591687393,0.0002721814094317358,0.003950585450445748,6.676436336143783e-05,3.428429097770992e-05,0.04178975940133403,0.011273103024066382,1.7048344210663295e-05,0.0011113512395607861,0.004232452793125157,3.6406492344539904e-05,0.0006222800738242701,0.00019154846816962328,0.00010036901853481298,4.5208540880453786e-05,0.0001984583861683228,0.000157245492368836,0.00014676983694089597,2.1745959392427335e-05,2.2523098157110526e-05,7.128920867167411e-05,0.0003121807764602776,0.00019891097181648056,3.170980340892221e-05,0.002157350017972103,1.8583317214338843e-05,0.000371005544087004,0.0005869438448537121,0.0008278300920858963,0.000224856925642713,0.00015838468482898613,0.00015181226683170268,0.00238275648207707,0.0003331833831882141,2.2373935237022897e-05,0.0014545712401559162,0.001043080693687418,0.0002665274046400934,0.00012726848944608505,0.0002995734855072958,0.00014746117373499098,0.0008272392450475508,0.0013472405440012629,0.002846273510420628,0.0004973578501490239,0.002673995656982424,0.01567390147530301,2.7767900352897554e-05,0.00013655654413333079,0.00017743390162724656,3.1829597204381416e-05,0.0025011888028183674,0.003660950926939189,6.679063152802008e-05,0.00011893445350816056,2.089525150819528e-05,0.00011664366918064383,0.0002834616262604006,2.209276399495062e-05,0.0001696748813419826,4.744594142311876e-05,3.866650462843387e-05,0.0021755044691674093,0.00014219704154618549,0.0022798251974545836,0.00019859988369063498,0.000188391133952766,7.19029709041354e-05,2.6502710475013895e-05,0.0004337468341945279,2.082731428427662e-05,3.92552456381263e-05,4.853037985854691e-05,2.266635981364306e-05,2.1708493310627746e-05,0.001158664528539761,0.011077325795393422,0.006235717562656775,0.007324084219916772
