,AE,AF,AG,AL,AM,AO,AR,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FJ,FO,FR,GA,GB,GD,GE,GF,GH,GI,GL,GM,GN,GP,GQ,GR,GT,GU,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KM,KN,KR,KW,KY,KZ,LA,LB,LC,LK,LR,LT,LU,LV,LY,MA,MD,ME,MF,MG,MK,ML,MM,MN,MO,MP,MQ,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NG,NI,NL,NO,NP,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PR,PT,PY,QA,RE,RO,RS,RU,RW,SA,SC,SD,SE,SG,SI,SK,SL,SN,SO,SR,SS,SV,SX,SY,TC,TD,TG,TH,TJ,TL,TM,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VC,VE,VG,VI,VN,YE,YT,ZA,ZM,ZW
AE,0.0,0.1426149704869108,0.008015392750047663,0.014754097229280439,0.06638130720289208,0.0635600057687352,0.003951037180938041,0.020784453249053866,0.06026179766263146,0.004046113151804494,0.11150417820955086,0.026518813757212878,0.015376084694712891,0.13908147108399896,0.015504266503940071,0.01671823405336735,0.015832909977540652,0.07462372150477395,0.02480600546733209,0.010209032160687262,0.0025457616553580457,0.009747800184274001,0.012585683206715598,0.0019228357356600027,0.0031510750406600527,0.014564399859604735,0.00360680565183625,0.01345706357604168,0.03487850941237863,0.0015643812280382182,0.009913913892219855,0.023683993453711864,0.024059436799213248,0.013152743278763847,0.018943820323800452,0.018752617043424256,0.0015130673813669325,0.0028060449244476887,0.016064234162596107,0.021941467997051208,0.0028425993826907262,0.003631377848543169,0.006171296748692265,0.008665357782004885,0.004516020994407668,0.021812757659533107,0.010713196741815409,0.021137898512921065,0.08735216458550579,0.011413730488913492,0.0037004290133441863,0.007156063429484763,0.024001397616227573,0.0021132930212098213,0.007920089128320373,0.055628767822887136,0.09865814508715012,0.010016410703901591,0.06116245979389898,0.014025385915553199,0.007029435104912676,0.005268810452067867,0.013368885997011798,0.01501622876007459,0.01776551412305303,0.004913968973724798,0.062064227661151224,0.0026155839981032805,0.031043751238740473,0.01637783586717975,0.005602667543784815,0.014049767194395418,0.03752633224205906,0.0033281994064666134,0.007697702390472504,0.019827866717996814,0.002421903633981146,0.01352125042772079,0.006041125934396174,0.006398339776810369,0.024485188049823355,0.0014127641691735254,0.01236619760964446,0.0028811372245211952,0.01378338648096572,0.05614145860650352,0.012347848181314578,0.03492177925479075,0.19097798986630388,0.1147080837317581,0.08028076589277386,0.010600906845602774,0.0160517648652295,0.005415317864992743,0.07648307931959193,0.01960439055291565,0.051270187802972794,0.04520507986413762,0.012729521401148866,0.042535444734124433,0.0024548666481056494,0.013385628602592183,0.13248348423745823,0.0032520901565838687,0.10803282474497583,0.01450354260025546,0.10612052457450137,0.009244877293384838,0.1274231860712675,0.010422943252181315,0.007013669323852255,0.0099088647963779,0.01013564074716563,0.03217861574305778,0.014395032760905419,0.013928062037937698,0.01685038516068987,0.0010605865026212232,0.017082605042155603,0.009997665337423836,0.022747131945820887,0.02293360447374952,0.023385293070436033,0.004162881747605618,0.011020056354825211,0.002332960525077374,0.014710731374908893,0.00920926437053135,0.05443219112267207,0.1280021459245198,0.02228890859618327,0.00320210117018663,0.04281177725398831,0.02340121419341218,0.01674341642521449,0.013876210520734567,0.013919469026544113,0.06455328497796056,0.0013248684574582626,0.017482742119076272,0.009296667263000824,0.13451914768076884,0.0071047769352840726,0.15641243733134513,0.003176758318532007,0.002412392079562947,0.0034512618670182933,0.009478159074965515,0.06632364894738031,0.16407890288598537,0.012695125885889233,0.0023628132579290736,0.009070894802561354,0.0021618446345746064,0.08013340537615297,0.018122822640673622,0.014116696266668559,0.022580404468929595,0.07106647683786485,0.06243680139176398,0.15874278075024387,0.14197448661343764,0.09801364086505955,0.01340227747485778,0.043566368191192126,0.050298183165798,0.013401024678445837,0.011594431953939778,0.01999268659418518,0.07676134160916247,0.0052703556629057945,0.08982269780747805,0.0035474373495254434,0.004344138623687166,0.08015314434864092,0.003938670287064292,0.028518702529656128,0.015292529085482436,0.043434603725563826,0.022608860053105143,0.008150802031387799,0.036216067282474534,0.022131050742862857,0.041381619122013956,0.004162005185678781,0.009006856000373863,0.07048397333323829,0.02126234949315691,0.09357095261268708,0.01570555564129892,0.0023590717294374596,0.04497206279638905,0.0045147949174616725,0.003527659519802758,0.0019562928537316497,0.00221889436304635,0.018752458809476177,0.08049095204119705,0.022080638717991534,0.06807303141945417,0.048571673835877356,0.02422721488697392
AF,0.0015777701931453285,0.0,2.6085291279466986e-05,6.40561525115977e-05,0.0003445854899508144,0.00034834518905393897,1.2129059779175415e-05,8.490145501561407e-05,0.00030763179589467926,1.2683880003533623e-05,0.0005075195482314198,0.00021217996360101477,5.772055119366817e-05,0.0008082066297991667,6.702327845352133e-05,0.00013075022347904655,9.465126772529182e-05,0.0008091566884623661,0.00013767286175535816,6.281075649208348e-05,7.395753934869322e-06,3.370545972465052e-05,5.1712313902449934e-05,7.898954040916166e-06,9.957206829107402e-06,8.850545046480881e-05,1.2180835329721328e-05,6.292222098926671e-05,0.0003180887410215712,7.514928338895415e-06,5.741081668650647e-05,0.0001000274359942877,0.00023970774833746613,5.014766285818391e-05,8.156817151244004e-05,7.829506795186287e-05,7.112675837348348e-06,6.927561221524963e-06,6.800146285098261e-05,9.382077504129761e-05,8.902919916049193e-06,8.875206073158345e-06,3.323016375576972e-05,3.816515214907516e-05,1.3830068486408098e-05,0.00012797385916089315,0.00013759312880905726,8.965962667385669e-05,0.0005620085235437018,5.074233402245951e-05,1.0505998974242929e-05,2.4303780073499432e-05,0.00015977226748108543,6.475154384617724e-06,2.6955083069331973e-05,0.0005483231258300595,0.0004728983903961064,3.5545981303610045e-05,0.0003253099716865341,6.528740357284879e-05,3.2130075350874824e-05,3.1894187736358174e-05,6.277723934763507e-05,7.583167140617997e-05,0.00011284356311818854,1.7988634174590938e-05,0.00035522035606827887,8.024071065981994e-06,0.0002521639810134887,5.945327232687967e-05,3.583137420411164e-05,6.642779666981538e-05,0.00019108136089683884,1.0187326929005385e-05,3.6803095051675284e-05,6.747681805960242e-05,7.0386921479639045e-06,4.724548894918196e-05,3.4287959046940075e-05,2.427935910244853e-05,6.149721528685624e-05,6.063621786332285e-06,7.206643653473521e-05,1.1912989526983826e-05,6.869793190850566e-05,0.0004506618751426805,6.0021342368207e-05,0.00017085884843565392,0.002877723608546033,0.0005887572859295487,0.0005577971728971323,3.067808108920931e-05,6.356212507359151e-05,1.6190822186258904e-05,0.0005010581871661066,9.77259032099638e-05,0.000345097288246242,0.00027037933118222277,3.3103637681723545e-05,0.0002159310162811094,8.17633330597291e-06,0.0001786633710435622,0.0008897546769735168,1.2193487055469391e-05,0.0006055671437552848,2.835738911063748e-05,0.0005324424241627227,3.084862724388672e-05,0.0005640981471580712,5.282964889337878e-05,2.8076228862569684e-05,3.798254082252978e-05,5.5898724117115674e-05,0.000298883922027567,0.00010910610163476946,7.7936564871084e-05,0.00016077787117480034,3.5725987629221837e-06,6.035131751301381e-05,6.239173831045164e-05,0.00017000590207125342,0.0001332689529230782,0.0001993239148837196,1.2454816287061385e-05,2.7292441784269014e-05,7.69397108202865e-06,0.00010885270635002085,2.9425888481109137e-05,0.00030964819512745373,0.0006838308184017288,9.427863516437962e-05,1.057230968337128e-05,0.00033190153703051116,0.00023927220391138952,2.995752312746238e-05,5.822645195276795e-05,0.00010196786722023945,0.00031897727824197993,5.765475853324678e-06,6.275873048827542e-05,4.586918153982004e-05,0.0007442676657093512,2.852350777004798e-05,0.0006126526384548923,1.1382885298176e-05,5.413914444238929e-06,1.9596295888769924e-05,4.51767383744427e-05,0.0003321796917504932,0.003860659860257755,5.975729141550717e-05,9.485037401176494e-06,3.175271194206193e-05,9.84607801437481e-06,0.0011697577005928728,9.308950946239878e-05,6.794177692273615e-05,0.00014974187227068418,0.0007591668312864927,0.00034351839595833563,0.002564185982190983,0.0008284502805801734,0.0010406619036313614,7.24433816330515e-05,0.00016600587156218846,0.0002871944084140505,5.9150034970399665e-05,5.836900668759542e-05,0.000113310084905195,0.000586839906068616,1.7504097010420287e-05,0.00042643575305162075,1.2934865172936052e-05,1.2992258664093413e-05,0.0004866924257581558,1.4794242050150406e-05,0.0001089337156219096,8.100520234462524e-05,0.00024436570346201143,0.00028234684581854655,3.497646383345845e-05,0.0003772664097253702,0.00018396681401299574,0.0004856911236535003,1.3131587464538179e-05,3.915169254209376e-05,0.0004757840737162335,0.00015715237320947106,0.0005660896279836955,7.138914632055644e-05,9.577397759462327e-06,0.0018337972552209879,1.3351269141389974e-05,5.818158255961365e-05,5.35752021833572e-06,9.07496362671643e-06,8.233859870011033e-05,0.0005452532278981016,9.943132138316257e-05,0.0003444083942384437,0.0003773062068875304,0.00017718392890056525
AG,0.00011797887095571506,3.4705354754036294e-05,0.0,0.00010714450314841607,2.0754408139751943e-05,4.9526290822324454e-05,0.00034584243750370694,0.00011864048568657195,5.923686619872599e-05,0.0007753068886659061,3.690329467302265e-05,1.4647014652548091e-05,0.013408520601814414,3.501038703864199e-05,6.401379194525532e-05,4.1401492688151194e-05,0.0001655856003488216,7.598065674261157e-05,2.1414536158798113e-05,2.2264564338895306e-05,0.01706833957306268,0.0015835686075806757,5.385332885457299e-05,0.0005173247243157816,0.0005195783611177345,0.0004225054679247552,0.0010462845282010714,3.287756546815434e-05,2.2242288116625706e-05,0.0007732919351683844,0.0006322134721625,2.2145275808663213e-05,2.3751752385743792e-05,2.0065156228421183e-05,0.00029327422294644635,6.054831214277104e-05,4.670274265669878e-06,0.0004238229372860407,2.0518705737984507e-05,3.4691592183441204e-05,0.000666335863534626,0.0006721441833917281,0.0007562218213012095,0.0005858433094065692,0.0011744966338207057,0.0002131985816439565,0.00012543556684704803,0.00012383551522578175,2.8134044068912282e-05,0.0001361641730707265,0.05377960455219645,0.0010903444688261745,5.2935045444718213e-05,0.000733679444895042,9.558483273744069e-05,0.00010855038871350212,2.0145558881660627e-05,0.00028606610928172253,6.216596957581152e-05,0.00017297612960963596,3.157186410679887e-05,0.00010745536371390007,0.00021699288892029184,2.9214653777468836e-05,0.0005237439657146043,0.05689090059613233,3.665513365001486e-05,0.00010761655650310669,0.00023567310120946303,0.0016634511568172387,0.0001092800719997072,0.0002689331043319234,4.344606867976287e-05,0.0017774112094034527,2.0642152939859097e-05,0.00027146963027377196,0.0005986295081718237,3.594861929784301e-05,6.974518126011226e-05,0.005727177910455436,3.515675889020053e-05,0.0008178361463986488,0.0001132451628739423,0.001103489322601259,0.00010678238817900086,2.3633019928222323e-05,0.0003130176911258409,0.0003046777137019809,0.00011442387197223502,3.043142523872697e-05,3.434119534134433e-05,0.000493275443013471,0.0002073516244779895,0.00289541229334113,0.00012428511192430825,0.00011409871311708084,0.00010136060939508593,1.3837306942039903e-05,4.001531774974568e-05,3.349684254455631e-05,0.11267431124539769,9.469180797038818e-05,7.060690002208882e-05,0.0025280907803337314,2.897833801995761e-05,4.3436591611021595e-05,4.248922724478663e-05,0.009655320112174815,5.703215824261801e-05,5.654090211943223e-05,3.291642728116032e-05,6.275064733403015e-05,0.00012942789296505538,2.0385368344953218e-05,0.0001614265873266621,3.92262004016412e-05,7.239524118807982e-05,0.0011204209806986247,5.687984540130723e-05,2.0756702796586876e-05,3.798859724986901e-05,2.6175094905435347e-05,5.886952507485082e-05,1.3261565937860405e-05,3.380332311117039e-05,0.00020570671434396527,4.044278029947705e-05,0.00023405627275623967,0.0002201806807899831,6.490846244835081e-05,3.103458239665258e-05,0.0002360255300658743,4.245791648660046e-05,3.411645280837141e-05,1.777751938556134e-05,8.078237352868797e-06,2.2670029511716735e-05,0.00017370606667990038,0.0012043455301669732,0.00017170973975332588,0.00027687258236717353,2.8981921347676368e-05,2.0752219514084167e-05,4.2601621282665574e-05,0.00042798901226776806,0.00040258065481154915,0.0001005861107339932,2.2871920521018502e-05,5.07679490641271e-05,6.794088594266098e-05,8.930520814733022e-05,0.0022182089154639574,0.00028834338018878436,0.00011632079315841592,0.00016734550585568726,8.919615459275555e-05,7.182447774313967e-05,5.605991445922113e-05,4.579042532225124e-05,2.1958711368237007e-05,5.3812133542164556e-05,4.277971189565619e-05,2.5303461661628388e-05,0.000174611999810149,5.905383675966575e-05,0.0002017426902345958,8.51121164355833e-05,8.47589397339572e-05,0.00013800229947003544,3.293627116581507e-05,0.0012911579034791043,3.4555080292606043e-05,0.00046576844623084283,0.016336698470819592,1.8552725535369517e-05,0.0013621700695485366,1.6641307228732627e-05,0.0001604799395519838,5.882971046330467e-05,9.9712672250848e-06,6.414387783381807e-05,2.948989403016195e-05,5.0684604716880206e-05,9.228620021016075e-05,0.02623687950141107,3.1757658621807064e-05,3.0978523997884864e-05,1.743490132571666e-05,3.188932808752796e-05,0.0017821312306268737,0.00023076354888337588,4.5220046973230214e-05,0.016589068777936877,0.0002571532305762401,0.004931402787020496,0.004137908005657397,2.8137057651940532e-05,3.27558883191935e-05,6.25110544635538e-05,0.0001659822342564816,3.688836805833449e-05,3.3807471790881e-05
AL,0.0007171094611565194,0.00028142004616780634,0.0003538044396241332,0.0,0.0009869983200041412,0.0003808050252515154,0.00016639536192597393,0.002908287909135562,0.00016372318634121655,5.264296789523115e-05,0.0007619504144346778,0.015525838904451538,0.0005049749524357426,0.00025220347233159484,0.0036899299392878487,0.0003198883804694704,0.005168938301285563,0.00047783646895960323,0.00017293648480179517,0.00018780656813311233,4.260804108717208e-05,0.0002810510696540887,9.141349076391758e-05,0.00015619650641638777,7.979881918038986e-05,0.0003843447778177752,8.00493185838953e-05,7.803621324254299e-05,0.0003176133955692491,1.9505982914595758e-05,0.00016901876978712134,0.0002609827017772457,0.00012961070666919414,0.00012026887421170893,0.0023063008668191866,0.00019146022540749233,7.803212378828489e-06,8.226668091116393e-05,0.00030085655120574756,0.00019619990828094097,0.00011540628981702743,0.00010244307337793386,0.00020859373378350032,0.0003578572562251799,0.00011909540390569171,0.0018781810904191438,0.0012414798474024657,0.0027564136691252514,0.0002872962016248503,0.0008085616658111504,0.00010431697336578531,0.00026399593720671273,0.0003420317326523044,9.730720178774086e-05,0.0015239798176662806,0.0010147420709124748,0.00031759970333004823,0.0018762529056996296,0.00040633990753309476,0.0007646031398751086,2.374597793973838e-05,0.00035463443005521474,0.001049682494939335,0.0001704175812034236,0.001890267050249393,0.00014286801543644104,0.0015046492848174722,0.00012205601951412298,0.00030465723614653365,0.0007259682335750217,0.00025718222014478245,0.0004077752341524545,0.00017505688114630253,0.00012490417542559138,7.996965531466465e-05,0.004784826693818202,3.925339724211024e-05,2.8499764761015375e-05,0.0002653286556542022,0.00011758031172493281,0.00012962210597821272,3.664645140179765e-05,0.0024226007926081037,6.336456800590435e-05,0.004978790923111332,0.000178521215843234,0.0013433020380777408,0.0015593156134217588,0.0003484959050141323,0.0006340474769246457,0.0007498140083901261,0.0012895264015638924,0.01053244603546461,0.00012083203321104647,0.0010019891332344877,0.00016948150759643442,0.00028942994702080223,0.000351670741356961,7.136025781629604e-05,9.601398266223425e-05,8.370343869668664e-05,0.00027644982974928947,0.0003870125923805805,5.395227402021212e-05,0.0004683229533088778,6.941776145130117e-05,0.0005449879454862874,0.00041000008902498274,0.00024391897884946072,0.0002243749060216913,0.0044068635473608255,0.0015310341638450791,0.0020092299107379403,0.0004767066310530965,0.0015906923199580667,0.008901481424542026,0.007993105599795866,4.686511343021407e-05,0.00013682499216121532,0.017413393211365903,0.00040133363945356706,6.412007486120887e-05,0.0005487270652151852,3.572048540764221e-05,4.874573444547812e-05,0.00010799671834611949,0.00031461476218326524,0.002437131861826815,0.0006400736141890568,0.0005804392742360075,8.466841902699135e-05,8.311135075072065e-05,0.00015032492648657728,7.869050872428802e-05,0.0005951467432356213,2.2391603867104087e-05,0.00017980406216391975,0.0003839318508694879,3.9963707651722204e-05,0.0010861397679827552,0.0005370417069330965,0.00019553626090842337,3.362138961138865e-05,0.000385338859020006,6.737465952228797e-05,8.306770690915478e-05,4.701471049843794e-05,5.6876033550285755e-05,0.00016323559442973733,0.0004644002049241378,0.004381338774097478,4.50392459183831e-05,0.0013438800857852858,0.0001228407070319911,0.000451363647078111,0.0001930796359232014,0.0058933751461448846,0.007937994549697423,0.0006211659839175364,0.00029714170260015623,0.00033082461919343433,0.0004848419497833346,0.00019624560509889374,0.0008703710312112915,0.0003029264294173627,0.001712728948146919,0.004328620806806964,0.00021904226008903407,0.0005736440219202304,0.0002110495204482749,0.00013813110193100403,0.00017742703580104582,5.0563544948534964e-05,6.762876300536616e-05,0.0002345910270853581,5.520127952298798e-05,0.0001782190452568859,0.00014617712495901874,0.0002748467613514875,0.00017875719051159525,6.757395604322908e-05,0.0011299634502359337,0.0005319441018206358,0.0027955208224301584,9.776719909596358e-05,8.624113127684355e-05,0.00014709481103037983,0.001105247258362109,0.0002411813838848883,0.0002642220436190904,0.00018050470246375918,0.000329116290282513,0.00014298203978557628,0.00017504557526334824,6.813179566775907e-05,3.8197033665460583e-05,0.00012973473927291136,0.00014044022658997958,0.0001290475939264015,0.00037169656407877027,0.00013325779011114842,0.00010319489353517853
AM,0.0014192518627204093,0.0006659352860582844,3.01470344444967e-05,0.0004341674638314611,0.0,0.00041123183154169305,4.8417794195437375e-05,0.00020920193749221613,0.0002724242267143496,1.6541508247596617e-05,0.002039432805658087,0.0009492117167833563,5.8813047467567475e-05,0.0008128906649445186,0.0005307146273723579,0.00018396042205950786,0.0004524153495311742,0.000455877701498372,0.0001470120548647927,0.0001822999559189793,4.394036173609173e-05,2.9575498127105652e-05,3.559023758394823e-05,2.3309669817432446e-05,2.0501232964983512e-05,0.0001515268145718787,1.3666845120991254e-05,7.555815066172527e-05,0.0034354373018710854,1.245801172904297e-05,0.00012868540242730837,0.00017419718815753647,0.00013892407892191188,0.00017679687877178313,0.00024632783039781324,0.00020487890375279157,5.3996061318853614e-06,1.9111507687802914e-05,0.00024576362586441745,0.0004284851113133449,2.528947142243087e-05,3.112008128937017e-05,0.0001923643837185291,0.00012142134844292744,3.938265069181337e-05,0.0010340040610958697,0.0005768978467325565,0.0004390447102137041,0.0005278720287222272,0.00020180815621094567,2.7088701715900202e-05,0.00017533072376966683,0.00032791140567483526,1.059832871229631e-05,0.000621346634676841,0.0012898711044981386,0.00027512429890111845,0.00018747212704379155,0.00033392056906628506,0.00024283070237115148,2.7340609876151113e-05,8.75233352523487e-05,0.0002579029916845625,0.00020217067593558447,0.0002198663957890079,2.2798929743593798e-05,0.006367389892988685,5.942045560751122e-05,0.00031233965845407926,3.413700135627974e-05,9.793123000940561e-05,0.00011559045812482852,0.00020923494952313767,8.450128846195965e-05,7.141646368162216e-05,0.0014337046248591677,1.4134166661767478e-05,5.7528366742782134e-05,6.0571866847373464e-05,2.9846804298853913e-05,0.0001125920597635388,1.1365225979910657e-05,0.000454170214797661,2.1304777496130928e-05,0.0004597967452181866,0.0002464889740835722,0.0001129701551379989,0.0005998838310415874,0.000905419252958296,0.0021982190964391327,0.0029057703051916664,0.00013618661224361307,0.00026267759776436866,2.7515619489190072e-05,0.0006833595144457681,0.0001304620138146512,0.00043899066772689206,0.004581995174456239,4.759008590072097e-05,0.0002953006215337393,1.1560402421697737e-05,0.00033463791802498626,0.00044025202774505904,1.7537401791329057e-05,0.003399468797264381,5.112636742707814e-05,0.0021939780928173745,2.801201685326845e-05,0.0006837864490662831,0.00016490557122347216,0.00023051797782122827,0.00015721398543041876,0.0003275712219078028,0.00017526880533720932,0.00016274743801851494,0.001057544797095436,0.0008986038096176752,2.680132071698431e-05,0.0003540482979304756,0.0007942499980085424,0.00022360214952994026,6.949440856947576e-05,0.0008349345103098755,3.0819229595581876e-05,6.147609085647594e-05,7.235045252368023e-05,0.00018326630053281697,0.00019396088381165355,0.0006602757932124836,0.0010888645638989683,0.0001128282734191991,4.3845866708190566e-05,0.0001916862807641103,0.00038836059599530826,0.00023433669477908556,6.336855841754988e-05,0.00017206202547797832,0.0004370364621247372,2.545914315326172e-05,0.00018768590512397692,0.00017636937073382594,0.0007583898740368839,2.1957489478830606e-05,0.0005115346504340639,3.3389668275102175e-05,2.93773994209368e-05,2.809173991767631e-05,4.4714884862182474e-05,0.0003227335717987839,0.001010607389785894,0.0004070569584526923,1.4444242081903256e-05,0.00010975141647732688,2.0190038519788692e-05,0.001454317467885796,0.00026744236424567687,0.00029962169771774835,0.0010387040948024832,0.02002578856937908,0.00036842195860773964,0.00042919167642620486,0.001272748315419258,0.000490422705782029,0.00024964507363428975,0.00013992777691795174,0.0007679029167534196,0.00045688066259809933,0.0001534807970983282,0.0002404742314675156,0.00044439100733740134,3.013638720636135e-05,0.00029104102937016577,1.998191174867483e-05,6.243355539641556e-05,0.0025183495181448972,1.9696372082276176e-05,0.00015058678524372098,0.00011922514659929555,0.0003442800053086974,0.005619810025079928,2.275125292036086e-05,0.0035280410627652557,0.00025349456173721577,0.0016508106271025758,1.8205036394392446e-05,8.720368640881784e-05,0.0006608623782871216,0.0038777706286162866,0.0006045986722938913,0.00012774195111251433,2.037237418372304e-05,0.003993754631508461,2.3484370591043717e-05,6.136449987359632e-05,1.08364321988179e-05,1.3814985302745858e-05,0.0001555141853100607,0.00019973640384190843,0.00022052588272115546,0.00040770768878888855,0.00037120973250112584,0.00018198690070240798
AO,0.001011625326192066,0.0005011490963467754,5.3554027927573946e-05,0.0001246997621436676,0.0003061320621836933,0.0,0.000464514611608839,0.00029280674224730214,0.00034310234261690574,3.0518612441950136e-05,0.00034355556513051633,0.00016837617687782787,0.00012722649027576744,0.0004306613957236168,0.0012068319300412688,0.0005234427418227248,0.00015100392627547598,0.0003824776416175188,0.0016648674463539334,0.0035560804209214965,9.822028305054166e-05,5.268128129864209e-05,0.00022429694015046613,0.000292585022371135,4.881292505647749e-05,0.0037914999553851727,3.041213346875101e-05,0.0025549467132300937,0.00020429988621917727,2.6530169720569526e-05,0.00016313504122538253,0.011132427642425259,0.0009484370172953392,0.0043393631887281995,0.00036415855512823695,0.0015943128731669978,8.317557554083394e-06,0.00018325322904816406,0.002709194359002182,0.0003813954201841818,9.360047033633959e-05,6.749634364574598e-05,0.00016112576332719282,0.001618543644379343,7.757799822773575e-05,0.00010617325217288719,0.00033376739999593216,0.0005294192161421384,0.001496260896729812,0.0001935382345922202,6.65110412792015e-05,0.00021944776363151837,0.0004409882734508139,4.587460613956623e-05,0.00019418631019328471,0.00040010021078546734,0.00208668014473205,0.00032167792012493607,0.0031670565962410068,0.0002524767733554175,3.916115573088301e-05,9.568502311708845e-05,0.0008387053673560476,0.00516419416247408,0.00032755791057241654,3.797407800727187e-05,0.0002642956108633303,0.0002793503043972885,0.0011267743058988393,5.224868073860353e-05,0.00011742851162130497,0.0011760061012320818,0.0009046217915253458,0.00037302219387858347,0.001908488326623073,0.000208544552438636,2.922174108657146e-05,6.354230095338421e-05,0.002204647956476789,3.973107236776357e-05,0.00033991932642692927,3.5745510825714164e-05,0.00028261029815439194,2.1940430418679813e-05,0.0002444149694325049,0.00024293139494542881,0.000341673465877993,0.0004004350939505797,0.00041445426515058945,0.000442943316298148,0.0006962972114102115,0.00014320307218728157,0.00030014229783061254,3.9192657852738206e-05,0.000388280087057387,0.00022133887113340325,0.0016301089825890374,0.00010351597682144571,0.00011157870177140711,0.0006038175926136738,3.787263056954688e-05,0.0003058195923944501,0.000342942452308968,3.20146775775784e-05,0.00035631745775484,4.6568487117759505e-05,0.0005843466064902754,5.655931656686376e-05,0.0004911147794127789,0.00044222261634076866,0.00010444090408572836,0.0008375872883772129,0.00018559305700144136,0.00016495445622683176,0.0004047129079656472,0.0003398387132598132,0.00016033224155182288,0.0001550140549168765,0.0009703614918788907,7.174749891534672e-05,0.001257205221283486,8.301416857448593e-05,0.00021936894467391164,4.5970858040286285e-05,4.042416406954188e-05,0.0003315856449716526,0.0004248151013817551,0.0001661826985593196,0.0014524203558573647,0.000542124080896173,0.004072617917843245,8.266510808023525e-05,0.00016835184089471214,0.026799250317752436,0.020717840132913782,7.20242134189304e-05,0.0011291253646117686,0.003955083808765068,4.5978500036186833e-05,0.00027532977235397206,0.00014655316801976613,0.0005572761343194866,3.4228974697584415e-05,0.0003302078767083682,0.00012005787163576287,0.00013334613364220622,4.437821911759879e-05,0.00012700313207367298,0.00045487473260287346,0.000591086694536022,0.00021468925568650246,2.319904071683418e-05,0.001537014028900764,0.0002809473493810574,0.0012757497481913035,0.0007528246947539333,0.00024269807615939014,0.00020411437742330922,0.00024626915567886414,0.0024472647590540885,0.0003504278907429979,0.0010123925258729044,0.000643150410352644,0.0002379389100733814,0.00027542879017143526,0.0004945216659599594,0.00010148559901383056,0.0005684036578600606,0.0011126901706212525,0.0015506461511577924,8.326830765312984e-05,0.0015039663594634462,3.139441012345769e-05,0.0001419338971249087,0.0003080780085585517,3.9551152141261206e-05,0.002588837182020901,0.0019099507537510163,0.0003413428914572393,0.00010546758150282785,2.0914258185159843e-05,0.00021885263117408775,0.0003659229997628052,0.00041795135126410045,2.955554109973016e-05,0.00020396008842369119,0.0011418638034852498,0.00011297329127207099,0.0014619913432689046,0.0002138692421895191,0.0004108364465921526,0.00015968129320047625,3.58508487606655e-05,8.038121436190579e-05,1.9253251985679024e-05,2.912941876389238e-05,0.00022730298491688904,0.0005423773644467515,0.0005683121911314778,0.008716285233562247,0.0026392271432567806,0.0036164124537112464
