,AE,AF,AG,AL,AM,AO,AR,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BY,BZ,CA,CD,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ES,ET,FI,FJ,FO,FR,GA,GB,GD,GE,GF,GH,GI,GL,GM,GN,GP,GQ,GR,GT,GU,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LK,LR,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MK,ML,MM,MN,MO,MP,MQ,MR,MT,MU,MV,MW,MX,MY,MZ,NC,NE,NG,NI,NL,NO,NP,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PR,PT,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SI,SK,SN,SO,SR,SS,ST,SV,SX,SY,TC,TD,TG,TH,TJ,TL,TM,TN,TR,TT,TW,TZ,UA,UG,US,UY,VC,VE,VG,VI,VN,VU,WS,YT,ZA,ZM,ZW
AE,0.0,0.11092388762119022,0.0014004416580816535,0.0059050255726963855,0.026800132958280584,0.006491771703074218,0.0031789432351284137,0.008409441781057,0.06288680303942218,0.00388967860689378,0.06411494093281568,0.02153179734324481,0.0016255479903430126,0.1077101587420116,0.007821772852450616,0.010952773113621453,0.005922567826673579,0.16652135706187654,0.011088681482751793,0.001027111766974453,0.00329519889558795,0.030574555300485726,0.0007969808009726345,0.003186864622135499,0.0113478076341297,0.0013553446214178465,0.026761153700487664,0.020592522511671475,0.00028330493669586053,0.018035584007726597,0.01216853487203711,0.006412630948895438,0.011420802997135526,0.013587914168407987,0.0022536632202323475,0.01314958625742852,0.016134331575782153,0.0026670770374919326,0.0032254640840531134,0.00394143874098471,0.0026801962087189195,0.004657329145121561,0.012342963452852936,0.008601184106618637,0.008992158695136513,0.03255386446013236,0.006390539176302202,0.0005935586036065739,0.006503023794883327,0.014387010353430865,0.003712913971784149,0.004307172582613347,0.06494763121050544,0.0073855534371987264,0.031517154422117305,0.01151855315419186,0.0016919935598711992,0.006974009809343699,0.010239543070515765,0.013325524222917929,0.00969146337832875,0.0006559133746335727,0.015114289206095156,0.004750885429103473,0.02481645169038089,0.018949551963985057,0.004899508006072473,0.003651506077410212,0.012403348345567267,0.0035093828568511566,0.02297340338040513,0.008654291507811843,0.0013251827724287965,0.015145295390682724,0.0023259660883910506,0.020399420265255517,0.0006551915359373767,0.009268630339973766,0.00370066751899409,0.005344796334675327,0.04247194492175439,0.006765830930257674,0.011551753060801475,0.17554425919647718,0.1140191211577772,0.10669711110330167,0.00878421009805862,0.010129122302849012,0.003096943732957876,0.07214841202391073,0.014158502983814731,0.0574238132529817,0.04893983909496288,0.0035391098304181517,0.013485024680941739,0.000563499171004699,0.0008995573847816429,0.008605042460875085,0.15274737279263073,0.0023027144999238905,0.07539031486836534,0.012170377844195801,0.06672871446516833,0.0011523903483921356,0.09027286005334695,0.006604067062434926,0.0036292084800080863,0.0026707452802075663,0.0044477607111872465,0.033551921988653095,0.01109516872715988,0.0016556537005264285,0.004774666545622669,0.009709910005804102,0.0012569152241633174,0.011193983668518526,0.004522328098166284,0.010090802920393886,0.016905741898990762,0.00452303135062017,0.006442985073267337,0.009816417108249117,0.0044111744946848976,0.00930497362940638,0.00599014953590909,0.08282088782041852,0.138732399372648,0.012857204396297905,0.002494727798599579,0.050643462734859694,0.008740984431899905,0.008421309643813457,0.030858504909074883,0.03532240949000156,0.0024373044814680537,0.010894325622579715,0.00516186128358766,0.10126448295877054,0.012568117505506496,0.13687212194621706,0.002517971265637753,0.0033220519806078986,0.003133682961756943,0.018415334440047237,0.03889719608315229,0.15030812385972211,0.004132257863634333,0.001783780229116423,0.007807147605371545,0.06819098228576485,0.011235189992072772,0.004946186636842514,0.010460514755986399,0.015910341671447885,0.028127287293424372,0.13742922816769598,0.006751466100647234,0.020795835357016342,0.11883446683173708,0.00901962361674651,0.014641712453909585,0.011986734785908889,0.003597002650105212,0.014483420439817256,0.041424398623558505,0.00644970686886616,0.058158595551905064,0.0054927400741023,0.00226954532351801,0.0029555203630764666,0.3231793831464432,0.0011330356028425822,0.01577473750293046,0.01279981424245193,0.02673465526407861,0.015439867398249516,0.0026118949066631166,0.03906444154999529,0.009014378656452412,0.027619034273236448,0.0023849449576101396,0.01480215569570288,0.026414155860775473,0.005419120181822344,0.06659770648657544,0.01269960279688611,0.001374040927723196,0.0007505340037580771,0.0014978407738477446,0.0009372642908072013,0.00043348147523087336,0.026435841767161756,0.0021360705780476674,0.004361290598864145,0.01013895114089028,0.019045790170045002,0.021568656113610533,0.01631083503190872
AF,0.004683231005906175,0.0,2.3084326622518496e-05,0.0002505338295773972,0.0012991014974497413,9.816206343612379e-05,5.814833217687999e-05,0.00029822663303632693,0.0011506816372677988,6.64324155046021e-05,0.003644695185394052,0.0023456178257233117,2.218773332736089e-05,0.0022603616084086978,0.00018304452829086474,0.00026291730581204007,0.00013689379021715632,0.0022545527500269728,0.00030570927461333157,2.1364585562533707e-05,6.439487855310838e-05,0.0002399699660254529,2.11467276898739e-05,8.661741623018092e-05,9.628201596923441e-05,2.366824635055022e-05,0.0016964049089324747,0.0006115137167793837,7.799777046882247e-06,0.00038072444922324203,0.00019449081995449966,0.00012157595092295607,0.00033054868707326385,0.00033626966011474486,3.535267036740854e-05,0.00015775668364424538,0.0006829317535877465,4.214108124022595e-05,5.1903578019414655e-05,8.332385188688927e-05,0.00011350680258944851,0.00010697297874632179,0.0005219370624030439,0.00020857764353146848,0.0002786526074375332,0.0013281301594847016,0.00025116103447671024,9.79713876155977e-06,0.00010513501045755884,0.00038753911923278744,5.8126847287115115e-05,5.4332829670266396e-05,0.0020825004978548443,0.00011565077642625934,0.0012245247775716187,0.00017688203029531048,5.683624875933539e-05,0.00016568827839545707,0.00022371899711571893,0.00023425287196481728,0.0002431428362134671,1.2120774451842128e-05,0.0006479176049009759,8.454351005883513e-05,0.00048326410067421415,0.0003271812754771842,0.00014072215642003589,0.0001269345282330537,0.00047940470929992875,6.611150963998015e-05,0.0003128325247311461,0.00010746030655435996,3.8802754872697146e-05,0.0001564244321082957,3.54062311760171e-05,0.000397701674240741,1.2766025573286138e-05,0.00015441655581343707,6.775782349248617e-05,5.752378912080374e-05,0.0005339758145792484,0.00020456128010563692,0.0002455030113604182,0.010914301087657102,0.002983784219103582,0.01698656074349479,0.00010739475517456249,0.00015019228437597427,5.4163230903817574e-05,0.0024022629074616168,0.0002707566308248729,0.0012241929654079442,0.0026253673365738846,5.17466786569641e-05,0.00010527365212823697,7.526877420759914e-06,3.894960566912865e-05,0.0001624985814384663,0.002787984809533997,5.228604343509136e-05,0.008993778050665296,0.00010286210700946729,0.0023652263041222046,2.157520865091537e-05,0.0015219014233205203,0.0001570615763012321,4.060067088140355e-05,0.0001382488165826036,5.1186282450132375e-05,0.0020003651672105133,0.00019930942444606635,3.373387891648562e-05,0.000358875337787176,0.00025834383807989375,3.0090567913907566e-05,0.0002103527103951465,0.00021131732842244076,0.0001928058475719159,8.877485882678947e-05,0.00014774970187366455,9.022425538426919e-05,9.661245271533515e-05,8.430181829835066e-05,0.00045400298728094255,6.831501581991914e-05,0.0016698263501392524,0.003115901030577265,0.00019821282183176385,3.364957158525251e-05,0.000631459435860645,0.00021893918026489904,0.00020584159652590754,0.0009881142497529915,0.0006984673467527641,4.9840494991451294e-05,0.00024901488943379537,7.181021967835091e-05,0.0016272708232714839,0.0002107844028553875,0.0017918696261156144,4.640118614163458e-05,5.903974436504005e-05,3.79688231645001e-05,0.0002408042134528124,0.0009114397050368983,0.00587636539809032,7.134693357823583e-05,3.394745656908207e-05,7.73491496061783e-05,0.0009073294621759724,0.0002066034470232595,0.00011588624286985842,0.0003825542530330739,0.0010196192259030543,0.000996914772425873,0.005999741530041503,0.00029220674555322364,0.00030417612654411,0.0029447910809763268,0.00012733929717768496,0.0007889751510538083,0.0004069419983774274,5.249904765267849e-05,0.00036910652517601277,0.001958606441002923,0.00014290589923554516,0.0014492456024920994,5.042108628227079e-05,5.081709051138276e-05,5.7146118955439755e-05,0.004045137403571949,1.9026829684072815e-05,0.0004231780184527531,0.00018382675704631322,0.0002278372381894441,0.0040800633410635135,2.709543907929316e-05,0.0024141410946498555,0.0004055108112243912,0.004128987822540498,3.5085691309583106e-05,0.00027400847096386183,0.00022335047837959061,0.00032089924381736325,0.0008120386164800946,0.0002280060786957266,9.148657712353913e-05,1.4526246306669182e-05,2.4719260546998003e-05,1.0096518202832937e-05,1.1363536819799075e-05,0.0006388690384820389,0.00014453337414054723,8.61909443503189e-05,0.00022098389045676053,0.0006030526617287849,0.0002927352011512409,0.0002650267689150427
AG,2.5776271862931996e-05,1.0063563585144936e-05,0.0,1.3688233069119527e-05,7.710582501390204e-06,5.5932649116395535e-05,0.0002511770669785349,1.0594202021794198e-05,1.5127718421160374e-05,0.0031902201005530703,1.0386338991152442e-05,5.229317227674766e-06,0.007344148473842043,7.271161738001542e-06,1.8245234373024273e-05,4.131123790849083e-05,1.7335750541207826e-05,1.2783616317806509e-05,4.7300033532192076e-05,0.05818557396288549,0.00031827947619350236,1.2303208123762484e-05,0.0003593079999587485,0.001850149139786762,0.00016842024424802425,0.0007379895941000526,2.5281936089696747e-06,4.019990745592164e-05,2.1401918528234013e-05,0.00023076445301869393,2.8155680760002125e-05,5.197461765919316e-05,2.2684393381592405e-05,9.975634651669152e-05,0.0007720825881338347,4.690179869785307e-05,1.787907189792758e-05,0.000391216128997173,0.00021932006275217393,0.0017815622800049535,3.185736258985319e-05,0.0044814283454493505,1.2030506021106092e-05,1.8859082605758127e-05,1.5510294724538522e-05,3.6234372795646836e-05,1.2798027082295863e-05,0.12889625731362078,0.0019663231159598917,0.00014298968143614207,0.0007568514791893963,1.7780357905347536e-05,1.5803476779652977e-05,3.899123487334514e-05,2.767286740842369e-05,2.8706657434833206e-05,1.7494651256651622e-06,4.020675024974933e-06,0.0002155665993242657,3.1264083768033896e-05,4.376440048459139e-05,0.022039958307284068,6.090379041989504e-06,0.0007565260054803416,1.758377943234905e-05,8.048693926296229e-05,3.5149547042109106e-06,2.6541499236475225e-05,5.14797955095286e-05,0.003980627083917022,3.906056047090316e-05,2.8623748217532697e-05,2.9603208510512856e-05,3.446728902629654e-05,0.01348802095978964,1.4981065276511624e-05,0.00039734703081048604,2.662200611511175e-05,0.0017256333328672217,1.810191824580242e-05,1.4832193770208427e-05,3.113552762676452e-05,5.836046281523743e-05,1.5125206099236132e-05,1.078658547424156e-05,1.811559802767388e-05,2.0363268596854913e-05,2.962909692896783e-05,0.0021369939295218135,1.4989410589584215e-05,2.7715668623027795e-05,1.1139644856433396e-05,2.95186560082632e-06,5.510972600907506e-06,4.276561684721842e-05,0.22936218789893917,9.564507781330429e-07,1.7831790033314125e-05,1.9787315013520513e-05,0.0032809903236816424,2.1419974658773512e-05,2.6384204690038655e-05,3.0800594817947186e-05,0.046483137427178585,2.2097324758401095e-05,2.142173461439842e-05,1.190913857920359e-05,1.0043495750665832e-05,2.143255762895672e-05,4.331660960019238e-05,9.852833986121663e-05,1.8727233491145982e-05,1.2193262557798252e-05,1.853696316208977e-05,0.003050634104253195,0.00014121728102261562,4.814085218663133e-06,8.574451526009604e-05,9.394351161791325e-06,1.1117809755991356e-05,6.478929189408061e-06,7.856986310856058e-06,0.00282415793866109,5.6156386146522305e-05,2.2548550581811877e-05,6.736356119392869e-05,1.2964124778257666e-05,3.8630893776173e-06,0.00021247636246652827,9.564625040248805e-06,1.7226867440991162e-05,4.523008117315125e-06,4.43830453593834e-05,2.0901924138584846e-05,0.0009660215999814333,6.890147174799571e-05,1.3723171746597542e-05,6.8506112493807605e-06,1.6731375017826705e-05,1.5274084377667867e-05,0.00019651537845411125,0.00016747767712226166,0.00016543037799033897,6.489915818657838e-06,3.0606101355141224e-05,1.2035121998145993e-05,1.6451776804091062e-05,0.0033390380937348718,6.543786516514796e-05,1.71054157788009e-05,0.00045037848431054775,1.4219412901579492e-05,2.3899404058908104e-05,1.173060464394338e-05,1.1354854198891459e-05,8.476571991611456e-06,1.9536054727878154e-06,1.725543683575401e-05,9.953767016021743e-06,1.7118358537561647e-05,2.725724770307042e-05,4.532979346908695e-05,3.5719733430043146e-06,9.49182925889042e-05,8.039374705420892e-06,0.005641122164746661,1.1000801353455222e-05,3.840761614188819e-05,0.0001775614378927763,0.06851524156757413,4.239385692506609e-06,0.0032117042504813107,6.134404207243401e-05,3.1221678922401254e-05,1.752358871041896e-05,4.316351133646922e-06,1.5480696517954761e-06,7.021146460414947e-06,0.00017665017570623866,2.6172062662181494e-05,0.03598685635377204,1.796204442156327e-05,1.4068290149745206e-05,4.743889571191097e-06,1.0223086116315981e-05,0.0017137960963703124,8.41687123348758e-05,0.03564628885523486,0.0005096608886809455,0.029087224076901314,0.007578275827444036,1.9529560541292462e-05,1.105382354279664e-06,2.4726906473056062e-06,0.00013764411273359568,1.9034555039587297e-05,4.7965717570258064e-06,4.579914623505269e-06
AL,0.0006436391343235544,0.0006467948273267075,8.106118868995556e-05,0.0,0.0016895029060157317,0.0005325124410088407,0.00025036814816368184,0.0034026191433616433,0.0001444396031852048,0.00010220114009450774,0.0009125242065093208,0.007175131221662892,0.00011965880405783449,0.00018548750071351052,0.0049842326886779175,0.0002799799195251823,0.005380769330084486,0.00034096408470341786,0.0005369823875165087,0.00022339538049681495,0.0004848062992235277,0.00011730274004347093,7.499438431624453e-05,0.0001513462422380706,0.00041599288574392407,4.42843018704733e-05,3.016809411957796e-05,0.003680576873126411,9.029479648776473e-06,0.0005835392620601753,0.0008359583104264347,0.0003195265484050495,0.001919588298388119,0.0004988759915435725,0.00010493192923818967,0.0006185743600828648,0.00015504343099014857,0.00010303390525629222,0.00016842466579338245,0.00047112846844683885,0.0002917291254006985,0.00016972499786418072,0.003295256852478229,0.004039916071369316,0.0029532119454010615,0.0004865172170987325,0.0012958863753386558,7.855543346627086e-05,0.00015992108716310515,0.0010471992347373656,0.00011963332335376188,0.0016620956053439728,0.0013929426143807627,0.002303959466501382,0.0012133477668246524,0.0008328430008365105,7.237932795005888e-06,0.0006191101398272944,0.001626864594861347,0.00029310233982534587,0.002747916422286247,3.5698239936368784e-05,0.004577647969370202,0.0007844856718690726,0.00021189033586322398,0.0011269629427047918,0.0003816834688007957,0.0014779791928797722,0.0002033363011301006,0.0006726379087495809,0.0003069258675358643,0.004813726044184689,7.539735821359003e-05,6.466505505014293e-05,6.81181617866511e-05,0.00019192046449239018,1.8540015392348243e-05,0.002369311201878722,9.409137696682398e-05,0.007278085489526843,0.00016978130852181628,0.0018590845336322439,0.0033969341101127547,0.0001762098904330752,0.0005619043342370301,0.0007539132640535216,0.0020024731585993787,0.012992397714117438,7.769041578593385e-05,0.0010422500964438685,0.0001554756392159324,0.00011230988942976382,0.00031015849441609123,1.9464201294835484e-05,0.00019669734728699058,3.1866689854025524e-05,1.1794495849565698e-05,8.59053334069102e-05,0.00034575665606935923,0.00010346746807373662,0.0013480913245215143,6.248297041414668e-05,0.001070367026599532,6.880099293525194e-05,0.0005459735433461813,0.0010388833945455677,0.002715115269883474,0.0025812609102486934,0.002704399762541159,0.0014991881791446605,0.0029400352571499065,0.0001923186696793597,0.006658602616273271,0.006872659572487403,0.000410319277812651,0.00031386558124743205,0.008171789983904866,0.00036136980836961696,4.388977723584406e-05,0.0001598976211747361,5.5456128525389386e-05,5.5029874823794024e-05,0.0008966716987014662,0.0005962004641297446,0.0026504757818766487,0.0004267353612235782,0.00020540267916129804,6.26890517342621e-05,5.8569957752252684e-05,0.0001422261674786145,0.00030784747530417567,3.214208747516429e-05,0.0006060649610738312,0.00029521668331863263,0.0002814872185628069,0.00271912085037967,0.0009631517882316598,0.00013422228550467847,5.191415795527347e-05,0.0002930150797942813,0.00010423480787691877,0.00010626954117277674,6.879729726928242e-05,8.732715727044427e-05,0.00015494958998062749,0.00036678461301978927,0.004905297001313737,5.606465906628944e-05,0.0020876227966315094,0.001130405282826301,0.0008114714026649959,0.007714228450265328,0.005022965425507289,0.0005616587509883736,0.0005686713710253172,0.00017599779776187688,2.5774664697716157e-05,0.0003611405516195131,0.00029186630723525314,0.00200124943261503,0.00017714208828394055,0.004810557235371063,0.0031520910900221266,0.0006379632588561716,0.00026664095543819043,0.0002659719657734488,0.0002496943536029486,0.0007033004602974973,9.905097048462998e-05,0.00019961229375939875,0.00013553183203808336,4.3487541348840645e-05,0.00037124075370184486,0.0003390881937469923,0.00010888545612393719,0.0002703948565743824,2.477888028764816e-05,0.001483171397107202,0.001365330778266525,0.005275835011480166,4.7168196702133815e-05,7.370972066194103e-05,0.00019905996499817335,0.003952723391842897,0.00012702221897529804,0.00034785887601982503,0.0006592462018468512,3.813080160037095e-05,6.389007334810728e-05,3.694181152859869e-05,2.7131431004722514e-05,0.0001435463190856507,1.296633401212928e-05,1.2380698845085342e-05,0.0003908506035112477,0.000197799880336007,0.0002751979082007325,0.000222974916679596
AM,0.0010325467459773136,0.0011854830775042552,1.6140050137993432e-05,0.0005971879796602528,0.0,0.00014349205051971672,5.766495465775128e-05,0.000587055488441989,0.0003283553461824693,8.139564013699556e-05,0.007559715726547425,0.0020334818054986996,2.1507863188675928e-05,0.0008052501753503941,0.00022992236268834908,0.0001436490909601169,0.0009657186525948374,0.0006822527134839726,0.00014381040378173788,3.3631915991182844e-05,6.537822971121557e-05,0.0001316111340896179,1.596012220875437e-05,0.00010916878729860043,0.00017198663733556275,1.5659132292662282e-05,0.0002534581831751581,0.0009720830574092824,4.273532819583356e-06,0.0001421878741035616,9.412847014294735e-05,0.00011881202139439293,0.0002337486596388657,0.00024958373714896074,2.9451419221715603e-05,0.00011915522399881192,0.00042070107293436856,2.7378544796120676e-05,3.392859182231335e-05,7.478873267910988e-05,4.292312658616715e-05,0.00011838082480515981,0.002153155419106768,0.0014797513377497185,0.0003871806680853643,0.0004986843971510139,0.00016248691017815573,1.2429901276818684e-05,9.521628346073078e-05,0.0006205359590025245,5.1839797711393465e-05,0.0006426584523423977,0.0018325627656003932,0.00022485054306919228,0.0003860398430427534,0.00048417384614748244,1.1994667066342997e-05,4.19233780346835e-05,0.00042191837815072327,0.0001506525432031053,0.00030239192187234035,1.0042361630585479e-05,0.013681122292225286,0.00011798369693603731,0.00011410811466276878,4.1145605607677084e-05,3.616171918829162e-05,4.067288872560582e-05,0.00012234148409486,9.374657849758056e-05,0.00017785647094121663,0.000535763689599104,1.0293209270640086e-05,1.95426227937749e-05,2.6304282466411024e-05,7.953926064236367e-05,9.159273369618258e-06,0.0002311316582457275,4.892400166829912e-05,0.0010483157323719992,0.0002786668668132179,0.00021841883225782327,0.0008690046534276347,0.0014507321328458465,0.003064280389684618,0.001292814769634367,8.149519206713713e-05,0.0004586334741269332,3.9653696094936346e-05,0.0031570878317184452,5.381153283270908e-05,0.0006680769168300405,0.003211231421798099,2.6057520909932415e-05,0.00012949841801775293,9.183132833363412e-06,6.366859127968613e-05,7.26086945963814e-05,0.0014073683030909505,2.685891112651749e-05,0.0018996152711597233,3.0948734592721304e-05,0.0011493584357307844,1.706487983418325e-05,0.0013633723294476795,7.572074088819244e-05,0.0010399225008554565,7.838129976439547e-05,0.0006589085797199711,0.0006021737546139462,0.00039619595485876157,4.475711773841606e-05,0.005586375865987749,0.0034407594640668434,4.12747892473705e-05,0.00030474596024853464,0.00043344706837618335,0.00020540503659768785,6.168501284961203e-05,0.0006825829351032373,2.4297519660585096e-05,2.0835253455149012e-05,0.00011951707263270945,0.00011672674873583224,0.00024295195017361471,0.00016369700782148085,0.0005415985080297332,0.00011629317412871788,2.200428172564551e-05,0.0006084033462642521,0.0005745526467761866,6.412221199912897e-05,0.00027693139832763884,0.0003191219701802601,4.191554067961853e-05,0.0005035064876387735,0.00016880148657738513,0.0009996433396726506,5.445597287396407e-05,0.000904232298700129,5.2483728869565674e-05,8.378712385304716e-05,2.7776918320695897e-05,5.0356564929813416e-05,0.00020023774448679638,0.0016489443792157275,0.0007101207653123048,3.7948669870543424e-05,0.00023299548956724184,0.0014846831625854023,0.00030307077332681243,0.0008193222689009955,0.0007921785158126951,0.01997724090789428,0.0003248090628180004,0.0009524729091793584,5.4520550629984655e-05,0.0007376159497844058,0.0006785925419950816,0.00041902206656387503,0.00019548467568736134,0.0004601963874111078,0.0006496543708875203,0.0001401700519611174,0.0008499278106883758,0.00015667914638209536,0.0005017292861123091,0.00010428372811348037,3.7022972855836e-05,6.047736105051409e-05,0.003191644417258164,9.383304062997364e-06,0.00022876687000316135,0.00012747952371606517,0.0001613664337906248,0.0010070412533021108,7.955279283217156e-05,0.0019585311341125265,0.0004769641904130312,0.0015195892602217034,2.4243556282612013e-05,6.25083619035393e-05,0.00035180034129932657,0.00215434174382989,0.00042251488085961737,0.00013252706110629042,5.2249157497443534e-05,1.0355741560527592e-05,2.26230311893744e-05,1.59795645904152e-05,4.636954111869553e-06,0.00012651105495371638,2.730930239084127e-05,2.295645255983417e-05,0.0002742345220532749,0.00035898961692031967,5.7062475692549225e-05,7.58808792987843e-05
AO,8.299358204002675e-05,2.972380828978429e-05,3.885004957298948e-05,6.24583303039133e-05,4.761418322180813e-05,0.0,0.0002930029275244512,0.00019091842584944573,7.914720478008522e-05,4.9422280722192754e-05,4.92623800530732e-05,3.778240369265567e-05,1.859492872943038e-05,5.558671315587061e-05,0.00033524423967139314,0.0002733085587966409,0.0001784173491098181,3.190856362490294e-05,0.0006967940775734301,0.00012404517666891123,1.3530739966073566e-05,2.6735052250973595e-05,0.00017611766933721927,0.00010028908989904772,0.013489495086291612,1.5634108434877244e-05,9.777476570024483e-06,0.00010527699808701489,2.1035993969180933e-05,0.00017111617706257344,0.010929550881619598,0.005578412481521443,0.0004239825948314525,0.0003454266377493682,0.0006445769938570731,0.0024130815431616963,5.091820455356745e-05,0.00010129620920159631,9.420781049487765e-05,0.00021461140736631537,0.001622202697466826,0.00013353962246049367,6.581760152097964e-05,9.941555427190682e-05,0.00027758668178752425,0.0004457331520517501,9.633162611560989e-05,2.943772000858204e-05,7.458174914483851e-05,0.00031916849920182505,7.53052248315105e-05,6.784111239353732e-05,5.630674154983912e-05,0.000185815659938768,0.0005860845307355178,0.0001161030948288299,2.0707649390872348e-06,4.244093060711934e-05,0.0005274361755518848,0.012070860805533101,0.00020361028804705592,3.961623290986665e-06,6.0495635804406766e-05,0.0004974141198901051,0.002895522763419266,0.00012200640600701282,4.144486154017669e-05,0.00020074678112018537,0.00021326146516786017,0.0004197171657890129,0.002687369039118617,0.00011049362434275606,3.3475509474419054e-05,1.8253170548947546e-05,1.2740802941280425e-05,6.0077291558314e-05,2.210188522190052e-05,0.0001164627909146712,1.0921130386815681e-05,0.0002523348639761396,6.552125192497789e-05,0.0002343202659649091,0.00011999215585991764,4.519804575999983e-05,7.051998707464626e-05,0.00011953625443439485,0.00012620589037285309,0.0002625030663873988,1.709946399807464e-05,5.453232854674715e-05,3.400618122941851e-05,0.00042231783730479106,6.336414776369986e-06,3.937540668558985e-06,0.0002683910105837447,1.3878621159581167e-05,1.1524223884322884e-06,1.9985868704143006e-05,7.089534490318757e-05,3.688873576504634e-05,7.347167266419189e-05,2.4644365653616225e-05,0.00011992278669710292,2.2352489448303385e-05,0.0001757103935021974,0.000517488397066876,0.00010041471216543294,0.0006316912257297003,8.069689766664406e-05,8.103744109948673e-05,0.00033687956040097454,8.457421462873629e-05,8.650955333344305e-05,6.131525731924796e-05,0.00019092447777520205,0.0004562392868199056,9.549042916974223e-05,0.00034739023538987615,1.3936100402045078e-05,2.9177109714256803e-05,1.0248003497069747e-05,1.6548495117743182e-05,0.000402290217314211,0.00019994003218488907,0.00014241966729189074,0.0011655316277727596,0.0001312480826760658,0.002928993157844822,6.237332020695436e-05,3.887923982506906e-05,0.07620020351810325,2.2872747706692186e-05,0.0002419685766663772,0.01627912233288383,0.00010513774038525673,0.0003586513717401794,5.90270578430063e-05,6.449547193725907e-05,1.1744582655954208e-05,9.199129253405207e-05,0.00012123942260357003,0.00013941170837685965,1.4603363917130879e-05,2.6812618721265066e-05,4.8793839998575246e-05,7.965885316074183e-05,0.00012679245976331057,1.8951442208165504e-05,0.0010525203516530237,0.00037041381650023574,0.0009254817247766435,0.0001884552086533374,0.00011718874192477088,1.929986495827901e-05,0.0024170795165357377,2.0699311327106086e-05,1.0931513079909865e-05,0.0002493570863487144,0.0001448531065392386,0.00013627246217087137,6.85791563403422e-05,0.00020248533624096223,0.00014452464044100385,0.0004571924385138229,0.00044053863064938555,0.00018942957133218736,0.0004979769325777124,0.009782653621644509,3.661753679655231e-05,0.00015895084684285795,2.7447440736160956e-05,2.2909685943741302e-05,0.0009434344825914601,0.00317872589992409,5.263678949891652e-05,1.372013222485788e-05,1.8795557949517262e-05,1.612307062228415e-05,0.0002739264084596296,7.637368657247815e-05,8.832621187704954e-06,2.200111288767361e-05,0.0003997727030873942,4.390506376052811e-05,0.0011719660934210619,0.00012145874625007774,0.00011202890869273669,6.241861895078105e-06,5.8132618338783095e-05,1.6524238126375958e-05,2.7870092148737187e-05,3.183229377358818e-05,5.319861155736212e-06,4.398711563721277e-06,0.000325334278209734,0.0360513024552374,0.0020895970460691037,0.007061073437838598
