,AE,AF,AG,AL,AM,AO,AR,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FO,FR,GA,GB,GD,GE,GF,GH,GI,GL,GM,GN,GP,GR,GT,GU,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KM,KR,KW,KY,KZ,LA,LB,LC,LK,LR,LT,LU,LV,LY,MA,MD,ME,MF,MG,MK,ML,MM,MO,MP,MQ,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NG,NI,NL,NO,NP,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PR,PT,PY,QA,RE,RO,RS,RU,RW,SA,SC,SD,SE,SG,SI,SK,SL,SN,SO,SS,SV,SX,SY,TC,TD,TG,TH,TJ,TL,TM,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VC,VE,VG,VI,VN,VU,WS,YT,ZA,ZM,ZW
AE,0.0,0.17802052323380446,0.006752779170868189,0.018143970997889742,0.07459539303258517,0.09218154290915571,0.005516287638025266,0.027676850236168716,0.0353307265793547,0.004931412872074084,0.06458006812000584,0.026211082649325354,0.011568940940227484,0.10914947221702503,0.016936277444513682,0.019176826243110786,0.01410996465207659,0.17696722128678372,0.02001865100352284,0.013677996071973732,0.00373604838744444,0.007465756929157391,0.015500310373351305,0.002598359691222981,0.005603483008061446,0.020167881765252717,0.0019901922934888135,0.016524451188238642,0.009971908345791721,0.016815559085247837,0.0012039288930717825,0.03260957865907735,0.021854429858240598,0.021717906688967305,0.012443197881652652,0.025871305714813077,0.024142290903542685,0.00380703778705267,0.020022687694177435,0.0211920229019568,0.0032727109355046445,0.0024909675158891406,0.007537974940555385,0.0093461658547073,0.008499095825833258,0.032796204958713784,0.030659714421596634,0.023591119816959837,0.06512173262936254,0.024635875751408833,0.007525379482728336,0.02470538490748582,0.0031828819615478112,0.01284193533190554,0.04233190628949611,0.017509524449479928,0.06028782656659876,0.020230415771802457,0.00659347332118202,0.017189118005156455,0.014728187168666503,0.0219698746530566,0.008632171299800798,0.06217919447942247,0.002877995290419299,0.03836654245481585,0.022343929035887763,0.0060430085526817934,0.012312451382199493,0.03937603925922963,0.004529911527171182,0.02095358934334292,0.0021503572444522465,0.012244791975887286,0.008240216009335027,0.031392019480712574,0.0013415781680689925,0.020012646088437214,0.0029064280139893205,0.02285812663614976,0.05329687413768411,0.015092452064323232,0.04823705138995336,0.1653352237279654,0.10694449659041629,0.06518682814323896,0.018553587715524043,0.02976880307976222,0.00477319988942424,0.10717318149427509,0.020180126881138846,0.05865430747775827,0.023771445766796767,0.015101543237246533,0.03739463711015265,0.010913543218837276,0.14379958606060644,0.003692615414278873,0.09212574821053353,0.0031116328324257503,0.11676669460413984,0.003912093601023331,0.11558366169448257,0.012592338119196715,0.01558251265191398,0.012591128622709183,0.013400614760270437,0.04060077459090494,0.06348915057980986,0.016178185913389275,0.017203848656055155,0.0012413031679253009,0.024432571788947255,0.006818473903605886,0.020119289249632327,0.019233409333737645,0.0030546839233844196,0.01123348842907602,0.00449380059195624,0.030198091739102914,0.019399525141475547,0.0939951082882772,0.16582849312042242,0.017750444895074425,0.0032781059457512554,0.03852687165500769,0.014152116060872164,0.01904861791267341,0.0160342726438229,0.017682682852111328,0.038890881048415815,0.0023300035108933153,0.022816696803495812,0.02212729227880278,0.09789731597734022,0.005981210607062922,0.13863730154296625,0.004117556999738027,0.0025446001433720613,0.004401253491794941,0.009600803326290753,0.055014032976775845,0.15782768152780377,0.01911084559936009,0.0024459865431553933,0.015327811980068317,0.0030457827695401646,0.09304912021333507,0.017637861333211078,0.018120359758531133,0.027597233981346978,0.04839229658797592,0.05833857232070594,0.1252963539981287,0.18789984990623787,0.10151129162820083,0.024648641584158033,0.03561435748333571,0.019199244502982882,0.022731930658429395,0.015983084970066348,0.03192565488486137,0.047151712591470926,0.10099026529713716,0.00412137756276558,0.006984819964654275,0.04918360198491142,0.0034043358650086013,0.04108545438487368,0.014101188273672363,0.04080015058096637,0.057522457107446176,0.002124968041320218,0.06983470663173447,0.01968640932636187,0.04007571430700181,0.005320850008865155,0.011864211456649757,0.07103734934770861,0.01781248051645311,0.07829082661196171,0.015620713958400362,0.00393429612859198,0.043700927988621456,0.0045052284160664,0.0033014515826514513,0.0015063893115472712,0.002043183492503683,0.023267309854816825,0.0022560746802412373,0.0014064407811317974,0.03273724791837268,0.030911130943763288,0.04448166622434656,0.021639137372176168
AF,0.007724763384408251,0.0,0.00011137414443590668,0.0006259248492256959,0.0016031538749656286,0.002111984144737204,4.21204472886357e-05,0.0006894971490945511,0.0005158522996176036,6.835110266889557e-05,0.0037712891583831054,0.0029022658237185623,0.00012813100796668777,0.0030039180258356088,0.0005486553494960669,0.0011755938372707917,0.0007364862408919346,0.002857736680711794,0.0008071817776345254,0.0006685935457796961,4.5135740153843116e-05,9.520958373053663e-05,0.00020590353358780763,4.316813035709433e-05,9.777964442805935e-05,0.00044824836889620053,3.786413735777582e-05,0.0015123624210740124,0.00016759103932105173,0.00203384964917305,2.3997888099534147e-05,0.000717409148712769,0.0006250526765257978,0.0004579428562988266,0.0002834707473305831,0.0007168261416176842,0.0005426303456873048,3.676795430909126e-05,0.0007237353779950088,0.00033660076126210337,8.59302935248828e-05,3.649476240770797e-05,0.00013073568622630174,0.00015445958035482208,0.00013333782038512095,0.0007210867253653344,0.0010410218145896336,0.000584345531370782,0.0024915927900115084,0.0006491984749626165,0.00011240709151503975,0.0006701654315421819,4.774068097868281e-05,0.00046489892131209686,0.0025966057338817645,0.0002254399234618966,0.0016593064413432455,0.00035837528965933495,0.00028549830465326786,0.00041460116536699214,0.0006442305778258911,0.00042112400005906483,0.00013509439140568975,0.002599287759841158,2.8638274628249282e-05,0.0014371118170963414,0.00013759982515081424,0.0002946862724282126,0.0008507506524338064,0.0010197216670803976,6.020455989029821e-05,0.00035524579783394167,3.43254825856634e-05,0.00020450185593516045,0.00015045332720141518,0.0003537518970361994,2.724240416709078e-05,0.00026772302799781976,5.646231887737196e-05,0.000844870767938455,0.0010921683663069849,0.0004119738452798177,0.0014845517347104715,0.009919347221245564,0.0032863505917513835,0.00299808499226009,0.00015402407100589493,0.0004657643849580907,6.662715020741755e-05,0.0033895559489573244,0.0003747790153976561,0.0018687598912362012,0.0012903522471307681,0.00014188421846774612,0.0010384640939220464,0.0003260598048330658,0.005592897209637092,5.083076751463254e-05,0.003748710817050895,4.0129998089043707e-05,0.0031553896965327986,7.059278584671023e-05,0.001442881248519453,0.0004447071845782792,0.0005212530970083445,0.00046843217072637083,0.0003325360508405276,0.003398181674933297,0.0016986811053807424,0.0010227173899872942,0.0014159726363242875,2.0949130664878937e-05,0.0004344717416165421,0.00068476004418906,0.0005924554246916244,0.00031207643539493706,5.6585090520378913e-05,0.00017615854924996153,5.942277880323684e-05,0.001366088135376212,0.0005896015120580548,0.002014135992336503,0.0036596349355283117,0.00033052699673366944,5.801516802427402e-05,0.0010531659606446153,0.0002947520496733999,0.00019032834092938636,0.00020080697201677413,0.0009746825957656926,0.0009144302615365406,2.651446809087801e-05,0.0005040532753949096,0.000628883942858058,0.0025618705082811662,8.260857682746903e-05,0.002362046404578193,9.133730919598287e-05,4.465157499963232e-05,0.00010703968811705649,0.0001560067715182524,0.0011871787915083074,0.009732374691660361,0.0005228014479967086,4.352991769062217e-05,0.0002954474533471939,5.9571055563248456e-05,0.0012821344788275923,0.00022593587587701474,0.0005972653660597706,0.001144209359372015,0.0015221386062219272,0.0016835442783282896,0.006821655364405945,0.004007683675157236,0.0036512949592571267,0.000619505286880792,0.0004802040497940865,0.0012593348777702438,0.0009950501739289653,0.00045818777825467857,0.0010410382298688362,0.0013516048840149079,0.0023443844412029775,5.9984526536076215e-05,8.822258971721852e-05,0.0012033006862126306,5.754327606702429e-05,0.0007874558913577325,0.0004001580833280579,0.0006395600272946757,0.005964808035353719,8.573909191655691e-05,0.007130039845631895,0.0009259319526778154,0.0034792031458655255,8.685160859785062e-05,0.00026931001995673845,0.0017621259629183462,0.0011788230134772077,0.0021655422311409878,0.00030961628538250135,5.960438691357874e-05,0.007044332055825538,5.143133724915467e-05,0.000615547666600919,2.0269044440217618e-05,3.723091476309767e-05,0.00041028773433529766,3.7247248322851334e-05,2.7101686967630737e-05,0.00048101865545951484,0.0006323811694073539,0.0015746440858148449,0.0006225783583913317
AG,7.633373369601737e-05,2.901370735788738e-05,0.0,5.5245780433324354e-05,3.789077494999013e-05,3.177166158036503e-05,0.0005572671462884976,5.048273753875688e-05,2.5338183842220226e-05,0.001045043957352194,4.138758873498409e-05,2.1756781578350796e-05,0.0031429799580885744,2.6200694827804186e-05,5.75175292130284e-05,7.881346723265016e-05,0.0002273880392664713,2.995304834825203e-05,3.906401802809481e-06,3.781832789888074e-05,0.01005724568333172,0.0007054653041271914,2.6287206251065324e-05,0.0005985366935563392,0.00034305890806330926,0.0002894093952642608,0.0009253532973323943,3.765070731964079e-06,2.0498289883704934e-06,0.0001151806162062179,0.00039331536806408066,0.0001334259831924442,1.1300065454690357e-05,2.7939979678666852e-05,2.91365650476042e-05,0.00017895125499832554,0.00010194757060754013,0.0005796524807186408,2.8479302417139517e-05,3.818959427677312e-05,0.0009785750986326454,0.0005277190798400793,0.00065194752201306,0.0003730875961015914,0.0014670874357581667,0.00019282640103918464,5.8222040135672786e-05,6.391178355541485e-05,3.5219227035746854e-05,3.8154466755782476e-05,0.0014776609011897654,5.2540990809326384e-05,0.0007967495479773467,0.0004168141020629114,0.00010179147465157563,0.0003689668197700512,2.1478147619802812e-05,0.00010585806094238647,6.866553361770202e-06,0.00020721560257417257,3.318201212335208e-05,0.0004456866398157668,0.006507107829301223,7.204290230602142e-05,0.0002038719958184113,0.00026993615349044466,0.0032597219504060296,4.8245125085234395e-06,9.53272290146048e-05,7.108490896572018e-05,0.0022134169108738626,0.0004582045989264802,0.0004990767446852615,3.600537448914684e-05,0.0011560058511916665,7.067150228615462e-05,0.0006418577441261466,0.0003279879512287102,0.0014435595493190378,6.028215281205385e-05,2.9467587184879296e-05,0.0002767409729036868,0.00034184551209337694,3.4833652563823145e-05,2.312186168344468e-05,4.881123027028562e-05,0.0005117202913055932,0.0002593878456729106,0.0020149719808476487,8.035849723435206e-05,9.858980743774746e-05,5.10980146984743e-05,1.8253338268824067e-05,3.828729118437072e-05,2.06466798704947e-05,7.604503630288375e-05,2.7217973048592022e-05,0.0031470562971483815,2.928448042017141e-05,1.1084839694627437e-05,3.242018343641715e-05,0.0031683290363468263,3.47056496520902e-05,7.837939546975986e-05,8.379491601512327e-05,8.604818174234494e-05,0.00030520035804706096,2.8416151426785733e-05,0.0006853565073887015,4.184548841749571e-05,6.993145585134554e-05,0.002198485542940678,4.046516610535067e-05,1.2466258997923621e-05,8.431609307216189e-05,1.609798309297341e-05,6.933146553673888e-06,5.993607642944408e-05,0.0004024951079581133,0.00011003446458508821,0.00031105369689004393,5.4127923667497074e-05,3.097382870351031e-05,5.676652446927688e-06,0.000278577863273727,2.3543888136068447e-05,6.2681530987006295e-06,2.2156571196729772e-06,7.492946930348443e-06,4.691139730382915e-05,6.625253395441367e-05,0.0010278768375558528,0.00016963829994526966,6.847510460774714e-05,1.9144614458114254e-05,6.6246111342223495e-06,1.8096364821925647e-05,0.0006567183731049119,0.0007129632707541866,0.0001506589469190517,1.6362073579558516e-05,3.6917840504551706e-05,3.2721107644306934e-05,0.00011318452350861839,0.0021295570268443356,0.0004019406750738288,0.00044338899736901584,6.38283879034705e-05,8.624774178465742e-05,4.34002380513522e-05,9.560010809421558e-05,7.068091244983775e-05,1.6651094989422033e-05,3.0201148313880475e-05,5.788734202446723e-05,2.25461016091373e-05,4.2072383992056664e-05,5.0068597320058144e-05,0.0003831615912994674,5.4346172566525574e-05,8.265137931234459e-05,0.0002716311018668403,9.638544526873832e-06,2.0987881778914592e-05,0.0007280658373497381,0.019339563854147652,1.3731297390043843e-05,0.001541339951420043,2.8985257119737188e-05,0.00017498559592565141,3.0897090136331795e-05,1.8093113345610717e-05,1.9025441546217504e-06,2.0697269420946736e-05,8.280675907930879e-05,0.00010213880084473236,0.0017891139942974115,4.0920010379502014e-05,2.1851404011762448e-05,8.940555108411828e-05,2.2986867397401477e-05,0.001313620537844204,0.0001071656955083564,5.85117035082292e-05,0.02032901430962046,0.0002344346811631234,0.004348485913172414,0.0011233944869241223,3.269013205890135e-05,2.6447629143940893e-06,1.9358167270388894e-06,5.386414494664229e-05,2.0362128676086387e-05,1.1478523175731688e-05,3.5655815204487726e-06
AL,0.0010631837697174015,0.0008452459065377384,0.0002863789882300881,0.0,0.0012828318944685725,0.0009420758576967456,0.00016323979721459526,0.0050014762284674025,0.00016272285851385665,0.0001558937598157126,0.001403864450108995,0.017744453065138787,0.0004408852974244185,0.0004364910742373023,0.004190496783055838,0.0005262066783164851,0.009635104179512285,0.0007827726178984753,0.0003659163874811048,0.0005176022075169851,9.651202479388331e-05,0.0002581094923978413,0.00016025324340988598,0.00012476485705580282,0.0002751980407301773,0.00046360621098267874,7.002227944069336e-05,4.623069365722767e-05,0.00010160508417029331,0.0022030608662097955,3.225248793454067e-05,0.0006901319522113076,0.0005327853836363789,0.00040800006794180626,0.00024579791893632495,0.0031742868790008982,0.0006442900543973758,0.00011693650930473782,0.0009598325493363581,0.0003132539152565543,0.00011867392243005886,0.00011969055130620503,0.0002810989907770753,0.0009675190470888298,0.00039117154946861893,0.002619579349131175,0.0013645297267623,0.0032765130862741987,0.0004460630789021011,0.0012248552795712682,0.00023163221279800676,0.0004274479681883098,0.00010355765634624343,0.002910485459790494,0.0017734975641901514,0.0027005367721809888,0.0011158245027207228,0.0012075686568338967,0.0005023802210139184,0.0014071486540414547,0.00026891098614331276,0.0018835322694796524,0.0003371030874056835,0.0021489049665388703,0.0003240612318754428,0.0008475728391024829,0.002735733329455806,0.0004882706003880267,0.0015766108355880952,0.0005502930201297456,0.00019026056229885238,0.0050682005428431985,5.070820788895472e-05,6.40421754886855e-05,0.000270917642907226,0.00033753756558053017,3.5339250852230144e-05,0.0024028935640832846,9.236435911294032e-05,0.004805118664857911,0.0003205874981020804,0.0010172248798711787,0.0038839076358450123,0.00048772474770716396,0.0011398771790822675,0.0010433552742859407,0.0009686071952697475,0.023965353443457314,0.00013996928058327725,0.0008380512172669329,0.0003142555322230609,0.0005537742705094503,0.0005813965399748569,0.00010314848497046287,0.0002625542330789578,0.0002408344523469358,0.0006674138607810658,0.00011734293213999781,0.0009517962437546908,1.7489435121769885e-05,0.0010584905506992206,0.00014833131375242752,0.0008987710927098463,0.0016769172419992837,0.003852737363431741,0.0015956423628657565,0.0015511904751337835,0.001138122700317356,0.001257150975251834,0.016997873675489914,0.009849805428386827,6.305787156205201e-05,0.00025737852557646446,0.03619803048494422,0.0006839585517494152,0.00011602465337434868,4.110255734328184e-05,7.524582626762047e-05,0.00016220694727470315,0.0007549765762778841,0.0037008669330284506,0.0005323179768050157,0.0009004026865375939,0.00016447080885152314,8.496239395854168e-05,0.00026015981553037076,0.0002037688340550291,0.0007715489489960551,6.130370987018154e-05,0.00032967283714272833,0.0007725048022077345,4.656433231156511e-05,0.0015751989443010075,0.0011459861039019232,0.00028133692067312295,3.616155622626329e-05,0.0006168476219696258,0.00010648145106200986,8.90037250471296e-05,7.939739903521183e-05,0.00010641605653795679,0.0002831576465126646,0.000581106394153367,0.005282991973595959,8.670003991383909e-05,0.0021421991798163723,0.00015564758046883939,0.0010902294415930964,0.00032674966883741176,0.009545002404441312,0.01404387238960064,0.001202288166883754,0.0006452454492806425,0.00043934204102863417,0.0008403654376121719,0.0004918242472301855,0.003212858840488981,0.0004281144264559785,0.0019759048391946622,0.003488043936518499,0.0015111461257532944,0.0030599077323617352,0.00040502157586579877,0.0005819919155300899,9.069774618101452e-05,0.0001653523293704477,0.0005355966382624016,0.0001223206753866808,0.0003252220537009438,0.0005418810113595929,0.0003956826826613045,0.0004844958130196188,2.968100596365807e-05,0.0005841463811708735,0.0014577195280695602,0.004330485443361015,0.0001422660135162013,7.700926317411833e-05,0.0004611157686108544,0.003476529262504145,0.0008386299568907003,0.0004455991801322311,0.00021643222782216268,0.0005335001187572563,0.00014747600738717473,0.00019366313337986892,4.9178605629200994e-05,6.960465091458758e-05,0.000169026740037515,1.0268985080597826e-05,1.0158952736409468e-05,0.00028834988394700834,0.0004049080992292976,0.00023497698365966633,0.00019494416713737827
AM,0.0033774075331597965,0.001672752000481506,0.00015176477803184588,0.000991208950708571,0.0,0.000986560531371738,8.728617388095635e-05,0.0008240533168976768,0.000360542750556398,4.807235764949198e-05,0.005843935794306961,0.0016895380577025933,7.901906489624572e-05,0.001316736747190741,0.0005810242989302202,0.0004595444094859606,0.0009884568002131904,0.0007262965923286262,0.00028237897182945996,0.00036838363914005887,0.0001679147277126371,5.7278212566500225e-05,7.929187900255012e-05,3.022135281447924e-05,8.627202441792735e-05,0.00031287256175960233,2.8243745166846546e-05,0.00014734334547727266,0.00012914827979888254,0.005690300013045447,1.7306589431364283e-05,0.00033366184561195797,0.0002572818444374902,0.00045254922573615493,0.0004853853604946167,0.0005160632114722339,0.0004934801057402417,9.888677317768397e-05,0.000391216826322937,0.0003298212707318338,4.603012008784938e-05,3.288571051719002e-05,0.0021651289393480252,0.00010694367247410255,0.00012173556785509942,0.003236899401923157,0.0029575993871259042,0.0007377048792448933,0.0008108519081081449,0.00044374990762821766,9.717986635576055e-05,0.0015447042385734972,3.398376865945434e-05,0.0012238460399643196,0.002183031083252388,0.0003457726931997859,0.0007792765663220799,0.0009605430847015511,0.00018513403217242363,0.0011991907529826625,0.0003976693084997138,0.00043549723407077266,0.00011343614161010365,0.0048196539485040706,0.00011014191980058969,0.0004789829037880016,0.00012987588381460318,0.00017804176011953522,0.00019812536680299705,0.0006596845161429041,0.0002942241856875565,0.0005089501227347717,2.2946694513301704e-05,9.229246270407657e-05,0.00010338252361618696,0.00013086361448753477,1.7344583809918745e-05,0.00100173731298033,3.952000770131415e-05,0.0008951870869324186,0.00043386971672648673,0.0003105582655089724,0.0015480207323613222,0.0016883547633876176,0.001943304071360412,0.002351101525671931,0.0002264751036692303,0.0007517226898819382,5.144750317655906e-05,0.0015981303314096622,0.00025577503369998933,0.0009887051984371134,0.008659919340520343,0.00017425558967989248,0.0005832475102253801,0.0003568260339053817,0.0011235673416615983,4.970688106188568e-05,0.003343739530369524,2.3932983807490284e-05,0.001147842993310981,7.383787071347142e-05,0.0009888078079899525,0.00028688705785473814,0.0031983452079212622,0.00024063188882163846,0.00169255979225845,0.000512981240907468,0.0008741352448456595,0.0017341149111597147,0.0027550339543031444,0.00012840379281370043,0.0009651718300448632,0.00105865647823206,0.0005404008260636791,0.00014256845103297,2.570999797474038e-05,0.00010155907510599394,0.00031293037741526733,0.000578707901238056,0.0003360049839939016,0.0015221776101502257,0.0025946369377296647,0.0001853624617170877,3.870450753034651e-05,0.0004754417164816676,0.0001717719063536296,9.527323739993895e-05,0.00012049278988621221,0.0004871251251695265,0.00031581495864409773,6.34136572719081e-05,0.0005175912050119291,0.0006194444090128641,0.0012398461488604612,4.546537614020185e-05,0.0009559302050426642,4.8022115923511325e-05,3.615626699838311e-05,6.440158284479078e-05,7.126974570948797e-05,0.0005216103265196426,0.0019737439330096782,0.002097676805072784,2.9139088998152957e-05,0.00023483834202913976,3.5990769705419545e-05,0.0006919717621279405,0.0010511233124389512,0.0004048907302365996,0.0016780850018987084,0.028035547617043764,0.0004379331927248151,0.0008033706136920536,0.0026541023767983883,0.001045215807896893,0.000620675497759239,0.00039440763405379985,0.0013102692217961467,0.00552277880508706,0.00037869279226252444,0.0006263119641801394,0.00043591185948966356,0.0007721544948450229,3.945651334353059e-05,0.00021747814502576435,0.0015228684222521355,3.962555158196061e-05,0.0005520069473991637,0.0003102712715677371,0.0005296034681215406,0.005854840132559486,3.144139737003862e-05,0.0038360083437146923,0.001163193853997035,0.0015739414548196402,5.973973937555687e-05,0.00013912925174203202,0.001048651389810294,0.00280909509229292,0.0008601421082831462,0.00020504308116096924,3.5011745507297016e-05,0.010345600917267656,3.763689721529637e-05,5.941998766569328e-05,3.5878828849093266e-05,2.8264724901420644e-05,0.0003526416711966762,2.42396359990283e-05,1.6618801513747733e-05,0.0010314487538514595,0.0005907425012398487,0.0005243722034797512,0.00026276016501583825
AO,0.0015252731919808279,0.0008053398795716329,4.6506069301984024e-05,0.00026601954329653037,0.00036054206352388075,0.0,0.0003615166833200564,0.0003813534020950935,0.00017183929497998805,4.4682214640797605e-05,0.0002937599724223468,0.0004212376497101335,9.254701348526632e-05,0.0004553504749975328,0.0006835143620122272,0.0005902101739379643,0.0003276169587588448,0.0005589278411169938,0.0011806467602130336,0.0006237312758068825,0.00020820968766554094,5.222308468028422e-05,6.202181284239954e-05,0.0003012205531007465,8.192279705249004e-05,0.00571351142095466,2.9764931840945296e-05,4.866302428521361e-05,0.004302851516279627,0.00031030744848664095,2.718843828638238e-05,0.0005197630632326781,0.0016342358531851956,0.0005494659779756094,0.0009911209981592196,0.0008696232885414709,0.0008393629441442207,0.0002121904710805012,0.0008433046298411796,0.00015656891687308963,8.20221068566922e-05,7.856936816930349e-05,0.0002437012168867746,0.003389296702590656,0.0001181875718203715,0.00023934858229786426,0.0006971638917353268,0.0009108534847671387,0.0011867329659376222,0.0004027250018705807,0.0001919796555570302,0.0011646185100271972,6.63428934798051e-05,0.00040865614626847376,0.00043018349943612657,0.0004582404991592517,0.0012804222436226269,0.00030168925495656455,0.00018000739125533514,0.0011021761258870116,0.0008230261622315579,0.00035761854094730966,5.790931257705923e-05,0.00031995946093394133,8.137756700888379e-05,0.001014139664895897,0.00013912909940535536,0.00020242810875440158,0.00033582479954051217,0.001030713846892172,0.00034518897643911177,0.0002617795848858133,3.3519095840415406e-05,6.388300046826393e-05,6.666203500081978e-05,0.00015358276455196106,3.4339182187835054e-05,0.0004488783408753732,3.0200869086812125e-05,0.0005620923660283783,0.00022034830912890077,0.0008222642797130885,0.00048286922097602136,0.000592473193601988,0.0005215243877146986,0.0007798560549365413,0.0003616249639177626,0.000459230573031253,3.385667338776238e-05,0.0005537966333217557,0.00019143061568220482,0.0011737569741296675,0.0001214192302376103,6.70852017940336e-05,0.0007295683974610005,0.0002006885330789993,0.0005031445976585951,4.7560389959148806e-05,0.0005094528808000602,1.4858313617669629e-05,0.0007666594935479696,3.496954304213706e-05,0.00044285647032881457,0.0005258261641428676,0.00027105670616890557,0.0015223583095640544,0.00043210382222497293,0.00021788921724218035,0.000515484590442866,0.00026648278696964566,0.00014455446707256338,0.00014543142278563965,0.002151264030401874,6.4000168992468e-05,0.0009254053495348059,7.966385446101864e-05,1.98999368929844e-05,6.930032467130101e-05,0.00039602451982434034,0.0005932145394497028,0.000426044143989602,0.002015321570634711,0.0008977441323219801,0.0035254848029623604,0.00010735508628110392,0.00019812096616585116,0.019484607846222537,0.019309876725633897,5.102852113661339e-05,0.0010176235160594806,0.003416476349987528,8.809192015841147e-05,0.0003319283756907635,0.00032294048168055457,0.00041850114974896187,2.3131539858915122e-05,0.000302493514284468,0.00013262500366195104,6.721708085962514e-05,7.975164914374263e-05,5.007702274834274e-05,0.00030959284349823065,0.0005934539248283136,0.00036414067054141167,2.7974468872728587e-05,0.0018297872554177874,0.00048736309519813626,0.0011504357655806304,0.0013487897275936956,0.00039981667198106877,0.00029734071955365364,0.0002177732305783965,0.0006911459967746882,0.0003679571890273765,0.0010095248994449655,0.0006617299809270292,0.0004911818032618873,0.00029259272872118116,0.0006620440245657392,0.00017715546957095384,0.0005169373987706381,0.0011606762330972522,0.0012224638752415973,0.0012495120104661218,3.700066716201037e-05,0.00021609354862860537,0.00025052609095396966,4.314596539807473e-05,0.0011028732678509629,0.0009408825977641392,0.00027476242818846896,0.0002683017121401869,1.8905779127359573e-05,0.0004047850834916716,0.0005711954212943115,0.00021785662322297322,3.681000016028534e-05,0.00012834840927871915,0.001156027017030451,0.00018160479029166355,0.0010499003097293872,0.0002330169206114077,0.00048719233084245484,0.00017241951968620728,3.614182799257224e-05,6.370373107492497e-05,2.5419129480329617e-05,2.8343000360939834e-05,0.00014851011805024533,1.1500002086960977e-05,8.491400676129405e-06,0.0014858193461703877,0.008101842896780594,0.0024871460573411015,0.0032162888668796916
