,source_iso2,outflux
0,AE,2348634.0
1,AF,58077.5
2,AG,23455.0
3,AL,50500.0
4,AM,51202.0
5,AO,28540.0
6,AR,126543.5
7,AT,161903.0
8,AU,251071.0
9,AW,90304.0
10,AZ,37460.5
11,BA,15227.0
12,BB,42282.5
13,BD,276594.5
14,BE,219133.0
15,BF,25780.5
16,BG,78226.0
17,BH,128823.0
18,BI,10558.5
19,BJ,25919.0
20,BL,16768.0
21,BM,8622.0
22,BN,9678.0
23,BO,37879.0
24,BQ,16214.0
25,BR,252316.0
26,BS,64034.0
27,BT,10932.0
28,BW,6406.0
29,BY,76098.0
30,BZ,25169.0
31,CA,346295.0
32,CD,46686.5
33,CF,10173.0
34,CG,22415.5
35,CH,391762.0
36,CI,76376.0
37,CL,169314.0
38,CM,40963.0
39,CN,473954.5
40,CO,300237.0
41,CR,164472.5
42,CU,46677.5
43,CV,23853.5
44,CW,32000.0
45,CY,42097.0
46,CZ,70455.5
47,DE,1137333.5
48,DJ,21200.0
49,DK,140804.0
50,DM,6797.0
51,DO,457100.5
52,DZ,39916.5
53,EC,111160.0
54,EE,17886.5
55,EG,598891.5
56,ES,900401.0
57,ET,382014.0
58,FI,91735.0
59,FJ,5024.5
60,FR,1286920.5
61,GA,22214.0
62,GB,1014873.5
63,GD,10409.0
64,GE,25559.5
65,GF,16512.0
66,GH,91551.0
67,GL,3373.0
68,GM,15061.5
69,GN,31521.0
70,GP,81265.5
71,GQ,3418.0
72,GR,115840.0
73,GT,92369.0
74,GU,43551.5
75,GW,4432.5
76,GY,20511.0
77,HK,336894.0
78,HN,56442.0
79,HR,21019.0
80,HT,48304.0
81,HU,42993.0
82,ID,186845.0
83,IE,157717.5
84,IL,97543.5
85,IN,1118296.5
86,IQ,163525.0
87,IR,247802.0
88,IS,15704.5
89,IT,459077.0
90,JM,155383.5
91,JO,132604.0
92,JP,648110.5
93,KE,159460.5
94,KG,71246.0
95,KH,25447.0
96,KM,7151.0
97,KN,4618.0
98,KR,805057.5
99,KW,231632.0
100,KY,17630.0
101,KZ,51993.5
102,LA,10046.0
103,LB,150436.0
104,LC,27229.0
105,LK,88459.0
106,LR,20102.5
107,LT,28623.0
108,LU,39819.0
109,LV,30450.5
110,LY,28574.0
111,MA,307031.0
112,MC,6048.0
113,MD,41524.0
114,ME,12575.0
115,MF,7866.0
116,MG,4554.5
117,MK,28769.5
118,ML,58586.5
119,MM,21070.0
120,MO,62925.5
121,MP,15454.5
122,MQ,66171.0
123,MR,18151.0
124,MT,25847.0
125,MU,8702.5
126,MV,153464.5
127,MW,15898.0
128,MX,1633445.5
129,MY,257088.0
130,MZ,16012.0
131,NA,14393.0
132,NC,6279.0
133,NE,28302.5
134,NF,4685.0
135,NG,126287.5
136,NI,16406.0
137,NL,827669.5
138,NO,89066.0
139,NP,82752.5
140,NZ,63297.0
141,OM,180943.5
142,PA,285307.0
143,PE,156811.0
144,PF,7052.0
145,PG,8764.0
146,PH,268453.0
147,PK,480819.5
148,PL,169767.0
149,PR,335918.0
150,PT,234079.0
151,PY,15476.0
152,QA,1127731.0
153,RE,45490.5
154,RO,194110.0
155,RS,118425.0
156,RU,562091.5
157,RW,44006.0
158,SA,701068.5
159,SB,1296.0
160,SC,8252.0
161,SD,110620.0
162,SE,187265.0
163,SG,456106.5
164,SI,3870.0
165,SL,16358.5
166,SN,89457.0
167,SO,25410.0
168,SR,5224.0
169,SS,14059.0
170,ST,3270.0
171,SV,136230.0
172,SX,49082.0
173,SY,9986.0
174,TC,39253.0
175,TD,12177.0
176,TG,52497.5
177,TH,375419.0
178,TJ,26936.0
179,TL,5770.0
180,TM,3488.0
181,TN,87857.0
182,TR,1347047.0
183,TT,2448.0
184,TW,330895.0
185,TZ,108368.5
186,UA,335231.0
187,UG,67666.0
188,US,4755752.0
189,UY,12683.0
190,UZ,61653.5
191,VC,5033.5
192,VE,26699.0
193,VG,11815.5
194,VI,109579.5
195,VN,202260.5
196,WS,7559.0
197,YT,13142.0
198,ZA,153488.5
199,ZM,31335.5
200,ZW,28165.0
