,source_iso2,outflux
0,AE,2066485.5
1,AF,57834.5
2,AG,20620.5
3,AL,159001.5
4,AM,85467.0
5,AO,21568.5
6,AR,10250.0
7,AT,968547.0
8,AU,199219.5
9,AW,54931.0
10,AZ,52585.5
11,BA,64613.0
12,BB,35690.0
13,BD,187872.5
14,BE,833805.0
15,BF,27960.0
16,BG,382507.5
17,BH,172095.5
18,BJ,32122.0
19,BL,14705.5
20,BM,12080.0
21,BN,9600.0
22,BO,17180.0
23,BQ,17522.5
24,BR,152774.0
25,BS,15442.0
26,BT,8764.0
27,BY,106589.5
28,BZ,1853.5
29,CA,516237.5
30,CD,24130.0
31,CG,10534.0
32,CH,1331607.5
33,CI,82563.5
34,CL,31082.5
35,CM,32700.0
36,CN,879653.5
37,CO,48548.5
38,CR,11485.0
39,CU,22266.5
40,CV,4010.0
41,CW,34705.5
42,CY,380830.0
43,CZ,310161.5
44,DE,4529709.0
45,DJ,11917.0
46,DK,598595.5
47,DM,13292.0
48,DO,293233.0
49,DZ,71213.5
50,EC,52659.0
51,EE,76380.5
52,EG,615110.5
53,ES,4961821.0
54,ET,263356.5
55,FI,241466.0
56,FJ,1857.0
57,FO,21366.0
58,FR,3512358.5
59,GA,22017.0
60,GB,5719745.5
61,GD,10094.0
62,GE,94106.0
63,GF,15404.5
64,GH,13823.0
65,GI,19420.0
66,GL,5939.0
67,GN,19199.5
68,GP,111699.0
69,GQ,16257.5
70,GR,2290040.0
71,GT,7135.5
72,GU,56189.5
73,GY,10330.0
74,HK,407849.5
75,HN,11631.5
76,HR,446184.5
77,HT,45069.5
78,HU,404548.0
79,ID,220767.5
80,IE,839649.0
81,IL,212146.0
82,IN,732080.0
83,IQ,129837.5
84,IR,251696.5
85,IS,120714.0
86,IT,3184147.0
87,JM,122349.0
88,JO,89924.5
89,JP,651469.5
90,KE,127403.5
91,KG,33275.5
92,KH,65369.0
93,KM,4280.0
94,KR,918068.0
95,KW,260798.5
96,KY,20319.0
97,KZ,43546.5
98,LA,10473.5
99,LB,184005.0
100,LC,24633.0
101,LK,69593.0
102,LR,5458.0
103,LT,188901.5
104,LU,145987.5
105,LV,191889.5
106,LY,69505.5
107,MA,350022.5
108,MC,8928.0
109,MD,68080.0
110,ME,71368.5
111,MF,12366.0
112,MG,5022.5
113,MK,76482.0
114,ML,50461.5
115,MM,23238.0
116,MN,6842.0
117,MO,80501.5
118,MP,24841.5
119,MQ,83606.5
120,MR,14960.0
121,MT,252593.5
122,MU,3581.0
123,MV,33426.0
124,MW,10370.0
125,MX,767038.0
126,MY,303049.5
127,MZ,6475.5
128,NC,6184.0
129,NE,31646.0
130,NG,15281.5
131,NI,10290.0
132,NL,2114948.5
133,NO,451010.5
134,NP,47678.5
135,NZ,65357.5
136,OM,585652.5
137,PA,31340.5
138,PE,18321.5
139,PF,26351.5
140,PG,8374.5
141,PH,303588.5
142,PK,426863.5
143,PL,1239486.0
144,PR,319157.0
145,PT,1414125.5
146,QA,882743.5
147,RE,67548.0
148,RO,627800.5
149,RS,211105.5
150,RU,1307534.5
151,RW,24087.5
152,SA,577962.0
153,SB,2664.0
154,SC,9779.0
155,SD,109392.5
156,SE,439847.0
157,SG,271903.0
158,SI,17179.0
159,SK,44280.5
160,SL,4761.0
161,SN,77588.5
162,SO,19653.0
163,SR,13213.0
164,SS,15651.0
165,ST,5393.0
166,SV,9850.0
167,SX,37920.0
168,SY,14172.0
169,TC,20282.0
170,TD,10679.0
171,TG,33571.5
172,TH,351807.5
173,TJ,57962.0
174,TL,7951.0
175,TM,850.5
176,TN,342115.5
177,TR,2479654.0
178,TT,15937.0
179,TW,379359.5
180,TZ,68710.5
181,UA,1206616.5
182,UG,24843.5
183,US,3089711.5
184,UY,6809.5
185,UZ,8038.5
186,VC,9972.0
187,VE,38086.0
188,VG,12451.0
189,VI,74838.0
190,VN,184756.0
191,VU,1152.0
192,WS,8844.0
193,YT,14758.0
194,ZA,46008.5
195,ZM,20234.0
196,ZW,24468.0
