,source_iso2,outflux
0,AE,4860637.0
1,AF,16419.0
2,AG,57149.0
3,AL,215397.0
4,AM,80689.5
5,AO,63022.5
6,AR,365664.0
7,AT,1334922.5
8,AU,825858.0
9,AW,138411.0
10,AZ,139509.5
11,BA,126402.0
12,BB,83335.0
13,BD,501931.5
14,BE,1508120.5
15,BF,43652.5
16,BG,357267.0
17,BH,387052.5
18,BI,18318.0
19,BJ,42496.0
20,BL,15887.5
21,BM,30802.0
22,BN,17592.0
23,BO,56647.0
24,BQ,36295.0
25,BR,691077.0
26,BS,196126.0
27,BW,18651.0
28,BY,68458.0
29,BZ,48613.5
30,CA,2257213.5
31,CD,71898.0
32,CF,11886.0
33,CG,27270.5
34,CH,2469355.5
35,CI,127203.0
36,CK,11657.0
37,CL,326693.5
38,CM,68378.0
39,CN,558580.0
40,CO,811709.5
41,CR,342051.0
42,CU,219189.5
43,CV,60341.5
44,CW,80037.5
45,CY,618189.5
46,CZ,518122.0
47,DE,7867129.0
48,DJ,21294.0
49,DK,1393644.5
50,DM,8533.5
51,DO,796615.5
52,DZ,130224.5
53,EC,188177.0
54,EE,139624.0
55,EG,1425678.5
56,ER,16640.0
57,ES,8301802.0
58,ET,497722.5
59,FI,640984.0
60,FJ,71509.0
61,FO,23142.0
62,FR,5930875.5
63,GA,29994.5
64,GB,10320390.0
65,GD,18497.0
66,GE,180807.0
67,GF,25073.0
68,GH,147803.0
69,GI,26494.0
70,GL,6026.0
71,GM,33892.5
72,GN,43794.0
73,GP,128905.0
74,GQ,13149.5
75,GR,1530060.5
76,GT,173132.5
77,GU,39424.0
78,GW,10219.0
79,GY,41406.0
80,HK,433171.5
81,HN,113513.5
82,HR,384931.0
83,HT,34348.0
84,HU,652101.5
85,ID,430895.5
86,IE,1795390.0
87,IL,918939.0
88,IN,2529258.5
89,IQ,327431.5
90,IR,388510.5
91,IS,248259.0
92,IT,5435872.5
93,JM,309190.5
94,JO,410600.0
95,JP,822600.5
96,KE,275128.5
97,KG,92365.5
98,KH,77157.5
99,KM,13266.0
100,KN,12895.0
101,KR,608608.0
102,KW,636948.0
103,KY,61487.0
104,KZ,164948.5
105,LA,8336.0
106,LB,301111.0
107,LC,47911.0
108,LK,429348.0
109,LR,18077.5
110,LT,267674.0
111,LU,251654.0
112,LV,317727.0
113,LY,44429.0
114,MA,986509.0
115,MD,52897.0
116,ME,99454.0
117,MF,11998.0
118,MG,14895.0
119,MK,109426.0
120,ML,57414.5
121,MM,27133.5
122,MN,14561.5
123,MO,102983.5
124,MP,12830.0
125,MQ,105889.0
126,MR,40029.5
127,MT,325287.5
128,MU,132292.5
129,MV,276244.5
130,MW,24294.0
131,MX,2732628.5
132,MY,616351.5
133,MZ,28393.0
134,NA,36701.5
135,NC,11379.0
136,NE,34822.5
137,NG,235736.0
138,NI,41176.0
139,NL,3247407.0
140,NO,1041700.0
141,NP,192969.5
142,NZ,173250.0
143,OM,413144.5
144,PA,721580.0
145,PE,349554.0
146,PF,32834.0
147,PG,14609.0
148,PH,588399.5
149,PK,790016.5
150,PL,1646182.0
151,PR,561349.0
152,PT,2354456.5
153,PY,45105.0
154,QA,1892780.5
155,RE,101468.0
156,RO,1099264.5
157,RS,428565.5
158,RU,952928.5
159,RW,71833.0
160,SA,2092978.0
161,SC,53499.0
162,SD,134531.0
163,SE,1164259.0
164,SG,1456666.5
165,SI,46688.0
166,SK,79178.0
167,SL,23330.0
168,SN,147559.0
169,SO,29623.5
170,SR,26354.0
171,SS,20541.0
172,SV,212518.5
173,SX,91823.5
174,SY,32173.0
175,TC,85887.0
176,TD,15213.5
177,TG,64239.5
178,TH,923883.5
179,TJ,104981.5
180,TL,8087.0
181,TM,5024.0
182,TN,336461.0
183,TR,4293957.0
184,TT,72511.0
185,TW,571734.5
186,TZ,148172.5
187,UA,194892.0
188,UG,103735.5
189,US,10401260.0
190,UY,58124.0
191,UZ,204874.0
192,VC,8274.0
193,VE,64628.0
194,VG,13247.0
195,VI,111673.0
196,VN,460079.5
197,YE,25311.0
198,YT,14790.0
199,ZA,427510.0
200,ZM,82489.0
201,ZW,84967.5
