,source_iso2,outflux
0,AE,2557691.5
1,AF,62702.0
2,AG,38775.0
3,AL,57132.5
4,AM,45528.5
5,AO,33538.5
6,AR,168620.5
7,AT,223014.5
8,AU,288265.0
9,AW,95818.0
10,AZ,36403.5
11,BA,23179.5
12,BB,53958.5
13,BD,285463.5
14,BE,357189.0
15,BF,27551.0
16,BG,120210.0
17,BH,135614.0
18,BI,9757.0
19,BJ,32888.0
20,BL,19127.0
21,BM,11434.0
22,BN,10233.0
23,BO,43453.5
24,BQ,20412.5
25,BR,400235.0
26,BS,73712.0
27,BT,11540.0
28,BW,7052.0
29,BY,81244.5
30,BZ,26614.0
31,CA,594866.0
32,CD,52338.0
33,CF,10500.5
34,CG,24080.0
35,CH,553393.5
36,CI,89467.0
37,CL,194227.0
38,CM,47425.0
39,CN,671442.0
40,CO,405207.0
41,CR,195027.5
42,CU,91065.5
43,CV,56988.5
44,CW,35843.5
45,CY,60465.0
46,CZ,91068.0
47,DE,1636172.5
48,DJ,23794.5
49,DK,248654.5
50,DM,9738.0
51,DO,535284.0
52,DZ,38140.0
53,EC,140415.0
54,EE,29727.5
55,EG,703007.5
56,ES,1474482.0
57,ET,436934.0
58,FI,122298.0
59,FJ,4499.0
60,FO,7101.0
61,FR,1748991.0
62,GA,23932.0
63,GB,1953180.5
64,GD,14119.0
65,GE,23036.0
66,GF,22203.5
67,GH,99136.5
68,GI,4709.0
69,GL,4661.0
70,GM,17425.5
71,GN,36793.0
72,GP,118348.0
73,GQ,6047.5
74,GR,174635.5
75,GT,103387.5
76,GU,52313.5
77,GW,5972.0
78,GY,24443.0
79,HK,463025.0
80,HN,52207.5
81,HR,33031.5
82,HT,61258.0
83,HU,66880.0
84,ID,217953.5
85,IE,286358.5
86,IL,137788.5
87,IN,1148460.0
88,IQ,192210.0
89,IR,261030.5
90,IS,26982.5
91,IT,646011.5
92,JM,172377.0
93,JO,152250.0
94,JP,814047.0
95,KE,194093.5
96,KG,65073.5
97,KH,42413.0
98,KM,8858.0
99,KN,5953.0
100,KP,6160.0
101,KR,982244.0
102,KW,239469.0
103,KY,20046.0
104,KZ,50912.5
105,LA,15162.0
106,LB,222438.0
107,LC,35524.0
108,LK,93514.0
109,LR,22640.0
110,LT,53424.0
111,LU,57065.0
112,LV,64588.5
113,LY,29431.0
114,MA,432083.0
115,MC,6696.0
116,MD,53226.0
117,ME,14426.0
118,MF,10292.0
119,MG,6152.0
120,MK,34005.0
121,ML,63668.0
122,MM,20350.5
123,MO,110573.5
124,MP,21427.0
125,MQ,95502.5
126,MR,19261.0
127,MT,42229.0
128,MU,12102.5
129,MV,180893.0
130,MW,20531.5
131,MX,1948969.0
132,MY,309330.0
133,MZ,19788.0
134,NA,16792.5
135,NC,6906.5
136,NE,27456.0
137,NF,4572.5
138,NG,164799.5
139,NI,17410.0
140,NL,1204022.0
141,NO,160025.5
142,NP,93203.0
143,NZ,71833.5
144,OM,197851.5
145,PA,388553.0
146,PE,203297.0
147,PF,13284.0
148,PG,10138.0
149,PH,345641.0
150,PK,529365.5
151,PL,364078.5
152,PR,386519.5
153,PT,533377.0
154,PY,20434.0
155,QA,1177682.5
156,RE,84931.0
157,RO,288688.5
158,RS,152498.5
159,RU,646407.5
160,RW,57031.5
161,SA,738473.5
162,SB,1584.0
163,SC,14087.0
164,SD,124980.0
165,SE,288621.5
166,SG,496500.0
167,SI,5023.0
168,SK,7788.0
169,SL,18530.0
170,SN,107388.0
171,SO,28112.0
172,SR,8860.0
173,SS,16660.0
174,SV,171223.0
175,SX,56859.0
176,SY,10398.0
177,TC,46812.0
178,TD,13544.0
179,TG,60821.0
180,TH,393309.0
181,TJ,21669.0
182,TL,6262.5
183,TM,2222.0
184,TN,149611.0
185,TR,1609229.0
186,TT,5738.0
187,TW,524680.0
188,TZ,130029.0
189,UA,437924.0
190,UG,71016.5
191,US,5550841.5
192,UY,18522.0
193,UZ,52159.5
194,VC,6813.5
195,VE,32063.5
196,VG,16734.5
197,VI,113822.5
198,VN,273501.0
199,VU,4186.0
200,WS,8439.0
201,YT,22232.0
202,ZA,216101.0
203,ZM,39274.0
204,ZW,38537.0
