,source_iso2,outflux
0,AE,4766010.0
1,AF,19349.5
2,AG,62676.0
3,AL,187351.5
4,AM,124358.0
5,AO,50170.5
6,AR,347562.5
7,AT,925632.0
8,AU,574801.0
9,AW,146250.0
10,AZ,151360.0
11,BA,74976.5
12,BB,120642.0
13,BD,408356.5
14,BE,935430.0
15,BF,42979.0
16,BG,259814.0
17,BH,355185.0
18,BI,17245.0
19,BJ,44606.5
20,BL,21769.5
21,BM,23105.0
22,BN,10490.0
23,BO,58853.5
24,BQ,37990.0
25,BR,737569.0
26,BS,187057.0
27,BW,11018.0
28,BY,97686.0
29,BZ,53557.5
30,CA,1865462.0
31,CD,65078.5
32,CF,11763.5
33,CG,28423.0
34,CH,1697372.5
35,CI,124431.5
36,CK,5630.0
37,CL,338702.5
38,CM,74530.5
39,CN,627594.5
40,CO,742765.0
41,CR,346776.0
42,CU,204455.0
43,CV,64999.5
44,CW,87262.5
45,CY,366774.0
46,CZ,304886.5
47,DE,4774771.0
48,DJ,28920.0
49,DK,833595.0
50,DM,7952.0
51,DO,813890.0
52,DZ,119732.5
53,EC,182683.5
54,EE,106148.5
55,EG,1323749.0
56,ER,18205.0
57,ES,4666634.0
58,ET,455995.5
59,FI,526278.0
60,FJ,63589.0
61,FO,14874.0
62,FR,3673066.0
63,GA,30813.0
64,GB,5332079.0
65,GD,20548.0
66,GE,165085.0
67,GF,23797.0
68,GH,151806.5
69,GI,11938.0
70,GL,5932.0
71,GM,38078.5
72,GN,41232.0
73,GP,127253.5
74,GR,592028.0
75,GT,164898.0
76,GU,34989.5
77,GW,6431.5
78,GY,39825.0
79,HK,676123.5
80,HN,125503.0
81,HR,126303.5
82,HT,42611.0
83,HU,447864.0
84,ID,249862.5
85,IE,1036383.5
86,IL,506539.5
87,IN,2073223.5
88,IQ,359011.0
89,IR,355733.0
90,IS,171966.0
91,IT,2972407.5
92,JM,312161.5
93,JO,371710.5
94,JP,786628.0
95,KE,257383.5
96,KG,117894.0
97,KH,48598.0
98,KM,13087.0
99,KN,13229.0
100,KR,561695.5
101,KW,620823.0
102,KY,28038.0
103,KZ,185473.0
104,LA,6575.5
105,LB,316614.5
106,LC,50483.5
107,LK,364102.0
108,LR,23165.0
109,LT,197294.0
110,LU,132678.5
111,LV,236150.5
112,LY,51789.0
113,MA,85164.5
114,MD,107724.0
115,ME,64042.0
116,MF,12266.0
117,MG,8547.5
118,MK,83237.0
119,ML,59207.5
120,MM,18839.5
121,MN,12221.0
122,MO,105606.5
123,MP,8390.0
124,MQ,98926.5
125,MR,24468.0
126,MT,141118.0
127,MU,108964.0
128,MV,328331.5
129,MW,21069.0
130,MX,2853523.0
131,MY,393027.0
132,MZ,25188.0
133,NA,24024.5
134,NC,11712.0
135,NE,31473.5
136,NG,209102.0
137,NI,36551.0
138,NL,2391421.5
139,NO,607688.5
140,NP,166685.5
141,NZ,82369.0
142,OM,392338.5
143,PA,714211.5
144,PE,313226.0
145,PF,23728.0
146,PG,13199.0
147,PH,471993.0
148,PK,774309.0
149,PL,1164850.0
150,PR,545490.5
151,PT,1407573.5
152,PY,40343.5
153,QA,1802117.0
154,RE,117614.0
155,RO,618822.0
156,RS,349844.0
157,RU,1822146.5
158,RW,77925.5
159,SA,1808019.5
160,SC,55052.5
161,SD,170995.5
162,SE,772719.5
163,SG,1084255.5
164,SI,34844.0
165,SK,39482.0
166,SL,23922.5
167,SN,144749.5
168,SO,35733.0
169,SR,19778.0
170,SS,23223.0
171,ST,7078.0
172,SV,245763.5
173,SX,99119.5
174,SY,48067.0
175,TC,83786.0
176,TD,16599.0
177,TG,71341.5
178,TH,742798.5
179,TJ,112743.5
180,TL,7051.0
181,TM,2622.0
182,TN,242647.5
183,TR,3284374.0
184,TT,54920.0
185,TW,617449.5
186,TZ,154138.0
187,UA,795030.0
188,UG,101419.5
189,US,9481346.5
190,UY,73888.5
191,UZ,231835.0
192,VC,9523.0
193,VE,68203.5
194,VG,13587.5
195,VI,108877.0
196,VN,321618.5
197,YE,23850.0
198,YT,21654.0
199,ZA,329092.0
200,ZM,52194.0
201,ZW,63837.0
