,source_iso2,outflux
0,AE,798974.5
1,AF,29396.5
2,AG,12530.0
3,AI,3897.0
4,AL,55751.0
5,AM,58811.0
6,AO,4368.0
7,AR,26687.5
8,AT,278278.0
9,AU,162408.0
10,AW,8483.5
11,AZ,115965.5
12,BA,38788.5
13,BB,19683.0
14,BD,124579.0
15,BE,312310.5
16,BF,19863.0
17,BG,188458.5
18,BH,172395.5
19,BJ,14269.0
20,BL,11257.0
21,BN,7445.0
22,BO,29906.5
23,BQ,6180.0
24,BR,67341.5
25,BS,44988.0
26,BT,6190.0
27,BW,21898.0
28,BY,48078.0
29,BZ,1742.5
30,CA,171739.0
31,CD,8936.5
32,CG,5020.0
33,CH,132966.5
34,CI,16068.5
35,CK,874.0
36,CL,25975.5
37,CM,10964.0
38,CN,844414.5
39,CO,63465.5
40,CR,11158.0
41,CU,32004.5
42,CV,11901.0
43,CW,19081.0
44,CY,120835.0
45,CZ,94034.5
46,DE,1277284.0
47,DK,173150.5
48,DM,9972.0
49,DO,62669.0
50,DZ,46688.0
51,EC,20333.5
52,EE,28959.5
53,EG,322321.5
54,ER,6433.0
55,ES,1397094.0
56,ET,107692.5
57,FI,71823.5
58,FJ,1236.5
59,FO,3960.0
60,FR,719149.5
61,GA,8530.0
62,GB,2262054.0
63,GD,7268.0
64,GE,99572.0
65,GF,7888.0
66,GH,20987.5
67,GI,2944.0
68,GL,2252.0
69,GM,4016.0
70,GN,6599.0
71,GP,54194.5
72,GQ,7427.0
73,GR,364310.0
74,GT,8522.5
75,GU,51340.0
76,GY,11736.0
77,HK,446680.5
78,HN,6596.0
79,HR,47394.0
80,HT,4473.5
81,HU,355855.0
82,ID,188409.0
83,IE,473585.0
84,IL,106495.5
85,IN,450589.0
86,IQ,75977.0
87,IR,133043.0
88,IS,148212.5
89,IT,1473773.5
90,JM,18559.0
91,JO,63252.5
92,JP,694861.5
93,KE,32493.0
94,KG,18107.0
95,KH,71189.5
96,KM,3215.0
97,KN,4726.0
98,KP,3548.0
99,KR,894763.5
100,KW,214869.0
101,KY,19376.5
102,KZ,79965.0
103,LA,15435.0
104,LB,35949.0
105,LC,7014.0
106,LK,50305.5
107,LT,107014.5
108,LU,18053.5
109,LV,76677.5
110,LY,66282.0
111,MA,305432.0
112,MC,8928.0
113,MD,54760.0
114,ME,24780.0
115,MF,11734.0
116,MG,3233.5
117,MK,85765.0
118,ML,12221.5
119,MM,17370.5
120,MN,2701.0
121,MO,48484.0
122,MP,24484.5
123,MQ,35361.0
124,MR,3703.0
125,MT,101559.0
126,MU,2164.0
127,MV,12684.5
128,MX,227133.5
129,MY,177717.0
130,MZ,1770.0
131,NA,8373.0
132,NC,6984.0
133,NE,13641.0
134,NG,28816.5
135,NI,8620.0
136,NL,453709.5
137,NO,176987.5
138,NP,41137.5
139,NZ,29919.0
140,OM,478809.0
141,PA,83297.0
142,PE,19182.5
143,PF,9402.0
144,PG,7989.0
145,PH,191462.0
146,PK,143050.0
147,PL,787223.0
148,PR,101237.0
149,PT,274422.0
150,PY,7350.0
151,QA,353303.0
152,RE,11444.0
153,RO,533180.0
154,RS,93874.0
155,RU,389937.5
156,RW,12868.5
157,SA,428895.0
158,SB,2270.0
159,SD,73011.0
160,SE,246014.0
161,SG,133244.5
162,SI,4056.0
163,SK,66535.5
164,SN,46028.0
165,SO,11750.0
166,SR,13456.0
167,SS,10600.5
168,ST,3239.0
169,SV,5472.5
170,SX,22927.5
171,SY,5061.0
172,TC,6550.0
173,TD,8437.0
174,TG,15844.5
175,TH,296398.0
176,TJ,29682.0
177,TL,10609.0
178,TM,3360.0
179,TN,72775.0
180,TO,631.0
181,TR,270784.0
182,TT,36536.0
183,TW,431246.5
184,TZ,17019.5
185,UA,381137.0
186,UG,24393.5
187,US,1032103.5
188,UY,5658.5
189,UZ,8696.0
190,VC,7578.0
191,VE,37512.5
192,VG,18310.0
193,VI,27128.5
194,VN,244682.0
195,WS,8729.5
196,YT,6672.0
197,ZA,55983.0
198,ZM,8532.0
199,ZW,19863.0
