,AE,AF,AG,AL,AM,AO,AR,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FO,FR,GA,GB,GD,GE,GF,GH,GI,GL,GM,GN,GP,GR,GT,GU,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KM,KR,KW,KZ,LA,LB,LC,LK,LR,LT,LU,LV,LY,MA,MD,ME,MF,MG,MK,ML,MM,MO,MP,MQ,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NG,NI,NL,NO,NP,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PR,PT,PY,QA,RE,RO,RS,RU,RW,SA,SC,SD,SE,SG,SI,SK,SL,SN,SO,SS,SV,SX,SY,TC,TD,TG,TH,TJ,TM,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VG,VI,VN,YE,YT,ZA,ZM,ZW
AE,0.0,0.1822554136748713,0.007261262242261997,0.008569950021942762,0.05186123177983754,0.08048320758410285,0.003755846212931397,0.013190965083964237,0.03494182987266532,0.004470507064553627,0.055528756230658165,0.01967333416378575,0.01425913132982432,0.10060112553035383,0.009323422193744092,0.01627265291247979,0.006947134619721452,0.15973355946072748,0.017490540559683104,0.010181855774385105,0.0030182305680023537,0.006661944303836207,0.017832936925868792,0.0018525383411934675,0.0034606938196150403,0.01609604521870464,0.0022979363790742026,0.013563959690268995,0.013846667831092018,0.01808603425390865,0.0009019710661926677,0.02237369524531592,0.01590566325775736,0.024624808763804365,0.010288514976406727,0.01195651151693313,0.018169613506999825,0.0013656195035123616,0.002710960665516328,0.01604516462822516,0.018456751963539443,0.0025685831193513085,0.0024646616337922395,0.007682315853969155,0.003410825033600251,0.006838348804398511,0.021229246329684665,0.01164582868216175,0.012093661253214438,0.0632526189078614,0.009863582001390684,0.005771609570231836,0.013774185432150842,0.002035973435873448,0.006684473724964219,0.05104611575514432,0.1330013808546974,0.007808545671246563,0.05607434135112907,0.010254410922516458,0.0037746362620257735,0.010313721425955031,0.011960343103225378,0.011734892557457268,0.007031123880065317,0.04337139258455934,0.0026918177492973715,0.03278968830942083,0.011021807268484356,0.004492290156574157,0.010554079058026532,0.037381280004711984,0.002895743560693049,0.010951997605379528,0.0019614722945063244,0.012222898568228955,0.005371053481669275,0.006623882193955143,0.02926955438761667,0.0012361571890592252,0.008584569099998371,0.003263271612283222,0.008523767971321268,0.06214652750051791,0.00645705502187745,0.019875422327769267,0.18677921177414725,0.10963658648774648,0.06520367267745367,0.01035656532596606,0.010666306874282437,0.00466805146681134,0.018101188658667403,0.02081694893309629,0.05935243995075537,0.030057856278659194,0.016568881385820917,0.027934793889528863,0.008810702459669665,0.127731431106315,0.06921253563464844,0.0046377359489866736,0.10246483704738665,0.0030377457115802805,0.0972617867633725,0.009790380187898429,0.00602239673053618,0.003780553417340289,0.005788034391876094,0.036882922936480475,0.00829350508769656,0.01031622104025384,0.018525189695262404,0.0011974611626890416,0.014015514215948936,0.004038927714521869,0.016432399864172095,0.025966383291021505,0.0026205896874016907,0.012325277920137295,0.0033697312277457957,0.016581816799911667,0.0073267705269451314,0.10687308916463846,0.16719225590516812,0.022263535004780028,0.002614783400515665,0.04281946421332542,0.020400004054629422,0.014910382091401341,0.009288799584778903,0.01340963831762227,0.04779848442675841,0.0019501567217310829,0.012630333064079223,0.008839091694374709,0.06682768457917104,0.008606398097361061,0.13660027509864722,0.0029347516417882026,0.0025338663211933975,0.0045435252257729365,0.009190383492568297,0.045386238530918506,0.15946049048185756,0.006436079176662469,0.002352531208375102,0.00754534241145564,0.0018211835891745018,0.08907119344237699,0.009294297711411222,0.007553899762425986,0.016627718176694933,0.02388486742931467,0.056361032957841596,0.12277869342493848,0.17062229878210333,0.09645496225694598,0.01202600120562974,0.033737637882866205,0.011521853382111456,0.005803059820070108,0.011004498206868545,0.019487215174693377,0.0430351606887915,0.088054272997092,0.004485777172449415,0.004492027415393154,0.070547585056985,0.0029465452035775815,0.04251988793246018,0.014654037061169835,0.04859341944136702,0.04093800173946301,0.013216794864268067,0.020504652734491938,0.02859979095711443,0.00550945454770537,0.007503998951120684,0.08154024492152309,0.01326883948860306,0.05783773354152384,0.01435731054448243,0.0018446906100594437,0.038524043461520205,0.002935042858881292,0.0019096059771421625,0.0016746474299131012,0.018480797800800322,0.0849624359020218,0.01842342042518823,0.049849133565659884,0.052378626322895805,0.024675892287592645
AF,0.006231419452256893,0.0,7.106397742500245e-05,0.00024087445198928703,0.0012202581543767593,0.001411809125931523,3.8552650394863915e-05,0.00028053725064094395,0.0003909945334941464,4.3274702965302856e-05,0.0020379332075596726,0.0010549081283023436,0.00012327279545894641,0.0020992944040028327,0.00017019861522339405,0.0008873392805992185,0.00015031629820419701,0.0025430467204440826,0.0003596348687527195,0.00040017378704795733,2.151626321275322e-05,6.711459919148601e-05,0.000142255442785695,2.8442919962126995e-05,4.368091364867615e-05,0.00036259216497182343,2.837342325288808e-05,0.0018785783965908404,0.00016144863377362984,0.0015829899277070964,2.0071673166887492e-05,0.0003396799553741918,0.0003886720157075941,0.0005038596017195763,0.0001651194678323253,0.0002836424528085197,0.00031363265689990816,1.789392735948463e-05,2.7022429468041987e-05,0.0005247913736036004,0.00022169612106106196,5.0309466298965426e-05,2.116914206932368e-05,0.00015764323660131112,7.370147696855454e-05,8.368995702979058e-05,0.00036284348620492236,0.00023577119359752076,0.0002703847646305986,0.0015973567056225975,0.00015046867893431462,6.658717380398908e-05,0.0004006211541046678,2.696168648052192e-05,0.00016021089620020374,0.0017625629984090927,0.002849332768431438,8.542517792576866e-05,0.001186898985446174,0.0001424979227669894,6.882124307650131e-05,0.00018564739579330066,0.00035137625881900754,0.00018007887399061598,7.706208095751696e-05,0.001995549104079948,2.5567340367566106e-05,0.0009351028468900619,9.20927981810043e-05,8.312788994356752e-05,0.0004315986136026664,0.0007040819269320996,2.7348186222626315e-05,0.00010115606916251475,2.4296825633748366e-05,0.00010333738548922731,0.00014131221780656558,8.513588049368144e-05,0.00027458480927043867,2.0102961237930065e-05,8.537090022605603e-05,4.566501911675998e-05,0.00027716751256412204,0.0007621323970712728,0.000185641520095775,0.00044216350378836896,0.010212378652452194,0.002074308830781276,0.0020702609350081807,5.686175823367294e-05,0.00014729867646770233,4.721985539626746e-05,0.0018139906963141673,0.00027778840743182515,0.0012629067144692796,0.0011621833576332633,6.67577897536238e-05,0.0005309381425652393,0.000510184796134292,0.003189167671388658,0.002384961623016871,3.080995084053236e-05,0.0019881506266929503,3.8673215942880345e-05,0.0011615987968282954,0.00026977335594947064,0.00011910827927857172,0.00013935970761924416,0.00011057504306288748,0.001961621210465565,0.00021612740386591,0.0003204096317131729,0.0005006039100099431,1.2854715841587716e-05,0.0001548051846497015,0.00021387650929243442,0.0004490020597450655,0.00041492727667964566,3.8083054209832134e-05,9.365609731262314e-05,3.198345745454496e-05,0.0006699346307464303,0.00012473127347786313,0.002085199599719604,0.002826431813618502,0.00033672018334173436,3.5792860995121145e-05,0.0009745562929982808,0.00015603792846057091,0.00014099261808347906,9.02111790365296e-05,0.0006183878353640661,0.0007411144101656654,3.9051862828403854e-05,0.0001757257466369421,0.00013830944041756866,0.0014008968802053964,8.206636177719323e-05,0.0017065004891804478,5.917400274890675e-05,2.024938438790422e-05,5.610011343469871e-05,8.804638963335309e-05,0.0006387964771193951,0.009685656090350284,0.000140259755190705,3.1335228720196785e-05,0.00011392329774764639,3.2807585459075086e-05,0.000859209681300338,9.231350018712739e-05,0.0001395440619782891,0.0004242817984886258,0.0006427069281789513,0.0010963920498419093,0.0036993819571995985,0.0028614318926475746,0.0021655871183844937,0.00023468858054224753,0.0004908515025163177,0.0003907465401170369,8.11893242260066e-05,0.0002475162625697739,0.0005121340936601943,0.0008504911021694245,0.0013875893583276545,4.7342659289430024e-05,4.1764406463825e-05,0.004281823524930153,4.025143068082843e-05,0.0004709449055186748,0.0002974853404462692,0.0005393183246589085,0.0018846227989598072,0.002420670476854213,0.000651624992568755,0.0018789692584540768,4.189310268237317e-05,0.0002308812179167588,0.001452410946835212,0.0004730221420615824,0.0011438677757434571,0.00021172468119198647,3.17045615394142e-05,0.004965211644245186,0.0003580416856434671,1.3694036919382898e-05,2.5048377839546456e-05,0.0001655098246028693,0.0006110759146357028,0.00015934828887875178,0.0006915432184936728,0.0013111241105618146,0.0006113843613442794
AG,0.000120303251160746,3.4435643678465094e-05,0.0,0.0001414187462265635,3.075740030166108e-05,3.290348169401915e-05,0.0008509012093558953,4.79015946935535e-05,5.579911488835009e-05,0.0008492825533544937,3.81523420598302e-05,1.2264739408360665e-05,0.018672510748027168,7.389675794578818e-05,7.332872956398994e-05,8.42135071039082e-05,0.00018214261383443583,0.0001159214759711767,2.089272545328519e-05,3.0236632984435683e-05,0.006336715518639516,0.0013322621185533697,9.478860884189888e-05,0.0008500270799041582,0.00024145571237385013,0.0003274813213105566,0.0012723659523199776,1.328556232888722e-05,2.9336160059155645e-05,4.477368188407924e-05,0.0005075108559405033,0.0015553452076328034,2.6361099258873236e-05,3.6276881341904944e-05,3.157322754232584e-05,0.00010213365407485391,9.52841959952212e-05,4.5452026629613416e-06,0.0007827782784756188,3.706355313509768e-05,6.17103313965438e-05,0.0012158821702963206,0.0006123333708216099,0.0004847509617994758,0.0001298301239638967,0.0008267915029262345,0.00030508160414750385,3.2313287980204937e-05,5.461867859254768e-05,3.2611120201562195e-05,7.030028443382719e-05,0.0014180837890185609,3.632286308975042e-05,0.0009219352326416232,0.00014078122582463905,0.00010480070481789589,3.163497657011739e-05,0.00027943137043647583,6.784293245463237e-05,0.00022994104004204647,5.12107126752989e-05,0.000139476461166183,3.368835530438587e-05,0.0006775919916980192,0.012503380996408084,5.357777191392538e-05,2.7438626848888633e-05,0.00033399674449614765,0.0038805298786042403,3.520869908699737e-05,0.000102665228733334,6.091015282351117e-05,0.0006234997887839845,0.000238704749955722,0.0006290257369172863,4.5705522457402e-05,6.785977729424987e-05,0.0017836108026103496,0.00013677435588204753,0.0007261562602406436,0.00016313650846707623,0.0015147759223613246,4.784925110899197e-05,5.3703125065320395e-05,0.00029056387620332396,0.00041484967846347644,0.00014580047528741226,2.8539840617164858e-05,7.071385202634439e-05,0.000461049139461263,0.00013377894634346088,0.003622843884794303,0.00013770884609418558,0.00017605680072887007,9.611916848304967e-05,1.685969227567987e-05,8.527515626420122e-05,4.33495628641752e-05,0.00011924225278716869,8.062203423798447e-05,2.3081266520856733e-05,2.835247656041157e-05,6.059257237820416e-05,0.0036828793878484443,9.187998061577075e-05,8.419321282329967e-05,9.755988312621606e-05,2.627591997887718e-05,0.00021291482089695114,5.123961718671446e-05,0.0002464710098885615,2.8730635775447054e-05,0.00013364341019163903,0.0010565549008305281,5.8551781616223366e-05,8.910713461947283e-06,7.970306569007452e-05,3.687673146345955e-05,1.2025305562257128e-05,8.64235258288322e-05,6.944665156146972e-05,9.030932229838784e-05,0.00022446323315912918,7.048031285652388e-05,3.893764598909923e-05,2.5973989642328952e-05,0.0003087065203851232,6.303155088550528e-05,3.7397506495063794e-05,1.580057231385514e-05,6.864609710150577e-06,5.815182340219581e-05,0.0003275347348884923,0.0014323133719204028,0.0001267463262597381,0.00011124647435500105,3.8526979176285346e-05,1.8977896988373248e-05,2.262633125193681e-05,0.000819548417819912,0.0009470665774723489,0.00015319944148648097,5.2513369429157245e-05,8.003817051748344e-05,0.00010390615071825591,9.852566543632582e-05,0.0018144369989704136,0.0003260274391486354,0.0007986686729190295,0.0001459074507048753,4.3997779300771876e-05,7.817945770632675e-05,8.95961261049859e-05,5.8152668847352335e-05,1.8544912440927224e-05,6.271079387775717e-05,4.368575190603431e-05,2.964615805441507e-05,0.00011185658210604011,9.713139812115284e-05,1.3400319805610796e-05,8.427920574519972e-05,7.937896601484666e-05,0.00016337563057910234,3.384647805997452e-05,3.5018424154125555e-05,0.000844131438766634,0.013673778173713647,1.859052294168506e-05,0.001274387305877868,2.885669662845482e-05,0.000280912109719575,7.420432733387911e-05,1.3435562347391737e-05,3.813943474978654e-05,9.819340884808664e-05,6.448464984641362e-05,0.002979406287793532,9.23705241594558e-05,2.80763583717691e-05,4.8127487961524345e-05,2.4499662605601396e-05,0.0015474438484762583,0.0005207272910677053,5.87734235901646e-05,0.0003597467969988874,0.003288094579112294,0.0014734212066276984,5.059194783945541e-05,3.770029983816875e-05,5.190657101317642e-05,7.734887892500396e-05,2.562360733043945e-05,2.379462636053424e-05
AL,0.0009232080012608089,0.000758936537977387,0.0009195238764819926,0.0,0.0017862027716417284,0.0010385774405168504,0.00018675650004674994,0.003145851978089786,0.0002154024791002261,0.00011249810343334046,0.0009628292809987187,0.01026050102829901,0.0007715675202562718,0.0005951181850145986,0.0031251087042094617,0.00033815181069662465,0.004976160252522475,0.0010567331759765532,0.0004016601264407577,0.00018689175047379033,6.11378368362346e-05,0.00048117931165496945,0.000232578192110138,9.400981576237166e-05,6.818071448988474e-05,0.0003946056956284299,0.00011931344531550451,6.138782515213274e-05,0.00016213805203115416,0.0014715512908976857,4.373175606045358e-05,0.0006556180402965175,0.0004396979509968207,0.00022676842243256267,0.00017822294459872605,0.002435717508641144,0.0004388560560970035,1.648156441588321e-05,6.619334317785048e-05,0.0005105849776444769,0.00026518386370456175,9.908244142633175e-05,9.965336820657419e-05,0.0002708688231263985,0.0004159311146404259,0.00011929222585010387,0.0025317647460170248,0.00510327164765541,0.004141469789979634,0.0004208549540294754,0.0010651282933951945,0.0002998099547941919,0.0012077830161907853,7.185137778953688e-05,0.002026302516038039,0.0020440583233013224,0.0006928408118852348,0.0018819967532795405,0.0011194294229333415,0.0011032480569233383,0.000379640783055108,0.0012663150821839897,0.00014031871404719266,0.002098592805596337,0.0005732848821341724,0.0030133522919525814,9.849466424325104e-05,0.0008207270950960404,0.0034956964566084455,0.0004385569176412503,0.0006117718320758168,0.00046824203786099847,0.00017414055841992514,0.004053591060441581,5.161284067774284e-05,6.283542880145116e-05,0.0004946870333333836,0.0002983165800958409,0.0003386487863245626,3.865018875771886e-05,0.002252347159667944,0.00013679829689524397,0.0021626179970530394,0.0003158700590162653,0.0015311479746945359,0.00468714479537405,0.0007194566868229887,0.0008431455648320811,0.0015344302815497911,0.0012106142551672017,0.013285209931736377,0.00026623532515159117,0.0011738404614125757,0.0005392957305629168,0.00047066103037301843,0.0007222234870635477,0.00015865147910116043,0.0003845714641031189,0.00040475191016247925,0.0008285003947573486,0.00110402093475256,2.870901142729899e-05,0.0010323216650108354,0.00029685277844656465,0.0005068828956007366,0.0006228093566395556,0.004895225228035445,0.001465252909435607,0.0016759316414060954,0.0006902216330852547,0.0020714456737328797,0.00838234117896052,0.01173731036490383,9.205198078430058e-05,0.00016812070354812052,0.014711991856652038,0.00036939968178016,0.00013210155526721621,3.138503663858102e-05,8.14305510262879e-05,0.00018840472078210168,0.00045228591250217736,0.003445653197148061,0.0007728239323905394,0.0007081680488472513,0.0002473117373909054,9.917550858320817e-05,0.00028034435361572006,0.0002115618752551238,0.001109796699757844,4.743133755950461e-05,0.00021398722767640023,0.0008991595982841878,7.901517994749541e-05,0.0017365412466091856,0.002430707043380628,0.0003242280148800124,7.401654842258931e-05,0.0007318974661859894,4.7419046694794334e-05,4.1742443690661456e-05,0.0001179290361617887,0.00016253474978725278,0.0002812846233430622,0.0006897725898900197,0.00650462581994226,9.75017010455982e-05,0.0016650471197282063,8.45990337219428e-05,0.0008815679788367121,0.00017304653543751426,0.006114144669528704,0.007445427362519924,0.0011287450751821789,0.0007264119968028417,0.001227280730732733,0.0007041900899054077,0.00048538862401451173,0.003165785273275499,0.0006192650964143653,0.0026558063948882347,0.004644561609268562,0.0005804403412857078,0.0010678481130822282,0.0003611647062712123,0.0005242803203159197,0.00011616198766809882,0.00010116256041838549,0.000391307575370285,0.00014036497754774634,0.0002332701982224177,0.00030713724164536444,0.0004701602733495786,0.0005576410706135881,0.0003838557521283996,0.001102481152037636,0.0031533457063858765,0.0002031176905129773,0.00016587473011922424,0.00044476993541098687,0.0036523235757112884,0.0005701009222840471,0.0005636176990053034,0.0001083526358560286,0.0007727711530191114,0.00012747878276597735,0.0001261857932110618,8.0080885365536e-05,0.0001902055680892958,0.0004926571880350833,0.0001739353357604885,0.0005200183062744626,0.0002815545124313809,0.0002514021478223587
AM,0.0029596457309946284,0.002036770385440089,0.00010594519971217016,0.0009462510837207056,0.0,0.001043573733540195,9.824969266704239e-05,0.0007394297326016255,0.00045991294243074676,7.17358465920919e-05,0.0029709943112711922,0.0019373407130911424,0.00011366311075084621,0.0013977984683769583,0.000470600431198118,0.00043709679046981226,0.0013398471768284635,0.0010216891345257743,0.00028454114026016993,0.0003521238769087738,0.00016731587137243625,6.691577559844973e-05,0.000103808512127916,3.7047320195431976e-05,0.00010147066170342857,0.0004489284563714667,3.1428012561900336e-05,0.0001668995113406821,0.00013979340019731478,0.006991367251114381,2.441383461709663e-05,0.0004149961378068088,0.00041860071414669267,0.0007544057050379179,0.0005862508248073755,0.00043984846350729484,0.0006864021685081538,1.8632041450314478e-05,8.916879395990296e-05,0.0008615937739743809,0.0004487688178618646,4.659021674743612e-05,4.4753263786592575e-05,0.0015988023947411975,0.00013312742380329015,0.000187915866451419,0.0032349012189125574,0.0016619554716905622,0.0006502078346913703,0.0009220828332213124,0.0004496817005936948,0.00012306096711462894,0.0010756696539177936,3.645477565942716e-05,0.0011668231902164639,0.0033200695583678413,0.000996406833327902,0.00032614883792457354,0.000796224315511725,0.0004862742103661108,0.0002071363222667288,0.0007563604018820979,0.000350091809495549,0.00031229611350267253,0.000109034251961171,0.007117211393530731,0.00023492365092978707,0.0007812392595966332,9.4832465907601e-05,0.0002139813979423519,0.0002897658126742596,0.000591022794320138,0.00025041258614782964,0.0012884059154303657,3.0162847290997892e-05,0.00011069105240494574,0.00019238393736847575,0.00011882910364585276,0.00022199001328632883,2.2219496627918313e-05,0.0010733304346709305,5.771788288781151e-05,0.00038468240860025954,0.0006742456326860908,0.0002897297104750684,0.0012763166863090508,0.002237084928582073,0.004119191753938093,0.0024492431192787863,0.0004695301793716763,0.0004673987168025694,6.05683899726171e-05,0.0027307696409530225,0.00030643966733860504,0.0014064548061788083,0.0034991548599188835,0.00017927502895880184,0.0003503846056473526,0.0005575491226055485,0.0019784987635201143,0.003820469830703987,4.011631716609785e-05,0.0020858213351036257,5.743777100590458e-05,0.001881212725888991,0.00041374878368205406,0.0009368451305029533,0.0001956773563051478,0.0008853110576573061,0.0008781330055504173,0.0005005212261140832,0.000866895255784245,0.00406684732440876,0.00011087733351722836,0.0013156574937871555,0.0009843059203408751,0.0006287543924729958,0.00020981365162589245,2.5013040237456138e-05,0.00011734607258855151,0.0002941104794606361,0.0003774380935228714,0.0005237407942978819,0.001305213001844022,0.0028131336787402326,0.000327580951485864,5.045025461999129e-05,0.0007655878939575218,0.0003716703179575729,0.00016468095998926931,0.0001485646253997748,0.00040682900207710546,0.0007908870186764808,4.871023886613549e-05,0.0004284094722947994,0.00040139395099874226,0.001087184571468885,9.026987951294573e-05,0.0017818664367427795,4.507047543167926e-05,6.374557539044468e-05,6.32149184957093e-05,8.34429362868685e-05,0.0005498329896562971,0.0024628074605258306,0.0013532408536774565,3.8318600301336765e-05,0.0003371932052251061,3.4974430775716436e-05,0.0010622329946092786,0.0007859236767014242,0.0004235081006609091,0.0013146004448555593,0.017425703238404082,0.0009918614133203958,0.0013713518370145404,0.0030521799405659983,0.0018186183364428822,0.0005634431539441522,0.00046829581835841427,0.0013559071677705825,0.0026207580190093643,0.0005029734824930082,0.0006700978046247964,0.00046949171090756935,0.0008038783205673414,6.818248960950953e-05,0.00020191852080799521,0.0020600791253054507,5.341069297148147e-05,0.0006271888258455335,0.00030737345102018084,0.000707016546467356,0.0032038031618429746,0.0029527539125529276,0.0009552791896742803,0.0015053472657186354,8.486736807276863e-05,0.00020313398352164906,0.0014215901903635178,0.0019438113053133132,0.0013729037483403382,0.00031082183846330646,3.540999218762715e-05,0.00437436579304556,7.381915670359965e-05,4.042539915395831e-05,3.325249860409262e-05,0.0003600872392706362,0.0007820679790778043,0.0010274355906452002,0.0007393388890928361,0.0006467907289680599,0.00042027015083093686
AO,0.0012609512432292358,0.0006469376911659297,3.111498748503279e-05,0.0001510464880339084,0.0002864964570777389,0.0,0.00034627597550637956,0.0001773216085130768,0.0001462075843532705,2.7776701519182168e-05,0.000169599558675509,0.00026626367907564373,6.342308767933038e-05,0.0004267909621336238,0.0005752401169208636,0.00035473852650995413,0.00013103185713293566,0.0004644344508625863,0.000913150865865525,0.0006564936425818825,0.0001320285282188222,5.4790425482409385e-05,5.505660659691362e-05,0.0001502698354090746,2.4914193857093985e-05,0.005116797783817191,2.127612083253141e-05,3.878816540611168e-05,0.002247627811560066,0.00021736284872150838,2.2433699359907175e-05,0.0003288937951468573,0.008062460761835522,0.0005209745029146523,0.001786067985835701,0.0003208969219651421,0.0007415025588005254,5.8817097868707444e-06,0.00014810407248020205,0.000719025061656312,8.66281064915224e-05,6.69551341579052e-05,4.8559692544304524e-05,0.00021657317022372646,0.002681053230356831,4.374642655294571e-05,9.726246250666366e-05,0.00021178427404379866,0.0003460923851726646,0.0009035854805682739,0.00017579732926275825,0.00010813925193738075,0.0004093252443727551,3.689739245321602e-05,0.0001701847337050706,0.00037679718997077636,0.0011979865631625238,0.00019914006015315255,0.0030229632600316577,0.00018611460918275085,9.968047702414636e-05,0.0005762634827229286,0.0008831036766354195,0.00018336877314212996,2.0351241323063856e-05,0.00024280336700098915,0.0002665362146864094,0.000766590716284659,5.2985861633531066e-05,0.00013595662947072789,0.00030740534327192923,0.0007184101921895899,0.0002886340329251074,0.00011643971955951362,2.0585183127468807e-05,3.5429042778013264e-05,0.0014638157845210983,2.645234305600197e-05,9.907928144672911e-05,2.1495834295115303e-05,0.00018278068678397288,1.595564016803265e-05,0.00020811312728445525,0.00020195609443855934,0.0002987347997697217,0.00017026383885070164,0.0005599854809220013,0.0003422519488447145,0.00038067272375455214,0.00018256954689814848,0.00020771143559232322,2.5707784204840974e-05,0.000490776348264456,0.00014235241562487967,0.0011437452602082654,0.00013124668071151085,5.3791304016524134e-05,0.00194241890138053,0.00016376104731965978,0.0003078097555055337,0.00030411784921913616,1.531244930793879e-05,0.0005239895062579678,1.9881193915617452e-05,0.0003562624010036709,0.0004867622815143773,8.458458940959776e-05,0.0006800836074240618,0.00012402414263337254,0.00013281591447498656,0.0003250840280650197,0.00018333295725364072,0.0001024607247541159,0.00015475020582389687,0.0009825253587722985,2.1267735531571374e-05,0.0008233979282696038,9.581435262666215e-05,1.1702583399158473e-05,4.5420853356867926e-05,0.0003185253806632648,0.0002741870732307234,0.00014703228919724963,0.001332130677179753,0.0007777174804707551,0.003452186956143992,6.408962570570263e-05,0.0001911557208533038,0.022370559242206708,0.025497542764456,2.4734509509145026e-05,0.0006853352774414969,0.0027231507814850773,3.7704254707670276e-05,0.00021533078682210043,9.215951264054538e-05,0.00028674106019701764,2.7729142363088432e-05,0.0002497273356640565,6.509632215447843e-05,4.1930087092151606e-05,4.5165207072702584e-05,4.105760394048027e-05,0.00020239773139485396,0.000500902158065173,0.00013172686178025415,2.0701736678797273e-05,0.000721382723850898,0.0002680569294167928,0.0009251043985471427,0.000671822072188557,0.00016139173047387194,0.0001478237305342223,8.502880516734655e-05,0.0010066579350824778,0.00036977047240171796,0.0009355046040986283,0.0005335873993829677,0.000212716503181251,0.0002058220467329847,0.00033214030760873273,5.11607137744885e-05,0.00040152647572840283,0.0008144201407687246,0.001378786184433105,0.0010025715598924515,2.501972539138439e-05,0.00012938287600780489,0.0003357508031191059,3.044658325722609e-05,0.0010790241071518395,0.0009526612547708962,0.0002200287907560477,0.00016475844865497475,2.8725451095464273e-05,0.00038501707968491874,0.0001282737146176608,2.2263591967856705e-05,5.959490160215396e-05,0.0008868647908318106,8.142297842408613e-05,0.0009686706669363578,0.00017261301810986404,0.00014909207781850368,0.0001123889465522968,3.488238924306915e-05,2.2369977813824314e-05,2.1314130677259425e-05,9.78897527581532e-05,0.0003110431688979701,0.0007599109636037572,0.008246481428386443,0.002342201871353462,0.0012862601036854697
