iso_a3_target daily_seeds
ARE 8330.30964
AFG 496.78628
ATG 2.36841
ALB 9.47461
ARM 28.28919
AGO 29.02358
ARG 8.78349
AUT 90.79657
AUS 328.42578
ABW 16.16854
AZE 9.52343
BIH 12.75814
BRB 11.67224
BGD 1156.84327
BEL 103.56096
BFA 5.33143
BGR 32.34785
BHR 522.17092
BDI 6.7143
BEN 4.78925
BLM 1.365
BMU 0.82779
BRN 7.79786
BOL 1.28249
BES 3.93954
BRA 83.87139
BHS 3.62215
BTN 180.03929
BWA 1.42999
BLR 23.91334
BLZ 0.91581
CAN 727.06649
COD 15.27484
CAF 3.0015
COG 6.19409
CHE 202.16047
CIV 17.72462
CHL 6.78377
CMR 11.03892
CHN 289.48302
COL 18.51503
CRI 16.23197
CUB 8.8237
CPV 7.45308
CUW 7.37055
CYP 30.1349
CZE 61.52331
DEU 669.82518
DJI 14.94369
DNK 89.34424
DMA 0.81593
DOM 95.66598
DZA 19.55561
ECU 6.30847
EST 6.23541
EGY 748.37447
ESP 266.44167
ETH 323.98775
FIN 40.58964
FJI 0.79785
FRA 508.95566
GAB 4.52439
GBR 1065.80731
GRD 1.27727
GEO 20.83352
GUF 1.03971
GHA 65.9869
GRL 1.15541
GMB 3.05169
GIN 17.43986
GLP 7.61433
GNQ 1.33094
GRC 83.61581
GTM 6.96902
GUM 8.8017
GNB 0.86774
GUY 2.48903
HKG 189.71411
HND 2.79159
HRV 9.00912
HTI 2.06545
HUN 37.45668
IDN 203.03872
IRL 88.61563
ISR 132.08021
IND 0.0
IRQ 307.21364
IRN 325.19701
ISL 7.02404
ITA 274.62428
JAM 20.10171
JOR 249.62852
JPN 436.04832
KEN 240.18668
KGZ 34.16195
KHM 11.62886
COM 5.9864
KNA 0.57035
KOR 217.27194
KWT 813.73193
CYM 1.52166
KAZ 86.98042
LAO 2.42041
LBN 217.32896
LCA 4.20827
LKA 311.86168
LBR 3.68471
LTU 6.23607
LUX 5.81825
LVA 8.07372
LBY 9.44439
MAR 90.20614
MCO 0.51167
MDA 4.85955
MNE 2.94997
MAF 0.42919
MDG 2.24719
MKD 2.42444
MLI 12.05247
MMR 51.47075
MAC 4.48252
MNP 4.42075
MTQ 7.26578
MRT 4.5195
MLT 10.97322
MUS 38.47704
MDV 1040.03659
MWI 6.45191
MEX 121.81055
MYS 465.48578
MOZ 5.65001
NAM 5.14562
NCL 2.02168
NER 7.25497
NFK 0.49312
NGA 144.80958
NIC 0.53599
NLD 393.38963
NOR 62.67649
NPL 456.21854
NZL 32.5863
OMN 973.98471
PAN 16.54922
PER 6.59396
PYF 6.11335
PNG 3.61727
PHL 296.34406
PAK 1546.01276
POL 67.23335
PRI 32.59464
PRT 55.70631
PRY 0.52209
QAT 1578.12554
REU 11.6627
ROU 81.17689
SRB 42.83104
RUS 415.98822
RWA 34.64447
SAU 1742.70245
SLB 0.08231
SYC 31.8958
SDN 175.51728
SWE 90.48955
SGP 327.2323
SVN 1.7569
SLE 3.84573
SEN 26.15371
SOM 13.5938
SUR 1.42599
SSD 17.10679
STP 1.01267
SLV 12.99426
SXM 8.41681
SYR 9.95124
TCA 5.40991
TCD 3.68991
TGO 10.84644
THA 842.70855
TJK 16.05456
TLS 0.25383
TKM 0.73229
TUN 43.96425
TUR 585.94951
TTO 0.46637
TWN 104.49548
TZA 175.74774
UKR 204.38982
UGA 75.4797
USA 2911.96585
URY 0.63869
UZB 89.39066
VCT 0.87888
VEN 1.73679
VGB 0.56307
VIR 6.5999
VNM 139.19216
WSM 0.67065
MYT 3.93739
ZAF 94.96605
ZMB 30.64136
ZWE 15.15045
