iso_a3_target daily_seeds
ARE 1297.48107
AFG 24.31464
ATG 39.7606
ALB 48.40096
ARM 25.29995
AGO 12.01651
ARG 32.54118
AUT 300.02099
AUS 222.92941
ABW 28.40626
AZE 19.36919
BIH 14.92705
BRB 110.23241
BGD 269.95424
BEL 520.03914
BFA 16.79401
BGR 153.71827
BHR 276.559
BDI 3.64768
BEN 8.64002
BLM 3.06944
BMU 29.11803
BRN 9.97373
BOL 5.67928
BES 7.18714
BRA 109.23013
BHS 8.69958
BTN 1.60939
BWA 2.00326
BLR 48.80236
BLZ 2.9113
CAN 440.76775
COD 21.44843
CAF 3.78581
COG 8.01963
CHE 645.42306
CIV 54.26429
CHL 30.4573
CMR 21.43338
CHN 244.50964
COL 82.25814
CRI 42.6803
CUB 35.07969
CPV 83.8215
CUW 12.30599
CYP 60.00295
CZE 121.11142
DEU 1920.05824
DJI 14.08113
DNK 251.81888
DMA 8.53358
DOM 228.45847
DZA 23.88607
ECU 27.4765
EST 48.03914
EGY 506.55227
ESP 2443.23454
ETH 265.59702
FIN 195.32622
FJI 0.7341
FRA 1625.80723
GAB 6.76552
GBR 0.0
GRD 44.26359
GEO 21.5988
GUF 4.03723
GHA 141.07978
GRL 2.7026
GMB 14.6311
GIN 9.55364
GLP 13.73971
GNQ 2.29119
GRC 194.29168
GTM 16.03233
GUM 6.82207
GNB 1.88191
GUY 4.94449
HKG 74.20347
HND 7.26503
HRV 29.79849
HTI 9.32414
HUN 72.53392
IDN 140.41108
IRL 687.32789
ISR 60.57622
IND 1653.75155
IRQ 125.98617
IRN 113.39595
ISL 50.9465
ITA 1087.86678
JAM 77.29417
JOR 109.8487
JPN 445.45698
KEN 122.77183
KGZ 14.74611
KHM 11.58958
COM 1.85628
KNA 2.60157
KOR 194.66789
KWT 164.8773
CYM 12.28392
KAZ 22.25855
LAO 1.86715
LBN 149.66612
LCA 37.18376
LKA 134.8445
LBR 13.73216
LTU 42.1916
LUX 43.76341
LVA 46.61951
LBY 15.36819
MAR 285.19335
MCO 3.45153
MDA 52.94858
MNE 11.61701
MAF 1.04032
MDG 2.91425
MKD 19.38916
MLI 21.89658
MMR 10.12918
MAC 4.12949
MNP 3.81868
MTQ 14.75483
MRT 8.62777
MLT 40.31001
MUS 3.25262
MDV 105.25257
MWI 5.08142
MEX 473.81
MYS 125.82128
MOZ 6.59083
NAM 4.68511
NCL 0.81784
NER 10.77258
NFK 0.25009
NGA 454.0087
NIC 2.23441
NLD 1058.54313
NOR 346.19857
NPL 52.26104
NZL 16.77359
OMN 117.70716
PAN 63.38922
PER 33.86178
PYF 1.43774
PNG 2.8671
PHL 171.84782
PAK 575.26679
POL 459.8103
PRI 60.88464
PRT 151.11958
PRY 2.41665
QAT 427.379
REU 11.63633
ROU 509.69876
SRB 118.05318
RUS 439.74117
RWA 23.61118
SAU 449.39966
SLB 0.05436
SYC 7.2719
SDN 55.60152
SWE 406.47534
SGP 105.4259
SVN 2.82495
SLE 18.60157
SEN 54.19615
SOM 15.81511
SUR 2.85861
SSD 4.81758
STP 1.55303
SLV 37.24176
SXM 16.23735
SYR 6.22113
TCA 8.77271
TCD 5.91403
TGO 27.34114
THA 239.44062
TJK 3.48865
TLS 0.20168
TKM 0.65441
TUN 43.44922
TUR 1191.0072
TTO 1.12843
TWN 83.79077
TZA 64.22778
UKR 307.7504
UGA 33.87978
USA 4592.4224
URY 3.45062
UZB 27.18997
VCT 35.34629
VEN 9.06427
VGB 9.43953
VIR 25.18122
VNM 91.67409
WSM 0.33499
MYT 4.92631
ZAF 119.45379
ZMB 7.86954
ZWE 5.99692
