iso_a3_target daily_seeds
ARE 590.44305
AFG 13.40106
ATG 0.1181
ALB 3.90567
ARM 7.04766
AGO 59.7782
ARG 2.03823
AUT 30.58867
AUS 59.84662
ABW 4.39554
AZE 6.52292
BIH 5.10745
BRB 0.28514
BGD 44.06803
BEL 25.12245
BFA 3.95083
BGR 7.73798
BHR 30.36715
BDI 12.81668
BEN 7.00412
BLM 0.27251
BMU 0.6695
BRN 1.35061
BOL 0.27013
BES 3.22381
BRA 49.11774
BHS 1.42381
BTN 0.22709
BWA 155.3306
BLR 4.52005
BLZ 0.27802
CAN 34.26527
COD 79.25942
CAF 1.91718
COG 7.65756
CHE 85.15478
CIV 14.13811
COK 0.05396
CHL 1.71189
CMR 16.05387
CHN 51.44262
COL 5.24054
CRI 2.83172
CUB 0.61321
CPV 1.05899
CUW 6.08615
CYP 10.60649
CZE 15.85795
DEU 248.95309
DJI 10.05017
DNK 23.08419
DOM 16.17382
DZA 4.46467
ECU 2.90646
EST 2.27453
EGY 115.45406
ESP 134.85413
ETH 463.18481
FIN 10.6123
FRO 0.27978
FRA 178.19066
GAB 4.56607
GBR 113.88134
GRD 0.06963
GEO 11.12412
GUF 0.18812
GHA 30.55635
GIB 0.30816
GRL 0.09599
GMB 1.96509
GIN 3.02737
GLP 0.94553
GRC 71.10905
GTM 0.90315
GUM 0.72665
GNB 0.28227
GUY 0.21712
HKG 21.01932
HND 0.67693
HRV 15.67591
HTI 0.22854
HUN 12.64253
IDN 38.68872
IRL 24.2971
ISR 28.82174
IND 169.35855
IRQ 54.24077
IRN 56.90507
ISL 5.75294
ITA 97.35541
JAM 2.01059
JOR 49.74748
JPN 35.6737
KEN 183.11649
KGZ 4.01561
KHM 2.79472
COM 8.08904
KOR 30.15062
KWT 38.17979
CYM 0.04442
KAZ 12.98509
LAO 0.0561
LBN 62.80715
LCA 0.09965
LKA 27.14359
LBR 1.87513
LTU 3.40167
LUX 3.12364
LVA 4.36319
LBY 3.14125
MAR 22.5166
MDA 2.1613
MNE 2.06696
MAF 0.08907
MDG 4.82548
MKD 1.09093
MLI 9.3314
MMR 1.13693
MAC 0.99453
MNP 0.20777
MTQ 1.08505
MRT 1.0554
MLT 4.07081
MUS 15.18577
MDV 44.24597
MWI 83.3062
MEX 17.72421
MYS 28.62735
MOZ 255.9452
NAM 304.40024
NCL 0.21033
NER 6.17496
NGA 110.89903
NIC 0.13509
NLD 248.7234
NOR 17.63913
NPL 12.01621
NZL 5.73603
OMN 20.1994
PAN 4.20431
PER 4.28999
PYF 0.12687
PNG 0.69409
PHL 54.76894
PAK 72.93788
POL 26.24258
PRI 7.77647
PRT 63.5051
PRY 0.23935
QAT 401.08108
REU 4.5279
ROU 21.23658
SRB 14.26939
RUS 65.24486
RWA 40.54229
SAU 169.77925
SYC 22.65363
SDN 42.56504
SWE 32.74708
SGP 80.94784
SVN 1.54857
SVK 0.29796
SLE 1.42772
SEN 6.88698
SOM 33.38149
SSD 13.36198
SLV 1.17104
SXM 2.20197
SYR 2.45245
TCA 1.29881
TCD 4.5828
TGO 14.98558
THA 42.35535
TJK 2.45348
TLS 0.02874
TKM 0.04617
TUN 17.22023
TUR 219.76125
TTO 0.08231
TWN 6.50936
TZA 101.82171
UKR 31.05337
UGA 83.11058
USA 423.87679
URY 0.16112
UZB 7.08072
VEN 0.66388
VGB 0.07878
VIR 1.18854
VNM 17.18122
WSM 0.05005
YEM 1.78708
MYT 4.25934
ZAF 0.0
ZMB 266.00597
ZWE 853.51843
