iso_a3_target daily_seeds
ARE 3503.92937
AFG 278.78338
ATG 1.1759
ALB 12.30912
ARM 35.33584
AGO 13.46257
ARG 3.14132
AUT 58.63187
AUS 369.92731
ABW 10.12485
AZE 15.84738
BIH 24.49985
BRB 4.72819
BGD 527.94844
BEL 56.24331
BFA 3.2177
BGR 17.23555
BHR 431.63005
BDI 2.95855
BEN 2.87283
BLM 0.70972
BMU 4.43175
BRN 11.34153
BOL 0.5813
BES 2.19654
BRA 61.60874
BHS 7.05658
BTN 185.1982
BWA 1.01991
BLR 12.14502
BLZ 1.06285
CAN 163.56861
COD 6.85262
CAF 1.5137
COG 3.10428
CHE 126.96304
CIV 10.46948
COK 0.79942
CHL 2.83444
CMR 5.84473
CHN 278.16797
COL 11.16925
CRI 9.05655
CUB 3.23404
CPV 0.83532
CUW 4.83244
CYP 37.31061
CZE 32.05679
DEU 522.81766
DJI 9.41341
DNK 55.61399
DOM 59.86767
DZA 11.82636
ECU 3.29763
EST 4.00067
EGY 469.85769
ESP 267.97433
ETH 163.22923
FIN 32.84972
FRO 0.75197
FRA 369.73364
GAB 1.66593
GBR 655.17672
GRD 0.55832
GEO 46.46464
GUF 0.50372
GHA 32.68508
GIB 6.85429
GRL 0.25269
GMB 2.06352
GIN 8.7188
GLP 2.62895
GRC 161.56242
GTM 3.70156
GUM 5.59528
GNB 0.36115
GUY 1.21561
HKG 308.50253
HND 2.72998
HRV 27.81659
HTI 1.26362
HUN 26.50412
IDN 197.16052
IRL 55.23415
ISR 122.8166
IND 0.0
IRQ 198.16803
IRN 181.26625
ISL 15.5738
ITA 248.70883
JAM 12.39555
JOR 224.96915
JPN 338.89363
KEN 81.51632
KGZ 14.66174
KHM 16.48477
COM 1.75927
KOR 156.8326
KWT 611.83478
CYM 0.53293
KAZ 54.02373
LAO 2.46091
LBN 196.31871
LCA 0.66667
LKA 449.01738
LBR 1.41064
LTU 5.86284
LUX 3.74078
LVA 7.43554
LBY 10.54159
MAR 57.79245
MDA 4.06358
MNE 5.25132
MAF 0.23998
MDG 1.66297
MKD 1.46541
MLI 5.26432
MMR 52.2543
MAC 6.6364
MNP 1.93045
MTQ 2.97046
MRT 2.27988
MLT 10.31949
MUS 23.277
MDV 460.34531
MWI 2.58066
MEX 61.51959
MYS 653.39239
MOZ 3.96626
NAM 3.87531
NCL 2.20592
NER 2.86166
NGA 92.28265
NIC 0.46115
NLD 261.36875
NOR 37.65884
NPL 134.4355
NZL 67.88324
OMN 609.58921
PAN 10.07089
PER 4.50286
PYF 1.60222
PNG 3.0399
PHL 276.34238
PAK 497.02567
POL 62.1539
PRI 34.95578
PRT 91.07608
PRY 0.40074
QAT 1582.00339
REU 8.48974
ROU 47.44274
SRB 32.89743
RUS 375.52314
RWA 11.51904
SAU 1465.56062
SYC 36.19065
SDN 114.19529
SWE 55.09658
SGP 291.42686
SVN 2.67047
SVK 1.27008
SLE 1.89719
SEN 13.67709
SOM 9.66967
SSD 7.9798
SLV 7.50152
SXM 5.98281
SYR 33.47088
TCA 5.8355
TCD 2.29486
TGO 7.33574
THA 426.36156
TJK 9.77523
TLS 0.24164
TKM 0.07689
TUN 37.24516
TUR 500.37095
TTO 0.14967
TWN 62.34406
TZA 63.27835
UKR 113.66321
UGA 39.33433
USA 2128.93351
URY 0.3623
UZB 59.75079
VEN 1.21093
VGB 0.30475
VIR 5.33022
VNM 144.03901
WSM 0.69294
YEM 12.79729
MYT 3.22698
ZAF 154.6273
ZMB 13.35618
ZWE 10.6915
