iso_a3_target daily_seeds
ARE 1607.62174
AFG 36.27865
ATG 20.80671
ALB 71.6726
ARM 21.66001
AGO 13.09659
ARG 29.07016
AUT 278.74373
AUS 227.72162
ABW 31.60926
AZE 30.60296
BIH 17.95975
BRB 50.52183
BGD 280.52562
BEL 436.03672
BFA 14.06983
BGR 182.52659
BHR 124.95983
BDI 3.97514
BEN 7.44364
BLM 2.71886
BMU 15.54308
BRN 10.35463
BOL 5.22006
BES 6.89149
BRA 115.08122
BHS 9.95752
BTN 1.54597
BWA 1.96706
BLR 59.59713
BLZ 2.75083
CAN 342.61844
COD 21.80155
CAF 3.31821
COG 7.21869
CHE 678.13901
CIV 47.37999
CHL 29.4954
CMR 20.37405
CHN 320.49675
COL 64.3483
CRI 40.81896
CUB 21.85194
CPV 19.90329
CUW 11.57148
CYP 96.75143
CZE 86.87706
DEU 1999.44591
DJI 10.96909
DNK 230.74022
DMA 2.14573
DOM 200.88465
DZA 16.33582
ECU 30.05904
EST 36.36
EGY 435.44826
ESP 1934.78889
ETH 248.84935
FIN 214.47858
FJI 0.38518
FRO 4.34773
FRA 1419.27249
GAB 5.25747
GBR 0.0
GRD 14.83171
GEO 38.04535
GUF 3.13504
GHA 142.76509
GRL 1.9319
GMB 11.60721
GIN 7.16383
GLP 7.2201
GNQ 1.48032
GRC 233.9364
GTM 16.03867
GUM 6.24849
GNB 2.21183
GUY 4.68014
HKG 73.92594
HND 6.87633
HRV 43.03794
HTI 8.80869
HUN 76.60457
IDN 170.63411
IRL 572.37433
ISR 136.70728
IND 1368.89867
IRQ 123.92417
IRN 106.25745
ISL 42.30649
ITA 1124.66781
JAM 50.33212
JOR 112.66608
JPN 522.17926
KEN 122.82322
KGZ 14.41731
KHM 13.04064
COM 1.6235
KNA 1.1636
KOR 203.80181
KWT 168.36969
CYM 8.83183
KAZ 24.63391
LAO 1.39802
LBN 150.44223
LCA 18.88571
LKA 137.26681
LBR 12.46219
LTU 52.99052
LUX 33.24616
LVA 78.02428
LBY 14.46243
MAR 201.5624
MCO 2.92762
MDA 39.43242
MNE 9.17432
MAF 1.03404
MDG 2.16937
MKD 23.85245
MLI 18.3279
MMR 4.44658
MAC 5.04367
MNP 2.2276
MTQ 6.72656
MRT 6.42194
MLT 85.06145
MUS 3.74441
MDV 106.48233
MWI 3.6817
MEX 339.88802
MYS 120.60049
MOZ 5.76604
NAM 5.42921
NCL 0.70983
NER 8.60643
NFK 0.29042
NGA 469.1786
NIC 2.84822
NLD 1108.3854
NOR 370.15379
NPL 60.75698
NZL 16.9548
OMN 139.13487
PAN 53.79674
PER 27.38349
PYF 0.9388
PNG 2.76057
PHL 187.98076
PAK 580.47013
POL 575.42278
PRI 56.06276
PRT 166.39376
PRY 1.05953
QAT 576.81186
REU 5.51656
ROU 485.7856
SRB 137.38517
RUS 451.22884
RWA 23.30884
SAU 462.94978
SYC 13.55778
SDN 52.13988
SWE 308.20047
SGP 104.97953
SVN 3.89432
SLE 14.52236
SEN 43.15337
SOM 13.99966
SUR 2.10838
SSD 5.20299
SLV 33.28114
SXM 16.23461
SYR 6.58141
TCA 8.21837
TCD 5.92356
TGO 24.46903
THA 228.31425
TJK 3.33714
TLS 0.14745
TKM 0.18587
TUN 47.43747
TUR 1333.03028
TTO 1.94872
TWN 179.33187
TZA 60.88273
UKR 398.71928
UGA 48.46531
USA 4561.71857
URY 3.86106
UZB 28.94325
VCT 16.16441
VEN 8.90094
VGB 3.21723
VIR 20.2236
VNM 110.54278
WSM 0.31528
MYT 4.66285
ZAF 148.2569
ZMB 7.70717
ZWE 10.84793
