iso_a3_target daily_seeds
ARE 293.18383
AFG 4.99894
ATG 0.27384
ALB 1.99926
ARM 4.84243
AGO 57.61153
ARG 4.76215
AUT 25.32606
AUS 47.95543
ABW 3.36292
AZE 4.47193
BIH 1.4856
BRB 0.328
BGD 41.20424
BEL 18.41731
BFA 3.31039
BGR 6.31248
BHR 8.04467
BDI 8.75909
BEN 4.89312
BLM 0.46652
BMU 0.1122
BRN 1.54306
BOL 0.58689
BES 3.20997
BRA 54.41159
BHS 0.28437
BTN 0.22542
BWA 125.78689
BLR 4.54449
BLZ 0.10636
CAN 31.51666
COD 98.81563
CAF 1.76971
COG 9.89836
CHE 88.95323
CIV 14.93928
CHL 4.25659
CMR 14.92503
CHN 67.63451
COL 6.44378
CRI 4.06306
CUB 1.17863
CPV 1.08721
CUW 6.10716
CYP 4.64226
CZE 12.35372
DEU 172.34594
DJI 9.7309
DNK 19.05274
DMA 0.03051
DOM 9.54279
DZA 5.43068
ECU 3.73893
EST 2.05603
EGY 69.36992
ESP 83.61189
ETH 402.45321
FIN 10.63195
FJI 0.03931
FRO 0.38524
FRA 179.00557
GAB 5.49884
GBR 99.04145
GRD 0.05702
GEO 6.25915
GUF 0.36542
GHA 25.33231
GRL 0.20959
GMB 0.46805
GIN 2.30592
GLP 1.33693
GNQ 2.19353
GRC 23.40245
GTM 0.50325
GUM 0.77011
GNB 0.66425
GUY 0.49148
HKG 17.82127
HND 0.27637
HRV 5.97794
HTI 0.31752
HUN 6.62653
IDN 36.08901
IRL 23.24255
ISR 19.37099
IND 150.8699
IRQ 35.74508
IRN 43.32429
ISL 2.67952
ITA 69.62244
JAM 1.42129
JOR 20.78377
JPN 39.78571
KEN 155.74626
KGZ 2.07335
KHM 3.09533
COM 3.16377
KNA 0.00804
KOR 36.78353
KWT 28.34069
CYM 0.06416
KAZ 4.33918
LAO 0.12853
LBN 35.169
LCA 0.13565
LKA 20.42855
LBR 1.93062
LTU 2.83088
LUX 3.89325
LVA 2.96484
LBY 2.60861
MAR 17.79426
MCO 0.14035
MDA 1.60632
MNE 0.80739
MAF 0.16878
MDG 3.31058
MKD 1.33665
MLI 11.2376
MMR 0.93599
MAC 0.49147
MNP 0.21529
MTQ 1.4198
MRT 1.51196
MLT 3.16868
MUS 19.82607
MDV 28.88745
MWI 62.65036
MEX 21.19283
MYS 24.43556
MOZ 184.31777
NAM 265.27543
NCL 0.16145
NER 7.70119
NFK 0.06253
NGA 101.07858
NIC 0.25905
NLD 216.73367
NOR 17.24543
NPL 19.83502
NZL 4.0868
OMN 15.519
PAN 5.35309
PER 4.66129
PYF 0.06231
PNG 0.85213
PHL 42.09445
PAK 95.54888
POL 21.40106
PRI 2.17122
PRT 40.82948
PRY 0.32779
QAT 478.00222
REU 4.38354
ROU 18.16152
SRB 10.65493
RUS 46.02342
RWA 18.43799
SAU 79.58132
SYC 12.52928
SDN 23.15496
SWE 29.78254
SGP 80.9328
SVN 0.73702
SLE 0.95141
SEN 6.54628
SOM 26.98761
SUR 0.77692
SSD 8.5254
SLV 0.98998
SXM 1.71114
SYR 1.53299
TCA 0.27532
TCD 4.87478
TGO 11.71976
THA 45.152
TJK 0.99574
TLS 0.02081
TKM 0.02729
TUN 11.16826
TUR 191.56923
TTO 0.14051
TWN 16.34484
TZA 102.38597
UKR 28.82129
UGA 41.77328
USA 242.3712
URY 0.27539
UZB 4.09582
VCT 0.03957
VEN 0.77609
VGB 0.07647
VIR 0.69677
VNM 22.82861
WSM 0.05643
MYT 5.84344
ZAF 0.0
ZMB 186.6035
ZWE 486.69311
