iso_a3_target daily_seeds
ARE 176.66254
AFG 4.22043
ATG 4.67237
ALB 3.39004
ARM 3.24095
AGO 56.77081
ARG 438.40559
AUT 28.5641
AUS 17.87544
ABW 16.69827
AZE 3.51029
BIH 1.3489
BRB 2.55381
BGD 21.13384
BEL 25.10599
BFA 2.60706
BGR 10.06294
BHR 8.55237
BDI 1.70404
BEN 3.21414
BLM 0.98707
BMU 2.43755
BRN 0.30569
BOL 183.64904
BES 4.41657
BRA 0.0
BHS 12.59939
BTN 0.14029
BWA 0.73876
BLR 5.39677
BLZ 3.67524
CAN 51.10536
COD 7.13339
CAF 0.96672
COG 4.12446
CHE 165.60446
CIV 8.22345
CHL 384.04732
CMR 6.5869
CHN 29.33815
COL 123.60204
CRI 36.96956
CUB 9.42716
CPV 10.25162
CUW 9.33637
CYP 4.08524
CZE 13.71137
DEU 302.52768
DJI 3.37715
DNK 19.54444
DMA 0.18141
DOM 115.84561
DZA 6.29681
ECU 53.85118
EST 3.61565
EGY 39.41944
ESP 411.41839
ETH 94.92825
FIN 12.58543
FJI 0.02357
FRO 0.43591
FRA 360.73617
GAB 2.43497
GBR 81.81253
GRD 2.48901
GEO 4.49032
GUF 1.66556
GHA 11.74424
GRL 0.21012
GMB 0.95978
GIN 5.48993
GLP 3.80475
GNQ 0.84095
GRC 25.16703
GTM 19.74498
GUM 0.78432
GNB 6.59097
GUY 4.50433
HKG 11.34217
HND 18.19358
HRV 8.98308
HTI 12.17909
HUN 12.03531
IDN 14.39129
IRL 31.35696
ISR 21.43447
IND 122.83054
IRQ 19.88823
IRN 17.58469
ISL 3.75816
ITA 107.37886
JAM 21.26416
JOR 12.15871
JPN 42.19303
KEN 21.46518
KGZ 1.61476
KHM 0.93205
COM 0.355
KNA 0.92897
KOR 25.97291
KWT 16.17348
CYM 1.20045
KAZ 5.01574
LAO 0.15913
LBN 21.38855
LCA 4.97729
LKA 10.52835
LBR 1.20808
LTU 4.52593
LUX 15.3725
LVA 6.81119
LBY 1.84748
MAR 27.36236
MCO 0.35684
MDA 2.20384
MNE 0.72263
MAF 0.49261
MDG 1.30407
MKD 1.50186
MLI 7.31012
MMR 0.31985
MAC 0.63488
MNP 0.24978
MTQ 4.88803
MRT 2.21513
MLT 5.5828
MUS 1.37374
MDV 19.76787
MWI 1.34294
MEX 462.43458
MYS 8.73282
MOZ 8.00706
NAM 7.54682
NCL 0.08195
NER 3.81631
NFK 0.02288
NGA 20.31549
NIC 7.58846
NLD 268.47237
NOR 16.74652
NPL 9.83184
NZL 0.99751
OMN 8.51583
PAN 280.3549
PER 102.57028
PYF 0.12785
PNG 0.17578
PHL 18.3163
PAK 49.95326
POL 29.91309
PRI 36.88991
PRT 334.22822
PRY 97.82842
QAT 199.62905
REU 4.47679
ROU 25.83158
SRB 13.9417
RUS 33.73876
RWA 3.10017
SAU 34.20351
SYC 2.00633
SDN 8.74604
SWE 30.02782
SGP 25.46346
SVN 1.38767
SLE 1.13577
SEN 18.69357
SOM 5.16687
SUR 6.79596
SSD 1.5253
SLV 18.35931
SXM 7.11987
SYR 0.74422
TCA 5.48912
TCD 2.1095
TGO 4.78543
THA 35.53907
TJK 0.75514
TLS 0.01104
TKM 0.01891
TUN 11.20796
TUR 140.61812
TTO 1.36546
TWN 9.76633
TZA 14.12895
UKR 29.84155
UGA 9.77664
USA 2350.92711
URY 71.70063
UZB 3.39375
VCT 0.77937
VEN 14.4966
VGB 0.67896
VIR 16.48625
VNM 13.29997
WSM 0.01803
MYT 1.06545
ZAF 57.90348
ZMB 3.16895
ZWE 3.06926
