iso_a3_target daily_seeds
ARE 2559.06772
AFG 62.45458
ATG 46.52688
ALB 125.80187
ARM 40.37053
AGO 53.73167
ARG 102.91958
AUT 864.6417
AUS 347.8344
ABW 60.57892
AZE 44.47566
BIH 34.43167
BRB 232.0466
BGD 361.13293
BEL 1459.22538
BFA 18.7773
BGR 612.49035
BHR 341.35774
BDI 7.44459
BEN 14.65566
BLM 8.43911
BMU 76.47987
BRN 19.1262
BOL 13.71428
BES 39.52203
BRA 608.74159
BHS 11.57921
BTN 2.35108
BWA 2.64043
BLR 91.57248
BLZ 3.03045
CAN 991.56413
COD 33.43199
CAF 5.65032
COG 11.47669
CHE 2393.4055
CIV 60.56101
CHL 61.69041
CMR 30.06356
CHN 644.64923
COL 135.14917
CRI 56.61089
CUB 68.29926
CPV 248.48458
CUW 61.44773
CYP 438.2998
CZE 468.07265
DEU 6298.31584
DJI 19.06634
DNK 1013.05218
DMA 17.53602
DOM 310.75906
DZA 22.78045
ECU 65.9323
EST 158.3565
EGY 876.44026
ESP 10000.48818
ETH 493.33934
FIN 830.37946
FJI 0.55862
FRO 17.86295
FRA 4013.30735
GAB 12.93204
GBR 0.0
GRD 40.8226
GEO 25.50951
GUF 12.75227
GHA 191.019
GIB 92.36867
GRL 5.19841
GMB 15.58523
GIN 20.53459
GLP 28.64481
GNQ 7.87372
GRC 983.00311
GTM 23.57437
GUM 10.34597
GNB 9.88801
GUY 8.37047
HKG 118.95367
HND 6.54381
HRV 76.42577
HTI 20.08372
HUN 538.59481
IDN 231.12018
IRL 2427.00895
ISR 255.45691
IND 2480.38423
IRQ 213.01682
IRN 315.45255
ISL 211.13799
ITA 3638.74442
JAM 149.69319
JOR 189.87759
JPN 668.02872
KEN 218.64543
KGZ 20.38613
KHM 12.86385
COM 3.61151
KNA 5.50294
KOR 349.13682
KWT 282.21101
CYM 20.00404
KAZ 62.89254
LAO 3.07278
LBN 351.14401
LCA 62.93378
LKA 235.99215
LBR 13.89882
LTU 306.17699
LUX 229.78373
LVA 413.91233
LBY 20.86294
MAR 651.85639
MCO 8.03721
MDA 97.7772
MNE 24.84369
MAF 2.89036
MDG 6.34269
MKD 62.04197
MLI 32.55517
MMR 8.54514
MAC 12.17946
MNP 4.94209
MTQ 31.31409
MRT 13.64021
MLT 290.54132
MUS 11.72801
MDV 326.52949
MWI 7.53376
MEX 620.53502
MYS 226.24151
MOZ 19.11507
NAM 12.13297
NCL 1.4545
NER 16.50617
NGA 648.08175
NIC 2.12046
NLD 4297.6712
NOR 978.22085
NPL 76.42237
NZL 29.24629
OMN 275.44114
PAN 112.82119
PER 72.32269
PYF 3.25673
PNG 5.45085
PHL 361.73649
PAK 723.9648
POL 2731.5372
PRI 92.18363
PRT 2232.97544
PRY 5.37354
QAT 1061.70754
REU 42.94592
ROU 1464.88211
SRB 252.76508
RUS 963.18273
RWA 62.5475
SAU 627.48577
SLB 0.06145
SYC 43.72133
SDN 107.91331
SWE 1121.03893
SGP 153.65485
SVN 4.7785
SVK 114.18261
SLE 20.03724
SEN 92.55647
SOM 27.10761
SUR 9.38353
SSD 15.42702
SLV 46.48567
SXM 31.51482
SYR 5.70025
TCA 23.54328
TCD 8.05755
TGO 41.4646
THA 414.99458
TJK 5.09333
TLS 0.17441
TKM 0.37927
TUN 118.80112
TUR 2576.15543
TTO 9.38289
TWN 150.792
TZA 108.80399
UKR 801.12695
UGA 68.45249
USA 6252.02427
URY 11.59762
UZB 51.96279
VCT 23.2436
VEN 13.83959
VGB 6.10686
VIR 21.22107
VNM 213.86069
VUT 0.22329
WSM 0.48332
MYT 12.77826
ZAF 642.40419
ZMB 20.61492
ZWE 19.6052
