iso_a3_target daily_seeds
ARE 195.96947
AFG 3.49448
ATG 4.756
ALB 4.80052
ARM 2.82236
AGO 64.37682
ARG 569.25674
AUT 29.26084
AUS 17.74024
ABW 17.49084
AZE 3.04899
BIH 1.35659
BRB 7.90306
BGD 15.8606
BEL 56.01512
BFA 2.82617
BGR 13.76891
BHR 11.08868
BDI 1.0917
BEN 3.74734
BLM 1.64268
BMU 2.30154
BRN 0.54383
BOL 187.75577
BES 5.54388
BRA 0.0
BHS 12.34767
BTN 0.19578
BWA 0.54609
BLR 4.19981
BLZ 3.34807
CAN 196.71432
COD 6.99439
CAF 1.45476
COG 3.35325
CHE 203.48949
CIV 8.95124
CHL 524.45203
CMR 5.69922
CHN 39.4913
COL 278.8973
CRI 39.06601
CUB 41.86816
CPV 22.62284
CUW 12.47055
CYP 5.88093
CZE 16.31531
DEU 377.26928
DJI 2.93553
DNK 33.43202
DMA 0.61357
DOM 99.55315
DZA 4.14085
ECU 63.98722
EST 3.37943
EGY 44.73931
ESP 613.45276
ETH 92.01928
FIN 17.6147
FJI 0.03047
FRO 0.49038
FRA 529.50296
GAB 3.01236
GBR 429.54429
GRD 2.97447
GEO 2.63753
GUF 3.3114
GHA 17.49965
GIB 1.90658
GRL 0.18885
GMB 1.18308
GIN 5.44657
GLP 8.86786
GNQ 1.38156
GRC 28.06104
GTM 18.18935
GUM 0.63535
GNB 10.18051
GUY 9.12922
HKG 17.01956
HND 10.30045
HRV 9.07257
HTI 11.93518
HUN 13.68686
IDN 12.6169
IRL 51.3313
ISR 25.54135
IND 127.52181
IRQ 17.98529
IRN 17.06736
ISL 3.7118
ITA 149.33426
JAM 21.08405
JOR 12.84835
JPN 44.16768
KEN 23.27844
KGZ 0.94613
KHM 0.69288
COM 0.33752
KNA 0.79268
KOR 20.18368
KWT 16.44877
CYM 3.64684
KAZ 4.95009
LAO 0.18062
LBN 27.87047
LCA 5.08699
LKA 11.69045
LBR 1.56102
LTU 4.98615
LUX 34.6794
LVA 9.59701
LBY 1.99461
MAR 43.95269
MCO 0.49997
MDA 4.20269
MNE 2.2497
MAF 0.68522
MDG 1.61674
MKD 1.19418
MLI 8.14049
MMR 0.40967
MAC 0.45413
MNP 0.30996
MTQ 9.21978
MRT 2.49273
MLT 9.97135
MUS 2.43934
MDV 20.32843
MWI 1.49756
MEX 457.16085
MYS 11.97821
MOZ 15.32654
NAM 7.33573
NCL 0.09446
NER 3.98951
NGA 31.57736
NIC 4.52587
NLD 306.96761
NOR 24.29245
NPL 6.50558
NZL 1.28064
OMN 13.75762
PAN 297.3057
PER 313.54284
PYF 0.42458
PNG 0.25096
PHL 20.24932
PAK 50.29686
POL 42.12953
PRI 33.79297
PRT 858.89454
PRY 55.89034
QAT 152.63442
REU 13.93451
ROU 31.50876
SRB 19.71954
RUS 32.42956
RWA 4.34831
SAU 24.4639
SLB 0.0029
SYC 2.60244
SDN 8.40129
SWE 50.68336
SGP 24.48294
SVN 1.2133
SVK 0.60261
SLE 1.50799
SEN 26.55473
SOM 4.49566
SUR 15.64851
SSD 1.61457
SLV 21.0607
SXM 8.94581
SYR 0.59438
TCA 5.69244
TCD 1.63402
TGO 5.65198
THA 30.18329
TJK 0.43179
TLS 0.00987
TKM 0.0128
TUN 15.79442
TUR 144.13025
TTO 7.43704
TWN 9.31403
TZA 11.52347
UKR 29.68991
UGA 5.69978
USA 2183.30889
URY 71.38987
UZB 2.99469
VCT 0.94389
VEN 14.96603
VGB 0.72677
VIR 15.19463
VNM 12.91866
VUT 0.00974
WSM 0.02335
MYT 2.27815
ZAF 66.72336
ZMB 3.1094
ZWE 3.59179
