iso_a3_target daily_seeds
ARE 12358.93572
AFG 121.75155
ATG 8.73063
ALB 24.23347
ARM 63.9242
AGO 28.22607
ARG 7.59093
AUT 181.40907
AUS 470.83315
ABW 13.71121
AZE 81.27237
BIH 15.49524
BRB 26.05108
BGD 1492.8338
BEL 125.52209
BFA 3.83992
BGR 27.11344
BHR 937.74274
BDI 6.4449
BEN 3.77501
BLM 1.01976
BMU 8.02683
BRN 7.58075
BOL 1.11217
BES 2.87289
BRA 113.9425
BHS 17.48916
BWA 1.78286
BLR 36.54081
BLZ 1.95114
CAN 1094.72984
COD 14.50237
CAF 2.32797
COG 4.21004
CHE 330.89378
CIV 13.80681
COK 0.8125
CHL 5.54743
CMR 8.2121
CHN 353.40605
COL 20.37854
CRI 16.80452
CUB 15.36897
CPV 3.71468
CUW 7.5777
CYP 74.75402
CZE 92.38641
DEU 1172.19299
DJI 16.18235
DNK 132.5189
DMA 0.48067
DOM 81.62842
DZA 31.36667
ECU 4.56639
EST 7.0639
EGY 914.24517
ERI 9.51376
ESP 474.16261
ETH 242.78068
FIN 82.0028
FJI 8.3222
FRO 0.98604
FRA 798.1873
GAB 2.28594
GBR 2096.72449
GRD 2.71754
GEO 146.05151
GUF 1.11686
GHA 58.01409
GIB 6.41754
GRL 0.36815
GMB 3.21857
GIN 14.19848
GLP 3.95525
GNQ 1.05797
GRC 125.9025
GTM 5.28915
GUM 6.02089
GNB 0.65831
GUY 4.44313
HKG 755.46038
HND 2.14323
HRV 22.18896
HTI 2.36259
HUN 65.67222
IDN 192.40003
IRL 147.55772
ISR 253.56717
IND 0.0
IRQ 388.56043
IRN 275.07127
ISL 30.37143
ITA 494.69233
JAM 32.63517
JOR 307.58562
JPN 621.21107
KEN 276.41338
KGZ 79.84071
KHM 18.75009
COM 8.428
KNA 0.42398
KOR 195.57946
KWT 1321.20824
CYM 0.45424
KAZ 122.42358
LAO 0.50255
LBN 290.59829
LCA 5.26379
LKA 1757.79917
LBR 3.60235
LTU 10.91636
LUX 15.77744
LVA 21.34829
LBY 13.80714
MAR 95.97974
MDA 4.7702
MNE 6.38197
MAF 0.3484
MDG 4.57141
MKD 2.26884
MLI 7.17235
MMR 88.18931
MNG 1.69986
MAC 7.43401
MNP 1.61622
MTQ 3.96047
MRT 2.85976
MLT 22.16616
MUS 87.38065
MDV 1713.92938
MWI 6.74113
MEX 149.85813
MYS 602.04487
MOZ 9.77798
NAM 5.53281
NCL 2.99551
NER 3.34045
NGA 105.96233
NIC 0.63709
NLD 469.2275
NOR 89.81297
NPL 605.31638
NZL 29.52825
OMN 1476.68608
PAN 16.94834
PER 7.00575
PYF 4.92523
PNG 6.5433
PHL 488.04366
PAK 1849.67895
POL 155.55608
PRI 29.32469
PRT 150.37329
PRY 0.75442
QAT 2570.51692
REU 30.32218
ROU 107.21685
SRB 49.96384
RUS 771.66704
RWA 34.82455
SAU 3510.93966
SYC 88.98443
SDN 163.27472
SWE 129.8696
SGP 585.24458
SVN 11.03586
SVK 6.68554
SLE 2.35486
SEN 22.01139
SOM 28.75771
SUR 1.66132
SSD 14.59977
STP 1.28943
SLV 11.5195
SXM 7.7322
SYR 112.55215
TCA 8.80515
TCD 3.01334
TGO 8.52542
THA 636.62479
TJK 18.56466
TLS 0.58326
TKM 0.18983
TUN 56.74341
TUR 785.34676
TTO 2.86235
TWN 120.48084
TZA 167.27296
UKR 173.05066
UGA 115.64693
USA 3869.43643
URY 1.58409
UZB 116.42039
VCT 1.13901
VEN 1.98182
VGB 0.48316
VIR 5.54258
VNM 334.0873
YEM 23.35672
MYT 4.71139
ZAF 260.13504
ZMB 35.47659
ZWE 23.75322
