iso_a3_target daily_seeds
ARE 736.91799
AFG 0.75807
ATG 1.54453
ALB 4.60644
ARM 6.25593
AGO 67.4987
ARG 3.55119
AUT 60.96061
AUS 53.47312
ABW 3.54454
AZE 10.29067
BIH 2.95726
BRB 5.63597
BGD 59.11672
BEL 46.42068
BFA 4.30916
BGR 8.086
BHR 36.68087
BDI 13.90488
BEN 7.20517
BLM 0.34392
BMU 1.64992
BRN 1.14815
BOL 0.40591
BES 3.1309
BRA 53.66801
BHS 3.12412
BWA 202.06139
BLR 5.2727
BLZ 0.31284
CAN 60.6541
COD 123.84091
CAF 2.4055
COG 10.42629
CHE 237.95589
CIV 18.94378
COK 0.07237
CHL 2.44898
CMR 16.33597
CHN 55.73173
COL 5.78368
CRI 4.50697
CUB 1.4189
CPV 2.45671
CUW 7.94122
CYP 17.85509
CZE 25.46632
DEU 528.61774
DJI 10.91098
DNK 49.82861
DMA 0.12383
DOM 14.80196
DZA 10.53792
ECU 2.42407
EST 4.40087
EGY 138.95229
ERI 7.52619
ESP 187.74238
ETH 452.71521
FIN 22.36305
FJI 0.30643
FRO 0.32381
FRA 320.6046
GAB 8.38371
GBR 546.25062
GRD 0.29853
GEO 10.66651
GUF 0.54793
GHA 58.98351
GIB 1.55709
GRL 0.12118
GMB 1.78617
GIN 2.80481
GLP 1.67427
GNQ 2.10183
GRC 44.27574
GTM 0.86826
GUM 0.52768
GNB 0.26946
GUY 0.39233
HKG 32.99878
HND 0.53389
HRV 9.54606
HTI 0.21282
HUN 19.73265
IDN 29.24374
IRL 51.44883
ISR 43.427
IND 274.60349
IRQ 50.76099
IRN 54.64436
ISL 9.86846
ITA 162.38533
JAM 3.52748
JOR 38.25175
JPN 40.03774
KEN 263.35623
KGZ 3.26904
KHM 2.71823
COM 5.68636
KNA 0.09199
KOR 30.35278
KWT 58.01546
CYM 0.06399
KAZ 14.55686
LAO 0.03842
LBN 53.34314
LCA 0.87855
LKA 47.14647
LBR 3.27336
LTU 4.89046
LUX 7.19708
LVA 7.86199
LBY 2.67767
MAR 26.32293
MDA 1.99352
MNE 2.57869
MAF 0.14057
MDG 6.40707
MKD 2.19867
MLI 10.80597
MMR 0.86786
MNG 0.37896
MAC 0.99809
MNP 0.14128
MTQ 1.75988
MRT 1.29418
MLT 9.4728
MUS 101.05098
MDV 52.3143
MWI 79.5033
MEX 25.54239
MYS 28.9331
MOZ 208.80165
NAM 331.92903
NCL 0.20737
NER 6.9629
NGA 121.21299
NIC 0.19782
NLD 288.72805
NOR 38.1086
NPL 36.40634
NZL 3.45164
OMN 26.38517
PAN 5.20774
PER 4.0621
PYF 0.19674
PNG 0.81503
PHL 66.10552
PAK 125.84891
POL 46.37037
PRI 3.94874
PRT 80.26552
PRY 0.27231
QAT 554.48026
REU 63.15665
ROU 34.1454
SRB 20.76717
RUS 78.63649
RWA 59.2205
SAU 191.99694
SYC 63.99548
SDN 29.77563
SWE 51.10543
SGP 91.85815
SVN 3.95889
SVK 0.67021
SLE 2.05397
SEN 6.64825
SOM 24.38109
SUR 1.28533
SSD 10.93206
STP 4.75605
SLV 1.14372
SXM 2.47023
SYR 3.85587
TCA 0.89046
TCD 4.93735
TGO 13.29483
THA 57.01808
TJK 2.39732
TLS 0.04788
TKM 0.09638
TUN 18.24714
TUR 286.18725
TTO 0.38002
TWN 5.87788
TZA 133.31213
UKR 31.07233
UGA 101.10712
USA 661.45901
URY 0.59471
UZB 8.98859
VCT 0.25438
VEN 1.09177
VGB 0.10831
VIR 1.04608
VNM 19.66595
YEM 3.27698
MYT 6.57766
ZAF 0.0
ZMB 334.72976
ZWE 992.5293
