iso_a3_target daily_seeds
ARE 11630.32966
AFG 175.18945
ATG 8.59492
ALB 19.58907
ARM 55.91283
AGO 28.0337
ARG 14.15024
AUT 187.11431
AUS 1234.39927
ABW 13.44886
AZE 91.59603
BIH 12.04152
BRB 31.45688
BGD 1473.93671
BEL 134.1531
BFA 4.27619
BGR 43.01337
BHR 884.83199
BDI 6.35768
BEN 3.5091
BLM 0.98627
BMU 6.57715
BRN 13.41233
BOL 1.25791
BES 2.76757
BRA 159.36101
BHS 19.42388
BWA 2.11109
BLR 29.76146
BLZ 1.84663
CAN 1053.3652
COD 11.80272
CAF 2.2315
COG 4.00343
CHE 450.67191
CIV 15.48254
COK 0.85845
CHL 13.58703
CMR 8.64385
CHN 281.45419
COL 23.77006
CRI 26.43112
CUB 22.96278
CPV 6.16487
CUW 7.44375
CYP 64.65867
CZE 88.90659
DEU 1324.15808
DJI 18.21885
DNK 160.08413
DMA 0.40257
DOM 93.14719
DZA 38.75911
ECU 5.12095
EST 9.55161
EGY 1020.5571
ERI 12.2406
ESP 519.98924
ETH 222.94401
FIN 203.85735
FJI 8.69939
FRO 0.60945
FRA 828.88948
GAB 3.78354
GBR 2226.52024
GRD 1.81311
GEO 120.38984
GUF 1.38325
GHA 64.69634
GIB 6.92728
GRL 0.64973
GMB 3.03653
GIN 12.73723
GLP 6.29819
GNQ 1.25117
GRC 119.66692
GTM 4.63251
GUM 5.24745
GNB 0.58647
GUY 5.23827
HKG 230.73473
HND 3.52668
HRV 27.58385
HTI 2.31603
HUN 78.73599
IDN 320.9583
IRL 174.32396
ISR 225.95976
IND 0.0
IRQ 456.3599
IRN 317.6059
ISL 31.12259
ITA 523.8101
JAM 32.84507
JOR 327.41024
JPN 674.6341
KEN 314.79673
KGZ 107.65883
KHM 49.1609
COM 7.62468
KNA 0.81254
KOR 179.0771
KWT 1670.26688
CYM 2.64153
KAZ 173.63627
LAO 5.51838
LBN 291.15903
LCA 11.95203
LKA 2298.92323
LBR 3.09412
LTU 12.74991
LUX 13.90548
LVA 21.00675
LBY 12.36305
MAR 86.4501
MDA 4.60243
MNE 7.44263
MAF 0.40418
MDG 2.73787
MKD 2.5598
MLI 6.15046
MMR 44.10236
MNG 2.35079
MAC 6.38521
MNP 1.5136
MTQ 6.60933
MRT 3.54143
MLT 11.92457
MUS 96.08059
MDV 1511.72392
MWI 4.41553
MEX 171.94187
MYS 781.59022
MOZ 16.33921
NAM 4.55962
NCL 3.7054
NER 3.07295
NGA 182.35464
NIC 0.67838
NLD 455.8612
NOR 97.53337
NPL 629.92702
NZL 50.46006
OMN 1690.28538
PAN 19.96499
PER 8.69753
PYF 3.18705
PNG 10.89656
PHL 572.47523
PAK 1743.58854
POL 169.76374
PRI 30.86407
PRT 139.83055
PRY 0.98079
QAT 3146.67264
REU 27.02157
ROU 77.7676
SRB 56.85799
RUS 786.88115
RWA 33.94394
SAU 5472.59891
SYC 96.91439
SDN 194.08794
SWE 154.67386
SGP 1350.65256
SVN 12.87903
SVK 6.89798
SLE 2.4668
SEN 20.73251
SOM 37.76075
SUR 1.59379
SSD 15.52282
STP 1.1369
SLV 10.72606
SXM 9.41434
SYR 118.28916
TCA 9.58029
TCD 2.5471
TGO 8.06559
THA 1559.68848
TJK 14.6274
TLS 0.70295
TKM 1.09344
TUN 59.66365
TUR 895.14851
TTO 4.69202
TWN 136.05179
TZA 187.77546
UKR 170.38861
UGA 139.19286
USA 3953.26026
URY 1.91655
UZB 106.36052
VCT 0.95825
VEN 1.84287
VGB 0.43406
VIR 5.58747
VNM 289.68988
YEM 25.99368
MYT 4.72943
ZAF 323.98855
ZMB 38.81098
ZWE 25.63954
