iso_a3_target daily_seeds
ARE 774.52073
AFG 3.22739
ATG 2.39767
ALB 3.62286
ARM 4.7432
AGO 67.46756
ARG 5.59917
AUT 63.27851
AUS 134.2994
ABW 3.81777
AZE 8.99933
BIH 1.70093
BRB 9.8036
BGD 53.33174
BEL 50.08789
BFA 4.5028
BGR 11.7654
BHR 38.51393
BDI 18.66774
BEN 5.9974
BLM 0.26163
BMU 2.04466
BRN 0.90141
BOL 0.43356
BES 3.01315
BRA 63.7679
BHS 5.12517
BWA 182.20307
BLR 4.06099
BLZ 0.3642
CAN 56.08538
COD 104.13239
CAF 2.49096
COG 10.53854
CHE 226.76474
CIV 23.78557
COK 0.06109
CHL 4.65061
CMR 18.41599
CHN 36.90141
COL 6.13266
CRI 6.18107
CUB 3.07347
CPV 2.94691
CUW 7.61393
CYP 16.50894
CZE 24.31953
DEU 512.79255
DJI 10.05006
DNK 50.76614
DMA 0.13959
DOM 18.07644
DZA 10.27934
ECU 2.63179
EST 4.02769
EGY 128.80568
ERI 10.1008
ESP 185.81025
ETH 406.56589
FIN 28.94534
FJI 1.45933
FRO 0.18383
FRA 238.95791
GAB 10.11243
GBR 756.45476
GRD 0.36398
GEO 8.69246
GUF 0.33692
GHA 73.95132
GIB 2.57544
GRL 0.19596
GMB 1.4547
GIN 2.93951
GLP 1.3329
GNQ 3.37072
GRC 37.19534
GTM 0.82655
GUM 0.42981
GNB 0.3016
GUY 0.57224
HKG 17.11504
HND 0.78837
HRV 10.48439
HTI 0.22195
HUN 20.98757
IDN 28.77206
IRL 64.94347
ISR 45.02433
IND 335.18801
IRQ 47.2121
IRN 51.55338
ISL 12.24604
ITA 155.52721
JAM 4.4128
JOR 38.752
JPN 41.64845
KEN 277.49866
KGZ 2.53552
KHM 3.12522
COM 5.68534
KNA 0.2197
KOR 19.93207
KWT 64.33776
CYM 0.24965
KAZ 12.58869
LAO 0.3285
LBN 48.78746
LCA 3.41307
LKA 54.48399
LBR 2.88509
LTU 4.43282
LUX 6.1646
LVA 5.84856
LBY 2.43286
MAR 21.47967
MDA 1.81408
MNE 2.35494
MAF 0.08007
MDG 1.76999
MKD 1.96489
MLI 9.04016
MMR 0.82787
MNG 0.44294
MAC 0.70135
MNP 0.14103
MTQ 1.56223
MRT 1.50332
MLT 5.58778
MUS 84.99284
MDV 50.64587
MWI 58.77591
MEX 26.15008
MYS 37.5323
MOZ 193.12281
NAM 287.33554
NCL 0.29365
NER 5.13227
NGA 198.65395
NIC 0.17189
NLD 259.93379
NOR 40.95717
NPL 33.66215
NZL 3.52469
OMN 43.11001
PAN 6.038
PER 3.56053
PYF 0.23756
PNG 0.73983
PHL 62.73559
PAK 131.13451
POL 38.37403
PRI 5.05979
PRT 84.42003
PRY 0.35246
QAT 609.49152
REU 31.69915
ROU 26.15845
SRB 18.14643
RUS 77.58543
RWA 75.27757
SAU 168.06782
SYC 41.6234
SDN 27.75115
SWE 52.10189
SGP 97.76306
SVN 3.49022
SVK 0.60041
SLE 2.53398
SEN 7.7654
SOM 17.46462
SUR 1.47027
SSD 12.29622
STP 4.32398
SLV 1.03122
SXM 2.40582
SYR 3.48577
TCA 1.2146
TCD 4.65023
TGO 12.92541
THA 74.19353
TJK 1.84853
TLS 0.09257
TKM 0.03794
TUN 15.4181
TUR 255.25076
TTO 1.24624
TWN 9.19228
TZA 117.18388
UKR 25.18121
UGA 105.35325
USA 745.35535
URY 0.67745
UZB 7.95244
VCT 0.30628
VEN 0.88019
VGB 0.11304
VIR 1.14767
VNM 18.00158
YEM 3.95285
MYT 5.13122
ZAF 0.0
ZMB 322.69646
ZWE 841.26227
