ISO_A3,ihme.mean,ihme.lower,ihme.upper,confirmed.7mavg,under.mean,under.lower,under.upper
PSE,1590545.02,1027439.09,2088818.21,179363.001,8.86774313059136,5.72826661168543,11.6457585920967
QAT,910731.06,355943.31,1422301.3,78450.719,11.6089574653866,4.53715803420489,18.1298695299402
ROU,3150715.9,2432036.33,4041109.55,460107.282,6.84778533889842,5.28580273589324,8.78297238077619
RUS,37169890.08,30467726.65,45732401.49,2341434.142,15.8748390199223,13.0124209361597,19.5317906532859
RWA,3167063.05,1876248.3,4699516.19,28570.138,110.852213944504,65.6716568887417,164.490496685735
SAU,2872235.42,1560055.65,4751458.49,121027.853,23.7320199342874,12.890054738061,39.2592149015483
SDN,8178758.22,1921285.82,16718867.47,11695.568,699.304062872363,164.274691062461,1429.50453282816
SEN,3799289.43,2133966.65,5006735.26,24153.291,157.29903763425,88.3509684042642,207.289982139494
SGP,10323.61,6964.39,16981.61,3997.712,2.58237962114329,1.74209397775528,4.24783226005275
SLE,1503533.61,632444.76,2472139.21,2803.853,536.238386962512,225.562738132135,881.693587359965
SLV,750941.04,416609.39,1098560.65,32725.707,22.9465184663543,12.7303404018132,33.5687369565461
SMR,6579.09,1239.41,14147.52,2809.002,2.34214500381274,0.441227880934225,5.03649338804315
SOM,4729541.09,231036.39,13646223.04,10209.718,463.239150190044,22.6290667381802,1336.59157285245
SRB,1949303.52,1255925.69,2467455.96,387332.859,5.03263142980596,3.24249714636268,6.3703760284381
SSD,3348063.76,1278267.64,6305941.52,7319.998,457.385884531662,174.62677448819,861.467656138704
SUR,133744.88,74753.35,209238.85,15179.431,8.81092842017596,4.92464770253905,13.7843671478858
SVK,1388921.75,628846.15,2362109.89,523195.282,2.65469089226229,1.20193390811196,4.5147767406664
SVN,166200.7,139844.65,213048.11,140482.859,1.18306746590344,0.995457032946634,1.51654167288836
SWE,666888.58,588026.21,833804.32,676675.71,0.985536454382263,0.868992637551598,1.23220666513949
SWZ,111247.26,62503.26,155093.85,10299.295,10.8014441765189,6.0686930513205,15.058686055696
SYR,2432419.41,1072688.5,4884485.58,14267.857,170.48246348418,75.1821734686575,342.341921425201
TCD,3125938.05,1140210,5317106.91999999,2920.29,1070.42042057467,390.444099729822,1820.74619986371
TGO,1574348.84,988015.06,2272368.95,10243.573,153.691377022451,96.4521910470106,221.833626801898
THA,1493037.72,664508.66,1921937.65,239019.425,6.24651205649917,2.78014500285908,8.0409265899623
TLS,221038.09,71753.96,399344.98,8987.297,24.5945015503549,7.98393109741449,44.4343811047971
TTO,131666.79,79696.44,177564.14,25042.574,5.25771791669658,3.18243803532337,7.09049077782499
TUN,4503418.17,3266193.19,5807879.49,273307.857,16.4774559335116,11.9506011493844,21.250320256984
TUR,7418974.82,1672679.26,12101372.91,3245990.002,2.28558153765995,0.515306349979324,3.72809925555648
TWN,98945.94,67671.41,160519.94,13821.001,7.15910084949708,4.89627415554054,11.6142050781995
UGA,8837891.58,6083537.18,15647822.88,43945.277,201.11129530484,138.434380104146,356.075190514785
UKR,10987169.99,5299246.24,14965553.21,1234567.292,8.89961208368057,4.29239157260939,12.1221040821159
URY,638930.73,480113.8,828067.1,348440.135,1.8336886765355,1.37789465613656,2.37649747208369
USA,26735419.8,23601855.6,31185860.75,14238536.284,1.87768035047555,1.65760406331384,2.19024344412732
UZB,3144680.28,2296603.21,4123161.12,32376.43,97.1286914585703,70.9344177230164,127.350702965089
VEN,6746439.39,4160352.05,11395206.23,156504.707,43.1069424001414,26.5829196434328,72.8106294592149
VNM,355282.35,113431.08,570212.76,14210.573,25.0012684217589,7.98216088823442,40.1259512899304
YEM,9833294.7,1550214.1,22172105.7,4814.995,2042.22324218405,321.955495280888,4604.80347331617
ZAF,13529501.36,10881327,17636570.65,910433.705999999,14.860501397122,11.9518059670783,19.3716143567295
ZMB,7720962.29,3555053.69,12900869.45,127816.568,60.4065843013404,27.8137157461465,100.932685424631
ZWE,5856527.79,3664274.27,7782780.09,33539.857,174.613976141878,109.251338489607,232.045714744699
