ISO_A3,ihme.mean,ihme.lower,ihme.upper,confirmed.7mavg,under.mean,under.lower,under.upper
AFG,20085912.15,7029853.82,41771578.43,21912.191,916.654667258057,320.819301912803,1906.31682746833
AGO,2442438.11,889606.56,5557358.04,23534.715,103.780228908657,37.7997592067718,236.134494936523
ALB,1460803.73,1091527.92,1897993.74,67496.565,21.6426381105468,16.1716069551095,28.1198567660443
AND,37783.8,15186.44,73886.1099999999,20097.822,1.8799947576409,0.755626156903967,3.67632423055592
ARE,3635872.24,1543334.57,6557466.68,150543.149,24.1516951395776,10.2517755225115,43.5587187033002
ARG,21222986.03,12925028.15,33810030.51,3616716.116,5.8680265050695,3.57369164055231,9.34826771734384
ARM,1725202.29,907300.09,2640203.8,78287.001,22.036893327923,11.5894092047286,33.7246767186803
AUS,13478625.78,10842243.38,16525193.47,6851259.783,1.96732078579832,1.58251821174593,2.41199341338711
AUT,6307714.36,5022173.36,7848364.1,3013789.502,2.09295120173924,1.66639818629244,2.60415138309815
AZE,6184605.3,2497230.01,11768827.53,177318.405,34.8785299529398,14.0833096823762,66.371156056812
BEL,6284180.16,3952042.26,9090659.26,2074904.78,3.02865954166822,1.9046860839561,4.38124165871361
BEN,2895999.58,1129171.39,9567174.97,2017.001,1435.79481616519,559.826886550874,4743.2673409681
BFA,4331816.66,1851920.65,11415806.16,3520.709,1230.3819088712,526.007872277999,3242.47364948367
BGD,61557964.18,27681797.92,113387291.16,369184.861,166.740217931093,74.9808587627867,307.128767016262
BGR,2908287.08,1661629.14,4545570.26,424952.708,6.84378996827101,3.91015072670157,10.6966497081365
BHR,916087.68,465894.6,1461543.58,302086.291,3.03253642185305,1.54225667923474,4.83816586036339
BHS,160786.77,20220.44,499481.69,10543.854,15.2493357741866,1.91774658488253,47.3718329180203
BIH,1372954.3,835893.79,2323831.14,88780.429,15.4646053805395,9.41529343139354,26.1750384197851
BLR,4517779.21,2410653.46,7251859.37,287428.706,15.717912357717,8.38696139139283,25.230115220294
BLZ,240448.5,52951.05,655246.11,26881.713,8.9446866723114,1.96977960444708,24.3751620292948
BOL,4332453.92,1421024.85,8077281.56,323919.138,13.3751094385785,4.3869740416511,24.936104763282
BRA,114494644.1,81368434.3,150635712.5,8599527.43,13.3140623170266,9.46196578385703,17.5167430682874
BRB,201577.35,111833.56,345396.06,51625.714,3.90459200234984,2.16623754588653,6.69038804964518
BWA,879538.42,351606.3,1829029.66,93279.3340000001,9.42908125823453,3.76939119226558,19.6080908982476
CAF,1862257.14,625391.4,3996380.24,2543.707,732.10363457741,245.858269053787,1571.08512890832
CAN,12434196.64,9633502.51000001,16172309.56,1791481.6,6.94073365866554,5.377394057522,9.02733779682694
CHE,3633227.98,2576782.88,4782497.8,2385853.839,1.52282085373797,1.08002545582592,2.00452254108094
CHL,10231320.2,8085634.62,13077895.78,1858284.714,5.5057872041453,4.35112798328706,7.0376168309804
CHN,8248043.07,5646145.71,11468213.71,1083035.001,7.61567545128673,5.21326245669506,10.5889594513668
CIV,2672212.28,1079376.7,5073887.96,15970.287,167.323998623193,67.58655620904,317.70800111482
CMR,19251991.6,10390119.65,32357134.39,10792.966,1783.75356690645,962.675102469516,2997.98353761144
COD,11665724.54,2870395.01,24306882.62,15015.604,776.90677910792,191.160809115637,1618.7748837809
COG,2643661.75,414097.54,7415589.34,4161.149,635.320136337343,99.5151915973208,1782.10137152022
COL,17028149.96,11295058.3,24834976.73,964785.852000001,17.6496679804131,11.7073216575319,25.7414395935814
CPV,128635.98,24968.9,417541.58,16339.712,7.87259775447695,1.52811138898899,25.5537906665674
CRI,2381566.27,1603170.06,3827863.89,311883.981,7.63606473908644,5.14027701858789,12.2733584383739
CUB,3158425.86,1619637.27,4901910.42,139952.001,22.5679221263868,11.5728053791814,35.0256544027549
