ISO_A3,ihme.mean,ihme.lower,ihme.upper,confirmed.7mavg,under.mean,under.lower,under.upper
AFG,22119490.33,9111689.56,44975417.5,23293,949.619642381832,391.177158803074,1930.85551453226
AGO,2463393.12,23982.33,12096442.9,3122.807,788.839374319322,7.67973493078503,3873.58005153697
ALB,2639311.41,608762.62,5713247.48,53915.86,48.9524123328461,11.2909748634261,105.965989970298
AND,38765.12,7198.42,100745.92,3049.993,12.7099045801089,2.36014312163995,33.0315249903852
ARE,3129407.2,1083567.76,6743944.59,103027.563,30.3744659087006,10.517260900367,65.4576735936188
ARG,17745307.31,3231014.55,53633573.2,365117.707000001,48.6016070154603,8.84924091068526,146.893925360897
ARM,1717054.95,378046.18,4312093.84,22462.709,76.4402436945606,16.8299460229841,191.966776580688
AUS,12467029.41,5520004.28,27124916.51,2559973.711,4.86998337382536,2.15627381495403,10.5957793212666
AUT,3918739.09,1866117.82,7589668.45,1134037.425,3.45556416711732,1.64555223563279,6.69260844720358
AZE,7618429.79,721108.81,21899270.42,30995.143,245.794310095617,23.2652196507046,706.538776736729
BEL,4158398.82,2045229.67,8448477.36,410219.856,10.1370003406174,4.98569155072787,20.5949985999703
BEN,3326198.09,691099.26,8078022.06,786.573,4228.72141555838,878.620623896319,10269.8949239295
BFA,2625367.51,330.99,20981681.78,586.999,4472.52467210336,0.563868081546988,35743.9821532916
BGD,47370299.92,7965405.45000001,131778320.7,68930.144,687.221833164892,115.557649930341,1911.7662179844
BGR,6167267.69,977113.04,15364294.05,115576.426,53.360948278501,8.4542590026101,132.93622741025
BHR,661124.22,185481.78,1536084.87,75243.43,8.78647105800467,2.46508937723865,20.4148703747291
BHS,174424.13,14692.97,638957.84,1596.148,109.27816844052,9.2052679325476,400.312402108075
BIH,2312469.69,631014.86,5227234.38,21931.713,105.439538170137,28.7717999957413,238.341363485834
BLR,201872.89,83029.72,636951.2,11169.998,18.0727776316522,7.43327975528733,57.0233942745558
BLZ,205908.03,2704.53,1013890.81,5623.73,36.6141386588616,0.480913913007914,180.287960126108
BOL,8907183.47,1236761.02,24427019.27,188169.565,47.3359412293907,6.57258797404352,129.81386904944
BRA,117844465.6,62227309.3,190800873.3,2949816.336,39.9497637062378,21.0953165254964,64.6822891891396
BRB,106913.06,49603.28,240908.18,19775.62,5.40630635095132,2.50830467009378,12.1820797527461
BWA,81970.12,16330.19,226913.1,6002.999,13.6548615117211,2.7203386174144,37.7999563218318
CAF,1760312.07,140488.64,6442945.09,662.01,2659.04150994698,212.215283757043,9732.39843809005
CAN,19414492.6,12795872.95,32082269.3,488129.208,39.7732655244019,26.2141104041453,65.7249530947962
CHE,3566000.29,1668482.84,6431610.67,563404.001,6.32938403644741,2.96143235944112,11.4156283210349
CHL,10165597.95,6969892.8,17112121.86,934694.569000001,10.8758500232604,7.45686669331658,18.3077150841988
CHN,53439512.67,9013243.71,201609252.4,532911.569,100.278387219625,16.9132070578111,378.316524031026
CIV,14801640.16,2707096.93,37208532.41,4758.999,3110.24233457498,568.83746560989,7818.56277128867
CMR,18020121.52,5376837.19,38338819.4,3962.721,4547.41111473657,1356.85484544584,9674.872240564
COD,76798695.35,2069426.11,293389315.3,2807.446,27355.3597647114,737.120539451159,104503.992347493
COG,3476963.47,263024.21,11069470.56,1247.001,2788.26037028038,210.925420268308,8876.87384372587
COL,17877156.09,6198011.93,47680946.67,157899.152,113.218822669801,39.2529779387288,301.9708849988
CPV,198848.14,4091.52,805483.5,3255.289,61.0846348818799,1.25688379741399,247.43839947851
CRI,1823218.02,550784.39,3481765.84,238663.016,7.63929849943737,2.30779112420166,14.5886275064922
CUB,4822204.16,1321539.74,11791971.11,5415.569,890.433518620112,244.026018318666,2177.42052774141
CYP,516291.28,234649.4,911645.92,106610.331,4.84278845358805,2.20100057657639,8.55119678786102
CZE,7817762.19,4594532.8,12547238.7,249448.975,31.3401255306822,18.4187279182045,50.2998206346609
DEU,33057299.2,17492741.58,56193312.4,8438341.407,3.9175114641104,2.07300709183074,6.65928405709978
DNK,2154388.66,1193623.98,3655821,184116.285,11.7012390294536,6.48298970403406,19.8560436954287
DOM,5507917.81,407759.76,21745775.92,45921.384,119.94233035311,8.87951809117949,473.543565673021
DZA,5980745.95,183447.69,23604250.04,5002.859,1195.46562275691,36.668570911153,4718.15216859
ECU,8668759.88,1548516.72,26032278.82,106499.008,81.3975645669863,14.5401985340558,244.436819730753
EGY,33668321.01,2025010.45,148190421.92,0,Inf,Inf,Inf
ESP,14799572.52,8004909.44,29516485.72,885316.254,16.7167071124394,9.04186430988084,33.3400472279141
EST,556930.26,342504.24,987769.85,29588.056,18.8228067433697,11.5757601648449,33.3840739655218
ETH,17476931.06,799329.96,72724928.3,6664.572,2622.36360564489,119.93717826141,10912.1678481379
FIN,3398984.98,1050501.2,8813567.56,252312.295,13.4713410616791,4.1634958772025,34.9311854184514
FJI,549632.66,42845.92,1718582.57,2815.295,195.230929618388,15.218980604164,610.444933834642
