ISO_A3,ihme.mean,ihme.lower,ihme.upper,confirmed.7mavg,under.mean,under.lower,under.upper
AFG,4702844.94,2052447.85,12506657.33,43707.429,107.598297305476,46.9587870290884,286.144886948166
AGO,20246345.4,7924817.41,36774034.27,37383.149,541.590153360275,211.989027730115,983.70616851994
ALB,801824.77,497708.28,1219435.91,75965.714,10.5550876544121,6.55174885870222,16.0524511097204
AND,37850.49,14366.59,52153.35,8685.864,4.3577115644454,1.6540196807134,6.0043940361028
ARE,1992869.08,706910.81,3291894.11,128542.572,15.5035724662488,5.49942948084157,25.6093686222491
ARG,9240121.2,4967797.18,13061170.92,1122730.574,8.23004326592785,4.42474561131886,11.6333973817658
ARM,315654.23,174323.35,485260.15,119848.003,2.63378798226617,1.45453696045315,4.04896316878972
AUS,2111542.36,1483385.47,2808950.82,320219.715,6.59404234370767,4.63239894520548,8.77194841048435
AUT,892377.24,630316.45,1200221.56,617028.291,1.44625012015859,1.02153573700561,1.94516455324088
AZE,3220601.34,1371205.34,5643120.31,279601.002,11.5185615107345,4.9041503077303,20.1827613979724
BEL,2552025.25,1438224.2,3383596.97,982887.854,2.59645618736072,1.46326378349976,3.44250562892804
BEN,5154327.6,2188312.76,9975131.35000001,16756.717,307.597699477767,130.593168100888,595.291509070661
BFA,13313869.36,5326404.9,24053619.82,3900.572,3413.31203731145,1365.54456628412,6166.69037771896
BGD,25749600.96,10332543.97,61128001.89,693031.997,37.1549958320323,14.9091874757985,88.20372241774
BGR,1983892.05,1088866.96,3043618.45,317537.284,6.24774522540793,3.42909955732946,9.58507426800313
BHR,89262.5,40001,148899.6,15424.428,5.78708656165402,2.59335386699591,9.65349249904113
BHS,115965.62,50709.09,192668.15,11448.478,10.1293481980749,4.4293302568254,16.8291496913389
BIH,1461367.57,918985.1,2673035.34,84032.569,17.390490227664,10.9360586131789,31.8095159032922
BLR,1159461.24,507674.86,2253437.01,280237.714,4.13742041872352,1.81158650187962,8.04116254673702
BLZ,142868.37,43996.8,253493.74,18779.429,7.60770575079784,2.34281883650456,13.4984796396099
BOL,4358258.91,1268909.66,8985832.34,149599.424,29.1328588938952,8.48204910200724,60.0659554678499
BRA,25187040,18654149.89,32936572.27,3734305.142,6.74477286730523,4.99534697371017,8.82000024571104
BRB,59323.87,36399.36,87914.35,23898.714,2.48230385952985,1.52306772657307,3.67862262379474
BWA,1422333.82,766177.46,2338854.58,145063.444,9.80490867154651,5.28167151470636,16.1229770609886
CAF,1219011.07,315739.27,2814395.48,4965.426,245.499795989307,63.5875491851052,566.798393531592
CAN,5573793.63,4186097.22,7188451.42,685750.43,8.12802061239684,6.10440334685608,10.482605778315
CHE,1575389.18,1128921.09,2233324.62,573946.424,2.74483665046757,1.9669450715142,3.89117263669893
CHL,774187.27,534669.49,1043153.47,256628.429,3.01676347011422,2.08343826942104,4.06483987009872
CHN,58190.36,40119.74,73141.02,12935.713,4.49842695180389,3.10147109788227,5.65419316275802
CIV,16309291.16,8241946.04,27454171.08,17967.288,907.721363402201,458.71953741711,1528.00862767937
CMR,12318617.65,7253610.46,18919400.2,28445.709,433.057149322592,254.998406262259,665.105594661043
COD,55889670.54,18690727.99,108163290.52,32677.283,1710.35243474802,571.979255129626,3310.04540738592
COG,3444541.62,475775.85,6852740.65,7412.703,464.680915989754,64.1838543915762,924.459087326175
COL,7521712.17,4244745.84,11111134.83,981517.565999999,7.66334952175477,4.32467638587326,11.3203626862038
CPV,264376.06,84673.66,570203.28,7488.716,35.3032562591504,11.3068328402359,76.141661668035
CRI,1161680.71,710565.03,1592146,206874.282,5.61539452255356,3.43476735305358,7.69620072929123
CUB,1931700.36,1265168.07,3004713.43,782571.711999999,2.46840044225877,1.61668004426922,3.83953749404119
CYP,164174.02,117185.56,223398.01,80643.714,2.03579438318032,1.45312702239879,2.77018503884878
CZE,2599720.64,1792915.35,3887700.42,793300.578,3.27709409534806,2.2600706462614,4.90066505409757
DEU,7560005.04,5993040.54,9309214.74,3320666.427,2.27665295692767,1.80477041935655,2.80341761048557
DJI,377195.58,24343.15,982216.35,2005.716,188.060313623664,12.1368877747398,489.708587855908
DNK,709123.62,549900.78,887981.2,447552.275,1.58444869931674,1.22868502902817,1.98408375870729
DOM,1746539.84,625334.52,3257399.67,93028.428,18.7742594124024,6.72197234161583,35.0150995779484
DZA,9180480.99,4181433.36,17786245.79,78839.426,116.44530478951,53.037338957795,225.600904171981
ECU,3898438.52,1534745.02,6126497.69,91247.172,42.7239380087308,16.8196447775938,67.1417815557067
EGY,17590914.49,11410140.68,23169077.71,102708.285,171.270647640548,111.092699873238,225.581390147835
ESP,11387179.97,7797827.55,14678864.27,2249499.966,5.06209386179649,3.4664715127184,6.52538986079718
EST,229315.64,184971.03,294531.88,107397.863,2.13519742008274,1.72229711870524,2.74243706320302
