iso_a3_target daily_seeds
ARE 11635.23809
AFG 153.84303
ATG 6.13282
ALB 31.68934
ARM 77.78559
AGO 28.73284
ARG 5.15561
AUT 169.86152
AUS 415.89311
ABW 9.65203
AZE 71.35622
BIH 27.45067
BRB 20.49806
BGD 1228.04591
BEL 119.00426
BFA 4.32724
BGR 35.04649
BHR 908.12319
BDI 7.68964
BEN 5.27685
BLM 0.63457
BMU 7.56875
BRN 6.62429
BOL 1.16367
BES 2.41409
BRA 102.88795
BHS 11.27841
BWA 1.85636
BLR 42.66656
BLZ 0.71004
CAN 1092.20573
COD 15.07944
CAF 1.70325
COG 4.24198
CHE 332.18429
CIV 16.4057
COK 0.58681
CHL 5.11209
CMR 8.53482
CHN 302.43582
COL 16.62785
CRI 10.60706
CUB 5.41238
CPV 3.07944
CUW 6.07926
CYP 109.13662
CZE 80.10686
DEU 1158.64467
DJI 22.6483
DNK 138.97564
DOM 61.4647
DZA 25.55366
ECU 4.3711
EST 6.67716
EGY 999.80194
ERI 13.53214
ESP 620.36235
ETH 278.66305
FIN 73.49333
FJI 3.04737
FRO 1.05702
FRA 760.02817
GAB 2.68933
GBR 2031.77046
GRD 2.0461
GEO 138.51788
GUF 1.01906
GHA 74.01844
GIB 12.81503
GRL 0.36718
GMB 2.03606
GIN 15.76732
GLP 3.3839
GNQ 0.95756
GRC 297.53793
GTM 4.60769
GUM 7.39946
GNB 0.63633
GUY 3.2794
HKG 478.40706
HND 2.33802
HRV 56.05005
HTI 1.59973
HUN 70.78381
IDN 212.33352
IRL 157.81439
ISR 202.32114
IND 0.0
IRQ 512.45145
IRN 322.12869
ISL 36.25237
ITA 552.31605
JAM 23.54919
JOR 429.22049
JPN 577.24499
KEN 289.88348
KGZ 60.37983
KHM 15.12948
COM 10.32185
KOR 180.68395
KWT 1097.31381
CYM 0.49054
KAZ 150.80482
LAO 0.38595
LBN 334.32282
LCA 2.31539
LKA 1527.62684
LBR 3.19817
LTU 9.29678
LUX 12.19683
LVA 22.09077
LBY 19.95902
MAR 119.74119
MDA 7.77308
MNE 7.29295
MAF 0.34773
MDG 2.00725
MKD 2.32166
MLI 8.33477
MMR 73.58617
MNG 2.00551
MAC 6.59014
MNP 1.80995
MTQ 3.4226
MRT 3.33645
MLT 30.19419
MUS 77.64376
MDV 1838.30267
MWI 7.38936
MEX 111.51213
MYS 487.69007
MOZ 11.80587
NAM 6.08901
NCL 4.52966
NER 3.92175
NGA 115.91663
NIC 0.71521
NLD 460.56593
NOR 87.71626
NPL 638.71796
NZL 25.09468
OMN 1347.22424
PAN 14.42255
PER 5.93471
PYF 7.7575
PNG 5.17021
PHL 462.46677
PAK 1553.13801
POL 147.79412
PRI 25.5706
PRT 176.42621
PRY 0.60919
QAT 2784.18118
REU 23.78125
ROU 94.86988
SRB 57.02661
RUS 794.92147
RWA 35.15537
SAU 3217.35028
SYC 95.72129
SDN 220.77227
SWE 124.96276
SGP 402.88638
SVN 15.20535
SVK 4.80428
SLE 2.78714
SEN 20.907
SOM 44.08835
SUR 1.27807
SSD 19.5141
SLV 9.67195
SXM 4.62301
SYR 123.52445
TCA 4.8487
TCD 3.58276
TGO 10.49778
THA 720.96956
TJK 16.06037
TLS 0.62653
TKM 0.1319
TUN 64.07306
TUR 987.44744
TTO 2.11416
TWN 90.42776
TZA 179.0409
UKR 210.19174
UGA 126.9347
USA 3638.0765
URY 1.00357
UZB 125.23452
VCT 1.1833
VEN 2.07282
VGB 0.37819
VIR 3.94998
VNM 302.8415
YEM 19.57447
MYT 5.76669
ZAF 278.42577
ZMB 44.96591
ZWE 25.83067
