iso_a3_target daily_seeds
ARE 676.84748
AFG 0.30876
ATG 0.6805
ALB 4.02926
ARM 6.67406
AGO 60.1962
ARG 1.97784
AUT 40.64581
AUS 47.4168
ABW 2.90404
AZE 8.68754
BIH 2.66415
BRB 1.8682
BGD 54.37912
BEL 40.14963
BFA 4.49543
BGR 7.00964
BHR 31.28494
BDI 15.93412
BEN 9.92428
BLM 0.21195
BMU 0.60314
BRN 1.30148
BOL 0.31646
BES 2.61386
BRA 43.07364
BHS 1.27307
BWA 191.79978
BLR 5.73165
BLZ 0.18868
CAN 49.25973
COD 138.63551
CAF 1.78585
COG 11.54958
CHE 164.78371
CIV 21.60928
COK 0.06441
CHL 1.81892
CMR 16.18088
CHN 52.64428
COL 4.06048
CRI 2.35646
CUB 0.55138
CPV 1.09364
CUW 5.55148
CYP 19.44619
CZE 16.05366
DEU 361.75929
DJI 11.65197
DNK 33.7929
DOM 10.55069
DZA 6.61521
ECU 1.89351
EST 3.34523
EGY 128.4424
ERI 7.93639
ESP 168.0388
ETH 433.03277
FIN 14.05818
FJI 0.15063
FRO 0.22573
FRA 219.91436
GAB 8.19252
GBR 315.70153
GRD 0.15773
GEO 9.42273
GUF 0.29016
GHA 58.1717
GIB 1.16548
GRL 0.08226
GMB 0.77814
GIN 2.5069
GLP 0.94599
GNQ 2.10371
GRC 74.84601
GTM 0.83873
GUM 0.64206
GNB 0.25276
GUY 0.22416
HKG 21.63266
HND 0.53942
HRV 17.94837
HTI 0.18589
HUN 15.36011
IDN 28.55866
IRL 33.60118
ISR 30.36574
IND 295.42099
IRQ 50.66275
IRN 54.32399
ISL 7.11311
ITA 132.60797
JAM 2.20783
JOR 40.995
JPN 32.92257
KEN 241.23235
KGZ 3.42731
KHM 2.98131
COM 6.147
KOR 26.41073
KWT 40.76571
CYM 0.05002
KAZ 11.69817
LAO 0.02436
LBN 52.11598
LCA 0.39111
LKA 35.14927
LBR 3.19181
LTU 3.39224
LUX 4.02653
LVA 5.81601
LBY 2.31253
MAR 25.90577
MDA 1.87273
MNE 2.30966
MAF 0.09464
MDG 1.55476
MKD 1.09531
MLI 11.07696
MMR 0.90904
MNG 0.33625
MAC 1.0707
MNP 0.13616
MTQ 1.01131
MRT 0.9759
MLT 6.0283
MUS 60.61347
MDV 45.1005
MWI 79.69768
MEX 17.65994
MYS 22.95162
MOZ 173.69761
NAM 282.39332
NCL 0.25348
NER 7.53912
NGA 125.01178
NIC 0.15814
NLD 236.77652
NOR 26.74166
NPL 33.60952
NZL 3.52888
OMN 25.08459
PAN 4.16258
PER 2.89314
PYF 0.13592
PNG 0.82309
PHL 61.17119
PAK 80.83957
POL 28.51395
PRI 3.88917
PRT 71.50585
PRY 0.17408
QAT 536.90525
REU 15.57422
ROU 21.34709
SRB 14.33689
RUS 70.29919
RWA 56.69784
SAU 169.70399
SYC 57.47437
SDN 38.56102
SWE 36.69818
SGP 79.08818
SVN 3.45168
SVK 0.33159
SLE 2.04584
SEN 5.70512
SOM 28.86276
SUR 1.40648
SSD 15.53698
SLV 0.96151
SXM 1.45197
SYR 3.49115
TCA 0.5872
TCD 6.05894
TGO 16.97225
THA 43.98469
TJK 1.74374
TLS 0.04401
TKM 0.0575
TUN 15.80758
TUR 294.08564
TTO 0.2318
TWN 5.36121
TZA 120.68335
UKR 28.39724
UGA 111.84324
USA 566.50361
URY 0.21869
UZB 8.1462
VCT 0.10617
VEN 0.95077
VGB 0.06617
VIR 0.91542
VNM 16.34942
YEM 3.31334
MYT 5.78145
ZAF 0.0
ZMB 378.51597
ZWE 974.15967
