iso_a3_target daily_seeds
ARE 212.63449
AFG 0.15227
ATG 2.14061
ALB 3.90954
ARM 3.87279
AGO 56.36827
ARG 486.20247
AUT 58.03647
AUS 10.43363
ABW 11.43798
AZE 4.97625
BIH 2.39644
BRB 3.15676
BGD 17.45202
BEL 82.18388
BFA 2.76253
BGR 13.20322
BHR 11.38589
BDI 1.30265
BEN 4.31553
BLM 0.69573
BMU 0.9232
BRN 0.15489
BOL 150.49541
BES 3.62286
BRA 0.0
BHS 11.20621
BWA 0.56787
BLR 3.40387
BLZ 2.74159
CAN 192.36219
COD 6.92342
CAF 0.60948
COG 2.79089
CHE 271.21052
CIV 12.51932
COK 0.01145
CHL 395.93207
CMR 5.90941
CHN 13.40599
COL 387.21003
CRI 49.10984
CUB 8.31086
CPV 20.88583
CUW 11.20272
CYP 14.26621
CZE 24.38899
DEU 490.68647
DJI 2.95465
DNK 49.27974
DOM 105.64485
DZA 8.63259
ECU 76.94661
EST 4.41208
EGY 44.01787
ERI 1.63882
ESP 797.1339
ETH 68.7251
FIN 18.23894
FJI 0.04579
FRO 0.31821
FRA 635.81896
GAB 4.68032
GBR 315.02047
GRD 1.07672
GEO 6.21993
GUF 4.37655
GHA 14.79962
GIB 0.29391
GRL 0.12168
GMB 1.72168
GIN 5.55279
GLP 5.10905
GNQ 0.74416
GRC 88.46057
GTM 24.8558
GUM 0.29817
GNB 6.62303
GUY 6.50434
HKG 10.62727
HND 20.47862
HRV 23.79133
HTI 6.57625
HUN 26.14282
IDN 7.52564
IRL 61.50397
ISR 38.26243
IND 109.15029
IRQ 22.30496
IRN 17.25847
ISL 11.1579
ITA 274.23511
JAM 16.3185
JOR 18.87736
JPN 22.1582
KEN 17.20845
KGZ 2.2786
KHM 0.41398
COM 0.47987
KOR 18.06877
KWT 16.31042
CYM 1.51166
KAZ 7.1218
LAO 0.01903
LBN 24.41494
LCA 2.47992
LKA 10.58634
LBR 1.03904
LTU 4.95107
LUX 34.04979
LVA 9.97212
LBY 2.10708
MAR 61.03678
MDA 4.55127
MNE 2.25894
MAF 0.5637
MDG 1.3224
MKD 1.55672
MLI 6.41265
MMR 0.19774
MNG 0.26693
MAC 0.2244
MNP 0.08778
MTQ 5.16565
MRT 2.1947
MLT 11.11882
MUS 8.09812
MDV 15.44174
MWI 1.37198
MEX 627.72097
MYS 5.47674
MOZ 10.58607
NAM 5.99352
NCL 0.07291
NER 2.90881
NGA 14.9311
NIC 10.83269
NLD 336.71647
NOR 32.24321
NPL 10.87617
NZL 0.53621
OMN 8.56332
PAN 507.88531
PER 193.15124
PYF 0.35338
PNG 0.11279
PHL 17.10214
PAK 28.19545
POL 53.75719
PRI 33.14581
PRT 1252.06914
PRY 113.16025
QAT 157.59626
REU 11.97726
ROU 41.32248
SRB 17.20295
RUS 49.68208
RWA 2.5082
SAU 54.09956
SYC 4.94109
SDN 9.53277
SWE 39.15855
SGP 15.90097
SVN 3.81942
SVK 0.65613
SLE 1.07054
SEN 19.63789
SOM 3.64858
SUR 2.28041
SSD 1.48592
SLV 22.19932
SXM 4.49698
SYR 1.201
TCA 4.10896
TCD 1.59813
TGO 4.58666
THA 17.12889
TJK 0.85726
TLS 0.01185
TKM 0.05829
TUN 21.37379
TUR 272.74537
TTO 4.58586
TWN 2.26711
TZA 12.63183
UKR 30.89168
UGA 7.57564
USA 2224.34574
URY 110.22635
UZB 5.83008
VCT 0.44704
VEN 35.87663
VGB 0.37944
VIR 8.84171
VNM 8.00068
YEM 0.53254
MYT 1.4864
ZAF 43.06654
ZMB 3.67817
ZWE 3.23457
